"subj" "trial" "RT" "x1" "ERR.code" "eat" "targ" "dist" "soa" "cond" "targ_pos" "dist_pos" "targ_ID" "subset" "dist_ID" "blk" "pl" "occ" "sem.kat" "phon.ons" "LatSq1" "LatSq2" "LatSq3" "LatSq4" "cross.coding1" "cross.coding2" "cross.coding3" "cross.coding4" "cross.coding5" "ver"
"61" 1 69 619 "/" 0 "sonatst" "Grille_g.bmp" "Pistol__.bmp" -200 5 332 372 91 9 94 0 0 0 1 7 0 0 0 0 450 452 454 456 458 1
"62" 1 70 781 "/" 0 "sonatst" "Hubsch_g.bmp" "Toilet__.bmp" -200 6 372 332 96 9 95 0 0 0 2 8 0 0 0 0 451 453 455 457 459 1
"63" 1 71 750 "/" 0 "sonatst" "Glocke_g.bmp" "Glocke__.bmp" -200 1 332 372 13 1 13 1 1 1 6 7 1 3 4 2 13 140 219 298 392 1
"64" 1 72 699 "/" 0 "sonatst" "Pferd__g.bmp" "Zug_____.bmp" -200 4 372 332 23 1 32 1 1 1 1 6 1 3 4 2 112 32 23 348 448 1
"65" 1 73 656 "/" 0 "sonatst" "Gitarr_g.bmp" "Elefan__.bmp" -200 4 332 372 12 1 6 1 1 1 5 7 1 3 4 2 43 6 12 281 369 1
"66" 1 74 807 "/" 0 "sonatst" "Katze__g.bmp" "Katze___.bmp" -200 1 372 332 18 1 18 1 1 1 1 9 1 3 4 2 65 152 18 311 410 1
"67" 1 75 786 "/" 0 "sonatst" "Hahn___g.bmp" "Ente____.bmp" -200 2 332 372 14 1 7 1 1 1 1 8 1 3 4 2 7 14 222 303 397 1
"68" 1 76 639 "/" 0 "sonatst" "Besen__g.bmp" "Besen___.bmp" -200 1 332 372 3 1 3 1 1 1 3 3 1 3 4 2 33 3 197 269 356 1
"69" 1 77 741 "/" 0 "sonatst" "Zug____g.bmp" "Harfe___.bmp" -200 4 372 332 32 1 16 1 1 1 2 15 1 3 4 2 64 32 227 16 405 1
"70" 1 78 847 "/" 0 "sonatst" "Orgel__g.bmp" "Hund____.bmp" -200 3 372 332 22 1 17 1 1 1 5 11 1 3 4 2 17 151 229 22 408 1
"71" 1 79 1013 "/" 0 "sonatst" "Kuh____g.bmp" "Affe____.bmp" -200 2 372 332 20 1 1 1 1 1 1 9 1 3 4 2 1 158 232 20 419 1
"72" 1 80 852 "/" 1 "sonatst" "Harfe__g.bmp" "Besen___.bmp" -200 4 332 372 16 1 3 1 1 1 5 8 1 3 4 2 36 3 198 16 359 1
"73" 1 81 853 "/" 0 "sonatst" "Elefan_g.bmp" "Schwei__.bmp" -200 2 332 372 6 1 28 1 1 1 1 5 1 3 4 2 41 6 206 28 368 1
"74" 1 82 778 "/" 0 "sonatst" "Hammer_g.bmp" "Dudels__.bmp" -200 3 332 372 15 1 5 1 1 1 4 8 1 3 4 2 39 5 15 277 365 1
"75" 1 83 785 "/" 0 "sonatst" "Schere_g.bmp" "Saege___.bmp" -200 2 372 332 26 1 24 1 1 1 4 13 1 3 4 2 90 174 247 24 26 1
"76" 1 84 755 "/" 0 "sonatst" "Fahrra_g.bmp" "Loewe___.bmp" -200 3 332 372 9 1 21 1 1 1 2 6 1 3 4 2 76 21 9 320 424 1
"77" 1 85 851 "/" 0 "sonatst" "Trompe_g.bmp" "Staubs__.bmp" -200 3 372 332 31 1 29 1 1 1 5 14 1 3 4 2 101 183 29 335 31 1
"78" 1 86 578 "/" 0 "sonatst" "Schaf__g.bmp" "Schaf___.bmp" -200 1 372 332 25 1 25 1 1 1 1 13 1 3 4 2 87 169 243 25 435 1
"79" 1 87 794 "/" 0 "sonatst" "Glocke_g.bmp" "Klinge__.bmp" -200 2 332 372 13 1 19 1 1 2 6 7 2 1 3 4 13 141 19 299 393 1
"80" 1 88 778 "/" 0 "sonatst" "Besen__g.bmp" "Staubs__.bmp" -200 2 332 372 3 1 29 1 1 2 3 3 2 1 3 4 34 3 29 270 357 1
"81" 1 89 705 "/" 0 "sonatst" "Fahrra_g.bmp" "Schaf___.bmp" -200 4 332 372 9 1 25 1 1 2 2 6 2 1 3 4 88 172 9 25 438 1
"82" 1 90 640 "/" 0 "sonatst" "Zug____g.bmp" "Zug_____.bmp" -200 1 372 332 32 1 32 1 1 2 2 15 2 1 3 4 110 32 260 345 446 1
"83" 1 91 1239 "/" 0 "sonatst" "Schaf__g.bmp" "Esel____.bmp" -200 2 372 332 25 1 8 1 1 2 1 13 2 1 3 4 8 170 244 25 436 1
"84" 1 92 687 "/" 0 "sonatst" "Harfe__g.bmp" "Harfe___.bmp" -200 1 332 372 16 1 16 1 1 2 5 8 2 1 3 4 61 147 225 16 403 1
"85" 1 93 726 "/" 0 "sonatst" "Kuh____g.bmp" "Floete__.bmp" -200 3 372 332 20 1 10 1 1 2 1 9 2 1 3 4 49 134 10 20 383 1
"86" 1 94 738 "/" 0 "sonatst" "Hammer_g.bmp" "Trompe__.bmp" -200 4 332 372 15 1 31 1 1 2 4 8 2 1 3 4 109 190 15 344 31 1
"87" 1 95 771 "/" 0 "sonatst" "Orgel__g.bmp" "Katze___.bmp" -200 4 372 332 22 1 18 1 1 2 5 11 2 1 3 4 68 153 18 22 413 1
"88" 1 96 662 "/" 0 "sonatst" "Pferd__g.bmp" "Pferd___.bmp" -200 1 372 332 23 1 23 1 1 2 1 6 2 1 3 4 80 162 23 322 430 1
"89" 1 97 899 "/" 0 "sonatst" "Katze__g.bmp" "Loewe___.bmp" -200 2 372 332 18 1 21 1 1 2 1 9 2 1 3 4 66 21 18 312 411 1
"90" 1 98 733 "/" 0 "sonatst" "Gitarr_g.bmp" "Gitarr__.bmp" -200 1 332 372 12 1 12 1 1 2 5 7 2 1 3 4 53 136 12 295 389 1
"91" 1 99 788 "/" 0 "sonatst" "Hahn___g.bmp" "Klinge__.bmp" -200 3 332 372 14 1 19 1 1 2 1 8 2 1 3 4 70 14 19 316 416 1
"92" 1 100 766 "/" 0 "sonatst" "Elefan_g.bmp" "Bohrer__.bmp" -200 3 332 372 6 1 4 1 1 2 1 5 2 1 3 4 4 6 200 274 362 1
"93" 1 101 797 "/" 0 "sonatst" "Trompe_g.bmp" "Pferd___.bmp" -200 4 372 332 31 1 23 1 1 2 5 14 2 1 3 4 82 164 23 325 31 1
"94" 1 102 652 "/" 0 "sonatst" "Schere_g.bmp" "Affe____.bmp" -200 3 372 332 26 1 1 1 1 2 4 13 2 1 3 4 1 115 193 264 26 1
"95" 1 103 921 "/" 0 "sonatst" "Harfe__g.bmp" "Ente____.bmp" -200 3 332 372 16 1 7 1 1 3 5 8 3 4 2 1 7 124 210 16 372 1
"96" 1 104 802 "/" 0 "sonatst" "Katze__g.bmp" "Glocke__.bmp" -200 4 372 332 18 1 13 1 1 3 1 9 3 4 2 1 13 142 18 301 395 1
"97" 1 105 727 "/" 0 "sonatst" "Schaf__g.bmp" "Hammer__.bmp" -200 4 372 332 25 1 15 1 1 3 1 13 3 4 2 1 60 146 15 25 402 1
"98" 1 106 759 "/" 0 "sonatst" "Besen__g.bmp" "Kuh_____.bmp" -200 4 332 372 3 1 20 1 1 3 3 3 3 4 2 1 73 3 233 20 421 1
"99" 1 107 691 "/" 0 "sonatst" "Pferd__g.bmp" "Tromme__.bmp" -200 3 372 332 23 1 30 1 1 3 1 6 3 4 2 1 106 186 23 339 30 1
"100" 1 108 775 "/" 0 "sonatst" "Orgel__g.bmp" "Geige___.bmp" -200 2 372 332 22 1 11 1 1 3 5 11 3 4 2 1 78 11 237 22 427 1
"101" 1 109 761 "/" 0 "sonatst" "Hammer_g.bmp" "Bohrer__.bmp" -200 2 332 372 15 1 4 1 1 3 4 8 3 4 2 1 4 144 15 306 400 1
"102" 1 110 640 "/" 0 "sonatst" "Kuh____g.bmp" "Kuh_____.bmp" -200 1 372 332 20 1 20 1 1 3 1 9 3 4 2 1 71 157 231 20 418 1
"103" 1 111 591 "/" 0 "sonatst" "Schere_g.bmp" "Schere__.bmp" -200 1 372 332 26 1 26 1 1 3 4 13 3 4 2 1 89 173 246 326 26 1
"104" 1 112 790 "/" 0 "sonatst" "Zug____g.bmp" "Esel____.bmp" -200 3 372 332 32 1 8 1 1 3 2 15 3 4 2 1 8 32 213 286 376 1
"105" 1 113 745 "/" 0 "sonatst" "Fahrra_g.bmp" "Auto____.bmp" -200 2 332 372 9 1 2 1 1 3 2 6 3 4 2 1 2 130 9 289 378 1
"106" 1 114 854 "/" 0 "sonatst" "Glocke_g.bmp" "Schere__.bmp" -200 4 332 372 13 1 26 1 1 3 6 7 3 4 2 1 13 176 248 328 26 1
"107" 1 115 878 "/" 0 "sonatst" "Trompe_g.bmp" "Dudels__.bmp" -200 2 372 332 31 1 5 1 1 3 5 14 3 4 2 1 108 5 258 342 31 1
"108" 1 116 684 "/" 0 "sonatst" "Elefan_g.bmp" "Elefan__.bmp" -200 1 332 372 6 1 6 1 1 3 1 5 3 4 2 1 40 6 205 279 367 1
"109" 1 117 977 "/" 0 "sonatst" "Hahn___g.bmp" "Hahn____.bmp" -200 1 332 372 14 1 14 1 1 3 1 8 3 4 2 1 56 14 221 302 396 1
"110" 1 118 760 "/" 0 "sonatst" "Gitarr_g.bmp" "Saege___.bmp" -200 3 332 372 12 1 24 1 1 3 5 7 3 4 2 1 85 167 12 24 434 1
"111" 1 119 669 "/" 0 "sonatst" "Pferd__g.bmp" "Hund____.bmp" -200 2 372 332 23 1 17 1 1 4 1 6 4 2 1 3 17 163 23 323 431 1
"112" 1 120 830 "/" 0 "sonatst" "Schere_g.bmp" "Hahn____.bmp" -200 4 372 332 26 1 14 1 1 4 4 13 4 2 1 3 58 14 224 304 26 1
"113" 1 121 804 "/" 0 "sonatst" "Elefan_g.bmp" "Fahrra__.bmp" -200 4 332 372 6 1 9 1 1 4 1 5 4 2 1 3 46 6 9 290 380 1
"114" 1 122 735 "/" 0 "sonatst" "Katze__g.bmp" "Schiff__.bmp" -200 3 372 332 18 1 27 1 1 4 1 9 4 2 1 3 94 178 18 331 27 1
"115" 1 123 1133 "/" 0 "sonatst" "Hammer_g.bmp" "Hammer__.bmp" -200 1 332 372 15 1 15 1 1 4 4 8 4 2 1 3 59 143 15 305 399 1
"116" 1 124 809 "/" 0 "sonatst" "Gitarr_g.bmp" "Tromme__.bmp" -200 2 332 372 12 1 30 1 1 4 5 7 4 2 1 3 54 137 12 296 30 1
"117" 1 125 740 "/" 0 "sonatst" "Orgel__g.bmp" "Orgel___.bmp" -200 1 372 332 22 1 22 1 1 4 5 11 4 2 1 3 77 160 236 22 426 1
"118" 1 126 834 "/" 0 "sonatst" "Glocke_g.bmp" "Schwei__.bmp" -200 3 332 372 13 1 28 1 1 4 6 7 4 2 1 3 13 180 254 28 441 1
"119" 1 127 744 "/" 0 "sonatst" "Fahrra_g.bmp" "Fahrra__.bmp" -200 1 332 372 9 1 9 1 1 4 2 6 4 2 1 3 44 129 9 288 377 1
"120" 1 128 791 "/" 0 "sonatst" "Kuh____g.bmp" "Gitarr__.bmp" -200 4 372 332 20 1 12 1 1 4 1 9 4 2 1 3 55 139 12 20 391 1
"121" 1 129 731 "/" 0 "sonatst" "Hahn___g.bmp" "Orgel___.bmp" -200 4 332 372 14 1 22 1 1 4 1 8 4 2 1 3 79 14 239 22 429 1
"122" 1 130 570 "/" 0 "sonatst" "Trompe_g.bmp" "Trompe__.bmp" -200 1 372 332 31 1 31 1 1 4 5 14 4 2 1 3 107 188 257 341 31 1
"123" 1 131 863 "/" 0 "sonatst" "Harfe__g.bmp" "Floete__.bmp" -200 2 332 372 16 1 10 1 1 4 5 8 4 2 1 3 62 449 10 16 404 1
"124" 1 132 878 "/" 0 "sonatst" "Schaf__g.bmp" "Geige___.bmp" -200 3 372 332 25 1 11 1 1 4 1 13 4 2 1 3 52 11 217 25 387 1
"125" 1 133 758 "/" 0 "sonatst" "Zug____g.bmp" "Schiff__.bmp" -200 2 372 332 32 1 27 1 1 4 2 15 4 2 1 3 111 32 261 346 27 1
"126" 1 134 712 "/" 0 "sonatst" "Besen__g.bmp" "Auto____.bmp" -200 3 332 372 3 1 2 1 1 4 3 3 4 2 1 3 2 3 196 267 354 1
"127" 1 137 822 "/" 0 "sonatst" "Kanone_g.bmp" "Frosch__.bmp" 0 5 372 332 92 9 90 0 0 0 7 9 0 0 0 0 470 472 474 476 478 1
"128" 1 138 1077 "/" 0 "sonatst" "Pfeife_g.bmp" "Pistol__.bmp" 0 6 332 372 93 9 94 0 0 0 6 6 0 0 0 0 471 473 475 477 479 1
"129" 1 139 857 "/" 0 "sonatst" "Hammer_g.bmp" "Trompe__.bmp" 0 4 372 332 15 1 31 2 2 5 4 8 2 1 3 4 109 190 15 344 31 1
"130" 1 140 1243 "/" 0 "sonatst" "Elefan_g.bmp" "Bohrer__.bmp" 0 3 372 332 6 1 4 2 2 5 1 5 2 1 3 4 4 6 200 274 362 1
"131" 1 141 1088 "/" 0 "sonatst" "Hahn___g.bmp" "Klinge__.bmp" 0 3 372 332 14 1 19 2 2 5 1 8 2 1 3 4 70 14 19 316 416 1
"132" 1 142 890 "/" 0 "sonatst" "Trompe_g.bmp" "Pferd___.bmp" 0 4 332 372 31 1 23 2 2 5 5 14 2 1 3 4 82 164 23 325 31 1
"133" 1 143 777 "/" 0 "sonatst" "Gitarr_g.bmp" "Gitarr__.bmp" 0 1 372 332 12 1 12 2 2 5 5 7 2 1 3 4 53 136 12 295 389 1
"134" 1 144 916 "/" 0 "sonatst" "Fahrra_g.bmp" "Schaf___.bmp" 0 4 372 332 9 1 25 2 2 5 2 6 2 1 3 4 88 172 9 25 438 1
"135" 1 145 893 "/" 0 "sonatst" "Orgel__g.bmp" "Katze___.bmp" 0 4 332 372 22 1 18 2 2 5 5 11 2 1 3 4 68 153 18 22 413 1
"136" 1 146 814 "/" 0 "sonatst" "Schaf__g.bmp" "Esel____.bmp" 0 2 332 372 25 1 8 2 2 5 1 13 2 1 3 4 8 170 244 25 436 1
"137" 1 147 821 "/" 0 "sonatst" "Glocke_g.bmp" "Klinge__.bmp" 0 2 372 332 13 1 19 2 2 5 6 7 2 1 3 4 13 141 19 299 393 1
"138" 1 148 1238 "/" 0 "sonatst" "Harfe__g.bmp" "Harfe___.bmp" 0 1 372 332 16 1 16 2 2 5 5 8 2 1 3 4 61 147 225 16 403 1
"139" 1 149 1018 "/" 0 "sonatst" "Katze__g.bmp" "Loewe___.bmp" 0 2 332 372 18 1 21 2 2 5 1 9 2 1 3 4 66 21 18 312 411 1
"140" 1 150 791 "/" 0 "sonatst" "Pferd__g.bmp" "Pferd___.bmp" 0 1 332 372 23 1 23 2 2 5 1 6 2 1 3 4 80 162 23 322 430 1
"141" 1 151 1150 "/" 0 "sonatst" "Besen__g.bmp" "Staubs__.bmp" 0 2 372 332 3 1 29 2 2 5 3 3 2 1 3 4 34 3 29 270 357 1
"142" 1 152 785 "/" 0 "sonatst" "Zug____g.bmp" "Zug_____.bmp" 0 1 332 372 32 1 32 2 2 5 2 15 2 1 3 4 110 32 260 345 446 1
"143" 1 153 816 "/" 0 "sonatst" "Schere_g.bmp" "Affe____.bmp" 0 3 332 372 26 1 1 2 2 5 4 13 2 1 3 4 1 115 193 264 26 1
"144" 1 154 1149 "/" 0 "sonatst" "Kuh____g.bmp" "Floete__.bmp" 0 3 332 372 20 1 10 2 2 5 1 9 2 1 3 4 49 134 10 20 383 1
"145" 1 155 1166 "/" 0 "sonatst" "Elefan_g.bmp" "Fahrra__.bmp" 0 4 372 332 6 1 9 2 2 6 1 5 4 2 1 3 46 6 9 290 380 1
"146" 1 156 1012 "/" 0 "sonatst" "Orgel__g.bmp" "Orgel___.bmp" 0 1 332 372 22 1 22 2 2 6 5 11 4 2 1 3 77 160 236 22 426 1
"147" 1 157 1500 "/" 0 "sonatst" "Harfe__g.bmp" "Floete__.bmp" 0 2 372 332 16 1 10 2 2 6 5 8 4 2 1 3 62 449 10 16 404 1
"148" 1 158 879 "/" 0 "sonatst" "Fahrra_g.bmp" "Fahrra__.bmp" 0 1 372 332 9 1 9 2 2 6 2 6 4 2 1 3 44 129 9 288 377 1
"149" 1 159 1125 "/" 0 "sonatst" "Kuh____g.bmp" "Gitarr__.bmp" 0 4 332 372 20 1 12 2 2 6 1 9 4 2 1 3 55 139 12 20 391 1
"150" 1 160 888 "/" 0 "sonatst" "Glocke_g.bmp" "Schwei__.bmp" 0 3 372 332 13 1 28 2 2 6 6 7 4 2 1 3 13 180 254 28 441 1
"151" 1 161 1013 "/" 0 "sonatst" "Schaf__g.bmp" "Geige___.bmp" 0 3 332 372 25 1 11 2 2 6 1 13 4 2 1 3 52 11 217 25 387 1
