"targ_ID" "rel" "rtd" "soa" "subj" "trial" "RT" "ERR.code" "dist_ID" "blk" "ERR.old" "ERR" "RT.old" "out" "exp"
"844" "Fahrrad" "semantic" "unrelated" "-200" "18" 104 725 "correct" "Loewe" "1" 0 0 725 0 7
"845" "Fahrrad" "semantic" "unrelated" "-200" "20" 144 536 "correct" "Loewe" "2" 0 0 536 0 7
"846" "Fahrrad" "semantic" "unrelated" "-200" "11" 170 640 "correct" "Loewe" "2" 0 0 640 0 7
"847" "Fahrrad" "semantic" "unrelated" "-200" "1" 84 755 "correct" "Loewe" "1" 0 0 755 0 7
"848" "Fahrrad" "semantic" "unrelated" "-200" "10" 107 653 "correct" "Loewe" "1" 0 0 653 0 7
"849" "Fahrrad" "semantic" "unrelated" "-200" "3" 158 557 "correct" "Loewe" "2" 0 0 557 0 7
"850" "Fahrrad" "semantic" "unrelated" "-200" "17" 77 681 "correct" "Loewe" "1" 0 0 681 0 7
"851" "Fahrrad" "semantic" "unrelated" "-200" "2" 113 765 "correct" "Loewe" "1" 0 0 765 0 7
"852" "Fahrrad" "semantic" "unrelated" "-200" "12" 144 565 "correct" "Loewe" "2" 0 0 565 0 7
"853" "Fahrrad" "semantic" "unrelated" "0" "1" 171 822 "correct" "Loewe" "2" 0 0 822 0 7
"854" "Fahrrad" "semantic" "unrelated" "0" "12" 93 710 "correct" "Loewe" "1" 0 0 710 0 7
"855" "Fahrrad" "semantic" "unrelated" "0" "18" 192 769 "correct" "Loewe" "2" 0 0 769 0 7
"856" "Fahrrad" "semantic" "unrelated" "0" "4" 89 621 "correct" "Loewe" "1" 0 0 621 0 7
"857" "Fahrrad" "semantic" "unrelated" "0" "10" 190 785 "correct" "Loewe" "2" 0 0 785 0 7
"858" "Fahrrad" "semantic" "unrelated" "0" "19" 123 NA "correct" "Loewe" "1" 0 0 1578 1 7
"859" "Fahrrad" "semantic" "unrelated" "0" "17" 180 695 "correct" "Loewe" "2" 0 0 695 0 7
"860" "Fahrrad" "semantic" "unrelated" "0" "3" 127 628 "correct" "Loewe" "1" 0 0 628 0 7
"861" "Fahrrad" "semantic" "unrelated" "0" "11" 119 566 "correct" "Loewe" "1" 0 0 566 0 7
"862" "Fahrrad" "semantic" "unrelated" "0" "20" 99 NA "disfluency" "Loewe" "1" 1 1 811 0 7
"863" "Fahrrad" "semantic" "unrelated" "0" "2" 197 819 "correct" "Loewe" "2" 0 0 819 0 7
"864" "Fahrrad" "semantic" "unrelated" "0" "9" 175 719 "correct" "Loewe" "2" 0 0 719 0 7
"865" "Floete" "congruent" "related" "-200" "8" 197 449 "correct" "Floete" "2" 0 0 449 0 7
"866" "Floete" "congruent" "related" "-200" "7" 171 652 "correct" "Floete" "2" 0 0 652 0 7
"867" "Floete" "congruent" "related" "-200" "13" 125 483 "correct" "Floete" "1" 0 0 483 0 7
"868" "Floete" "congruent" "related" "-200" "5" 130 473 "correct" "Floete" "1" 0 0 473 0 7
"869" "Floete" "congruent" "related" "-200" "6" 100 572 "correct" "Floete" "1" 0 0 572 0 7
"870" "Floete" "congruent" "related" "-200" "22" 101 NA "smack" "Floete" "1" 1 1 393 0 7
"871" "Floete" "congruent" "related" "-200" "14" 99 607 "correct" "Floete" "1" 0 0 607 0 7
"872" "Floete" "congruent" "related" "-200" "23" 186 631 "correct" "Floete" "2" 0 0 631 0 7
"873" "Floete" "congruent" "related" "-200" "15" 174 691 "correct" "Floete" "2" 0 0 691 0 7
"874" "Floete" "congruent" "related" "-200" "21" 121 763 "correct" "Floete" "1" 0 0 763 0 7
"875" "Floete" "congruent" "related" "-200" "24" 200 441 "correct" "Floete" "2" 0 0 441 0 7
"876" "Floete" "congruent" "related" "-200" "16" 199 491 "correct" "Floete" "2" 0 0 491 0 7
"877" "Floete" "congruent" "related" "0" "22" 146 696 "correct" "Floete" "2" 0 0 696 0 7
"878" "Floete" "congruent" "related" "0" "16" 105 613 "correct" "Floete" "1" 0 0 613 0 7
"879" "Floete" "congruent" "related" "0" "8" 115 493 "correct" "Floete" "1" 0 0 493 0 7
"880" "Floete" "congruent" "related" "0" "15" 73 715 "correct" "Floete" "1" 0 0 715 0 7
"881" "Floete" "congruent" "related" "0" "7" 74 821 "correct" "Floete" "1" 0 0 821 0 7
"882" "Floete" "congruent" "related" "0" "21" 168 670 "correct" "Floete" "2" 0 0 670 0 7
"883" "Floete" "congruent" "related" "0" "13" 157 620 "correct" "Floete" "2" 0 0 620 0 7
"884" "Floete" "congruent" "related" "0" "5" 165 594 "correct" "Floete" "2" 0 0 594 0 7
"885" "Floete" "congruent" "related" "0" "6" 145 666 "correct" "Floete" "2" 0 0 666 0 7
"886" "Floete" "congruent" "related" "0" "24" 106 542 "correct" "Floete" "1" 0 0 542 0 7
"887" "Floete" "congruent" "related" "0" "14" 147 727 "correct" "Floete" "2" 0 0 727 0 7
"888" "Floete" "congruent" "related" "0" "23" 73 680 "correct" "Floete" "1" 0 0 680 0 7
"889" "Floete" "congruent" "unrelated" "-200" "22" 73 580 "correct" "Ente" "1" 0 0 580 0 7
"890" "Floete" "congruent" "unrelated" "-200" "23" 200 635 "correct" "Ente" "2" 0 0 635 0 7
"891" "Floete" "congruent" "unrelated" "-200" "15" 199 679 "correct" "Ente" "2" 0 0 679 0 7
"892" "Floete" "congruent" "unrelated" "-200" "16" 157 619 "correct" "Ente" "2" 0 0 619 0 7
"893" "Floete" "congruent" "unrelated" "-200" "6" 74 589 "correct" "Ente" "1" 0 0 589 0 7
"894" "Floete" "congruent" "unrelated" "-200" "5" 100 620 "correct" "Ente" "1" 0 0 620 0 7
"895" "Floete" "congruent" "unrelated" "-200" "14" 73 555 "correct" "Ente" "1" 0 0 555 0 7
"896" "Floete" "congruent" "unrelated" "-200" "8" 165 532 "correct" "Ente" "2" 0 0 532 0 7
"897" "Floete" "congruent" "unrelated" "-200" "13" 99 605 "correct" "Ente" "1" 0 0 605 0 7
"898" "Floete" "congruent" "unrelated" "-200" "7" 197 NA "correct" "Ente" "2" 0 0 1207 1 7
"899" "Floete" "congruent" "unrelated" "-200" "21" 101 814 "correct" "Ente" "1" 0 0 814 0 7
"900" "Floete" "congruent" "unrelated" "-200" "24" 168 520 "correct" "Ente" "2" 0 0 520 0 7
"901" "Floete" "congruent" "unrelated" "0" "7" 115 755 "correct" "Ente" "1" 0 0 755 0 7
"902" "Floete" "congruent" "unrelated" "0" "13" 147 874 "correct" "Ente" "2" 0 0 874 0 7
"903" "Floete" "congruent" "unrelated" "0" "6" 171 815 "correct" "Ente" "2" 0 0 815 0 7
"904" "Floete" "congruent" "unrelated" "0" "8" 130 608 "correct" "Ente" "1" 0 0 608 0 7
"905" "Floete" "congruent" "unrelated" "0" "14" 174 904 "correct" "Ente" "2" 0 0 904 0 7
"906" "Floete" "congruent" "unrelated" "0" "23" 106 963 "correct" "Ente" "1" 0 0 963 0 7
"907" "Floete" "congruent" "unrelated" "0" "22" 186 729 "correct" "Ente" "2" 0 0 729 0 7
"908" "Floete" "congruent" "unrelated" "0" "24" 121 944 "correct" "Ente" "1" 0 0 944 0 7
"909" "Floete" "congruent" "unrelated" "0" "16" 125 710 "correct" "Ente" "1" 0 0 710 0 7
"910" "Floete" "congruent" "unrelated" "0" "21" 146 745 "correct" "Ente" "2" 0 0 745 0 7
"911" "Floete" "congruent" "unrelated" "0" "5" 145 794 "correct" "Ente" "2" 0 0 794 0 7
"912" "Floete" "congruent" "unrelated" "0" "15" 105 710 "correct" "Ente" "1" 0 0 710 0 7
"913" "Floete" "semantic" "related" "-200" "7" 145 713 "correct" "Harfe" "2" 0 0 713 0 7
"914" "Floete" "semantic" "related" "-200" "5" 115 636 "correct" "Harfe" "1" 0 0 636 0 7
"915" "Floete" "semantic" "related" "-200" "16" 174 564 "correct" "Harfe" "2" 0 0 564 0 7
"916" "Floete" "semantic" "related" "-200" "23" 146 717 "correct" "Harfe" "2" 0 0 717 0 7
"917" "Floete" "semantic" "related" "-200" "14" 125 683 "correct" "Harfe" "1" 0 0 683 0 7
"918" "Floete" "semantic" "related" "-200" "24" 186 565 "correct" "Harfe" "2" 0 0 565 0 7
"919" "Floete" "semantic" "related" "-200" "22" 121 560 "correct" "Harfe" "1" 0 0 560 0 7
"920" "Floete" "semantic" "related" "-200" "13" 105 688 "correct" "Harfe" "1" 0 0 688 0 7
"921" "Floete" "semantic" "related" "-200" "21" 106 956 "correct" "Harfe" "1" 0 0 956 0 7
"922" "Floete" "semantic" "related" "-200" "6" 130 633 "correct" "Harfe" "1" 0 0 633 0 7
"923" "Floete" "semantic" "related" "-200" "8" 171 499 "correct" "Harfe" "2" 0 0 499 0 7
"924" "Floete" "semantic" "related" "-200" "15" 147 672 "correct" "Harfe" "2" 0 0 672 0 7
"925" "Floete" "semantic" "related" "0" "16" 73 757 "correct" "Harfe" "1" 0 0 757 0 7
"926" "Floete" "semantic" "related" "0" "6" 165 867 "correct" "Harfe" "2" 0 0 867 0 7
"927" "Floete" "semantic" "related" "0" "14" 157 709 "correct" "Harfe" "2" 0 0 709 0 7
"928" "Floete" "semantic" "related" "0" "13" 199 817 "correct" "Harfe" "2" 0 0 817 0 7
"929" "Floete" "semantic" "related" "0" "21" 200 1147 "correct" "Harfe" "2" 0 0 1147 0 7
"930" "Floete" "semantic" "related" "0" "15" 99 833 "correct" "Harfe" "1" 0 0 833 0 7
"931" "Floete" "semantic" "related" "0" "23" 101 NA "disfluency" "Harfe" "1" 1 1 688 0 7
"932" "Floete" "semantic" "related" "0" "5" 197 613 "correct" "Harfe" "2" 0 0 613 0 7
"933" "Floete" "semantic" "related" "0" "22" 168 772 "correct" "Harfe" "2" 0 0 772 0 7
"934" "Floete" "semantic" "related" "0" "8" 74 694 "correct" "Harfe" "1" 0 0 694 0 7
"935" "Floete" "semantic" "related" "0" "24" 73 774 "correct" "Harfe" "1" 0 0 774 0 7
"936" "Floete" "semantic" "related" "0" "7" 100 898 "correct" "Harfe" "1" 0 0 898 0 7
"937" "Floete" "semantic" "unrelated" "-200" "24" 146 539 "correct" "Besen" "2" 0 0 539 0 7
"938" "Floete" "semantic" "unrelated" "-200" "13" 73 683 "correct" "Besen" "1" 0 0 683 0 7
"939" "Floete" "semantic" "unrelated" "-200" "8" 145 640 "correct" "Besen" "2" 0 0 640 0 7
"940" "Floete" "semantic" "unrelated" "-200" "15" 157 689 "correct" "Besen" "2" 0 0 689 0 7
"941" "Floete" "semantic" "unrelated" "-200" "6" 115 660 "correct" "Besen" "1" 0 0 660 0 7
"942" "Floete" "semantic" "unrelated" "-200" "23" 168 677 "correct" "Besen" "2" 0 0 677 0 7
"943" "Floete" "semantic" "unrelated" "-200" "14" 105 720 "correct" "Besen" "1" 0 0 720 0 7
"944" "Floete" "semantic" "unrelated" "-200" "5" 74 658 "correct" "Besen" "1" 0 0 658 0 7
"945" "Floete" "semantic" "unrelated" "-200" "16" 147 652 "correct" "Besen" "2" 0 0 652 0 7
"946" "Floete" "semantic" "unrelated" "-200" "21" 73 711 "correct" "Besen" "1" 0 0 711 0 7
"947" "Floete" "semantic" "unrelated" "-200" "22" 106 555 "correct" "Besen" "1" 0 0 555 0 7
"948" "Floete" "semantic" "unrelated" "-200" "7" 165 725 "correct" "Besen" "2" 0 0 725 0 7
"949" "Floete" "semantic" "unrelated" "0" "6" 197 877 "correct" "Besen" "2" 0 0 877 0 7
"950" "Floete" "semantic" "unrelated" "0" "22" 200 923 "correct" "Besen" "2" 0 0 923 0 7
"951" "Floete" "semantic" "unrelated" "0" "13" 174 748 "correct" "Besen" "2" 0 0 748 0 7
"952" "Floete" "semantic" "unrelated" "0" "21" 186 1024 "correct" "Besen" "2" 0 0 1024 0 7
"953" "Floete" "semantic" "unrelated" "0" "8" 100 550 "correct" "Besen" "1" 0 0 550 0 7
"954" "Floete" "semantic" "unrelated" "0" "15" 125 762 "correct" "Besen" "1" 0 0 762 0 7
"955" "Floete" "semantic" "unrelated" "0" "14" 199 601 "correct" "Besen" "2" 0 0 601 0 7
"956" "Floete" "semantic" "unrelated" "0" "7" 130 912 "correct" "Besen" "1" 0 0 912 0 7
"957" "Floete" "semantic" "unrelated" "0" "24" 101 779 "correct" "Besen" "1" 0 0 779 0 7
"958" "Floete" "semantic" "unrelated" "0" "23" 121 826 "correct" "Besen" "1" 0 0 826 0 7
"959" "Floete" "semantic" "unrelated" "0" "5" 171 687 "correct" "Besen" "2" 0 0 687 0 7
"960" "Floete" "semantic" "unrelated" "0" "16" 99 684 "correct" "Besen" "1" 0 0 684 0 7
"961" "Geige" "congruent" "related" "-200" "23" 197 544 "correct" "Geige" "2" 0 0 544 0 7
"962" "Geige" "congruent" "related" "-200" "22" 75 380 "correct" "Geige" "1" 0 0 380 0 7
"963" "Geige" "congruent" "related" "-200" "5" 93 518 "correct" "Geige" "1" 0 0 518 0 7
"964" "Geige" "congruent" "related" "-200" "14" 77 687 "correct" "Geige" "1" 0 0 687 0 7
"965" "Geige" "congruent" "related" "-200" "16" 156 466 "correct" "Geige" "2" 0 0 466 0 7
"966" "Geige" "congruent" "related" "-200" "21" 90 711 "correct" "Geige" "1" 0 0 711 0 7
"967" "Geige" "congruent" "related" "-200" "6" 78 653 "correct" "Geige" "1" 0 0 653 0 7
"968" "Geige" "congruent" "related" "-200" "24" 162 314 "correct" "Geige" "2" 0 0 314 0 7
"969" "Geige" "congruent" "related" "-200" "15" 187 552 "correct" "Geige" "2" 0 0 552 0 7
"970" "Geige" "congruent" "related" "-200" "13" 91 493 "correct" "Geige" "1" 0 0 493 0 7
"971" "Geige" "congruent" "related" "-200" "7" 202 676 "correct" "Geige" "2" 0 0 676 0 7
"972" "Geige" "congruent" "related" "-200" "8" 162 520 "correct" "Geige" "2" 0 0 520 0 7
"973" "Geige" "congruent" "related" "0" "8" 126 473 "correct" "Geige" "1" 0 0 473 0 7
"974" "Geige" "congruent" "related" "0" "21" 147 720 "correct" "Geige" "2" 0 0 720 0 7
"975" "Geige" "congruent" "related" "0" "6" 175 734 "correct" "Geige" "2" 0 0 734 0 7
"976" "Geige" "congruent" "related" "0" "16" 120 629 "correct" "Geige" "1" 0 0 629 0 7
"977" "Geige" "congruent" "related" "0" "15" 103 687 "correct" "Geige" "1" 0 0 687 0 7
"978" "Geige" "congruent" "related" "0" "24" 130 505 "correct" "Geige" "1" 0 0 505 0 7
"979" "Geige" "congruent" "related" "0" "22" 173 747 "correct" "Geige" "2" 0 0 747 0 7
"980" "Geige" "congruent" "related" "0" "7" 118 707 "correct" "Geige" "1" 0 0 707 0 7
"981" "Geige" "congruent" "related" "0" "23" 116 862 "correct" "Geige" "1" 0 0 862 0 7
"982" "Geige" "congruent" "related" "0" "5" 141 546 "correct" "Geige" "2" 0 0 546 0 7
"983" "Geige" "congruent" "related" "0" "13" 149 538 "correct" "Geige" "2" 0 0 538 0 7
"984" "Geige" "congruent" "related" "0" "14" 171 636 "correct" "Geige" "2" 0 0 636 0 7
"985" "Geige" "congruent" "unrelated" "-200" "15" 156 612 "correct" "Hund" "2" 0 0 612 0 7
"986" "Geige" "congruent" "unrelated" "-200" "6" 118 825 "correct" "Hund" "1" 0 0 825 0 7
"987" "Geige" "congruent" "unrelated" "-200" "21" 75 1000 "correct" "Hund" "1" 0 0 1000 0 7
"988" "Geige" "congruent" "unrelated" "-200" "24" 147 663 "correct" "Hund" "2" 0 0 663 0 7
"989" "Geige" "congruent" "unrelated" "-200" "13" 77 515 "correct" "Hund" "1" 0 0 515 0 7
"990" "Geige" "congruent" "unrelated" "-200" "22" 116 682 "correct" "Hund" "1" 0 0 682 0 7
"991" "Geige" "congruent" "unrelated" "-200" "14" 103 621 "correct" "Hund" "1" 0 0 621 0 7
"992" "Geige" "congruent" "unrelated" "-200" "8" 141 541 "correct" "Hund" "2" 0 0 541 0 7
"993" "Geige" "congruent" "unrelated" "-200" "7" 162 640 "correct" "Hund" "2" 0 0 640 0 7
"994" "Geige" "congruent" "unrelated" "-200" "5" 78 681 "correct" "Hund" "1" 0 0 681 0 7
"995" "Geige" "congruent" "unrelated" "-200" "16" 149 565 "correct" "Hund" "2" 0 0 565 0 7
"996" "Geige" "congruent" "unrelated" "-200" "23" 162 661 "correct" "Hund" "2" 0 0 661 0 7
"997" "Geige" "congruent" "unrelated" "0" "21" 173 927 "correct" "Hund" "2" 0 0 927 0 7
"998" "Geige" "congruent" "unrelated" "0" "6" 202 701 "correct" "Hund" "2" 0 0 701 0 7
"999" "Geige" "congruent" "unrelated" "0" "24" 90 581 "correct" "Hund" "1" 0 0 581 0 7
"1000" "Geige" "congruent" "unrelated" "0" "8" 93 584 "correct" "Hund" "1" 0 0 584 0 7
"1001" "Geige" "congruent" "unrelated" "0" "14" 187 715 "correct" "Hund" "2" 0 0 715 0 7
"1002" "Geige" "congruent" "unrelated" "0" "7" 126 639 "correct" "Hund" "1" 0 0 639 0 7
"1003" "Geige" "congruent" "unrelated" "0" "23" 130 744 "correct" "Hund" "1" 0 0 744 0 7
"1004" "Geige" "congruent" "unrelated" "0" "13" 171 NA "distractor named" "Hund" "2" 1 1 1043 0 7
"1005" "Geige" "congruent" "unrelated" "0" "22" 197 726 "correct" "Hund" "2" 0 0 726 0 7
"1006" "Geige" "congruent" "unrelated" "0" "15" 120 586 "correct" "Hund" "1" 0 0 586 0 7
"1007" "Geige" "congruent" "unrelated" "0" "16" 91 661 "correct" "Hund" "1" 0 0 661 0 7
"1008" "Geige" "congruent" "unrelated" "0" "5" 175 641 "correct" "Hund" "2" 0 0 641 0 7
"1009" "Geige" "semantic" "related" "-200" "6" 93 843 "correct" "Orgel" "1" 0 0 843 0 7
"1010" "Geige" "semantic" "related" "-200" "5" 126 624 "correct" "Orgel" "1" 0 0 624 0 7
"1011" "Geige" "semantic" "related" "-200" "24" 197 649 "correct" "Orgel" "2" 0 0 649 0 7
"1012" "Geige" "semantic" "related" "-200" "7" 175 645 "correct" "Orgel" "2" 0 0 645 0 7
"1013" "Geige" "semantic" "related" "-200" "15" 171 668 "correct" "Orgel" "2" 0 0 668 0 7
"1014" "Geige" "semantic" "related" "-200" "23" 173 777 "correct" "Orgel" "2" 0 0 777 0 7
"1015" "Geige" "semantic" "related" "-200" "16" 187 606 "correct" "Orgel" "2" 0 0 606 0 7
"1016" "Geige" "semantic" "related" "-200" "22" 90 602 "correct" "Orgel" "1" 0 0 602 0 7
"1017" "Geige" "semantic" "related" "-200" "21" 130 837 "correct" "Orgel" "1" 0 0 837 0 7
"1018" "Geige" "semantic" "related" "-200" "8" 202 508 "correct" "Orgel" "2" 0 0 508 0 7
"1019" "Geige" "semantic" "related" "-200" "14" 91 630 "correct" "Orgel" "1" 0 0 630 0 7
"1020" "Geige" "semantic" "related" "-200" "13" 120 922 "correct" "Orgel" "1" 0 0 922 0 7
"1021" "Geige" "semantic" "related" "0" "22" 147 821 "correct" "Orgel" "2" 0 0 821 0 7
"1022" "Geige" "semantic" "related" "0" "16" 103 718 "correct" "Orgel" "1" 0 0 718 0 7
"1023" "Geige" "semantic" "related" "0" "13" 156 672 "correct" "Orgel" "2" 0 0 672 0 7
"1024" "Geige" "semantic" "related" "0" "6" 141 775 "correct" "Orgel" "2" 0 0 775 0 7
"1025" "Geige" "semantic" "related" "0" "24" 116 746 "correct" "Orgel" "1" 0 0 746 0 7
"1026" "Geige" "semantic" "related" "0" "8" 118 627 "correct" "Orgel" "1" 0 0 627 0 7
"1027" "Geige" "semantic" "related" "0" "23" 75 NA "smack" "Orgel" "1" 1 1 811 0 7
"1028" "Geige" "semantic" "related" "0" "7" 78 1009 "correct" "Orgel" "1" 0 0 1009 0 7
"1029" "Geige" "semantic" "related" "0" "15" 77 612 "correct" "Orgel" "1" 0 0 612 0 7
"1030" "Geige" "semantic" "related" "0" "21" 162 889 "correct" "Orgel" "2" 0 0 889 0 7
"1031" "Geige" "semantic" "related" "0" "5" 162 683 "correct" "Orgel" "2" 0 0 683 0 7
"1032" "Geige" "semantic" "related" "0" "14" 149 914 "correct" "Orgel" "2" 0 0 914 0 7
"1033" "Geige" "semantic" "unrelated" "-200" "22" 130 656 "correct" "Katze" "1" 0 0 656 0 7
"1034" "Geige" "semantic" "unrelated" "-200" "24" 173 505 "correct" "Katze" "2" 0 0 505 0 7
"1035" "Geige" "semantic" "unrelated" "-200" "21" 116 720 "correct" "Katze" "1" 0 0 720 0 7
"1036" "Geige" "semantic" "unrelated" "-200" "15" 149 595 "correct" "Katze" "2" 0 0 595 0 7
"1037" "Geige" "semantic" "unrelated" "-200" "8" 175 480 "correct" "Katze" "2" 0 0 480 0 7
"1038" "Geige" "semantic" "unrelated" "-200" "14" 120 766 "correct" "Katze" "1" 0 0 766 0 7
"1039" "Geige" "semantic" "unrelated" "-200" "13" 103 827 "correct" "Katze" "1" 0 0 827 0 7
"1040" "Geige" "semantic" "unrelated" "-200" "5" 118 626 "correct" "Katze" "1" 0 0 626 0 7
"1041" "Geige" "semantic" "unrelated" "-200" "16" 171 623 "correct" "Katze" "2" 0 0 623 0 7
"1042" "Geige" "semantic" "unrelated" "-200" "6" 126 579 "correct" "Katze" "1" 0 0 579 0 7
"1043" "Geige" "semantic" "unrelated" "-200" "7" 141 639 "correct" "Katze" "2" 0 0 639 0 7
"1044" "Geige" "semantic" "unrelated" "-200" "23" 147 676 "correct" "Katze" "2" 0 0 676 0 7
"1045" "Geige" "semantic" "unrelated" "0" "21" 197 1140 "correct" "Katze" "2" 0 0 1140 0 7
"1046" "Geige" "semantic" "unrelated" "0" "6" 162 786 "correct" "Katze" "2" 0 0 786 0 7
"1047" "Geige" "semantic" "unrelated" "0" "5" 202 602 "correct" "Katze" "2" 0 0 602 0 7
"1048" "Geige" "semantic" "unrelated" "0" "16" 77 681 "correct" "Katze" "1" 0 0 681 0 7
"1049" "Geige" "semantic" "unrelated" "0" "24" 75 606 "correct" "Katze" "1" 0 0 606 0 7
"1050" "Geige" "semantic" "unrelated" "0" "14" 156 777 "correct" "Katze" "2" 0 0 777 0 7
"1051" "Geige" "semantic" "unrelated" "0" "15" 91 642 "correct" "Katze" "1" 0 0 642 0 7
"1052" "Geige" "semantic" "unrelated" "0" "23" 90 1081 "correct" "Katze" "1" 0 0 1081 0 7
"1053" "Geige" "semantic" "unrelated" "0" "22" 162 843 "correct" "Katze" "2" 0 0 843 0 7
"1054" "Geige" "semantic" "unrelated" "0" "7" 93 653 "correct" "Katze" "1" 0 0 653 0 7
"1055" "Geige" "semantic" "unrelated" "0" "8" 78 594 "correct" "Katze" "1" 0 0 594 0 7
"1056" "Geige" "semantic" "unrelated" "0" "13" 187 711 "correct" "Katze" "2" 0 0 711 0 7
"1057" "Gitarre" "congruent" "related" "-200" "4" 169 497 "correct" "Gitarre" "2" 0 0 497 0 7
"1058" "Gitarre" "congruent" "related" "-200" "17" 91 555 "correct" "Gitarre" "1" 0 0 555 0 7
"1059" "Gitarre" "congruent" "related" "-200" "9" 97 486 "correct" "Gitarre" "1" 0 0 486 0 7
"1060" "Gitarre" "congruent" "related" "-200" "12" 167 535 "correct" "Gitarre" "2" 0 0 535 0 7
"1061" "Gitarre" "congruent" "related" "-200" "18" 81 483 "correct" "Gitarre" "1" 0 0 483 0 7
"1062" "Gitarre" "congruent" "related" "-200" "2" 73 585 "correct" "Gitarre" "1" 0 0 585 0 7
"1063" "Gitarre" "congruent" "related" "-200" "3" 200 549 "correct" "Gitarre" "2" 0 0 549 0 7
"1064" "Gitarre" "congruent" "related" "-200" "19" 195 554 "correct" "Gitarre" "2" 0 0 554 0 7
"1065" "Gitarre" "congruent" "related" "-200" "11" 188 404 "correct" "Gitarre" "2" 0 0 404 0 7
"1066" "Gitarre" "congruent" "related" "-200" "20" 166 393 "correct" "Gitarre" "2" 0 0 393 0 7
"1067" "Gitarre" "congruent" "related" "-200" "1" 98 733 "correct" "Gitarre" "1" 0 0 733 0 7
"1068" "Gitarre" "congruent" "related" "-200" "10" 84 784 "correct" "Gitarre" "1" 0 0 784 0 7
"1069" "Gitarre" "congruent" "related" "0" "3" 118 674 "correct" "Gitarre" "1" 0 0 674 0 7
"1070" "Gitarre" "congruent" "related" "0" "17" 139 635 "correct" "Gitarre" "2" 0 0 635 0 7
"1071" "Gitarre" "congruent" "related" "0" "9" 143 517 "correct" "Gitarre" "2" 0 0 517 0 7
"1072" "Gitarre" "congruent" "related" "0" "4" 124 541 "correct" "Gitarre" "1" 0 0 541 0 7
"1073" "Gitarre" "congruent" "related" "0" "18" 181 669 "correct" "Gitarre" "2" 0 0 669 0 7
"1074" "Gitarre" "congruent" "related" "0" "11" 104 471 "correct" "Gitarre" "1" 0 0 471 0 7
"1075" "Gitarre" "congruent" "related" "0" "10" 179 621 "correct" "Gitarre" "2" 0 0 621 0 7
"1076" "Gitarre" "congruent" "related" "0" "1" 143 777 "correct" "Gitarre" "2" 0 0 777 0 7
"1077" "Gitarre" "congruent" "related" "0" "20" 126 726 "correct" "Gitarre" "1" 0 0 726 0 7
"1078" "Gitarre" "congruent" "related" "0" "2" 174 544 "correct" "Gitarre" "2" 0 0 544 0 7
"1079" "Gitarre" "congruent" "related" "0" "12" 123 618 "correct" "Gitarre" "1" 0 0 618 0 7
"1080" "Gitarre" "congruent" "related" "0" "19" 113 800 "correct" "Gitarre" "1" 0 0 800 0 7
"1081" "Gitarre" "congruent" "unrelated" "-200" "19" 166 763 "correct" "Elefant" "2" 0 0 763 0 7
"1082" "Gitarre" "congruent" "unrelated" "-200" "17" 81 691 "correct" "Elefant" "1" 0 0 691 0 7
"1083" "Gitarre" "congruent" "unrelated" "-200" "4" 143 624 "correct" "Elefant" "2" 0 0 624 0 7
"1084" "Gitarre" "congruent" "unrelated" "-200" "10" 104 598 "correct" "Elefant" "1" 0 0 598 0 7
"1085" "Gitarre" "congruent" "unrelated" "-200" "2" 118 703 "correct" "Elefant" "1" 0 0 703 0 7
"1086" "Gitarre" "congruent" "unrelated" "-200" "9" 84 568 "correct" "Elefant" "1" 0 0 568 0 7
"1087" "Gitarre" "congruent" "unrelated" "-200" "18" 113 1086 "correct" "Elefant" "1" 0 0 1086 0 7
"1088" "Gitarre" "congruent" "unrelated" "-200" "11" 167 655 "correct" "Elefant" "2" 0 0 655 0 7
"1089" "Gitarre" "congruent" "unrelated" "-200" "20" 139 612 "correct" "Elefant" "2" 0 0 612 0 7
"1090" "Gitarre" "congruent" "unrelated" "-200" "12" 143 548 "correct" "Elefant" "2" 0 0 548 0 7
"1091" "Gitarre" "congruent" "unrelated" "-200" "3" 169 612 "correct" "Elefant" "2" 0 0 612 0 7
"1092" "Gitarre" "congruent" "unrelated" "-200" "1" 73 656 "correct" "Elefant" "1" 0 0 656 0 7
"1093" "Gitarre" "congruent" "unrelated" "0" "9" 179 658 "correct" "Elefant" "2" 0 0 658 0 7
"1094" "Gitarre" "congruent" "unrelated" "0" "1" 174 1520 "correct" "Elefant" "2" 0 0 1520 0 7
"1095" "Gitarre" "congruent" "unrelated" "0" "19" 126 877 "correct" "Elefant" "1" 0 0 877 0 7
"1096" "Gitarre" "congruent" "unrelated" "0" "17" 181 830 "correct" "Elefant" "2" 0 0 830 0 7
"1097" "Gitarre" "congruent" "unrelated" "0" "18" 195 666 "correct" "Elefant" "2" 0 0 666 0 7
"1098" "Gitarre" "congruent" "unrelated" "0" "10" 188 1145 "correct" "Elefant" "2" 0 0 1145 0 7
"1099" "Gitarre" "congruent" "unrelated" "0" "11" 123 829 "correct" "Elefant" "1" 0 0 829 0 7
"1100" "Gitarre" "congruent" "unrelated" "0" "3" 124 827 "correct" "Elefant" "1" 0 0 827 0 7
"1101" "Gitarre" "congruent" "unrelated" "0" "2" 200 743 "correct" "Elefant" "2" 0 0 743 0 7
"1102" "Gitarre" "congruent" "unrelated" "0" "20" 91 737 "correct" "Elefant" "1" 0 0 737 0 7
