"targ_ID" "rel" "rtd" "soa" "subj" "trial" "RT" "ERR.code" "dist_ID" "blk" "ERR.old" "ERR" "RT.old" "out" "exp"
"20" "Affe" "congruent" "related" "0" "22" 195 751 "correct" "Affe" "2" 0 0 751 0 7
"21" "Affe" "congruent" "related" "0" "13" 181 578 "correct" "Affe" "2" 0 0 578 0 7
"22" "Affe" "congruent" "related" "0" "24" 97 762 "correct" "Affe" "1" 0 0 762 0 7
"23" "Affe" "congruent" "related" "0" "16" 101 720 "correct" "Affe" "1" 0 0 720 0 7
"24" "Affe" "congruent" "related" "0" "23" 119 593 "correct" "Affe" "1" 0 0 593 0 7
"25" "Affe" "congruent" "unrelated" "-200" "24" 171 553 "correct" "Floete" "2" 0 0 553 0 7
"26" "Affe" "congruent" "unrelated" "-200" "14" 122 667 "correct" "Floete" "1" 0 0 667 0 7
"27" "Affe" "congruent" "unrelated" "-200" "5" 108 518 "correct" "Floete" "1" 0 0 518 0 7
"28" "Affe" "congruent" "unrelated" "-200" "13" 113 594 "correct" "Floete" "1" 0 0 594 0 7
"29" "Affe" "congruent" "unrelated" "-200" "7" 151 632 "correct" "Floete" "2" 0 0 632 0 7
"30" "Affe" "congruent" "unrelated" "-200" "23" 141 625 "correct" "Floete" "2" 0 0 625 0 7
"31" "Affe" "congruent" "unrelated" "-200" "16" 181 658 "correct" "Floete" "2" 0 0 658 0 7
"32" "Affe" "congruent" "unrelated" "-200" "15" 139 557 "correct" "Floete" "2" 0 0 557 0 7
"33" "Affe" "congruent" "unrelated" "-200" "21" 110 1153 "correct" "Floete" "1" 0 0 1153 0 7
"34" "Affe" "congruent" "unrelated" "-200" "6" 127 673 "correct" "Floete" "1" 0 0 673 0 7
"35" "Affe" "congruent" "unrelated" "-200" "8" 177 513 "correct" "Floete" "2" 0 0 513 0 7
"36" "Affe" "congruent" "unrelated" "-200" "22" 119 552 "correct" "Floete" "1" 0 0 552 0 7
"37" "Affe" "congruent" "unrelated" "0" "7" 97 706 "correct" "Floete" "1" 0 0 706 0 7
"38" "Affe" "congruent" "unrelated" "0" "5" 195 568 "correct" "Floete" "2" 0 0 568 0 7
"39" "Affe" "congruent" "unrelated" "0" "14" 164 620 "correct" "Floete" "2" 0 0 620 0 7
"40" "Affe" "congruent" "unrelated" "0" "21" 195 NA "smack" "Floete" "2" 1 1 493 0 7
"41" "Affe" "congruent" "unrelated" "0" "15" 101 NA "smack" "Floete" "1" 1 1 432 0 7
"42" "Affe" "congruent" "unrelated" "0" "23" 97 669 "correct" "Floete" "1" 0 0 669 0 7
"43" "Affe" "congruent" "unrelated" "0" "6" 156 693 "correct" "Floete" "2" 0 0 693 0 7
"44" "Affe" "congruent" "unrelated" "0" "8" 80 611 "correct" "Floete" "1" 0 0 611 0 7
"45" "Affe" "congruent" "unrelated" "0" "13" 197 619 "correct" "Floete" "2" 0 0 619 0 7
"46" "Affe" "congruent" "unrelated" "0" "24" 78 827 "correct" "Floete" "1" 0 0 827 0 7
"47" "Affe" "congruent" "unrelated" "0" "22" 155 761 "correct" "Floete" "2" 0 0 761 0 7
"48" "Affe" "congruent" "unrelated" "0" "16" 79 825 "correct" "Floete" "1" 0 0 825 0 7
"49" "Affe" "semantic" "related" "-200" "15" 197 463 "correct" "Kuh" "2" 0 0 463 0 7
"50" "Affe" "semantic" "related" "-200" "6" 80 962 "correct" "Kuh" "1" 0 0 962 0 7
"51" "Affe" "semantic" "related" "-200" "22" 78 695 "correct" "Kuh" "1" 0 0 695 0 7
"52" "Affe" "semantic" "related" "-200" "21" 97 NA "correct" "Kuh" "1" 0 0 1367 1 7
"53" "Affe" "semantic" "related" "-200" "14" 79 792 "correct" "Kuh" "1" 0 0 792 0 7
"54" "Affe" "semantic" "related" "-200" "7" 195 642 "correct" "Kuh" "2" 0 0 642 0 7
"55" "Affe" "semantic" "related" "-200" "8" 156 593 "correct" "Kuh" "2" 0 0 593 0 7
"56" "Affe" "semantic" "related" "-200" "23" 195 641 "correct" "Kuh" "2" 0 0 641 0 7
"57" "Affe" "semantic" "related" "-200" "5" 97 637 "correct" "Kuh" "1" 0 0 637 0 7
"58" "Affe" "semantic" "related" "-200" "13" 101 632 "correct" "Kuh" "1" 0 0 632 0 7
"59" "Affe" "semantic" "related" "-200" "16" 164 504 "correct" "Kuh" "2" 0 0 504 0 7
"60" "Affe" "semantic" "related" "-200" "24" 155 527 "correct" "Kuh" "2" 0 0 527 0 7
"61" "Affe" "semantic" "related" "0" "15" 113 853 "correct" "Kuh" "1" 0 0 853 0 7
"62" "Affe" "semantic" "related" "0" "23" 110 950 "correct" "Kuh" "1" 0 0 950 0 7
"63" "Affe" "semantic" "related" "0" "14" 181 745 "correct" "Kuh" "2" 0 0 745 0 7
"64" "Affe" "semantic" "related" "0" "21" 141 862 "correct" "Kuh" "2" 0 0 862 0 7
"65" "Affe" "semantic" "related" "0" "5" 151 649 "correct" "Kuh" "2" 0 0 649 0 7
"66" "Affe" "semantic" "related" "0" "7" 108 841 "correct" "Kuh" "1" 0 0 841 0 7
"67" "Affe" "semantic" "related" "0" "6" 177 740 "correct" "Kuh" "2" 0 0 740 0 7
"68" "Affe" "semantic" "related" "0" "22" 171 745 "correct" "Kuh" "2" 0 0 745 0 7
"69" "Affe" "semantic" "related" "0" "24" 119 620 "correct" "Kuh" "1" 0 0 620 0 7
"70" "Affe" "semantic" "related" "0" "16" 122 790 "correct" "Kuh" "1" 0 0 790 0 7
"71" "Affe" "semantic" "related" "0" "13" 139 626 "correct" "Kuh" "2" 0 0 626 0 7
"72" "Affe" "semantic" "related" "0" "8" 127 577 "correct" "Kuh" "1" 0 0 577 0 7
"73" "Affe" "semantic" "unrelated" "-200" "22" 97 705 "correct" "Gitarre" "1" 0 0 705 0 7
"74" "Affe" "semantic" "unrelated" "-200" "23" 171 666 "correct" "Gitarre" "2" 0 0 666 0 7
"75" "Affe" "semantic" "unrelated" "-200" "24" 195 611 "correct" "Gitarre" "2" 0 0 611 0 7
"76" "Affe" "semantic" "unrelated" "-200" "21" 119 851 "correct" "Gitarre" "1" 0 0 851 0 7
"77" "Affe" "semantic" "unrelated" "-200" "14" 101 668 "correct" "Gitarre" "1" 0 0 668 0 7
"78" "Affe" "semantic" "unrelated" "-200" "15" 181 584 "correct" "Gitarre" "2" 0 0 584 0 7
"79" "Affe" "semantic" "unrelated" "-200" "16" 197 514 "correct" "Gitarre" "2" 0 0 514 0 7
"80" "Affe" "semantic" "unrelated" "-200" "8" 195 478 "correct" "Gitarre" "2" 0 0 478 0 7
"81" "Affe" "semantic" "unrelated" "-200" "13" 122 NA "smack" "Gitarre" "1" 1 1 505 0 7
"82" "Affe" "semantic" "unrelated" "-200" "7" 177 591 "correct" "Gitarre" "2" 0 0 591 0 7
"83" "Affe" "semantic" "unrelated" "-200" "6" 97 853 "correct" "Gitarre" "1" 0 0 853 0 7
"84" "Affe" "semantic" "unrelated" "-200" "5" 127 512 "correct" "Gitarre" "1" 0 0 512 0 7
"85" "Affe" "semantic" "unrelated" "0" "7" 80 808 "correct" "Gitarre" "1" 0 0 808 0 7
"86" "Affe" "semantic" "unrelated" "0" "16" 113 791 "correct" "Gitarre" "1" 0 0 791 0 7
"87" "Affe" "semantic" "unrelated" "0" "8" 108 482 "correct" "Gitarre" "1" 0 0 482 0 7
"88" "Affe" "semantic" "unrelated" "0" "15" 79 712 "correct" "Gitarre" "1" 0 0 712 0 7
"89" "Affe" "semantic" "unrelated" "0" "6" 151 820 "correct" "Gitarre" "2" 0 0 820 0 7
"90" "Affe" "semantic" "unrelated" "0" "13" 164 563 "correct" "Gitarre" "2" 0 0 563 0 7
"91" "Affe" "semantic" "unrelated" "0" "24" 110 591 "correct" "Gitarre" "1" 0 0 591 0 7
"92" "Affe" "semantic" "unrelated" "0" "23" 78 753 "correct" "Gitarre" "1" 0 0 753 0 7
"93" "Affe" "semantic" "unrelated" "0" "5" 156 610 "correct" "Gitarre" "2" 0 0 610 0 7
"94" "Affe" "semantic" "unrelated" "0" "22" 141 801 "correct" "Gitarre" "2" 0 0 801 0 7
"95" "Affe" "semantic" "unrelated" "0" "21" 155 1157 "correct" "Gitarre" "2" 0 0 1157 0 7
"96" "Affe" "semantic" "unrelated" "0" "14" 139 787 "correct" "Gitarre" "2" 0 0 787 0 7
"97" "Auto" "congruent" "related" "-200" "15" 143 595 "correct" "Auto" "2" 0 0 595 0 7
"98" "Auto" "congruent" "related" "-200" "21" 104 573 "correct" "Auto" "1" 0 0 573 0 7
"99" "Auto" "congruent" "related" "-200" "5" 103 460 "correct" "Auto" "1" 0 0 460 0 7
"100" "Auto" "congruent" "related" "-200" "22" 120 487 "correct" "Auto" "1" 0 0 487 0 7
"101" "Auto" "congruent" "related" "-200" "24" 176 NA "correct" "Auto" "2" 0 0 289 0 7
"102" "Auto" "congruent" "related" "-200" "8" 179 373 "correct" "Auto" "2" 0 0 373 0 7
"103" "Auto" "congruent" "related" "-200" "6" 119 488 "correct" "Auto" "1" 0 0 488 0 7
"104" "Auto" "congruent" "related" "-200" "14" 119 601 "correct" "Auto" "1" 0 0 601 0 7
"105" "Auto" "congruent" "related" "-200" "23" 142 489 "correct" "Auto" "2" 0 0 489 0 7
"106" "Auto" "congruent" "related" "-200" "13" 114 611 "correct" "Auto" "1" 0 0 611 0 7
"107" "Auto" "congruent" "related" "-200" "16" 185 433 "correct" "Auto" "2" 0 0 433 0 7
"108" "Auto" "congruent" "related" "-200" "7" 140 603 "correct" "Auto" "2" 0 0 603 0 7
"109" "Auto" "congruent" "related" "0" "15" 98 593 "correct" "Auto" "1" 0 0 593 0 7
"110" "Auto" "congruent" "related" "0" "16" 84 604 "correct" "Auto" "1" 0 0 604 0 7
"111" "Auto" "congruent" "related" "0" "24" 81 543 "correct" "Auto" "1" 0 0 543 0 7
"112" "Auto" "congruent" "related" "0" "23" 96 603 "correct" "Auto" "1" 0 0 603 0 7
"113" "Auto" "congruent" "related" "0" "22" 160 528 "correct" "Auto" "2" 0 0 528 0 7
"114" "Auto" "congruent" "related" "0" "8" 72 480 "correct" "Auto" "1" 0 0 480 0 7
"115" "Auto" "congruent" "related" "0" "6" 169 NA "disfluency" "Auto" "2" 1 1 631 0 7
"116" "Auto" "congruent" "related" "0" "7" 87 712 "correct" "Auto" "1" 0 0 712 0 7
"117" "Auto" "congruent" "related" "0" "14" 163 610 "correct" "Auto" "2" 0 0 610 0 7
"118" "Auto" "congruent" "related" "0" "13" 195 629 "correct" "Auto" "2" 0 0 629 0 7
"119" "Auto" "congruent" "related" "0" "5" 190 577 "correct" "Auto" "2" 0 0 577 0 7
"120" "Auto" "congruent" "related" "0" "21" 198 NA "smack" "Auto" "2" 1 1 362 0 7
"121" "Auto" "congruent" "unrelated" "-200" "8" 190 504 "correct" "Loewe" "2" 0 0 504 0 7
"122" "Auto" "congruent" "unrelated" "-200" "6" 87 598 "correct" "Loewe" "1" 0 0 598 0 7
"123" "Auto" "congruent" "unrelated" "-200" "5" 119 561 "correct" "Loewe" "1" 0 0 561 0 7
"124" "Auto" "congruent" "unrelated" "-200" "14" 98 642 "correct" "Loewe" "1" 0 0 642 0 7
"125" "Auto" "congruent" "unrelated" "-200" "13" 119 758 "correct" "Loewe" "1" 0 0 758 0 7
"126" "Auto" "congruent" "unrelated" "-200" "16" 195 572 "correct" "Loewe" "2" 0 0 572 0 7
"127" "Auto" "congruent" "unrelated" "-200" "7" 179 565 "correct" "Loewe" "2" 0 0 565 0 7
"128" "Auto" "congruent" "unrelated" "-200" "21" 120 655 "correct" "Loewe" "1" 0 0 655 0 7
"129" "Auto" "congruent" "unrelated" "-200" "22" 96 551 "correct" "Loewe" "1" 0 0 551 0 7
"130" "Auto" "congruent" "unrelated" "-200" "15" 185 664 "correct" "Loewe" "2" 0 0 664 0 7
"131" "Auto" "congruent" "unrelated" "-200" "23" 176 681 "correct" "Loewe" "2" 0 0 681 0 7
"132" "Auto" "congruent" "unrelated" "-200" "24" 198 569 "correct" "Loewe" "2" 0 0 569 0 7
"133" "Auto" "congruent" "unrelated" "0" "24" 104 561 "correct" "Loewe" "1" 0 0 561 0 7
"134" "Auto" "congruent" "unrelated" "0" "23" 81 761 "correct" "Loewe" "1" 0 0 761 0 7
"135" "Auto" "congruent" "unrelated" "0" "5" 169 714 "correct" "Loewe" "2" 0 0 714 0 7
"136" "Auto" "congruent" "unrelated" "0" "22" 142 848 "correct" "Loewe" "2" 0 0 848 0 7
"137" "Auto" "congruent" "unrelated" "0" "21" 160 NA "none/false" "Loewe" "2" 1 1 932 0 7
"138" "Auto" "congruent" "unrelated" "0" "6" 140 607 "correct" "Loewe" "2" 0 0 607 0 7
"139" "Auto" "congruent" "unrelated" "0" "13" 163 908 "correct" "Loewe" "2" 0 0 908 0 7
"140" "Auto" "congruent" "unrelated" "0" "15" 84 906 "correct" "Loewe" "1" 0 0 906 0 7
"141" "Auto" "congruent" "unrelated" "0" "7" 72 724 "correct" "Loewe" "1" 0 0 724 0 7
"142" "Auto" "congruent" "unrelated" "0" "8" 103 472 "correct" "Loewe" "1" 0 0 472 0 7
"143" "Auto" "congruent" "unrelated" "0" "16" 114 566 "correct" "Loewe" "1" 0 0 566 0 7
"144" "Auto" "congruent" "unrelated" "0" "14" 143 724 "correct" "Loewe" "2" 0 0 724 0 7
"145" "Auto" "semantic" "related" "-200" "22" 104 NA "correct" "Fahrrad" "1" 0 0 386 1 7
"146" "Auto" "semantic" "related" "-200" "13" 84 540 "correct" "Fahrrad" "1" 0 0 540 0 7
"147" "Auto" "semantic" "related" "-200" "21" 81 622 "correct" "Fahrrad" "1" 0 0 622 0 7
"148" "Auto" "semantic" "related" "-200" "15" 163 579 "correct" "Fahrrad" "2" 0 0 579 0 7
"149" "Auto" "semantic" "related" "-200" "5" 72 619 "correct" "Fahrrad" "1" 0 0 619 0 7
"150" "Auto" "semantic" "related" "-200" "16" 143 596 "correct" "Fahrrad" "2" 0 0 596 0 7
"151" "Auto" "semantic" "related" "-200" "14" 114 668 "correct" "Fahrrad" "1" 0 0 668 0 7
"152" "Auto" "semantic" "related" "-200" "8" 140 563 "correct" "Fahrrad" "2" 0 0 563 0 7
"153" "Auto" "semantic" "related" "-200" "23" 160 620 "correct" "Fahrrad" "2" 0 0 620 0 7
"154" "Auto" "semantic" "related" "-200" "7" 169 672 "correct" "Fahrrad" "2" 0 0 672 0 7
"155" "Auto" "semantic" "related" "-200" "6" 103 596 "correct" "Fahrrad" "1" 0 0 596 0 7
"156" "Auto" "semantic" "related" "-200" "24" 142 596 "correct" "Fahrrad" "2" 0 0 596 0 7
"157" "Auto" "semantic" "related" "0" "16" 98 595 "correct" "Fahrrad" "1" 0 0 595 0 7
"158" "Auto" "semantic" "related" "0" "15" 119 538 "correct" "Fahrrad" "1" 0 0 538 0 7
"159" "Auto" "semantic" "related" "0" "7" 119 593 "correct" "Fahrrad" "1" 0 0 593 0 7
"160" "Auto" "semantic" "related" "0" "5" 179 639 "correct" "Fahrrad" "2" 0 0 639 0 7
"161" "Auto" "semantic" "related" "0" "14" 195 681 "correct" "Fahrrad" "2" 0 0 681 0 7
"162" "Auto" "semantic" "related" "0" "24" 96 646 "correct" "Fahrrad" "1" 0 0 646 0 7
"163" "Auto" "semantic" "related" "0" "21" 176 1075 "correct" "Fahrrad" "2" 0 0 1075 0 7
"164" "Auto" "semantic" "related" "0" "13" 185 890 "correct" "Fahrrad" "2" 0 0 890 0 7
"165" "Auto" "semantic" "related" "0" "23" 120 611 "correct" "Fahrrad" "1" 0 0 611 0 7
"166" "Auto" "semantic" "related" "0" "22" 198 849 "correct" "Fahrrad" "2" 0 0 849 0 7
"167" "Auto" "semantic" "related" "0" "8" 87 521 "correct" "Fahrrad" "1" 0 0 521 0 7
"168" "Auto" "semantic" "related" "0" "6" 190 803 "correct" "Fahrrad" "2" 0 0 803 0 7
"169" "Auto" "semantic" "unrelated" "-200" "13" 98 834 "correct" "Schaf" "1" 0 0 834 0 7
"170" "Auto" "semantic" "unrelated" "-200" "24" 160 451 "correct" "Schaf" "2" 0 0 451 0 7
"171" "Auto" "semantic" "unrelated" "-200" "8" 169 475 "correct" "Schaf" "2" 0 0 475 0 7
"172" "Auto" "semantic" "unrelated" "-200" "6" 72 610 "correct" "Schaf" "1" 0 0 610 0 7
"173" "Auto" "semantic" "unrelated" "-200" "21" 96 656 "correct" "Schaf" "1" 0 0 656 0 7
"174" "Auto" "semantic" "unrelated" "-200" "7" 190 637 "correct" "Schaf" "2" 0 0 637 0 7
"175" "Auto" "semantic" "unrelated" "-200" "15" 195 730 "correct" "Schaf" "2" 0 0 730 0 7
"176" "Auto" "semantic" "unrelated" "-200" "23" 198 631 "correct" "Schaf" "2" 0 0 631 0 7
"177" "Auto" "semantic" "unrelated" "-200" "14" 84 687 "correct" "Schaf" "1" 0 0 687 0 7
"178" "Auto" "semantic" "unrelated" "-200" "5" 87 532 "correct" "Schaf" "1" 0 0 532 0 7
"179" "Auto" "semantic" "unrelated" "-200" "16" 163 490 "correct" "Schaf" "2" 0 0 490 0 7
"180" "Auto" "semantic" "unrelated" "-200" "22" 81 705 "correct" "Schaf" "1" 0 0 705 0 7
"181" "Auto" "semantic" "unrelated" "0" "6" 179 593 "correct" "Schaf" "2" 0 0 593 0 7
"182" "Auto" "semantic" "unrelated" "0" "14" 185 993 "correct" "Schaf" "2" 0 0 993 0 7
"183" "Auto" "semantic" "unrelated" "0" "5" 140 723 "correct" "Schaf" "2" 0 0 723 0 7
"184" "Auto" "semantic" "unrelated" "0" "15" 114 558 "correct" "Schaf" "1" 0 0 558 0 7
"185" "Auto" "semantic" "unrelated" "0" "16" 119 518 "correct" "Schaf" "1" 0 0 518 0 7
"186" "Auto" "semantic" "unrelated" "0" "22" 176 647 "correct" "Schaf" "2" 0 0 647 0 7
"187" "Auto" "semantic" "unrelated" "0" "8" 119 516 "correct" "Schaf" "1" 0 0 516 0 7
"188" "Auto" "semantic" "unrelated" "0" "13" 143 622 "correct" "Schaf" "2" 0 0 622 0 7
"189" "Auto" "semantic" "unrelated" "0" "23" 104 715 "correct" "Schaf" "1" 0 0 715 0 7
"190" "Auto" "semantic" "unrelated" "0" "7" 103 689 "correct" "Schaf" "1" 0 0 689 0 7
"191" "Auto" "semantic" "unrelated" "0" "24" 120 656 "correct" "Schaf" "1" 0 0 656 0 7
"192" "Auto" "semantic" "unrelated" "0" "21" 142 1019 "correct" "Schaf" "2" 0 0 1019 0 7
"193" "Besen" "congruent" "related" "-200" "10" 114 488 "correct" "Besen" "1" 0 0 488 0 7
"194" "Besen" "congruent" "related" "-200" "9" 74 448 "correct" "Besen" "1" 0 0 448 0 7
"195" "Besen" "congruent" "related" "-200" "20" 149 774 "correct" "Besen" "2" 0 0 774 0 7
"196" "Besen" "congruent" "related" "-200" "19" 155 531 "correct" "Besen" "2" 0 0 531 0 7
"197" "Besen" "congruent" "related" "-200" "17" 79 601 "correct" "Besen" "1" 0 0 601 0 7
"198" "Besen" "congruent" "related" "-200" "11" 166 415 "correct" "Besen" "2" 0 0 415 0 7
"199" "Besen" "congruent" "related" "-200" "18" 112 474 "correct" "Besen" "1" 0 0 474 0 7
"200" "Besen" "congruent" "related" "-200" "4" 151 519 "correct" "Besen" "2" 0 0 519 0 7
"201" "Besen" "congruent" "related" "-200" "3" 164 475 "correct" "Besen" "2" 0 0 475 0 7
"202" "Besen" "congruent" "related" "-200" "12" 148 489 "correct" "Besen" "2" 0 0 489 0 7
"203" "Besen" "congruent" "related" "-200" "1" 76 639 "correct" "Besen" "1" 0 0 639 0 7
"204" "Besen" "congruent" "related" "-200" "2" 106 482 "correct" "Besen" "1" 0 0 482 0 7
"205" "Besen" "congruent" "related" "0" "20" 100 878 "correct" "Besen" "1" 0 0 878 0 7
"206" "Besen" "congruent" "related" "0" "17" 171 590 "correct" "Besen" "2" 0 0 590 0 7
"207" "Besen" "congruent" "related" "0" "10" 201 539 "correct" "Besen" "2" 0 0 539 0 7
"208" "Besen" "congruent" "related" "0" "1" 185 1236 "correct" "Besen" "2" 0 0 1236 0 7
"209" "Besen" "congruent" "related" "0" "3" 134 580 "correct" "Besen" "1" 0 0 580 0 7
"210" "Besen" "congruent" "related" "0" "19" 119 682 "correct" "Besen" "1" 0 0 682 0 7
"211" "Besen" "congruent" "related" "0" "12" 91 698 "correct" "Besen" "1" 0 0 698 0 7
"212" "Besen" "congruent" "related" "0" "18" 187 525 "correct" "Besen" "2" 0 0 525 0 7
"213" "Besen" "congruent" "related" "0" "2" 192 819 "correct" "Besen" "2" 0 0 819 0 7
"214" "Besen" "congruent" "related" "0" "11" 131 520 "correct" "Besen" "1" 0 0 520 0 7
"215" "Besen" "congruent" "related" "0" "9" 180 592 "correct" "Besen" "2" 0 0 592 0 7
"216" "Besen" "congruent" "related" "0" "4" 88 642 "correct" "Besen" "1" 0 0 642 0 7
"217" "Besen" "congruent" "unrelated" "-200" "10" 131 591 "correct" "Kuh" "1" 0 0 591 0 7
"218" "Besen" "congruent" "unrelated" "-200" "19" 149 768 "correct" "Kuh" "2" 0 0 768 0 7
"219" "Besen" "congruent" "unrelated" "-200" "20" 171 781 "correct" "Kuh" "2" 0 0 781 0 7
"220" "Besen" "congruent" "unrelated" "-200" "12" 180 639 "correct" "Kuh" "2" 0 0 639 0 7
"221" "Besen" "congruent" "unrelated" "-200" "3" 151 487 "correct" "Kuh" "2" 0 0 487 0 7
"222" "Besen" "congruent" "unrelated" "-200" "18" 119 604 "correct" "Kuh" "1" 0 0 604 0 7
"223" "Besen" "congruent" "unrelated" "-200" "1" 106 759 "correct" "Kuh" "1" 0 0 759 0 7
"224" "Besen" "congruent" "unrelated" "-200" "11" 148 533 "correct" "Kuh" "2" 0 0 533 0 7
"225" "Besen" "congruent" "unrelated" "-200" "4" 185 644 "correct" "Kuh" "2" 0 0 644 0 7
"226" "Besen" "congruent" "unrelated" "-200" "17" 112 583 "correct" "Kuh" "1" 0 0 583 0 7
"227" "Besen" "congruent" "unrelated" "-200" "9" 114 620 "correct" "Kuh" "1" 0 0 620 0 7
"228" "Besen" "congruent" "unrelated" "-200" "2" 134 623 "correct" "Kuh" "1" 0 0 623 0 7
"229" "Besen" "congruent" "unrelated" "0" "1" 192 NA "smack" "Kuh" "2" 1 1 399 0 7
"230" "Besen" "congruent" "unrelated" "0" "11" 91 865 "correct" "Kuh" "1" 0 0 865 0 7
"231" "Besen" "congruent" "unrelated" "0" "3" 88 710 "correct" "Kuh" "1" 0 0 710 0 7
"232" "Besen" "congruent" "unrelated" "0" "4" 76 1107 "correct" "Kuh" "1" 0 0 1107 0 7
"233" "Besen" "congruent" "unrelated" "0" "17" 187 800 "correct" "Kuh" "2" 0 0 800 0 7
"234" "Besen" "congruent" "unrelated" "0" "10" 166 777 "correct" "Kuh" "2" 0 0 777 0 7
"235" "Besen" "congruent" "unrelated" "0" "9" 201 768 "correct" "Kuh" "2" 0 0 768 0 7
"236" "Besen" "congruent" "unrelated" "0" "2" 164 611 "correct" "Kuh" "2" 0 0 611 0 7
"237" "Besen" "congruent" "unrelated" "0" "12" 74 804 "correct" "Kuh" "1" 0 0 804 0 7
"238" "Besen" "congruent" "unrelated" "0" "18" 155 715 "correct" "Kuh" "2" 0 0 715 0 7
"239" "Besen" "congruent" "unrelated" "0" "19" 100 828 "correct" "Kuh" "1" 0 0 828 0 7
"240" "Besen" "congruent" "unrelated" "0" "20" 79 703 "correct" "Kuh" "1" 0 0 703 0 7
"241" "Besen" "semantic" "related" "-200" "18" 79 677 "correct" "Staubsauger" "1" 0 0 677 0 7
"242" "Besen" "semantic" "related" "-200" "9" 91 563 "correct" "Staubsauger" "1" 0 0 563 0 7
"243" "Besen" "semantic" "related" "-200" "20" 155 596 "correct" "Staubsauger" "2" 0 0 596 0 7
"244" "Besen" "semantic" "related" "-200" "4" 164 616 "correct" "Staubsauger" "2" 0 0 616 0 7
"245" "Besen" "semantic" "related" "-200" "19" 187 774 "correct" "Staubsauger" "2" 0 0 774 0 7
"246" "Besen" "semantic" "related" "-200" "12" 166 542 "correct" "Staubsauger" "2" 0 0 542 0 7
"247" "Besen" "semantic" "related" "-200" "17" 100 863 "correct" "Staubsauger" "1" 0 0 863 0 7
"248" "Besen" "semantic" "related" "-200" "3" 192 758 "correct" "Staubsauger" "2" 0 0 758 0 7
"249" "Besen" "semantic" "related" "-200" "10" 74 685 "correct" "Staubsauger" "1" 0 0 685 0 7
"250" "Besen" "semantic" "related" "-200" "2" 76 624 "correct" "Staubsauger" "1" 0 0 624 0 7
"251" "Besen" "semantic" "related" "-200" "11" 201 707 "correct" "Staubsauger" "2" 0 0 707 0 7
"252" "Besen" "semantic" "related" "-200" "1" 88 778 "correct" "Staubsauger" "1" 0 0 778 0 7
"253" "Besen" "semantic" "related" "0" "17" 149 1058 "correct" "Staubsauger" "2" 0 0 1058 0 7
"254" "Besen" "semantic" "related" "0" "19" 112 930 "correct" "Staubsauger" "1" 0 0 930 0 7
"255" "Besen" "semantic" "related" "0" "18" 171 687 "correct" "Staubsauger" "2" 0 0 687 0 7
"256" "Besen" "semantic" "related" "0" "10" 180 594 "correct" "Staubsauger" "2" 0 0 594 0 7
"257" "Besen" "semantic" "related" "0" "11" 114 550 "correct" "Staubsauger" "1" 0 0 550 0 7
"258" "Besen" "semantic" "related" "0" "3" 106 696 "correct" "Staubsauger" "1" 0 0 696 0 7
"259" "Besen" "semantic" "related" "0" "2" 185 633 "correct" "Staubsauger" "2" 0 0 633 0 7
"260" "Besen" "semantic" "related" "0" "20" 119 642 "correct" "Staubsauger" "1" 0 0 642 0 7
"261" "Besen" "semantic" "related" "0" "12" 131 679 "correct" "Staubsauger" "1" 0 0 679 0 7
