"targ_ID" "cond" "soa" "subj" "trial" "RT" "ERR.code" "dist_ID" "blk" "ERR.old" "ERR" "RT.old" "out" "exp"
"23" "Affe" "congruent" "-200" "14" 365 489 "correct" "Affe" "2" 0 0 489 0 5
"24" "Affe" "congruent" "-200" "21" 327 547 "correct" "Affe" "2" 0 0 547 0 5
"25" "Affe" "congruent" "0" "14" 172 786 "correct" "Affe" "1" 0 0 786 0 5
"26" "Affe" "congruent" "0" "12" 259 714 "correct" "Affe" "2" 0 0 714 0 5
"27" "Affe" "congruent" "0" "17" 327 792 "correct" "Affe" "2" 0 0 792 0 5
"28" "Affe" "congruent" "0" "2" 362 934 "correct" "Affe" "2" 0 0 934 0 5
"29" "Affe" "congruent" "0" "23" 230 573 "correct" "Affe" "1" 0 0 573 0 5
"30" "Affe" "congruent" "0" "19" 288 631 "correct" "Affe" "2" 0 0 631 0 5
"31" "Affe" "congruent" "0" "4" 242 546 "correct" "Affe" "2" 0 0 546 0 5
"32" "Affe" "congruent" "0" "6" 189 900 "correct" "Affe" "1" 0 0 900 0 5
"33" "Affe" "congruent" "0" "9" 329 683 "correct" "Affe" "2" 0 0 683 0 5
"34" "Affe" "congruent" "0" "21" 104 673 "correct" "Affe" "1" 0 0 673 0 5
"35" "Affe" "congruent" "0" "7" 224 596 "correct" "Affe" "1" 0 0 596 0 5
"36" "Affe" "congruent" "0" "16" 141 580 "correct" "Affe" "1" 0 0 580 0 5
"37" "Affe" "congruent" "0" "13" 134 714 "correct" "Affe" "1" 0 0 714 0 5
"38" "Affe" "congruent" "0" "20" 262 659 "correct" "Affe" "2" 0 0 659 0 5
"39" "Affe" "congruent" "0" "1" 335 599 "correct" "Affe" "2" 0 0 599 0 5
"40" "Affe" "congruent" "0" "11" 277 776 "correct" "Affe" "2" 0 0 776 0 5
"41" "Affe" "congruent" "0" "22" 198 593 "correct" "Affe" "1" 0 0 593 0 5
"42" "Affe" "congruent" "0" "24" 153 606 "correct" "Affe" "1" 0 0 606 0 5
"43" "Affe" "congruent" "0" "8" 153 714 "correct" "Affe" "1" 0 0 714 0 5
"44" "Affe" "congruent" "0" "18" 359 669 "correct" "Affe" "2" 0 0 669 0 5
"45" "Affe" "congruent" "0" "10" 365 519 "correct" "Affe" "2" 0 0 519 0 5
"46" "Affe" "congruent" "0" "5" 123 526 "correct" "Affe" "1" 0 0 526 0 5
"47" "Affe" "congruent" "0" "15" 213 697 "correct" "Affe" "1" 0 0 697 0 5
"48" "Affe" "congruent" "0" "3" 274 825 "correct" "Affe" "2" 0 0 825 0 5
"49" "Affe" "semantic" "-200" "11" 172 687 "correct" "Kuh" "1" 0 0 687 0 5
"50" "Affe" "semantic" "-200" "8" 274 695 "correct" "Kuh" "2" 0 0 695 0 5
"51" "Affe" "semantic" "-200" "6" 335 876 "correct" "Kuh" "2" 0 0 876 0 5
"52" "Affe" "semantic" "-200" "3" 189 658 "correct" "Kuh" "1" 0 0 658 0 5
"53" "Affe" "semantic" "-200" "17" 153 769 "correct" "Kuh" "1" 0 0 769 0 5
"54" "Affe" "semantic" "-200" "13" 259 717 "correct" "Kuh" "2" 0 0 717 0 5
"55" "Affe" "semantic" "-200" "7" 362 645 "correct" "Kuh" "2" 0 0 645 0 5
"56" "Affe" "semantic" "-200" "2" 123 752 "correct" "Kuh" "1" 0 0 752 0 5
"57" "Affe" "semantic" "-200" "18" 104 851 "correct" "Kuh" "1" 0 0 851 0 5
"58" "Affe" "semantic" "-200" "4" 224 608 "correct" "Kuh" "1" 0 0 608 0 5
"59" "Affe" "semantic" "-200" "5" 242 595 "correct" "Kuh" "2" 0 0 595 0 5
"60" "Affe" "semantic" "-200" "19" 198 701 "correct" "Kuh" "1" 0 0 701 0 5
"61" "Affe" "semantic" "-200" "23" 359 653 "correct" "Kuh" "2" 0 0 653 0 5
"62" "Affe" "semantic" "-200" "15" 365 700 "correct" "Kuh" "2" 0 0 700 0 5
"63" "Affe" "semantic" "-200" "16" 277 566 "correct" "Kuh" "2" 0 0 566 0 5
"64" "Affe" "semantic" "-200" "10" 134 585 "correct" "Kuh" "1" 0 0 585 0 5
"65" "Affe" "semantic" "-200" "14" 329 653 "correct" "Kuh" "2" 0 0 653 0 5
"66" "Affe" "semantic" "-200" "9" 141 690 "correct" "Kuh" "1" 0 0 690 0 5
"67" "Affe" "semantic" "-200" "20" 230 732 "correct" "Kuh" "1" 0 0 732 0 5
"68" "Affe" "semantic" "-200" "1" 153 541 "correct" "Kuh" "1" 0 0 541 0 5
"69" "Affe" "semantic" "-200" "21" 262 672 "correct" "Kuh" "2" 0 0 672 0 5
"70" "Affe" "semantic" "-200" "24" 288 652 "correct" "Kuh" "2" 0 0 652 0 5
"71" "Affe" "semantic" "-200" "12" 213 715 "correct" "Kuh" "1" 0 0 715 0 5
"72" "Affe" "semantic" "-200" "22" 327 562 "correct" "Kuh" "2" 0 0 562 0 5
"73" "Affe" "semantic" "0" "15" 172 678 "correct" "Kuh" "1" 0 0 678 0 5
"74" "Affe" "semantic" "0" "24" 230 674 "correct" "Kuh" "1" 0 0 674 0 5
"75" "Affe" "semantic" "0" "3" 362 766 "correct" "Kuh" "2" 0 0 766 0 5
"76" "Affe" "semantic" "0" "23" 198 671 "correct" "Kuh" "1" 0 0 671 0 5
"77" "Affe" "semantic" "0" "2" 335 849 "correct" "Kuh" "2" 0 0 849 0 5
"78" "Affe" "semantic" "0" "10" 329 677 "correct" "Kuh" "2" 0 0 677 0 5
"79" "Affe" "semantic" "0" "4" 274 841 "correct" "Kuh" "2" 0 0 841 0 5
"80" "Affe" "semantic" "0" "21" 153 699 "correct" "Kuh" "1" 0 0 699 0 5
"81" "Affe" "semantic" "0" "18" 327 686 "correct" "Kuh" "2" 0 0 686 0 5
"82" "Affe" "semantic" "0" "11" 365 729 "correct" "Kuh" "2" 0 0 729 0 5
"83" "Affe" "semantic" "0" "14" 134 793 "correct" "Kuh" "1" 0 0 793 0 5
"84" "Affe" "semantic" "0" "13" 141 820 "correct" "Kuh" "1" 0 0 820 0 5
"85" "Affe" "semantic" "0" "20" 288 806 "correct" "Kuh" "2" 0 0 806 0 5
"86" "Affe" "semantic" "0" "5" 153 700 "correct" "Kuh" "1" 0 0 700 0 5
"87" "Affe" "semantic" "0" "19" 359 740 "correct" "Kuh" "2" 0 0 740 0 5
"88" "Affe" "semantic" "0" "1" 242 738 "correct" "Kuh" "2" 0 0 738 0 5
"89" "Affe" "semantic" "0" "8" 224 761 "correct" "Kuh" "1" 0 0 761 0 5
"90" "Affe" "semantic" "0" "16" 213 670 "correct" "Kuh" "1" 0 0 670 0 5
"91" "Affe" "semantic" "0" "7" 189 745 "correct" "Kuh" "1" 0 0 745 0 5
"92" "Affe" "semantic" "0" "6" 123 914 "correct" "Kuh" "1" 0 0 914 0 5
"93" "Affe" "semantic" "0" "17" 262 765 "correct" "Kuh" "2" 0 0 765 0 5
"94" "Affe" "semantic" "0" "9" 259 739 "correct" "Kuh" "2" 0 0 739 0 5
"95" "Affe" "semantic" "0" "22" 104 694 "correct" "Kuh" "1" 0 0 694 0 5
"96" "Affe" "semantic" "0" "12" 277 799 "correct" "Kuh" "2" 0 0 799 0 5
"97" "Affe" "unrelated" "-200" "6" 242 856 "correct" "Gitarre" "2" 0 0 856 0 5
"98" "Affe" "unrelated" "-200" "16" 365 575 "correct" "Gitarre" "2" 0 0 575 0 5
"99" "Affe" "unrelated" "-200" "20" 198 850 "correct" "Gitarre" "1" 0 0 850 0 5
"100" "Affe" "unrelated" "-200" "8" 362 767 "correct" "Gitarre" "2" 0 0 767 0 5
"101" "Affe" "unrelated" "-200" "1" 224 597 "correct" "Gitarre" "1" 0 0 597 0 5
"102" "Affe" "unrelated" "-200" "9" 213 714 "correct" "Gitarre" "1" 0 0 714 0 5
"103" "Affe" "unrelated" "-200" "5" 274 602 "correct" "Gitarre" "2" 0 0 602 0 5
"104" "Affe" "unrelated" "-200" "11" 134 683 "correct" "Gitarre" "1" 0 0 683 0 5
"105" "Affe" "unrelated" "-200" "14" 259 717 "correct" "Gitarre" "2" 0 0 717 0 5
"106" "Affe" "unrelated" "-200" "18" 153 703 "correct" "Gitarre" "1" 0 0 703 0 5
"107" "Affe" "unrelated" "-200" "13" 277 648 "correct" "Gitarre" "2" 0 0 648 0 5
"108" "Affe" "unrelated" "-200" "3" 123 686 "correct" "Gitarre" "1" 0 0 686 0 5
"109" "Affe" "unrelated" "-200" "4" 189 636 "correct" "Gitarre" "1" 0 0 636 0 5
"110" "Affe" "unrelated" "-200" "2" 153 853 "correct" "Gitarre" "1" 0 0 853 0 5
"111" "Affe" "unrelated" "-200" "12" 172 979 "correct" "Gitarre" "1" 0 0 979 0 5
"112" "Affe" "unrelated" "-200" "21" 288 644 "correct" "Gitarre" "2" 0 0 644 0 5
"113" "Affe" "unrelated" "-200" "24" 359 611 "correct" "Gitarre" "2" 0 0 611 0 5
"114" "Affe" "unrelated" "-200" "7" 335 724 "correct" "Gitarre" "2" 0 0 724 0 5
"115" "Affe" "unrelated" "-200" "17" 230 848 "correct" "Gitarre" "1" 0 0 848 0 5
"116" "Affe" "unrelated" "-200" "23" 327 593 "correct" "Gitarre" "2" 0 0 593 0 5
"117" "Affe" "unrelated" "-200" "15" 329 708 "correct" "Gitarre" "2" 0 0 708 0 5
"118" "Affe" "unrelated" "-200" "10" 141 586 "correct" "Gitarre" "1" 0 0 586 0 5
"119" "Affe" "unrelated" "-200" "19" 104 653 "correct" "Gitarre" "1" 0 0 653 0 5
"120" "Affe" "unrelated" "-200" "22" 262 609 "correct" "Gitarre" "2" 0 0 609 0 5
"121" "Affe" "unrelated" "0" "1" 274 751 "correct" "Gitarre" "2" 0 0 751 0 5
"122" "Affe" "unrelated" "0" "3" 335 982 "correct" "Gitarre" "2" 0 0 982 0 5
"123" "Affe" "unrelated" "0" "18" 262 663 "correct" "Gitarre" "2" 0 0 663 0 5
"124" "Affe" "unrelated" "0" "23" 104 815 "correct" "Gitarre" "1" 0 0 815 0 5
"125" "Affe" "unrelated" "0" "19" 327 530 "correct" "Gitarre" "2" 0 0 530 0 5
"126" "Affe" "unrelated" "0" "17" 288 754 "correct" "Gitarre" "2" 0 0 754 0 5
"127" "Affe" "unrelated" "0" "11" 329 824 "correct" "Gitarre" "2" 0 0 824 0 5
"128" "Affe" "unrelated" "0" "9" 277 NA "technical" "Gitarre" "2" 1 0 49 0 5
"129" "Affe" "unrelated" "0" "22" 153 715 "correct" "Gitarre" "1" 0 0 715 0 5
"130" "Affe" "unrelated" "0" "21" 230 796 "correct" "Gitarre" "1" 0 0 796 0 5
"131" "Affe" "unrelated" "0" "2" 242 955 "correct" "Gitarre" "2" 0 0 955 0 5
"132" "Affe" "unrelated" "0" "16" 172 581 "correct" "Gitarre" "1" 0 0 581 0 5
"133" "Affe" "unrelated" "0" "7" 123 876 "correct" "Gitarre" "1" 0 0 876 0 5
"134" "Affe" "unrelated" "0" "15" 134 815 "correct" "Gitarre" "1" 0 0 815 0 5
"135" "Affe" "unrelated" "0" "10" 259 574 "correct" "Gitarre" "2" 0 0 574 0 5
"136" "Affe" "unrelated" "0" "6" 153 876 "correct" "Gitarre" "1" 0 0 876 0 5
"137" "Affe" "unrelated" "0" "8" 189 769 "correct" "Gitarre" "1" 0 0 769 0 5
"138" "Affe" "unrelated" "0" "4" 362 632 "correct" "Gitarre" "2" 0 0 632 0 5
"139" "Affe" "unrelated" "0" "5" 224 540 "correct" "Gitarre" "1" 0 0 540 0 5
"140" "Affe" "unrelated" "0" "13" 213 855 "correct" "Gitarre" "1" 0 0 855 0 5
"141" "Affe" "unrelated" "0" "14" 141 638 "correct" "Gitarre" "1" 0 0 638 0 5
"142" "Affe" "unrelated" "0" "12" 365 743 "correct" "Gitarre" "2" 0 0 743 0 5
"143" "Affe" "unrelated" "0" "24" 198 702 "correct" "Gitarre" "1" 0 0 702 0 5
"144" "Affe" "unrelated" "0" "20" 359 670 "correct" "Gitarre" "2" 0 0 670 0 5
"145" "Auto" "congruent" "-200" "6" 273 651 "correct" "Auto" "2" 0 0 651 0 5
"146" "Auto" "congruent" "-200" "9" 202 599 "correct" "Auto" "1" 0 0 599 0 5
"147" "Auto" "congruent" "-200" "11" 159 692 "correct" "Auto" "1" 0 0 692 0 5
"148" "Auto" "congruent" "-200" "16" 331 622 "correct" "Auto" "2" 0 0 622 0 5
"149" "Auto" "congruent" "-200" "17" 177 636 "correct" "Auto" "1" 0 0 636 0 5
"150" "Auto" "congruent" "-200" "22" 295 500 "correct" "Auto" "2" 0 0 500 0 5
"151" "Auto" "congruent" "-200" "1" 172 461 "correct" "Auto" "1" 0 0 461 0 5
"152" "Auto" "congruent" "-200" "4" 124 623 "correct" "Auto" "1" 0 0 623 0 5
"153" "Auto" "congruent" "-200" "13" 341 475 "correct" "Auto" "2" 0 0 475 0 5
"154" "Auto" "congruent" "-200" "5" 340 609 "correct" "Auto" "2" 0 0 609 0 5
"155" "Auto" "congruent" "-200" "7" 265 513 "correct" "Auto" "2" 0 0 513 0 5
"156" "Auto" "congruent" "-200" "18" 205 416 "correct" "Auto" "1" 0 0 416 0 5
"157" "Auto" "congruent" "-200" "3" 142 502 "correct" "Auto" "1" 0 0 502 0 5
"158" "Auto" "congruent" "-200" "8" 309 690 "correct" "Auto" "2" 0 0 690 0 5
"159" "Auto" "congruent" "-200" "2" 208 840 "correct" "Auto" "1" 0 0 840 0 5
"160" "Auto" "congruent" "-200" "14" 295 457 "correct" "Auto" "2" 0 0 457 0 5
"161" "Auto" "congruent" "-200" "21" 363 535 "correct" "Auto" "2" 0 0 535 0 5
"162" "Auto" "congruent" "-200" "15" 241 562 "correct" "Auto" "2" 0 0 562 0 5
"163" "Auto" "congruent" "-200" "10" 230 429 "correct" "Auto" "1" 0 0 429 0 5
"164" "Auto" "congruent" "-200" "12" 104 524 "correct" "Auto" "1" 0 0 524 0 5
"165" "Auto" "congruent" "-200" "20" 110 635 "correct" "Auto" "1" 0 0 635 0 5
"166" "Auto" "congruent" "-200" "19" 142 662 "correct" "Auto" "1" 0 0 662 0 5
"167" "Auto" "congruent" "-200" "24" 316 516 "correct" "Auto" "2" 0 0 516 0 5
"168" "Auto" "congruent" "-200" "23" 250 615 "correct" "Auto" "2" 0 0 615 0 5
"169" "Auto" "congruent" "0" "18" 295 567 "correct" "Auto" "2" 0 0 567 0 5
"170" "Auto" "congruent" "0" "17" 363 724 "correct" "Auto" "2" 0 0 724 0 5
"171" "Auto" "congruent" "0" "12" 331 727 "correct" "Auto" "2" 0 0 727 0 5
"172" "Auto" "congruent" "0" "16" 104 602 "correct" "Auto" "1" 0 0 602 0 5
"173" "Auto" "congruent" "0" "13" 202 605 "correct" "Auto" "1" 0 0 605 0 5
"174" "Auto" "congruent" "0" "1" 340 619 "correct" "Auto" "2" 0 0 619 0 5
"175" "Auto" "congruent" "0" "10" 295 548 "correct" "Auto" "2" 0 0 548 0 5
"176" "Auto" "congruent" "0" "22" 205 702 "correct" "Auto" "1" 0 0 702 0 5
"177" "Auto" "congruent" "0" "20" 316 569 "correct" "Auto" "2" 0 0 569 0 5
"178" "Auto" "congruent" "0" "2" 273 805 "correct" "Auto" "2" 0 0 805 0 5
"179" "Auto" "congruent" "0" "6" 208 962 "correct" "Auto" "1" 0 0 962 0 5
"180" "Auto" "congruent" "0" "5" 172 540 "correct" "Auto" "1" 0 0 540 0 5
"181" "Auto" "congruent" "0" "24" 110 745 "correct" "Auto" "1" 0 0 745 0 5
"182" "Auto" "congruent" "0" "19" 250 633 "correct" "Auto" "2" 0 0 633 0 5
"183" "Auto" "congruent" "0" "9" 341 750 "correct" "Auto" "2" 0 0 750 0 5
"184" "Auto" "congruent" "0" "15" 159 725 "correct" "Auto" "1" 0 0 725 0 5
"185" "Auto" "congruent" "0" "21" 177 584 "correct" "Auto" "1" 0 0 584 0 5
"186" "Auto" "congruent" "0" "8" 124 734 "correct" "Auto" "1" 0 0 734 0 5
"187" "Auto" "congruent" "0" "11" 241 601 "correct" "Auto" "2" 0 0 601 0 5
"188" "Auto" "congruent" "0" "3" 265 842 "correct" "Auto" "2" 0 0 842 0 5
"189" "Auto" "congruent" "0" "4" 309 614 "correct" "Auto" "2" 0 0 614 0 5
"190" "Auto" "congruent" "0" "23" 142 564 "correct" "Auto" "1" 0 0 564 0 5
"191" "Auto" "congruent" "0" "7" 142 643 "correct" "Auto" "1" 0 0 643 0 5
"192" "Auto" "congruent" "0" "14" 230 620 "correct" "Auto" "1" 0 0 620 0 5
"193" "Auto" "semantic" "-200" "15" 295 610 "correct" "Fahrrad" "2" 0 0 610 0 5
"194" "Auto" "semantic" "-200" "24" 250 578 "correct" "Fahrrad" "2" 0 0 578 0 5
"195" "Auto" "semantic" "-200" "4" 142 630 "correct" "Fahrrad" "1" 0 0 630 0 5
"196" "Auto" "semantic" "-200" "2" 172 634 "correct" "Fahrrad" "1" 0 0 634 0 5
"197" "Auto" "semantic" "-200" "21" 316 703 "correct" "Fahrrad" "2" 0 0 703 0 5
"198" "Auto" "semantic" "-200" "14" 341 646 "correct" "Fahrrad" "2" 0 0 646 0 5
"199" "Auto" "semantic" "-200" "11" 230 723 "correct" "Fahrrad" "1" 0 0 723 0 5
"200" "Auto" "semantic" "-200" "10" 202 547 "correct" "Fahrrad" "1" 0 0 547 0 5
"201" "Auto" "semantic" "-200" "19" 205 570 "correct" "Fahrrad" "1" 0 0 570 0 5
"202" "Auto" "semantic" "-200" "12" 159 707 "correct" "Fahrrad" "1" 0 0 707 0 5
"203" "Auto" "semantic" "-200" "7" 273 662 "correct" "Fahrrad" "2" 0 0 662 0 5
"204" "Auto" "semantic" "-200" "8" 265 765 "correct" "Fahrrad" "2" 0 0 765 0 5
"205" "Auto" "semantic" "-200" "22" 363 538 "correct" "Fahrrad" "2" 0 0 538 0 5
"206" "Auto" "semantic" "-200" "3" 208 593 "correct" "Fahrrad" "1" 0 0 593 0 5
"207" "Auto" "semantic" "-200" "17" 110 759 "correct" "Fahrrad" "1" 0 0 759 0 5
"208" "Auto" "semantic" "-200" "20" 142 651 "correct" "Fahrrad" "1" 0 0 651 0 5
"209" "Auto" "semantic" "-200" "23" 295 617 "correct" "Fahrrad" "2" 0 0 617 0 5
"210" "Auto" "semantic" "-200" "18" 177 569 "correct" "Fahrrad" "1" 0 0 569 0 5
"211" "Auto" "semantic" "-200" "5" 309 609 "correct" "Fahrrad" "2" 0 0 609 0 5
"212" "Auto" "semantic" "-200" "1" 124 782 "correct" "Fahrrad" "1" 0 0 782 0 5
"213" "Auto" "semantic" "-200" "16" 241 607 "correct" "Fahrrad" "2" 0 0 607 0 5
"214" "Auto" "semantic" "-200" "13" 331 618 "correct" "Fahrrad" "2" 0 0 618 0 5
"215" "Auto" "semantic" "-200" "6" 340 838 "correct" "Fahrrad" "2" 0 0 838 0 5
"216" "Auto" "semantic" "-200" "9" 104 733 "correct" "Fahrrad" "1" 0 0 733 0 5
"217" "Auto" "semantic" "0" "6" 172 951 "correct" "Fahrrad" "1" 0 0 951 0 5
"218" "Auto" "semantic" "0" "21" 110 746 "correct" "Fahrrad" "1" 0 0 746 0 5
"219" "Auto" "semantic" "0" "10" 341 599 "correct" "Fahrrad" "2" 0 0 599 0 5
"220" "Auto" "semantic" "0" "4" 265 845 "correct" "Fahrrad" "2" 0 0 845 0 5
"221" "Auto" "semantic" "0" "5" 124 760 "correct" "Fahrrad" "1" 0 0 760 0 5
"222" "Auto" "semantic" "0" "1" 309 709 "correct" "Fahrrad" "2" 0 0 709 0 5
"223" "Auto" "semantic" "0" "23" 205 652 "correct" "Fahrrad" "1" 0 0 652 0 5
"224" "Auto" "semantic" "0" "15" 230 814 "correct" "Fahrrad" "1" 0 0 814 0 5
"225" "Auto" "semantic" "0" "18" 363 700 "correct" "Fahrrad" "2" 0 0 700 0 5
"226" "Auto" "semantic" "0" "24" 142 630 "correct" "Fahrrad" "1" 0 0 630 0 5
"227" "Auto" "semantic" "0" "3" 273 687 "correct" "Fahrrad" "2" 0 0 687 0 5
"228" "Auto" "semantic" "0" "12" 241 662 "correct" "Fahrrad" "2" 0 0 662 0 5
"229" "Auto" "semantic" "0" "8" 142 676 "correct" "Fahrrad" "1" 0 0 676 0 5
"230" "Auto" "semantic" "0" "13" 104 752 "correct" "Fahrrad" "1" 0 0 752 0 5
"231" "Auto" "semantic" "0" "9" 331 757 "correct" "Fahrrad" "2" 0 0 757 0 5
"232" "Auto" "semantic" "0" "20" 250 842 "correct" "Fahrrad" "2" 0 0 842 0 5
"233" "Auto" "semantic" "0" "2" 340 800 "correct" "Fahrrad" "2" 0 0 800 0 5
"234" "Auto" "semantic" "0" "14" 202 694 "correct" "Fahrrad" "1" 0 0 694 0 5
"235" "Auto" "semantic" "0" "22" 177 783 "correct" "Fahrrad" "1" 0 0 783 0 5
"236" "Auto" "semantic" "0" "17" 316 697 "correct" "Fahrrad" "2" 0 0 697 0 5
"237" "Auto" "semantic" "0" "7" 208 630 "correct" "Fahrrad" "1" 0 0 630 0 5
"238" "Auto" "semantic" "0" "11" 295 759 "correct" "Fahrrad" "2" 0 0 759 0 5
"239" "Auto" "semantic" "0" "16" 159 851 "correct" "Fahrrad" "1" 0 0 851 0 5
"240" "Auto" "semantic" "0" "19" 295 671 "correct" "Fahrrad" "2" 0 0 671 0 5
"241" "Auto" "unrelated" "-200" "19" 177 566 "correct" "Schaf" "1" 0 0 566 0 5
"242" "Auto" "unrelated" "-200" "16" 295 572 "correct" "Schaf" "2" 0 0 572 0 5
"243" "Auto" "unrelated" "-200" "17" 142 704 "correct" "Schaf" "1" 0 0 704 0 5
"244" "Auto" "unrelated" "-200" "23" 363 592 "correct" "Schaf" "2" 0 0 592 0 5
"245" "Auto" "unrelated" "-200" "5" 265 567 "correct" "Schaf" "2" 0 0 567 0 5
"246" "Auto" "unrelated" "-200" "3" 172 614 "correct" "Schaf" "1" 0 0 614 0 5
"247" "Auto" "unrelated" "-200" "7" 340 711 "correct" "Schaf" "2" 0 0 711 0 5
"248" "Auto" "unrelated" "-200" "20" 205 824 "correct" "Schaf" "1" 0 0 824 0 5
"249" "Auto" "unrelated" "-200" "10" 104 585 "correct" "Schaf" "1" 0 0 585 0 5
"250" "Auto" "unrelated" "-200" "1" 142 532 "correct" "Schaf" "1" 0 0 532 0 5
"251" "Auto" "unrelated" "-200" "21" 250 554 "correct" "Schaf" "2" 0 0 554 0 5
"252" "Auto" "unrelated" "-200" "11" 202 699 "correct" "Schaf" "1" 0 0 699 0 5
"253" "Auto" "unrelated" "-200" "8" 273 745 "correct" "Schaf" "2" 0 0 745 0 5
"254" "Auto" "unrelated" "-200" "22" 316 653 "correct" "Schaf" "2" 0 0 653 0 5
"255" "Auto" "unrelated" "-200" "6" 309 829 "correct" "Schaf" "2" 0 0 829 0 5
"256" "Auto" "unrelated" "-200" "15" 341 665 "correct" "Schaf" "2" 0 0 665 0 5
"257" "Auto" "unrelated" "-200" "2" 124 605 "correct" "Schaf" "1" 0 0 605 0 5
"258" "Auto" "unrelated" "-200" "24" 295 572 "correct" "Schaf" "2" 0 0 572 0 5
"259" "Auto" "unrelated" "-200" "9" 159 652 "correct" "Schaf" "1" 0 0 652 0 5
"260" "Auto" "unrelated" "-200" "18" 110 619 "correct" "Schaf" "1" 0 0 619 0 5
"261" "Auto" "unrelated" "-200" "13" 241 607 "correct" "Schaf" "2" 0 0 607 0 5
"262" "Auto" "unrelated" "-200" "14" 331 693 "correct" "Schaf" "2" 0 0 693 0 5
"263" "Auto" "unrelated" "-200" "4" 208 632 "correct" "Schaf" "1" 0 0 632 0 5
"264" "Auto" "unrelated" "-200" "12" 230 615 "correct" "Schaf" "1" 0 0 615 0 5
"265" "Auto" "unrelated" "0" "6" 124 844 "correct" "Schaf" "1" 0 0 844 0 5
"266" "Auto" "unrelated" "0" "11" 341 677 "correct" "Schaf" "2" 0 0 677 0 5
"267" "Auto" "unrelated" "0" "21" 142 747 "correct" "Schaf" "1" 0 0 747 0 5
"268" "Auto" "unrelated" "0" "13" 159 643 "correct" "Schaf" "1" 0 0 643 0 5
"269" "Auto" "unrelated" "0" "3" 340 685 "correct" "Schaf" "2" 0 0 685 0 5
"270" "Auto" "unrelated" "0" "10" 331 606 "correct" "Schaf" "2" 0 0 606 0 5
"271" "Auto" "unrelated" "0" "23" 177 739 "correct" "Schaf" "1" 0 0 739 0 5
"272" "Auto" "unrelated" "0" "9" 241 796 "correct" "Schaf" "2" 0 0 796 0 5
"273" "Auto" "unrelated" "0" "14" 104 658 "correct" "Schaf" "1" 0 0 658 0 5
"274" "Auto" "unrelated" "0" "2" 309 699 "correct" "Schaf" "2" 0 0 699 0 5
"275" "Auto" "unrelated" "0" "4" 273 655 "correct" "Schaf" "2" 0 0 655 0 5
"276" "Auto" "unrelated" "0" "5" 142 512 "correct" "Schaf" "1" 0 0 512 0 5
"277" "Auto" "unrelated" "0" "24" 205 708 "correct" "Schaf" "1" 0 0 708 0 5
"278" "Auto" "unrelated" "0" "17" 250 761 "correct" "Schaf" "2" 0 0 761 0 5
"279" "Auto" "unrelated" "0" "8" 208 876 "correct" "Schaf" "1" 0 0 876 0 5
"280" "Auto" "unrelated" "0" "7" 172 613 "correct" "Schaf" "1" 0 0 613 0 5
"281" "Auto" "unrelated" "0" "1" 265 665 "correct" "Schaf" "2" 0 0 665 0 5
"282" "Auto" "unrelated" "0" "19" 363 557 "correct" "Schaf" "2" 0 0 557 0 5
