"targ_ID" "cond" "soa" "mod" "subj" "trial" "RT" "ERR.code" "dist_ID" "blk" "ERR.old" "ERR" "RT.old" "out" "exp"
"30" "Auto" "congruent" "-200" "visual" "9" 144 657 "correct" "Auto" "2" 0 0 657 0 9
"31" "Auto" "congruent" "-200" "visual" "16" 434 570 "correct" "Auto" "3" 0 0 570 0 9
"32" "Auto" "congruent" "-200" "visual" "5" 438 664 "correct" "Auto" "3" 0 0 664 0 9
"33" "Auto" "congruent" "-200" "visual" "19" 245 616 "correct" "Auto" "3" 0 0 616 0 9
"34" "Auto" "congruent" "-200" "visual" "10" 313 855 "correct" "Auto" "1" 0 0 855 0 9
"35" "Auto" "congruent" "-200" "visual" "13" 211 750 "correct" "Auto" "3" 0 0 750 0 9
"36" "Auto" "congruent" "-200" "visual" "7" 85 685 "correct" "Auto" "1" 0 0 685 0 9
"37" "Auto" "congruent" "-200" "visual" "15" 112 NA "none/false" "Auto" "1" 1 1 604 0 9
"38" "Auto" "congruent" "-200" "visual" "12" 368 683 "correct" "Auto" "2" 0 0 683 0 9
"39" "Auto" "congruent" "-200" "visual" "11" 418 818 "correct" "Auto" "3" 0 0 818 0 9
"40" "Auto" "congruent" "-200" "visual" "17" 339 752 "correct" "Auto" "2" 0 0 752 0 9
"41" "Auto" "congruent" "-200" "visual" "4" 294 635 "correct" "Auto" "1" 0 0 635 0 9
"42" "Auto" "congruent" "-200" "visual" "8" 238 693 "correct" "Auto" "3" 0 0 693 0 9
"43" "Auto" "congruent" "-200" "visual" "23" 384 829 "correct" "Auto" "2" 0 0 829 0 9
"44" "Auto" "congruent" "-200" "visual" "14" 179 613 "correct" "Auto" "2" 0 0 613 0 9
"45" "Auto" "congruent" "-200" "visual" "24" 316 844 "correct" "Auto" "1" 0 0 844 0 9
"46" "Auto" "congruent" "-200" "visual" "1" 93 727 "correct" "Auto" "1" 0 0 727 0 9
"47" "Auto" "congruent" "-200" "visual" "22" 421 561 "correct" "Auto" "3" 0 0 561 0 9
"48" "Auto" "congruent" "-200" "visual" "20" 133 747 "correct" "Auto" "2" 0 0 747 0 9
"49" "Auto" "congruent" "0" "auditory" "15" 434 683 "correct" "Auto" "3" 0 0 683 0 9
"50" "Auto" "congruent" "0" "auditory" "13" 339 696 "correct" "Auto" "2" 0 0 696 0 9
"51" "Auto" "congruent" "0" "auditory" "17" 112 861 "correct" "Auto" "1" 0 0 861 0 9
"52" "Auto" "congruent" "0" "auditory" "24" 245 765 "correct" "Auto" "3" 0 0 765 0 9
"53" "Auto" "congruent" "0" "auditory" "22" 133 689 "correct" "Auto" "2" 0 0 689 0 9
"54" "Auto" "congruent" "0" "auditory" "6" 189 640 "correct" "Auto" "3" 0 0 640 0 9
"55" "Auto" "congruent" "0" "auditory" "1" 348 724 "correct" "Auto" "2" 0 0 724 0 9
"56" "Auto" "congruent" "0" "auditory" "8" 313 585 "correct" "Auto" "1" 0 0 585 0 9
"57" "Auto" "congruent" "0" "auditory" "20" 316 620 "correct" "Auto" "1" 0 0 620 0 9
"58" "Auto" "congruent" "0" "auditory" "12" 238 632 "correct" "Auto" "3" 0 0 632 0 9
"59" "Auto" "congruent" "0" "auditory" "19" 384 670 "correct" "Auto" "2" 0 0 670 0 9
"60" "Auto" "congruent" "0" "auditory" "2" 294 753 "correct" "Auto" "1" 0 0 753 0 9
"61" "Auto" "congruent" "0" "auditory" "4" 159 694 "correct" "Auto" "2" 0 0 694 0 9
"62" "Auto" "congruent" "0" "auditory" "21" 421 621 "correct" "Auto" "3" 0 0 621 0 9
"63" "Auto" "congruent" "0" "auditory" "7" 368 937 "correct" "Auto" "2" 0 0 937 0 9
"64" "Auto" "congruent" "0" "auditory" "16" 179 949 "correct" "Auto" "2" 0 0 949 0 9
"65" "Auto" "congruent" "0" "auditory" "9" 418 747 "correct" "Auto" "3" 0 0 747 0 9
"66" "Auto" "congruent" "0" "auditory" "18" 211 822 "correct" "Auto" "3" 0 0 822 0 9
"67" "Auto" "congruent" "0" "auditory" "5" 93 1099 "correct" "Auto" "1" 0 0 1099 0 9
"68" "Auto" "congruent" "0" "auditory" "10" 144 680 "correct" "Auto" "2" 0 0 680 0 9
"69" "Auto" "congruent" "0" "auditory" "3" 438 1159 "correct" "Auto" "3" 0 0 1159 0 9
"70" "Auto" "congruent" "0" "auditory" "11" 85 1091 "correct" "Auto" "1" 0 0 1091 0 9
"71" "Auto" "congruent" "0" "auditory" "14" 288 715 "correct" "Auto" "1" 0 0 715 0 9
"72" "Auto" "congruent" "0" "auditory" "23" 86 792 "correct" "Auto" "1" 0 0 792 0 9
"73" "Auto" "congruent" "0" "visual" "5" 294 792 "correct" "Auto" "1" 0 0 792 0 9
"74" "Auto" "congruent" "0" "visual" "1" 159 719 "correct" "Auto" "2" 0 0 719 0 9
"75" "Auto" "congruent" "0" "visual" "17" 288 863 "correct" "Auto" "1" 0 0 863 0 9
"76" "Auto" "congruent" "0" "visual" "19" 133 675 "correct" "Auto" "2" 0 0 675 0 9
"77" "Auto" "congruent" "0" "visual" "11" 313 1472 "correct" "Auto" "1" 0 0 1472 0 9
"78" "Auto" "congruent" "0" "visual" "3" 189 982 "correct" "Auto" "3" 0 0 982 0 9
"79" "Auto" "congruent" "0" "visual" "18" 434 750 "correct" "Auto" "3" 0 0 750 0 9
"80" "Auto" "congruent" "0" "visual" "2" 93 898 "correct" "Auto" "1" 0 0 898 0 9
"81" "Auto" "congruent" "0" "visual" "10" 368 653 "correct" "Auto" "2" 0 0 653 0 9
"82" "Auto" "congruent" "0" "visual" "22" 384 604 "correct" "Auto" "2" 0 0 604 0 9
"83" "Auto" "congruent" "0" "visual" "8" 85 746 "correct" "Auto" "1" 0 0 746 0 9
"84" "Auto" "congruent" "0" "visual" "20" 86 693 "correct" "Auto" "1" 0 0 693 0 9
"85" "Auto" "congruent" "0" "visual" "4" 348 800 "correct" "Auto" "2" 0 0 800 0 9
"86" "Auto" "congruent" "0" "visual" "12" 418 668 "correct" "Auto" "3" 0 0 668 0 9
"87" "Auto" "congruent" "0" "visual" "16" 339 1133 "correct" "Auto" "2" 0 0 1133 0 9
"88" "Auto" "congruent" "0" "visual" "9" 238 898 "correct" "Auto" "3" 0 0 898 0 9
"89" "Auto" "congruent" "0" "visual" "24" 421 685 "correct" "Auto" "3" 0 0 685 0 9
"90" "Auto" "congruent" "0" "visual" "15" 211 853 "correct" "Auto" "3" 0 0 853 0 9
"91" "Auto" "congruent" "0" "visual" "7" 144 943 "correct" "Auto" "2" 0 0 943 0 9
"92" "Auto" "congruent" "0" "visual" "21" 245 658 "correct" "Auto" "3" 0 0 658 0 9
"93" "Auto" "congruent" "0" "visual" "13" 179 963 "correct" "Auto" "2" 0 0 963 0 9
"94" "Auto" "congruent" "0" "visual" "23" 316 NA "correct" "Auto" "1" 0 0 1446 1 9
"95" "Auto" "congruent" "0" "visual" "6" 438 985 "correct" "Auto" "3" 0 0 985 0 9
"96" "Auto" "congruent" "0" "visual" "14" 112 720 "correct" "Auto" "1" 0 0 720 0 9
"97" "Auto" "congruent" "200" "auditory" "3" 294 890 "correct" "Auto" "1" 0 0 890 0 9
"98" "Auto" "congruent" "200" "auditory" "19" 316 621 "correct" "Auto" "1" 0 0 621 0 9
"99" "Auto" "congruent" "200" "auditory" "15" 339 775 "correct" "Auto" "2" 0 0 775 0 9
"100" "Auto" "congruent" "200" "auditory" "18" 179 789 "correct" "Auto" "2" 0 0 789 0 9
"101" "Auto" "congruent" "200" "auditory" "2" 348 736 "correct" "Auto" "2" 0 0 736 0 9
"102" "Auto" "congruent" "200" "auditory" "6" 93 671 "correct" "Auto" "1" 0 0 671 0 9
"103" "Auto" "congruent" "200" "auditory" "11" 144 854 "correct" "Auto" "2" 0 0 854 0 9
"104" "Auto" "congruent" "200" "auditory" "22" 86 850 "correct" "Auto" "1" 0 0 850 0 9
"105" "Auto" "congruent" "200" "auditory" "23" 245 753 "correct" "Auto" "3" 0 0 753 0 9
"106" "Auto" "congruent" "200" "auditory" "1" 438 802 "correct" "Auto" "3" 0 0 802 0 9
"107" "Auto" "congruent" "200" "auditory" "4" 189 1022 "correct" "Auto" "3" 0 0 1022 0 9
"108" "Auto" "congruent" "200" "auditory" "12" 85 722 "correct" "Auto" "1" 0 0 722 0 9
"109" "Auto" "congruent" "200" "auditory" "10" 238 678 "correct" "Auto" "3" 0 0 678 0 9
"110" "Auto" "congruent" "200" "auditory" "7" 418 858 "correct" "Auto" "3" 0 0 858 0 9
"111" "Auto" "congruent" "200" "auditory" "14" 434 676 "correct" "Auto" "3" 0 0 676 0 9
"112" "Auto" "congruent" "200" "auditory" "24" 133 NA "none/false" "Auto" "2" 1 1 783 0 9
"113" "Auto" "congruent" "200" "auditory" "16" 112 878 "correct" "Auto" "1" 0 0 878 0 9
"114" "Auto" "congruent" "200" "auditory" "17" 211 607 "correct" "Auto" "3" 0 0 607 0 9
"115" "Auto" "congruent" "200" "auditory" "20" 421 718 "correct" "Auto" "3" 0 0 718 0 9
"116" "Auto" "congruent" "200" "auditory" "9" 313 692 "correct" "Auto" "1" 0 0 692 0 9
"117" "Auto" "congruent" "200" "auditory" "13" 288 NA "correct" "Auto" "1" 0 0 1459 1 9
"118" "Auto" "congruent" "200" "auditory" "5" 159 730 "correct" "Auto" "2" 0 0 730 0 9
"119" "Auto" "congruent" "200" "auditory" "21" 384 573 "correct" "Auto" "2" 0 0 573 0 9
"120" "Auto" "congruent" "200" "auditory" "8" 368 543 "correct" "Auto" "2" 0 0 543 0 9
"121" "Auto" "congruent" "200" "visual" "22" 316 911 "correct" "Auto" "1" 0 0 911 0 9
"122" "Auto" "congruent" "200" "visual" "9" 85 965 "correct" "Auto" "1" 0 0 965 0 9
"123" "Auto" "congruent" "200" "visual" "20" 245 823 "correct" "Auto" "3" 0 0 823 0 9
"124" "Auto" "congruent" "200" "visual" "12" 313 907 "correct" "Auto" "1" 0 0 907 0 9
"125" "Auto" "congruent" "200" "visual" "23" 421 NA "smack" "Auto" "3" 1 1 956 0 9
"126" "Auto" "congruent" "200" "visual" "15" 179 953 "correct" "Auto" "2" 0 0 953 0 9
"127" "Auto" "congruent" "200" "visual" "5" 348 811 "correct" "Auto" "2" 0 0 811 0 9
"128" "Auto" "congruent" "200" "visual" "3" 93 795 "correct" "Auto" "1" 0 0 795 0 9
"129" "Auto" "congruent" "200" "visual" "16" 288 831 "correct" "Auto" "1" 0 0 831 0 9
"130" "Auto" "congruent" "200" "visual" "19" 86 692 "correct" "Auto" "1" 0 0 692 0 9
"131" "Auto" "congruent" "200" "visual" "2" 159 821 "correct" "Auto" "2" 0 0 821 0 9
"132" "Auto" "congruent" "200" "visual" "1" 189 747 "correct" "Auto" "3" 0 0 747 0 9
"133" "Auto" "congruent" "200" "visual" "6" 294 825 "correct" "Auto" "1" 0 0 825 0 9
"134" "Auto" "congruent" "200" "visual" "10" 418 817 "correct" "Auto" "3" 0 0 817 0 9
"135" "Auto" "congruent" "200" "visual" "14" 211 749 "correct" "Auto" "3" 0 0 749 0 9
"136" "Auto" "congruent" "200" "visual" "8" 144 568 "correct" "Auto" "2" 0 0 568 0 9
"137" "Auto" "congruent" "200" "visual" "13" 112 1018 "correct" "Auto" "1" 0 0 1018 0 9
"138" "Auto" "congruent" "200" "visual" "4" 438 861 "correct" "Auto" "3" 0 0 861 0 9
"139" "Auto" "congruent" "200" "visual" "17" 434 754 "correct" "Auto" "3" 0 0 754 0 9
"140" "Auto" "congruent" "200" "visual" "18" 339 657 "correct" "Auto" "2" 0 0 657 0 9
"141" "Auto" "congruent" "200" "visual" "24" 384 781 "correct" "Auto" "2" 0 0 781 0 9
"142" "Auto" "congruent" "200" "visual" "7" 238 742 "correct" "Auto" "3" 0 0 742 0 9
"143" "Auto" "congruent" "200" "visual" "21" 133 444 "correct" "Auto" "2" 0 0 444 0 9
"144" "Auto" "congruent" "200" "visual" "11" 368 930 "correct" "Auto" "2" 0 0 930 0 9
"145" "Auto" "unrelated" "-200" "auditory" "16" 245 737 "correct" "Schwert" "3" 0 0 737 0 9
"146" "Auto" "unrelated" "-200" "auditory" "18" 86 888 "correct" "Schwert" "1" 0 0 888 0 9
"147" "Auto" "unrelated" "-200" "auditory" "11" 189 977 "correct" "Schwert" "3" 0 0 977 0 9
"148" "Auto" "unrelated" "-200" "auditory" "3" 368 717 "correct" "Schwert" "2" 0 0 717 0 9
"149" "Auto" "unrelated" "-200" "auditory" "1" 313 781 "correct" "Schwert" "1" 0 0 781 0 9
"150" "Auto" "unrelated" "-200" "auditory" "13" 421 672 "correct" "Schwert" "3" 0 0 672 0 9
"151" "Auto" "unrelated" "-200" "auditory" "20" 339 775 "correct" "Schwert" "2" 0 0 775 0 9
"152" "Auto" "unrelated" "-200" "auditory" "10" 93 796 "correct" "Schwert" "1" 0 0 796 0 9
"153" "Auto" "unrelated" "-200" "auditory" "12" 159 656 "correct" "Schwert" "2" 0 0 656 0 9
"154" "Auto" "unrelated" "-200" "auditory" "23" 179 723 "correct" "Schwert" "2" 0 0 723 0 9
"155" "Auto" "unrelated" "-200" "auditory" "2" 418 753 "correct" "Schwert" "3" 0 0 753 0 9
"156" "Auto" "unrelated" "-200" "auditory" "5" 238 858 "correct" "Schwert" "3" 0 0 858 0 9
"157" "Auto" "unrelated" "-200" "auditory" "9" 348 829 "correct" "Schwert" "2" 0 0 829 0 9
"158" "Auto" "unrelated" "-200" "auditory" "14" 384 720 "correct" "Schwert" "2" 0 0 720 0 9
"159" "Auto" "unrelated" "-200" "auditory" "17" 133 648 "correct" "Schwert" "2" 0 0 648 0 9
"160" "Auto" "unrelated" "-200" "auditory" "7" 294 747 "correct" "Schwert" "1" 0 0 747 0 9
"161" "Auto" "unrelated" "-200" "auditory" "21" 288 586 "correct" "Schwert" "1" 0 0 586 0 9
"162" "Auto" "unrelated" "-200" "auditory" "15" 316 877 "correct" "Schwert" "1" 0 0 877 0 9
"163" "Auto" "unrelated" "-200" "auditory" "24" 112 751 "correct" "Schwert" "1" 0 0 751 0 9
"164" "Auto" "unrelated" "-200" "auditory" "19" 434 627 "correct" "Schwert" "3" 0 0 627 0 9
"165" "Auto" "unrelated" "-200" "auditory" "22" 211 787 "correct" "Schwert" "3" 0 0 787 0 9
"166" "Auto" "unrelated" "-200" "auditory" "4" 85 943 "correct" "Schwert" "1" 0 0 943 0 9
"167" "Auto" "unrelated" "-200" "auditory" "8" 438 581 "correct" "Schwert" "3" 0 0 581 0 9
"168" "Auto" "unrelated" "-200" "auditory" "6" 144 727 "correct" "Schwert" "2" 0 0 727 0 9
"169" "Auto" "unrelated" "-200" "visual" "13" 245 967 "correct" "Schwert" "3" 0 0 967 0 9
"170" "Auto" "unrelated" "-200" "visual" "8" 189 NA "smack" "Schwert" "3" 1 1 377 0 9
"171" "Auto" "unrelated" "-200" "visual" "2" 238 805 "correct" "Schwert" "3" 0 0 805 0 9
"172" "Auto" "unrelated" "-200" "visual" "3" 144 899 "correct" "Schwert" "2" 0 0 899 0 9
"173" "Auto" "unrelated" "-200" "visual" "5" 418 804 "correct" "Schwert" "3" 0 0 804 0 9
"174" "Auto" "unrelated" "-200" "visual" "9" 159 834 "correct" "Schwert" "2" 0 0 834 0 9
"175" "Auto" "unrelated" "-200" "visual" "16" 421 785 "correct" "Schwert" "3" 0 0 785 0 9
"176" "Auto" "unrelated" "-200" "visual" "14" 133 724 "correct" "Schwert" "2" 0 0 724 0 9
"177" "Auto" "unrelated" "-200" "visual" "17" 384 793 "correct" "Schwert" "2" 0 0 793 0 9
"178" "Auto" "unrelated" "-200" "visual" "4" 313 815 "correct" "Schwert" "1" 0 0 815 0 9
"179" "Auto" "unrelated" "-200" "visual" "1" 85 809 "correct" "Schwert" "1" 0 0 809 0 9
"180" "Auto" "unrelated" "-200" "visual" "24" 288 NA "smack" "Schwert" "1" 1 1 581 0 9
"181" "Auto" "unrelated" "-200" "visual" "7" 93 867 "correct" "Schwert" "1" 0 0 867 0 9
"182" "Auto" "unrelated" "-200" "visual" "19" 211 604 "correct" "Schwert" "3" 0 0 604 0 9
"183" "Auto" "unrelated" "-200" "visual" "6" 368 726 "correct" "Schwert" "2" 0 0 726 0 9
"184" "Auto" "unrelated" "-200" "visual" "15" 86 1094 "correct" "Schwert" "1" 0 0 1094 0 9
"185" "Auto" "unrelated" "-200" "visual" "22" 434 995 "correct" "Schwert" "3" 0 0 995 0 9
"186" "Auto" "unrelated" "-200" "visual" "21" 112 627 "correct" "Schwert" "1" 0 0 627 0 9
"187" "Auto" "unrelated" "-200" "visual" "23" 339 844 "correct" "Schwert" "2" 0 0 844 0 9
"188" "Auto" "unrelated" "-200" "visual" "20" 179 667 "correct" "Schwert" "2" 0 0 667 0 9
"189" "Auto" "unrelated" "-200" "visual" "10" 294 764 "correct" "Schwert" "1" 0 0 764 0 9
"190" "Auto" "unrelated" "-200" "visual" "18" 316 728 "correct" "Schwert" "1" 0 0 728 0 9
"191" "Auto" "unrelated" "-200" "visual" "11" 438 708 "correct" "Schwert" "3" 0 0 708 0 9
"192" "Auto" "unrelated" "-200" "visual" "12" 348 850 "correct" "Schwert" "2" 0 0 850 0 9
"193" "Auto" "unrelated" "0" "auditory" "18" 245 683 "correct" "Schwert" "3" 0 0 683 0 9
"194" "Auto" "unrelated" "0" "auditory" "22" 179 934 "correct" "Schwert" "2" 0 0 934 0 9
"195" "Auto" "unrelated" "0" "auditory" "24" 211 873 "correct" "Schwert" "3" 0 0 873 0 9
"196" "Auto" "unrelated" "0" "auditory" "13" 384 641 "correct" "Schwert" "2" 0 0 641 0 9
"197" "Auto" "unrelated" "0" "auditory" "17" 86 890 "correct" "Schwert" "1" 0 0 890 0 9
"198" "Auto" "unrelated" "0" "auditory" "4" 144 881 "correct" "Schwert" "2" 0 0 881 0 9
"199" "Auto" "unrelated" "0" "auditory" "3" 418 984 "correct" "Schwert" "3" 0 0 984 0 9
"200" "Auto" "unrelated" "0" "auditory" "21" 434 583 "correct" "Schwert" "3" 0 0 583 0 9
"201" "Auto" "unrelated" "0" "auditory" "12" 189 730 "correct" "Schwert" "3" 0 0 730 0 9
"202" "Auto" "unrelated" "0" "auditory" "6" 238 703 "correct" "Schwert" "3" 0 0 703 0 9
"203" "Auto" "unrelated" "0" "auditory" "8" 294 581 "correct" "Schwert" "1" 0 0 581 0 9
"204" "Auto" "unrelated" "0" "auditory" "2" 313 827 "correct" "Schwert" "1" 0 0 827 0 9
"205" "Auto" "unrelated" "0" "auditory" "1" 368 709 "correct" "Schwert" "2" 0 0 709 0 9
"206" "Auto" "unrelated" "0" "auditory" "11" 93 1367 "correct" "Schwert" "1" 0 0 1367 0 9
"207" "Auto" "unrelated" "0" "auditory" "5" 85 865 "correct" "Schwert" "1" 0 0 865 0 9
"208" "Auto" "unrelated" "0" "auditory" "14" 316 752 "correct" "Schwert" "1" 0 0 752 0 9
"209" "Auto" "unrelated" "0" "auditory" "19" 339 723 "correct" "Schwert" "2" 0 0 723 0 9
"210" "Auto" "unrelated" "0" "auditory" "15" 421 NA "smack" "Schwert" "3" 1 1 56 0 9
"211" "Auto" "unrelated" "0" "auditory" "23" 112 734 "correct" "Schwert" "1" 0 0 734 0 9
"212" "Auto" "unrelated" "0" "auditory" "20" 288 731 "correct" "Schwert" "1" 0 0 731 0 9
"213" "Auto" "unrelated" "0" "auditory" "9" 438 700 "correct" "Schwert" "3" 0 0 700 0 9
"214" "Auto" "unrelated" "0" "auditory" "10" 159 920 "correct" "Schwert" "2" 0 0 920 0 9
"215" "Auto" "unrelated" "0" "auditory" "16" 133 710 "correct" "Schwert" "2" 0 0 710 0 9
"216" "Auto" "unrelated" "0" "auditory" "7" 348 870 "correct" "Schwert" "2" 0 0 870 0 9
"217" "Auto" "unrelated" "0" "visual" "9" 189 929 "correct" "Schwert" "3" 0 0 929 0 9
"218" "Auto" "unrelated" "0" "visual" "22" 339 583 "correct" "Schwert" "2" 0 0 583 0 9
"219" "Auto" "unrelated" "0" "visual" "10" 348 765 "correct" "Schwert" "2" 0 0 765 0 9
"220" "Auto" "unrelated" "0" "visual" "13" 133 921 "correct" "Schwert" "2" 0 0 921 0 9
"221" "Auto" "unrelated" "0" "visual" "2" 85 772 "correct" "Schwert" "1" 0 0 772 0 9
"222" "Auto" "unrelated" "0" "visual" "23" 288 888 "correct" "Schwert" "1" 0 0 888 0 9
"223" "Auto" "unrelated" "0" "visual" "4" 368 846 "correct" "Schwert" "2" 0 0 846 0 9
"224" "Auto" "unrelated" "0" "visual" "5" 313 878 "correct" "Schwert" "1" 0 0 878 0 9
"225" "Auto" "unrelated" "0" "visual" "19" 179 697 "correct" "Schwert" "2" 0 0 697 0 9
"226" "Auto" "unrelated" "0" "visual" "24" 434 844 "correct" "Schwert" "3" 0 0 844 0 9
"227" "Auto" "unrelated" "0" "visual" "7" 159 1194 "correct" "Schwert" "2" 0 0 1194 0 9
"228" "Auto" "unrelated" "0" "visual" "12" 438 766 "correct" "Schwert" "3" 0 0 766 0 9
"229" "Auto" "unrelated" "0" "visual" "3" 238 956 "correct" "Schwert" "3" 0 0 956 0 9
"230" "Auto" "unrelated" "0" "visual" "21" 211 662 "correct" "Schwert" "3" 0 0 662 0 9
"231" "Auto" "unrelated" "0" "visual" "20" 112 767 "correct" "Schwert" "1" 0 0 767 0 9
"232" "Auto" "unrelated" "0" "visual" "6" 418 828 "correct" "Schwert" "3" 0 0 828 0 9
"233" "Auto" "unrelated" "0" "visual" "14" 86 733 "correct" "Schwert" "1" 0 0 733 0 9
"234" "Auto" "unrelated" "0" "visual" "17" 316 777 "correct" "Schwert" "1" 0 0 777 0 9
"235" "Auto" "unrelated" "0" "visual" "1" 144 796 "correct" "Schwert" "2" 0 0 796 0 9
"236" "Auto" "unrelated" "0" "visual" "15" 245 NA "disfluency" "Schwert" "3" 1 1 948 0 9
"237" "Auto" "unrelated" "0" "visual" "11" 294 NA "disfluency" "Schwert" "1" 1 1 1978 0 9
"238" "Auto" "unrelated" "0" "visual" "16" 384 648 "correct" "Schwert" "2" 0 0 648 0 9
"239" "Auto" "unrelated" "0" "visual" "8" 93 682 "correct" "Schwert" "1" 0 0 682 0 9
"240" "Auto" "unrelated" "0" "visual" "18" 421 755 "correct" "Schwert" "3" 0 0 755 0 9
"241" "Auto" "unrelated" "200" "auditory" "6" 85 747 "correct" "Schwert" "1" 0 0 747 0 9
"242" "Auto" "unrelated" "200" "auditory" "3" 313 NA "correct" "Schwert" "1" 0 0 1697 1 9
"243" "Auto" "unrelated" "200" "auditory" "15" 384 846 "correct" "Schwert" "2" 0 0 846 0 9
"244" "Auto" "unrelated" "200" "auditory" "1" 418 872 "correct" "Schwert" "3" 0 0 872 0 9
"245" "Auto" "unrelated" "200" "auditory" "19" 288 659 "correct" "Schwert" "1" 0 0 659 0 9
"246" "Auto" "unrelated" "200" "auditory" "11" 159 1047 "correct" "Schwert" "2" 0 0 1047 0 9
"247" "Auto" "unrelated" "200" "auditory" "17" 245 816 "correct" "Schwert" "3" 0 0 816 0 9
"248" "Auto" "unrelated" "200" "auditory" "20" 434 597 "correct" "Schwert" "3" 0 0 597 0 9
"249" "Auto" "unrelated" "200" "auditory" "5" 144 836 "correct" "Schwert" "2" 0 0 836 0 9
"250" "Auto" "unrelated" "200" "auditory" "24" 179 1374 "correct" "Schwert" "2" 0 0 1374 0 9
"251" "Auto" "unrelated" "200" "auditory" "22" 112 902 "correct" "Schwert" "1" 0 0 902 0 9
"252" "Auto" "unrelated" "200" "auditory" "7" 438 984 "correct" "Schwert" "3" 0 0 984 0 9
"253" "Auto" "unrelated" "200" "auditory" "23" 211 920 "correct" "Schwert" "3" 0 0 920 0 9
"254" "Auto" "unrelated" "200" "auditory" "10" 189 733 "correct" "Schwert" "3" 0 0 733 0 9
"255" "Auto" "unrelated" "200" "auditory" "4" 238 752 "correct" "Schwert" "3" 0 0 752 0 9
"256" "Auto" "unrelated" "200" "auditory" "8" 348 569 "correct" "Schwert" "2" 0 0 569 0 9
"257" "Auto" "unrelated" "200" "auditory" "9" 294 678 "correct" "Schwert" "1" 0 0 678 0 9
"258" "Auto" "unrelated" "200" "auditory" "18" 133 997 "correct" "Schwert" "2" 0 0 997 0 9
"259" "Auto" "unrelated" "200" "auditory" "12" 93 698 "correct" "Schwert" "1" 0 0 698 0 9
"260" "Auto" "unrelated" "200" "auditory" "21" 339 817 "correct" "Schwert" "2" 0 0 817 0 9
"261" "Auto" "unrelated" "200" "auditory" "13" 316 NA "smack" "Schwert" "1" 1 1 439 0 9
