"targ_ID" "cond" "subj" "trial" "RT" "ERR.code" "dist_ID" "blk" "ERR.old" "ERR" "RT.old" "out" "exp"
"36" "Affe" "semantic_form" "12" 383 723 "correct" "Kuh" "4" 0 0 723 0 8
"37" "Affe" "semantic_form" "10" 339 747 "correct" "Kuh" "3" 0 0 747 0 8
"38" "Affe" "semantic_form" "20" 240 746 "correct" "Kuh" "2" 0 0 746 0 8
"39" "Affe" "semantic_form" "3" 365 628 "correct" "Kuh" "4" 0 0 628 0 8
"40" "Affe" "semantic_form" "2" 152 684 "correct" "Kuh" "1" 0 0 684 0 8
"41" "Affe" "semantic_form" "4" 398 779 "correct" "Kuh" "4" 0 0 779 0 8
"42" "Affe" "semantic_form" "1" 205 722 "correct" "Kuh" "1" 0 0 722 0 8
"43" "Affe" "semantic_form" "9" 270 757 "correct" "Kuh" "2" 0 0 757 0 8
"44" "Affe" "semantic_form" "6" 157 765 "correct" "Kuh" "1" 0 0 765 0 8
"45" "Affe" "semantic_form" "24" 227 762 "correct" "Kuh" "2" 0 0 762 0 8
"46" "Affe" "semantic_form" "21" 180 889 "correct" "Kuh" "1" 0 0 889 0 8
"47" "Affe" "semantic_form" "11" 302 690 "correct" "Kuh" "3" 0 0 690 0 8
"48" "Affe" "semantic_form" "14" 322 659 "correct" "Kuh" "3" 0 0 659 0 8
"49" "Affe" "semantic_noform" "11" 270 821 "correct" "Kuh" "2" 0 0 821 0 8
"50" "Affe" "semantic_noform" "5" 347 700 "correct" "Kuh" "4" 0 0 700 0 8
"51" "Affe" "semantic_noform" "6" 232 641 "correct" "Kuh" "2" 0 0 641 0 8
"52" "Affe" "semantic_noform" "11" 181 786 "correct" "Kuh" "1" 0 0 786 0 8
"53" "Affe" "semantic_noform" "20" 146 856 "correct" "Kuh" "1" 0 0 856 0 8
"54" "Affe" "semantic_noform" "24" 312 889 "correct" "Kuh" "3" 0 0 889 0 8
"55" "Affe" "semantic_noform" "7" 191 999 "correct" "Kuh" "1" 0 0 999 0 8
"56" "Affe" "semantic_noform" "23" 180 833 "correct" "Kuh" "1" 0 0 833 0 8
"57" "Affe" "semantic_noform" "10" 242 1120 "correct" "Kuh" "2" 0 0 1120 0 8
"58" "Affe" "semantic_noform" "19" 182 784 "correct" "Kuh" "1" 0 0 784 0 8
"59" "Affe" "semantic_noform" "17" 361 661 "correct" "Kuh" "4" 0 0 661 0 8
"60" "Affe" "semantic_noform" "7" 253 821 "correct" "Kuh" "2" 0 0 821 0 8
"61" "Affe" "semantic_noform" "22" 227 679 "correct" "Kuh" "2" 0 0 679 0 8
"62" "Affe" "semantic_noform" "18" 240 681 "correct" "Kuh" "2" 0 0 681 0 8
"63" "Affe" "semantic_noform" "24" 150 NA "correct" "Kuh" "1" 0 0 1174 1 8
"64" "Affe" "semantic_noform" "3" 255 756 "correct" "Kuh" "2" 0 0 756 0 8
"65" "Affe" "semantic_noform" "14" 223 841 "correct" "Kuh" "2" 0 0 841 0 8
"66" "Affe" "semantic_noform" "17" 279 NA "correct" "Kuh" "3" 0 0 230 0 8
"67" "Affe" "semantic_noform" "13" 288 802 "correct" "Kuh" "3" 0 0 802 0 8
"68" "Affe" "semantic_noform" "21" 366 774 "correct" "Kuh" "4" 0 0 774 0 8
"69" "Affe" "semantic_noform" "2" 398 821 "correct" "Kuh" "4" 0 0 821 0 8
"70" "Affe" "semantic_noform" "20" 332 753 "correct" "Kuh" "3" 0 0 753 0 8
"71" "Affe" "semantic_noform" "1" 301 768 "correct" "Kuh" "3" 0 0 768 0 8
"72" "Affe" "semantic_noform" "21" 289 814 "correct" "Kuh" "3" 0 0 814 0 8
"73" "Affe" "semantic_noform" "8" 318 823 "correct" "Kuh" "3" 0 0 823 0 8
"74" "Affe" "semantic_noform" "12" 339 682 "correct" "Kuh" "3" 0 0 682 0 8
"75" "Affe" "semantic_noform" "4" 152 809 "correct" "Kuh" "1" 0 0 809 0 8
"76" "Affe" "semantic_noform" "15" 273 926 "correct" "Kuh" "2" 0 0 926 0 8
"77" "Affe" "semantic_noform" "6" 407 929 "correct" "Kuh" "4" 0 0 929 0 8
"78" "Affe" "semantic_noform" "13" 364 720 "correct" "Kuh" "4" 0 0 720 0 8
"79" "Affe" "semantic_noform" "18" 379 828 "correct" "Kuh" "4" 0 0 828 0 8
"80" "Affe" "semantic_noform" "12" 166 786 "correct" "Kuh" "1" 0 0 786 0 8
"81" "Affe" "semantic_noform" "2" 220 628 "correct" "Kuh" "2" 0 0 628 0 8
"82" "Affe" "semantic_noform" "15" 179 NA "smack" "Kuh" "1" 1 1 708 0 8
"83" "Affe" "semantic_noform" "10" 383 740 "correct" "Kuh" "4" 0 0 740 0 8
"84" "Affe" "semantic_noform" "1" 365 667 "correct" "Kuh" "4" 0 0 667 0 8
"85" "Affe" "semantic_noform" "3" 205 691 "correct" "Kuh" "1" 0 0 691 0 8
"86" "Affe" "semantic_noform" "5" 292 713 "correct" "Kuh" "3" 0 0 713 0 8
"87" "Affe" "semantic_noform" "4" 321 708 "correct" "Kuh" "3" 0 0 708 0 8
"88" "Affe" "semantic_noform" "22" 393 736 "correct" "Kuh" "4" 0 0 736 0 8
"89" "Affe" "semantic_noform" "16" 144 1165 "correct" "Kuh" "1" 0 0 1165 0 8
"90" "Affe" "semantic_noform" "9" 347 627 "correct" "Kuh" "4" 0 0 627 0 8
"91" "Affe" "semantic_noform" "9" 302 762 "correct" "Kuh" "3" 0 0 762 0 8
"92" "Affe" "semantic_noform" "16" 322 832 "correct" "Kuh" "3" 0 0 832 0 8
"93" "Affe" "semantic_noform" "19" 263 726 "correct" "Kuh" "2" 0 0 726 0 8
"94" "Affe" "semantic_noform" "23" 263 830 "correct" "Kuh" "2" 0 0 830 0 8
"95" "Affe" "semantic_noform" "14" 384 689 "correct" "Kuh" "4" 0 0 689 0 8
"96" "Affe" "semantic_noform" "8" 157 679 "correct" "Kuh" "1" 0 0 679 0 8
"97" "Affe" "unrelated_noform" "17" 240 535 "correct" "Gitarre" "2" 0 0 535 0 8
"98" "Affe" "unrelated_noform" "5" 407 867 "correct" "Gitarre" "4" 0 0 867 0 8
"99" "Affe" "unrelated_noform" "10" 181 775 "correct" "Gitarre" "1" 0 0 775 0 8
"100" "Affe" "unrelated_noform" "15" 322 699 "correct" "Gitarre" "3" 0 0 699 0 8
"101" "Affe" "unrelated_noform" "16" 364 1300 "correct" "Gitarre" "4" 0 0 1300 0 8
"102" "Affe" "unrelated_noform" "18" 263 824 "correct" "Gitarre" "2" 0 0 824 0 8
"103" "Affe" "unrelated_noform" "1" 220 710 "correct" "Gitarre" "2" 0 0 710 0 8
"104" "Affe" "unrelated_noform" "16" 288 859 "correct" "Gitarre" "3" 0 0 859 0 8
"105" "Affe" "unrelated_noform" "8" 347 538 "correct" "Gitarre" "4" 0 0 538 0 8
"106" "Affe" "unrelated_noform" "24" 289 752 "correct" "Gitarre" "3" 0 0 752 0 8
"107" "Affe" "unrelated_noform" "2" 255 745 "correct" "Gitarre" "2" 0 0 745 0 8
"108" "Affe" "unrelated_noform" "18" 182 910 "correct" "Gitarre" "1" 0 0 910 0 8
"109" "Affe" "unrelated_noform" "11" 166 993 "correct" "Gitarre" "1" 0 0 993 0 8
"110" "Affe" "unrelated_noform" "12" 347 592 "correct" "Gitarre" "4" 0 0 592 0 8
"111" "Affe" "unrelated_noform" "22" 263 880 "correct" "Gitarre" "2" 0 0 880 0 8
"112" "Affe" "unrelated_noform" "15" 144 792 "correct" "Gitarre" "1" 0 0 792 0 8
"113" "Affe" "unrelated_noform" "17" 379 587 "correct" "Gitarre" "4" 0 0 587 0 8
"114" "Affe" "unrelated_noform" "6" 191 1003 "correct" "Gitarre" "1" 0 0 1003 0 8
"115" "Affe" "unrelated_noform" "12" 302 784 "correct" "Gitarre" "3" 0 0 784 0 8
"116" "Affe" "unrelated_noform" "23" 150 850 "correct" "Gitarre" "1" 0 0 850 0 8
"117" "Affe" "unrelated_noform" "4" 301 639 "correct" "Gitarre" "3" 0 0 639 0 8
"118" "Affe" "unrelated_noform" "8" 292 700 "correct" "Gitarre" "3" 0 0 700 0 8
"119" "Affe" "unrelated_noform" "23" 312 653 "correct" "Gitarre" "3" 0 0 653 0 8
"120" "Affe" "unrelated_noform" "13" 384 NA "disfluency" "Gitarre" "4" 1 1 700 0 8
"121" "Affe" "unrelated_noform" "9" 383 725 "correct" "Gitarre" "4" 0 0 725 0 8
"122" "Affe" "unrelated_noform" "22" 180 898 "correct" "Gitarre" "1" 0 0 898 0 8
"123" "Affe" "unrelated_noform" "21" 227 820 "correct" "Gitarre" "2" 0 0 820 0 8
"124" "Affe" "unrelated_noform" "4" 365 741 "correct" "Gitarre" "4" 0 0 741 0 8
"125" "Affe" "unrelated_noform" "20" 279 640 "correct" "Gitarre" "3" 0 0 640 0 8
"126" "Affe" "unrelated_noform" "14" 179 809 "correct" "Gitarre" "1" 0 0 809 0 8
"127" "Affe" "unrelated_noform" "1" 398 576 "correct" "Gitarre" "4" 0 0 576 0 8
"128" "Affe" "unrelated_noform" "24" 366 745 "correct" "Gitarre" "4" 0 0 745 0 8
"129" "Affe" "unrelated_noform" "10" 270 833 "correct" "Gitarre" "2" 0 0 833 0 8
"130" "Affe" "unrelated_noform" "13" 223 750 "correct" "Gitarre" "2" 0 0 750 0 8
"131" "Affe" "unrelated_noform" "9" 242 NA "correct" "Gitarre" "2" 0 0 1120 1 8
"132" "Affe" "unrelated_noform" "19" 332 628 "correct" "Gitarre" "3" 0 0 628 0 8
"133" "Affe" "unrelated_noform" "2" 205 634 "correct" "Gitarre" "1" 0 0 634 0 8
"134" "Affe" "unrelated_noform" "20" 361 704 "correct" "Gitarre" "4" 0 0 704 0 8
"135" "Affe" "unrelated_noform" "5" 232 760 "correct" "Gitarre" "2" 0 0 760 0 8
"136" "Affe" "unrelated_noform" "19" 146 693 "correct" "Gitarre" "1" 0 0 693 0 8
"137" "Affe" "unrelated_noform" "7" 318 704 "correct" "Gitarre" "3" 0 0 704 0 8
"138" "Affe" "unrelated_noform" "3" 152 652 "correct" "Gitarre" "1" 0 0 652 0 8
"139" "Affe" "unrelated_noform" "6" 253 708 "correct" "Gitarre" "2" 0 0 708 0 8
"140" "Affe" "unrelated_noform" "21" 393 680 "correct" "Gitarre" "4" 0 0 680 0 8
"141" "Affe" "unrelated_noform" "11" 339 716 "correct" "Gitarre" "3" 0 0 716 0 8
"142" "Affe" "unrelated_noform" "3" 321 756 "correct" "Gitarre" "3" 0 0 756 0 8
"143" "Affe" "unrelated_noform" "7" 157 752 "correct" "Gitarre" "1" 0 0 752 0 8
"144" "Affe" "unrelated_noform" "14" 273 761 "correct" "Gitarre" "2" 0 0 761 0 8
"145" "Auto" "semantic_form" "24" 400 805 "correct" "Fahrrad" "4" 0 0 805 0 8
"146" "Auto" "semantic_form" "18" 200 663 "correct" "Fahrrad" "1" 0 0 663 0 8
"147" "Auto" "semantic_form" "4" 400 764 "correct" "Fahrrad" "4" 0 0 764 0 8
"148" "Auto" "semantic_form" "2" 212 684 "correct" "Fahrrad" "2" 0 0 684 0 8
"149" "Auto" "semantic_form" "22" 234 681 "correct" "Fahrrad" "2" 0 0 681 0 8
"150" "Auto" "semantic_form" "6" 240 772 "correct" "Fahrrad" "2" 0 0 772 0 8
"151" "Auto" "semantic_form" "14" 193 825 "correct" "Fahrrad" "1" 0 0 825 0 8
"152" "Auto" "semantic_form" "16" 285 850 "correct" "Fahrrad" "3" 0 0 850 0 8
"153" "Auto" "semantic_form" "10" 213 618 "correct" "Fahrrad" "2" 0 0 618 0 8
"154" "Auto" "semantic_form" "8" 379 580 "correct" "Fahrrad" "4" 0 0 580 0 8
"155" "Auto" "semantic_form" "19" 331 697 "correct" "Fahrrad" "3" 0 0 697 0 8
"156" "Auto" "semantic_form" "20" 283 706 "correct" "Fahrrad" "3" 0 0 706 0 8
"157" "Auto" "semantic_form" "23" 336 807 "correct" "Fahrrad" "3" 0 0 807 0 8
"158" "Auto" "semantic_form" "12" 289 580 "correct" "Fahrrad" "3" 0 0 580 0 8
"159" "Auto" "semantic_form" "11" 342 908 "correct" "Fahrrad" "3" 0 0 908 0 8
"160" "Auto" "semantic_form" "10" 203 690 "correct" "Fahrrad" "1" 0 0 690 0 8
"161" "Auto" "semantic_form" "9" 364 720 "correct" "Fahrrad" "4" 0 0 720 0 8
"162" "Auto" "semantic_form" "21" 356 711 "correct" "Fahrrad" "4" 0 0 711 0 8
"163" "Auto" "semantic_form" "9" 251 735 "correct" "Fahrrad" "2" 0 0 735 0 8
"164" "Auto" "semantic_form" "5" 254 594 "correct" "Fahrrad" "2" 0 0 594 0 8
"165" "Auto" "semantic_form" "18" 234 NA "distractor named" "Fahrrad" "2" 1 1 750 0 8
"166" "Auto" "semantic_form" "21" 250 711 "correct" "Fahrrad" "2" 0 0 711 0 8
"167" "Auto" "semantic_form" "1" 268 674 "correct" "Fahrrad" "2" 0 0 674 0 8
"168" "Auto" "semantic_form" "8" 306 657 "correct" "Fahrrad" "3" 0 0 657 0 8
"169" "Auto" "semantic_form" "3" 155 595 "correct" "Fahrrad" "1" 0 0 595 0 8
"170" "Auto" "semantic_form" "17" 244 677 "correct" "Fahrrad" "2" 0 0 677 0 8
"171" "Auto" "semantic_form" "3" 326 711 "correct" "Fahrrad" "3" 0 0 711 0 8
"172" "Auto" "semantic_form" "15" 329 646 "correct" "Fahrrad" "3" 0 0 646 0 8
"173" "Auto" "semantic_form" "7" 144 617 "correct" "Fahrrad" "1" 0 0 617 0 8
"174" "Auto" "semantic_form" "19" 149 546 "correct" "Fahrrad" "1" 0 0 546 0 8
"175" "Auto" "semantic_form" "2" 202 1007 "correct" "Fahrrad" "1" 0 0 1007 0 8
"176" "Auto" "semantic_form" "14" 221 846 "correct" "Fahrrad" "2" 0 0 846 0 8
"177" "Auto" "semantic_form" "1" 371 574 "correct" "Fahrrad" "4" 0 0 574 0 8
"178" "Auto" "semantic_form" "23" 164 651 "correct" "Fahrrad" "1" 0 0 651 0 8
"179" "Auto" "semantic_form" "13" 360 668 "correct" "Fahrrad" "4" 0 0 668 0 8
"180" "Auto" "semantic_form" "17" 363 616 "correct" "Fahrrad" "4" 0 0 616 0 8
"181" "Auto" "semantic_form" "20" 400 710 "correct" "Fahrrad" "4" 0 0 710 0 8
"182" "Auto" "semantic_form" "4" 279 625 "correct" "Fahrrad" "3" 0 0 625 0 8
"183" "Auto" "semantic_form" "11" 167 823 "correct" "Fahrrad" "1" 0 0 823 0 8
"184" "Auto" "semantic_form" "16" 406 770 "correct" "Fahrrad" "4" 0 0 770 0 8
"185" "Auto" "semantic_form" "5" 358 706 "correct" "Fahrrad" "4" 0 0 706 0 8
"186" "Auto" "semantic_form" "24" 288 653 "correct" "Fahrrad" "3" 0 0 653 0 8
"187" "Auto" "semantic_form" "13" 262 770 "correct" "Fahrrad" "2" 0 0 770 0 8
"188" "Auto" "semantic_form" "12" 405 590 "correct" "Fahrrad" "4" 0 0 590 0 8
"189" "Auto" "semantic_form" "7" 340 878 "correct" "Fahrrad" "3" 0 0 878 0 8
"190" "Auto" "semantic_form" "15" 149 698 "correct" "Fahrrad" "1" 0 0 698 0 8
"191" "Auto" "semantic_form" "6" 180 995 "correct" "Fahrrad" "1" 0 0 995 0 8
"192" "Auto" "semantic_form" "22" 200 819 "correct" "Fahrrad" "1" 0 0 819 0 8
"193" "Auto" "semantic_noform" "17" 149 612 "correct" "Fahrrad" "1" 0 0 612 0 8
"194" "Auto" "semantic_noform" "21" 164 903 "correct" "Fahrrad" "1" 0 0 903 0 8
"195" "Auto" "semantic_noform" "22" 400 843 "correct" "Fahrrad" "4" 0 0 843 0 8
"196" "Auto" "semantic_noform" "2" 279 675 "correct" "Fahrrad" "3" 0 0 675 0 8
"197" "Auto" "semantic_noform" "22" 288 749 "correct" "Fahrrad" "3" 0 0 749 0 8
"198" "Auto" "semantic_noform" "8" 240 608 "correct" "Fahrrad" "2" 0 0 608 0 8
"199" "Auto" "semantic_noform" "13" 149 636 "correct" "Fahrrad" "1" 0 0 636 0 8
"200" "Auto" "semantic_noform" "23" 356 586 "correct" "Fahrrad" "4" 0 0 586 0 8
"201" "Auto" "semantic_noform" "3" 268 737 "correct" "Fahrrad" "2" 0 0 737 0 8
"202" "Auto" "semantic_noform" "5" 144 632 "correct" "Fahrrad" "1" 0 0 632 0 8
"203" "Auto" "semantic_noform" "21" 336 693 "correct" "Fahrrad" "3" 0 0 693 0 8
"204" "Auto" "semantic_noform" "11" 251 787 "correct" "Fahrrad" "2" 0 0 787 0 8
"205" "Auto" "semantic_noform" "16" 193 NA "correct" "Fahrrad" "1" 0 0 1529 1 8
"206" "Auto" "semantic_noform" "23" 250 729 "correct" "Fahrrad" "2" 0 0 729 0 8
"207" "Auto" "semantic_noform" "19" 244 612 "correct" "Fahrrad" "2" 0 0 612 0 8
"208" "Auto" "semantic_noform" "12" 203 602 "correct" "Fahrrad" "1" 0 0 602 0 8
"209" "Auto" "semantic_noform" "12" 213 516 "correct" "Fahrrad" "2" 0 0 516 0 8
"210" "Auto" "semantic_noform" "24" 200 672 "correct" "Fahrrad" "1" 0 0 672 0 8
"211" "Auto" "semantic_noform" "15" 262 785 "correct" "Fahrrad" "2" 0 0 785 0 8
"212" "Auto" "semantic_noform" "16" 221 710 "correct" "Fahrrad" "2" 0 0 710 0 8
"213" "Auto" "semantic_noform" "14" 285 675 "correct" "Fahrrad" "3" 0 0 675 0 8
"214" "Auto" "semantic_noform" "4" 212 584 "correct" "Fahrrad" "2" 0 0 584 0 8
"215" "Auto" "semantic_noform" "1" 155 534 "correct" "Fahrrad" "1" 0 0 534 0 8
"216" "Auto" "semantic_noform" "6" 306 684 "correct" "Fahrrad" "3" 0 0 684 0 8
"217" "Auto" "semantic_noform" "15" 360 636 "correct" "Fahrrad" "4" 0 0 636 0 8
"218" "Auto" "semantic_noform" "9" 167 1000 "correct" "Fahrrad" "1" 0 0 1000 0 8
"219" "Auto" "semantic_noform" "18" 400 699 "correct" "Fahrrad" "4" 0 0 699 0 8
"220" "Auto" "semantic_noform" "19" 363 539 "correct" "Fahrrad" "4" 0 0 539 0 8
"221" "Auto" "semantic_noform" "14" 406 881 "correct" "Fahrrad" "4" 0 0 881 0 8
"222" "Auto" "semantic_noform" "20" 200 768 "correct" "Fahrrad" "1" 0 0 768 0 8
"223" "Auto" "semantic_noform" "24" 234 597 "correct" "Fahrrad" "2" 0 0 597 0 8
"224" "Auto" "semantic_noform" "8" 180 578 "correct" "Fahrrad" "1" 0 0 578 0 8
"225" "Auto" "semantic_noform" "6" 379 731 "correct" "Fahrrad" "4" 0 0 731 0 8
"226" "Auto" "semantic_noform" "13" 329 641 "correct" "Fahrrad" "3" 0 0 641 0 8
"227" "Auto" "semantic_noform" "11" 364 742 "correct" "Fahrrad" "4" 0 0 742 0 8
"228" "Auto" "semantic_noform" "17" 331 734 "correct" "Fahrrad" "3" 0 0 734 0 8
"229" "Auto" "semantic_noform" "7" 358 739 "correct" "Fahrrad" "4" 0 0 739 0 8
"230" "Auto" "semantic_noform" "9" 342 595 "correct" "Fahrrad" "3" 0 0 595 0 8
"231" "Auto" "semantic_noform" "2" 400 605 "correct" "Fahrrad" "4" 0 0 605 0 8
"232" "Auto" "semantic_noform" "5" 340 733 "correct" "Fahrrad" "3" 0 0 733 0 8
"233" "Auto" "semantic_noform" "10" 405 657 "correct" "Fahrrad" "4" 0 0 657 0 8
"234" "Auto" "semantic_noform" "4" 202 900 "correct" "Fahrrad" "1" 0 0 900 0 8
"235" "Auto" "semantic_noform" "1" 326 NA "smack" "Fahrrad" "3" 1 1 608 0 8
"236" "Auto" "semantic_noform" "3" 371 645 "correct" "Fahrrad" "4" 0 0 645 0 8
"237" "Auto" "semantic_noform" "10" 289 720 "correct" "Fahrrad" "3" 0 0 720 0 8
"238" "Auto" "semantic_noform" "7" 254 754 "correct" "Fahrrad" "2" 0 0 754 0 8
"239" "Auto" "semantic_noform" "18" 283 708 "correct" "Fahrrad" "3" 0 0 708 0 8
"240" "Auto" "semantic_noform" "20" 234 682 "correct" "Fahrrad" "2" 0 0 682 0 8
"241" "Auto" "unrelated_noform" "23" 234 698 "correct" "Schaf" "2" 0 0 698 0 8
"242" "Auto" "unrelated_noform" "5" 379 730 "correct" "Schaf" "4" 0 0 730 0 8
"243" "Auto" "unrelated_noform" "10" 364 758 "correct" "Schaf" "4" 0 0 758 0 8
"244" "Auto" "unrelated_noform" "21" 288 824 "correct" "Schaf" "3" 0 0 824 0 8
"245" "Auto" "unrelated_noform" "24" 164 812 "correct" "Schaf" "1" 0 0 812 0 8
"246" "Auto" "unrelated_noform" "18" 244 733 "correct" "Schaf" "2" 0 0 733 0 8
"247" "Auto" "unrelated_noform" "19" 200 694 "correct" "Schaf" "1" 0 0 694 0 8
"248" "Auto" "unrelated_noform" "15" 193 734 "correct" "Schaf" "1" 0 0 734 0 8
"249" "Auto" "unrelated_noform" "9" 289 714 "correct" "Schaf" "3" 0 0 714 0 8
"250" "Auto" "unrelated_noform" "4" 326 651 "correct" "Schaf" "3" 0 0 651 0 8
"251" "Auto" "unrelated_noform" "3" 212 504 "correct" "Schaf" "2" 0 0 504 0 8
"252" "Auto" "unrelated_noform" "6" 254 900 "correct" "Schaf" "2" 0 0 900 0 8
"253" "Auto" "unrelated_noform" "24" 336 750 "correct" "Schaf" "3" 0 0 750 0 8
"254" "Auto" "unrelated_noform" "15" 221 698 "correct" "Schaf" "2" 0 0 698 0 8
"255" "Auto" "unrelated_noform" "23" 200 708 "correct" "Schaf" "1" 0 0 708 0 8
"256" "Auto" "unrelated_noform" "9" 405 552 "correct" "Schaf" "4" 0 0 552 0 8
"257" "Auto" "unrelated_noform" "20" 331 718 "correct" "Schaf" "3" 0 0 718 0 8
"258" "Auto" "unrelated_noform" "13" 285 941 "correct" "Schaf" "3" 0 0 941 0 8
"259" "Auto" "unrelated_noform" "12" 167 554 "correct" "Schaf" "1" 0 0 554 0 8
"260" "Auto" "unrelated_noform" "6" 358 608 "correct" "Schaf" "4" 0 0 608 0 8
"261" "Auto" "unrelated_noform" "18" 363 706 "correct" "Schaf" "4" 0 0 706 0 8
"262" "Auto" "unrelated_noform" "11" 203 841 "correct" "Schaf" "1" 0 0 841 0 8
"263" "Auto" "unrelated_noform" "12" 342 548 "correct" "Schaf" "3" 0 0 548 0 8
"264" "Auto" "unrelated_noform" "17" 283 597 "correct" "Schaf" "3" 0 0 597 0 8
"265" "Auto" "unrelated_noform" "1" 279 639 "correct" "Schaf" "3" 0 0 639 0 8
"266" "Auto" "unrelated_noform" "14" 262 658 "correct" "Schaf" "2" 0 0 658 0 8
"267" "Auto" "unrelated_noform" "13" 406 820 "correct" "Schaf" "4" 0 0 820 0 8
"268" "Auto" "unrelated_noform" "16" 329 912 "correct" "Schaf" "3" 0 0 912 0 8
"269" "Auto" "unrelated_noform" "2" 268 787 "correct" "Schaf" "2" 0 0 787 0 8
"270" "Auto" "unrelated_noform" "22" 250 776 "correct" "Schaf" "2" 0 0 776 0 8
"271" "Auto" "unrelated_noform" "11" 213 648 "correct" "Schaf" "2" 0 0 648 0 8
"272" "Auto" "unrelated_noform" "7" 240 689 "correct" "Schaf" "2" 0 0 689 0 8
"273" "Auto" "unrelated_noform" "16" 149 844 "correct" "Schaf" "1" 0 0 844 0 8
"274" "Auto" "unrelated_noform" "22" 356 543 "correct" "Schaf" "4" 0 0 543 0 8
"275" "Auto" "unrelated_noform" "2" 371 797 "correct" "Schaf" "4" 0 0 797 0 8
"276" "Auto" "unrelated_noform" "14" 360 NA "smack" "Schaf" "4" 1 1 510 0 8
"277" "Auto" "unrelated_noform" "5" 306 732 "correct" "Schaf" "3" 0 0 732 0 8
"278" "Auto" "unrelated_noform" "7" 180 754 "correct" "Schaf" "1" 0 0 754 0 8
"279" "Auto" "unrelated_noform" "1" 400 742 "correct" "Schaf" "4" 0 0 742 0 8
"280" "Auto" "unrelated_noform" "3" 202 756 "correct" "Schaf" "1" 0 0 756 0 8
"281" "Auto" "unrelated_noform" "8" 144 603 "correct" "Schaf" "1" 0 0 603 0 8
"282" "Auto" "unrelated_noform" "8" 340 718 "correct" "Schaf" "3" 0 0 718 0 8
"283" "Auto" "unrelated_noform" "20" 149 804 "correct" "Schaf" "1" 0 0 804 0 8
