"subj" "trial" "rating" "cond" "targ_ID" "dist_ID" "exp"
"4723" "10" 383 2 "semantic" "Schaf" "Esel" 6
"4724" "10" 384 4 "semantic" "Hund" "Pferd" 6
"4725" "10" 385 4 "unrelated" "Klingel" "Schere" 6
"4726" "10" 386 5 "unrelated" "Elefant" "Bohrer" 6
"4727" "10" 387 5 "unrelated" "Kuh" "Floete" 6
"4728" "10" 388 4 "congruent" "Geige" "Geige" 6
"4729" "10" 389 2 "congruent" "Harfe" "Harfe" 6
"4730" "10" 390 4 "unrelated" "Esel" "Hammer" 6
"4731" "10" 391 3 "congruent" "Gitarre" "Gitarre" 6
"4732" "10" 392 4 "unrelated" "Auto" "Schaf" 6
"4733" "10" 393 5 "semantic" "Glocke" "Klingel" 6
"4734" "10" 394 3 "semantic" "Besen" "Staubsauger" 6
"4735" "10" 395 3 "semantic" "Affe" "Kuh" 6
"4737" "10" 397 4 "congruent" "Pferd" "Pferd" 6
"4740" "10" 400 4 "unrelated" "Schere" "Affe" 6
"4741" "10" 401 2 "semantic" "Ente" "Hahn" 6
"4743" "10" 403 3 "congruent" "Trommel" "Trommel" 6
"4744" "10" 404 5 "semantic" "Katze" "Loewe" 6
"4745" "10" 405 5 "unrelated" "Besen" "Auto" 6
"4748" "10" 408 5 "semantic" "Harfe" "Floete" 6
"4750" "10" 410 3 "congruent" "Trompete" "Trompete" 6
"4751" "10" 411 5 "semantic" "Saege" "Schere" 6
"4752" "10" 412 4 "congruent" "Loewe" "Loewe" 6
"4754" "10" 414 2 "semantic" "Zug" "Schiff" 6
"4755" "10" 415 4 "congruent" "Fahrrad" "Fahrrad" 6
"4756" "10" 416 4 "congruent" "Bohrer" "Bohrer" 6
"4757" "10" 417 4 "unrelated" "Schiff" "Harfe" 6
"4758" "10" 418 2 "unrelated" "Ente" "Orgel" 6
"4759" "10" 419 3 "semantic" "Pferd" "Hund" 6
"4760" "10" 420 4 "congruent" "Staubsauger" "Staubsauger" 6
"4761" "10" 421 3 "semantic" "Geige" "Orgel" 6
"4762" "10" 422 5 "semantic" "Trommel" "Gitarre" 6
"4763" "10" 423 5 "unrelated" "Schaf" "Geige" 6
"4765" "10" 425 3 "semantic" "Gitarre" "Trommel" 6
"4766" "10" 426 4 "unrelated" "Hund" "Zug" 6
"4767" "10" 427 3 "semantic" "Dudelsack" "Trompete" 6
"4769" "10" 429 2 "congruent" "Orgel" "Orgel" 6
"4770" "10" 430 4 "congruent" "Hammer" "Hammer" 6
"4771" "10" 431 4 "congruent" "Floete" "Floete" 6
"4772" "10" 432 3 "unrelated" "Glocke" "Schwein" 6
"4774" "10" 434 4 "unrelated" "Katze" "Schiff" 6
"4776" "10" 436 5 "unrelated" "Affe" "Gitarre" 6
"4777" "10" 437 2 "semantic" "Hahn" "Ente" 6
"4778" "10" 438 4 "unrelated" "Staubsauger" "Kuh" 6
"4779" "10" 439 1 "semantic" "Elefant" "Schwein" 6
"4781" "10" 441 3 "congruent" "Ente" "Ente" 6
"4782" "10" 442 3 "semantic" "Kuh" "Affe" 6
"4783" "10" 443 5 "unrelated" "Bohrer" "Trompete" 6
"4784" "10" 444 5 "semantic" "Schere" "Saege" 6
"4785" "10" 445 4 "congruent" "Besen" "Besen" 6
"4786" "10" 446 4 "congruent" "Schiff" "Schiff" 6
"4787" "10" 447 4 "congruent" "Affe" "Affe" 6
"4790" "10" 450 3 "semantic" "Klingel" "Glocke" 6
"4791" "10" 451 5 "unrelated" "Floete" "Besen" 6
"4793" "10" 453 3 "unrelated" "Fahrrad" "Loewe" 6
"4794" "10" 454 4 "congruent" "Glocke" "Glocke" 6
"4795" "10" 455 4 "congruent" "Hund" "Hund" 6
"4796" "10" 456 4 "congruent" "Schaf" "Schaf" 6
"4798" "10" 458 4 "congruent" "Katze" "Katze" 6
"4799" "10" 459 4 "unrelated" "Hammer" "Dudelsack" 6
"4800" "10" 460 4 "unrelated" "Loewe" "Glocke" 6
"4801" "10" 461 5 "unrelated" "Trompete" "Staubsauger" 6
"4802" "10" 462 2 "semantic" "Schwein" "Elefant" 6
"4804" "10" 464 4 "semantic" "Auto" "Fahrrad" 6
"4807" "10" 467 5 "unrelated" "Orgel" "Hund" 6
"4808" "10" 468 3 "semantic" "Esel" "Schaf" 6
"4809" "10" 469 3 "semantic" "Staubsauger" "Besen" 6
"4811" "10" 471 5 "semantic" "Hammer" "Bohrer" 6
"4812" "10" 472 5 "semantic" "Fahrrad" "Auto" 6
"4813" "10" 473 4 "semantic" "Orgel" "Geige" 6
"4814" "10" 474 3 "unrelated" "Dudelsack" "Pferd" 6
"4816" "10" 476 4 "congruent" "Esel" "Esel" 6
"4818" "10" 478 5 "unrelated" "Gitarre" "Saege" 6
"4819" "10" 479 5 "semantic" "Loewe" "Katze" 6
"4820" "10" 480 5 "unrelated" "Pferd" "Trommel" 6
"4821" "10" 481 4 "congruent" "Schere" "Schere" 6
"4822" "10" 482 4 "unrelated" "Geige" "Katze" 6
"4823" "10" 483 5 "unrelated" "Zug" "Esel" 6
"4824" "10" 484 3 "unrelated" "Trommel" "Elefant" 6
"4825" "10" 485 5 "semantic" "Floete" "Harfe" 6
"4827" "10" 487 4 "congruent" "Elefant" "Elefant" 6
"4828" "10" 488 4 "unrelated" "Harfe" "Ente" 6
"4832" "10" 492 4 "congruent" "Schwein" "Schwein" 6
"4833" "10" 493 3 "unrelated" "Saege" "Hahn" 6
"4835" "10" 495 3 "semantic" "Trompete" "Dudelsack" 6
"4836" "10" 496 4 "congruent" "Hahn" "Hahn" 6
"4837" "10" 497 4 "congruent" "Kuh" "Kuh" 6
"4838" "10" 498 5 "congruent" "Auto" "Auto" 6
"4839" "10" 499 5 "semantic" "Bohrer" "Hammer" 6
"4840" "10" 500 5 "congruent" "Klingel" "Klingel" 6
"5198" "11" 374 4 "semantic" "Dudelsack" "Trompete" 6
"5199" "11" 375 5 "congruent" "Fahrrad" "Fahrrad" 6
"5200" "11" 376 5 "unrelated" "Schiff" "Harfe" 6
"5201" "11" 377 5 "congruent" "Bohrer" "Bohrer" 6
"5202" "11" 378 5 "semantic" "Saege" "Schere" 6
"5203" "11" 379 5 "congruent" "Trompete" "Trompete" 6
"5204" "11" 380 5 "congruent" "Loewe" "Loewe" 6
"5206" "11" 382 1 "semantic" "Zug" "Schiff" 6
"5207" "11" 383 3 "unrelated" "Schaf" "Geige" 6
"5208" "11" 384 3 "unrelated" "Hund" "Zug" 6
"5212" "11" 388 3 "semantic" "Geige" "Orgel" 6
"5213" "11" 389 4 "semantic" "Harfe" "Floete" 6
"5215" "11" 391 4 "semantic" "Gitarre" "Trommel" 6
"5217" "11" 393 2 "unrelated" "Glocke" "Schwein" 6
"5218" "11" 394 4 "unrelated" "Besen" "Auto" 6
"5219" "11" 395 3 "unrelated" "Affe" "Gitarre" 6
"5220" "11" 396 5 "congruent" "Hammer" "Hammer" 6
"5221" "11" 397 3 "semantic" "Pferd" "Hund" 6
"5222" "11" 398 5 "congruent" "Orgel" "Orgel" 6
"5223" "11" 399 5 "congruent" "Floete" "Floete" 6
"5225" "11" 401 1 "unrelated" "Ente" "Orgel" 6
"5226" "11" 402 5 "congruent" "Staubsauger" "Staubsauger" 6
"5227" "11" 403 4 "semantic" "Trommel" "Gitarre" 6
"5228" "11" 404 3 "unrelated" "Katze" "Schiff" 6
"5230" "11" 406 5 "congruent" "Schere" "Schere" 6
"5231" "11" 407 5 "congruent" "Esel" "Esel" 6
"5232" "11" 408 4 "unrelated" "Harfe" "Ente" 6
"5233" "11" 409 5 "congruent" "Klingel" "Klingel" 6
"5234" "11" 410 3 "semantic" "Trompete" "Dudelsack" 6
"5235" "11" 411 2 "unrelated" "Saege" "Hahn" 6
"5236" "11" 412 3 "semantic" "Loewe" "Katze" 6
"5237" "11" 413 5 "congruent" "Schwein" "Schwein" 6
"5238" "11" 414 4 "unrelated" "Zug" "Esel" 6
"5239" "11" 415 2 "semantic" "Fahrrad" "Auto" 6
"5240" "11" 416 3 "semantic" "Bohrer" "Hammer" 6
"5243" "11" 419 4 "unrelated" "Pferd" "Trommel" 6
"5244" "11" 420 2 "semantic" "Staubsauger" "Besen" 6
"5245" "11" 421 3 "unrelated" "Geige" "Katze" 6
"5246" "11" 422 2 "unrelated" "Trommel" "Elefant" 6
"5248" "11" 424 5 "congruent" "Hahn" "Hahn" 6
"5249" "11" 425 4 "unrelated" "Gitarre" "Saege" 6
"5251" "11" 427 3 "unrelated" "Dudelsack" "Pferd" 6
"5252" "11" 428 5 "congruent" "Kuh" "Kuh" 6
"5253" "11" 429 5 "semantic" "Orgel" "Geige" 6
"5254" "11" 430 3 "semantic" "Hammer" "Bohrer" 6
"5255" "11" 431 3 "semantic" "Floete" "Harfe" 6
"5257" "11" 433 5 "congruent" "Elefant" "Elefant" 6
"5259" "11" 435 5 "congruent" "Auto" "Auto" 6
"5261" "11" 437 2 "unrelated" "Hahn" "Klingel" 6
"5263" "11" 439 2 "unrelated" "Elefant" "Bohrer" 6
"5264" "11" 440 5 "congruent" "Zug" "Zug" 6
"5265" "11" 441 1 "semantic" "Ente" "Hahn" 6
"5266" "11" 442 4 "unrelated" "Kuh" "Floete" 6
"5268" "11" 444 2 "unrelated" "Schere" "Affe" 6
"5269" "11" 445 1 "semantic" "Besen" "Staubsauger" 6
"5270" "11" 446 3 "semantic" "Schiff" "Zug" 6
"5271" "11" 447 2 "semantic" "Affe" "Kuh" 6
"5272" "11" 448 5 "congruent" "Dudelsack" "Dudelsack" 6
"5273" "11" 449 5 "congruent" "Gitarre" "Gitarre" 6
"5274" "11" 450 4 "unrelated" "Klingel" "Schere" 6
"5276" "11" 452 5 "congruent" "Trommel" "Trommel" 6
"5278" "11" 454 3 "semantic" "Glocke" "Klingel" 6
"5279" "11" 455 2 "semantic" "Hund" "Pferd" 6
"5280" "11" 456 1 "semantic" "Schaf" "Esel" 6
"5281" "11" 457 5 "congruent" "Saege" "Saege" 6
"5282" "11" 458 3 "semantic" "Katze" "Loewe" 6
"5286" "11" 462 2 "unrelated" "Schwein" "Fahrrad" 6
"5287" "11" 463 5 "congruent" "Geige" "Geige" 6
"5288" "11" 464 2 "unrelated" "Auto" "Schaf" 6
"5289" "11" 465 5 "congruent" "Pferd" "Pferd" 6
"5290" "11" 466 5 "congruent" "Harfe" "Harfe" 6
"5292" "11" 468 1 "unrelated" "Esel" "Hammer" 6
"5293" "11" 469 2 "unrelated" "Staubsauger" "Kuh" 6
"5294" "11" 470 5 "congruent" "Ente" "Ente" 6
"5295" "11" 471 3 "unrelated" "Hammer" "Dudelsack" 6
"5296" "11" 472 2 "unrelated" "Fahrrad" "Loewe" 6
"5297" "11" 473 3 "unrelated" "Orgel" "Hund" 6
"5299" "11" 475 5 "congruent" "Glocke" "Glocke" 6
"5300" "11" 476 1 "semantic" "Esel" "Schaf" 6
"5301" "11" 477 5 "congruent" "Hund" "Hund" 6
"5303" "11" 479 2 "unrelated" "Loewe" "Glocke" 6
"5305" "11" 481 4 "semantic" "Schere" "Saege" 6
"5309" "11" 485 4 "unrelated" "Floete" "Besen" 6
"5310" "11" 486 5 "congruent" "Katze" "Katze" 6
"5311" "11" 487 1 "semantic" "Elefant" "Schwein" 6
"5313" "11" 489 5 "congruent" "Affe" "Affe" 6
"5314" "11" 490 5 "congruent" "Schaf" "Schaf" 6
"5315" "11" 491 5 "congruent" "Besen" "Besen" 6
"5316" "11" 492 1 "semantic" "Schwein" "Elefant" 6
"5318" "11" 494 5 "congruent" "Schiff" "Schiff" 6
"5319" "11" 495 3 "unrelated" "Trompete" "Staubsauger" 6
"5320" "11" 496 1 "semantic" "Hahn" "Ente" 6
"5321" "11" 497 2 "semantic" "Kuh" "Affe" 6
"5322" "11" 498 2 "semantic" "Auto" "Fahrrad" 6
"5323" "11" 499 4 "unrelated" "Bohrer" "Trompete" 6
"5324" "11" 500 2 "semantic" "Klingel" "Glocke" 6
"5681" "12" 373 4 "congruent" "Schwein" "Schwein" 6
"5682" "12" 374 3 "unrelated" "Dudelsack" "Pferd" 6
"5683" "12" 375 4 "semantic" "Fahrrad" "Auto" 6
"5685" "12" 377 5 "semantic" "Bohrer" "Hammer" 6
"5686" "12" 378 2 "unrelated" "Saege" "Hahn" 6
"5687" "12" 379 3 "semantic" "Trompete" "Dudelsack" 6
"5688" "12" 380 4 "semantic" "Loewe" "Katze" 6
"5689" "12" 381 4 "congruent" "Hahn" "Hahn" 6
"5690" "12" 382 3 "unrelated" "Zug" "Esel" 6
"5693" "12" 385 4 "congruent" "Klingel" "Klingel" 6
"5694" "12" 386 4 "congruent" "Elefant" "Elefant" 6
"5695" "12" 387 4 "congruent" "Kuh" "Kuh" 6
"5696" "12" 388 2 "unrelated" "Geige" "Katze" 6
"5697" "12" 389 3 "unrelated" "Harfe" "Ente" 6
"5698" "12" 390 4 "congruent" "Esel" "Esel" 6
"5699" "12" 391 5 "unrelated" "Gitarre" "Saege" 6
"5700" "12" 392 4 "congruent" "Auto" "Auto" 6
"5704" "12" 396 3 "semantic" "Hammer" "Bohrer" 6
"5705" "12" 397 2 "unrelated" "Pferd" "Trommel" 6
"5706" "12" 398 4 "semantic" "Orgel" "Geige" 6
"5707" "12" 399 2 "semantic" "Floete" "Harfe" 6
"5708" "12" 400 4 "congruent" "Schere" "Schere" 6
"5710" "12" 402 1 "semantic" "Staubsauger" "Besen" 6
"5711" "12" 403 2 "unrelated" "Trommel" "Elefant" 6
"5713" "12" 405 4 "congruent" "Besen" "Besen" 6
"5714" "12" 406 5 "semantic" "Schere" "Saege" 6
"5715" "12" 407 1 "semantic" "Esel" "Schaf" 6
"5717" "12" 409 2 "semantic" "Klingel" "Glocke" 6
"5718" "12" 410 3 "unrelated" "Trompete" "Staubsauger" 6
"5720" "12" 412 3 "unrelated" "Loewe" "Glocke" 6
"5721" "12" 413 1 "semantic" "Schwein" "Elefant" 6
"5723" "12" 415 2 "unrelated" "Fahrrad" "Loewe" 6
"5724" "12" 416 5 "unrelated" "Bohrer" "Trompete" 6
"5725" "12" 417 4 "congruent" "Schiff" "Schiff" 6
"5726" "12" 418 4 "congruent" "Ente" "Ente" 6
"5728" "12" 420 3 "unrelated" "Staubsauger" "Kuh" 6
"5731" "12" 423 4 "congruent" "Schaf" "Schaf" 6
"5732" "12" 424 1 "semantic" "Hahn" "Ente" 6
"5734" "12" 426 4 "congruent" "Hund" "Hund" 6
"5736" "12" 428 1 "semantic" "Kuh" "Affe" 6
"5737" "12" 429 4 "unrelated" "Orgel" "Hund" 6
"5738" "12" 430 3 "unrelated" "Hammer" "Dudelsack" 6
"5739" "12" 431 5 "unrelated" "Floete" "Besen" 6
"5740" "12" 432 4 "congruent" "Glocke" "Glocke" 6
"5741" "12" 433 1 "semantic" "Elefant" "Schwein" 6
"5742" "12" 434 4 "congruent" "Katze" "Katze" 6
"5743" "12" 435 3 "semantic" "Auto" "Fahrrad" 6
"5744" "12" 436 4 "congruent" "Affe" "Affe" 6
"5746" "12" 438 4 "congruent" "Staubsauger" "Staubsauger" 6
"5748" "12" 440 1 "semantic" "Zug" "Schiff" 6
"5749" "12" 441 2 "unrelated" "Ente" "Orgel" 6
"5751" "12" 443 4 "congruent" "Bohrer" "Bohrer" 6
"5753" "12" 445 5 "unrelated" "Besen" "Auto" 6
"5754" "12" 446 3 "unrelated" "Schiff" "Harfe" 6
"5755" "12" 447 3 "unrelated" "Affe" "Gitarre" 6
"5756" "12" 448 3 "semantic" "Dudelsack" "Trompete" 6
"5757" "12" 449 3 "semantic" "Gitarre" "Trommel" 6
"5759" "12" 451 4 "congruent" "Floete" "Floete" 6
"5760" "12" 452 4 "semantic" "Trommel" "Gitarre" 6
"5761" "12" 453 3 "congruent" "Fahrrad" "Fahrrad" 6
"5762" "12" 454 3 "unrelated" "Glocke" "Schwein" 6
"5763" "12" 455 3 "unrelated" "Hund" "Zug" 6
"5764" "12" 456 3 "unrelated" "Schaf" "Geige" 6
"5765" "12" 457 5 "semantic" "Saege" "Schere" 6
"5766" "12" 458 3 "unrelated" "Katze" "Schiff" 6
"5767" "12" 459 4 "congruent" "Hammer" "Hammer" 6
"5768" "12" 460 4 "congruent" "Loewe" "Loewe" 6
"5769" "12" 461 4 "congruent" "Trompete" "Trompete" 6
"5771" "12" 463 2 "semantic" "Geige" "Orgel" 6
"5773" "12" 465 2 "semantic" "Pferd" "Hund" 6
"5774" "12" 466 4 "semantic" "Harfe" "Floete" 6
"5775" "12" 467 4 "congruent" "Orgel" "Orgel" 6
"5778" "12" 470 1 "semantic" "Ente" "Hahn" 6
"5782" "12" 474 4 "congruent" "Dudelsack" "Dudelsack" 6
"5783" "12" 475 2 "semantic" "Glocke" "Klingel" 6
"5784" "12" 476 2 "unrelated" "Esel" "Hammer" 6
"5785" "12" 477 1 "semantic" "Hund" "Pferd" 6
"5786" "12" 478 4 "congruent" "Gitarre" "Gitarre" 6
"5788" "12" 480 4 "congruent" "Pferd" "Pferd" 6
"5789" "12" 481 3 "unrelated" "Schere" "Affe" 6
"5790" "12" 482 4 "congruent" "Geige" "Geige" 6
"5791" "12" 483 4 "congruent" "Zug" "Zug" 6
"5792" "12" 484 4 "congruent" "Trommel" "Trommel" 6
"5794" "12" 486 3 "semantic" "Katze" "Loewe" 6
"5795" "12" 487 2 "unrelated" "Elefant" "Bohrer" 6
"5796" "12" 488 3 "congruent" "Harfe" "Harfe" 6
"5797" "12" 489 2 "semantic" "Affe" "Kuh" 6
"5798" "12" 490 1 "semantic" "Schaf" "Esel" 6
"5799" "12" 491 1 "semantic" "Besen" "Staubsauger" 6
"5800" "12" 492 2 "unrelated" "Schwein" "Fahrrad" 6
"5801" "12" 493 4 "congruent" "Saege" "Saege" 6
"5802" "12" 494 2 "semantic" "Schiff" "Zug" 6
"5804" "12" 496 2 "unrelated" "Hahn" "Klingel" 6
"5805" "12" 497 3 "unrelated" "Kuh" "Floete" 6
"5806" "12" 498 3 "unrelated" "Auto" "Schaf" 6
"5808" "12" 500 3 "unrelated" "Klingel" "Schere" 6
"6165" "13" 373 3 "unrelated" "Hammer" "Dudelsack" 6
"6166" "13" 374 2 "unrelated" "Fahrrad" "Loewe" 6
"6168" "13" 376 1 "congruent" "Katze" "Katze" 6
"6170" "13" 378 4 "semantic" "Esel" "Schaf" 6
"6171" "13" 379 2 "unrelated" "Bohrer" "Trompete" 6
"6173" "13" 381 2 "unrelated" "Loewe" "Glocke" 6
"6175" "13" 383 5 "unrelated" "Floete" "Besen" 6
"6177" "13" 385 1 "semantic" "Schwein" "Elefant" 6
"6178" "13" 386 4 "unrelated" "Trompete" "Staubsauger" 6
"6179" "13" 387 4 "unrelated" "Orgel" "Hund" 6
"6180" "13" 388 5 "semantic" "Schere" "Saege" 6
"6181" "13" 389 1 "semantic" "Auto" "Fahrrad" 6
"6182" "13" 390 2 "semantic" "Hahn" "Ente" 6
"6183" "13" 391 3 "congruent" "Schiff" "Schiff" 6
"6184" "13" 392 3 "semantic" "Elefant" "Schwein" 6
"6185" "13" 393 4 "unrelated" "Staubsauger" "Kuh" 6
"6186" "13" 394 3 "congruent" "Affe" "Affe" 6
"6187" "13" 395 2 "congruent" "Besen" "Besen" 6
"6189" "13" 397 2 "congruent" "Hund" "Hund" 6
"6190" "13" 398 3 "semantic" "Kuh" "Affe" 6
"6191" "13" 399 1 "congruent" "Glocke" "Glocke" 6
"6192" "13" 400 2 "congruent" "Ente" "Ente" 6
"6193" "13" 401 2 "congruent" "Schaf" "Schaf" 6
"6195" "13" 403 2 "semantic" "Klingel" "Glocke" 6
"6197" "13" 405 3 "unrelated" "Schere" "Affe" 6
"6199" "13" 407 2 "congruent" "Dudelsack" "Dudelsack" 6
"6200" "13" 408 1 "semantic" "Ente" "Hahn" 6
"6201" "13" 409 3 "semantic" "Besen" "Staubsauger" 6
"6203" "13" 411 2 "congruent" "Trommel" "Trommel" 6
"6204" "13" 412 4 "semantic" "Katze" "Loewe" 6
"6207" "13" 415 2 "semantic" "Hund" "Pferd" 6
"6208" "13" 416 3 "semantic" "Schiff" "Zug" 6
"6209" "13" 417 2 "semantic" "Glocke" "Klingel" 6
"6210" "13" 418 3 "unrelated" "Elefant" "Bohrer" 6
"6211" "13" 419 3 "congruent" "Geige" "Geige" 6
"6212" "13" 420 4 "unrelated" "Auto" "Schaf" 6
"6213" "13" 421 2 "congruent" "Saege" "Saege" 6
"6214" "13" 422 2 "congruent" "Pferd" "Pferd" 6
"6216" "13" 424 3 "semantic" "Affe" "Kuh" 6
"6218" "13" 426 1 "unrelated" "Schwein" "Fahrrad" 6
"6220" "13" 428 3 "unrelated" "Klingel" "Schere" 6
"6221" "13" 429 3 "congruent" "Gitarre" "Gitarre" 6
"6222" "13" 430 4 "semantic" "Schaf" "Esel" 6
"6223" "13" 431 2 "unrelated" "Hahn" "Klingel" 6
"6225" "13" 433 4 "unrelated" "Esel" "Hammer" 6
"6226" "13" 434 1 "congruent" "Harfe" "Harfe" 6
"6227" "13" 435 3 "unrelated" "Kuh" "Floete" 6
"6228" "13" 436 2 "congruent" "Zug" "Zug" 6
"6229" "13" 437 3 "unrelated" "Saege" "Hahn" 6
"6230" "13" 438 1 "congruent" "Esel" "Esel" 6
"6231" "13" 439 2 "semantic" "Loewe" "Katze" 6
"6232" "13" 440 5 "unrelated" "Gitarre" "Saege" 6
"6233" "13" 441 4 "semantic" "Staubsauger" "Besen" 6
"6234" "13" 442 3 "unrelated" "Pferd" "Trommel" 6
"6235" "13" 443 1 "congruent" "Auto" "Auto" 6
"6236" "13" 444 2 "congruent" "Kuh" "Kuh" 6
"6237" "13" 445 3 "unrelated" "Geige" "Katze" 6
"6238" "13" 446 1 "semantic" "Fahrrad" "Auto" 6
"6242" "13" 450 4 "semantic" "Hammer" "Bohrer" 6
"6243" "13" 451 1 "unrelated" "Trommel" "Elefant" 6
"6244" "13" 452 2 "semantic" "Orgel" "Geige" 6
"6246" "13" 454 2 "unrelated" "Harfe" "Ente" 6
"6247" "13" 455 1 "congruent" "Schwein" "Schwein" 6
"6248" "13" 456 3 "unrelated" "Dudelsack" "Pferd" 6
"6251" "13" 459 1 "congruent" "Elefant" "Elefant" 6
"6252" "13" 460 3 "congruent" "Schere" "Schere" 6
"6254" "13" 462 2 "congruent" "Klingel" "Klingel" 6
"6255" "13" 463 1 "unrelated" "Zug" "Esel" 6
"6256" "13" 464 1 "congruent" "Hahn" "Hahn" 6
"6257" "13" 465 3 "semantic" "Floete" "Harfe" 6
"6258" "13" 466 4 "semantic" "Trompete" "Dudelsack" 6
"6260" "13" 468 4 "semantic" "Bohrer" "Hammer" 6
"6262" "13" 470 2 "unrelated" "Affe" "Gitarre" 6
"6263" "13" 471 4 "congruent" "Orgel" "Orgel" 6
"6266" "13" 474 3 "congruent" "Trompete" "Trompete" 6
"6268" "13" 476 2 "congruent" "Bohrer" "Bohrer" 6
"6269" "13" 477 1 "semantic" "Geige" "Orgel" 6
"6270" "13" 478 5 "congruent" "Floete" "Floete" 6
"6271" "13" 479 4 "congruent" "Hammer" "Hammer" 6
"6273" "13" 481 1 "unrelated" "Katze" "Schiff" 6
"6274" "13" 482 3 "congruent" "Fahrrad" "Fahrrad" 6
"6275" "13" 483 2 "unrelated" "Glocke" "Schwein" 6
"6276" "13" 484 3 "congruent" "Staubsauger" "Staubsauger" 6
"6278" "13" 486 4 "unrelated" "Schaf" "Geige" 6
"6279" "13" 487 4 "semantic" "Gitarre" "Trommel" 6
"6280" "13" 488 3 "congruent" "Loewe" "Loewe" 6
"6282" "13" 490 3 "semantic" "Harfe" "Floete" 6
"6283" "13" 491 2 "semantic" "Saege" "Schere" 6
"6284" "13" 492 1 "unrelated" "Hund" "Zug" 6
"6285" "13" 493 2 "unrelated" "Besen" "Auto" 6
"6287" "13" 495 2 "semantic" "Pferd" "Hund" 6
"6288" "13" 496 1 "unrelated" "Schiff" "Harfe" 6
"6289" "13" 497 3 "semantic" "Trommel" "Gitarre" 6
"6290" "13" 498 2 "semantic" "Dudelsack" "Trompete" 6
"6291" "13" 499 1 "semantic" "Zug" "Schiff" 6
"6292" "13" 500 1 "unrelated" "Ente" "Orgel" 6
"6651" "14" 375 5 "congruent" "Saege" "Saege" 6
"6652" "14" 376 3 "semantic" "Katze" "Loewe" 6
"6653" "14" 377 3 "congruent" "Trommel" "Trommel" 6
"6654" "14" 378 4 "unrelated" "Esel" "Hammer" 6
"6656" "14" 380 3 "congruent" "Harfe" "Harfe" 6
"6658" "14" 382 3 "congruent" "Zug" "Zug" 6
"6660" "14" 384 4 "congruent" "Geige" "Geige" 6
"6661" "14" 385 1 "unrelated" "Schwein" "Fahrrad" 6
"6664" "14" 388 4 "unrelated" "Schere" "Affe" 6
"6665" "14" 389 4 "unrelated" "Auto" "Schaf" 6
"6666" "14" 390 4 "unrelated" "Hahn" "Klingel" 6
"6667" "14" 391 2 "semantic" "Schiff" "Zug" 6
"6668" "14" 392 3 "unrelated" "Elefant" "Bohrer" 6
"6670" "14" 394 3 "semantic" "Affe" "Kuh" 6
"6671" "14" 395 3 "semantic" "Besen" "Staubsauger" 6
"6672" "14" 396 2 "congruent" "Gitarre" "Gitarre" 6
"6673" "14" 397 2 "semantic" "Hund" "Pferd" 6
"6674" "14" 398 4 "unrelated" "Kuh" "Floete" 6
"6675" "14" 399 5 "semantic" "Glocke" "Klingel" 6
"6676" "14" 400 2 "semantic" "Ente" "Hahn" 6
"6677" "14" 401 1 "semantic" "Schaf" "Esel" 6
"6678" "14" 402 2 "congruent" "Dudelsack" "Dudelsack" 6
"6679" "14" 403 4 "unrelated" "Klingel" "Schere" 6
"6680" "14" 404 4 "congruent" "Pferd" "Pferd" 6
"6682" "14" 406 5 "congruent" "Floete" "Floete" 6
"6683" "14" 407 2 "semantic" "Dudelsack" "Trompete" 6
"6684" "14" 408 2 "unrelated" "Ente" "Orgel" 6
"6685" "14" 409 4 "unrelated" "Besen" "Auto" 6
"6686" "14" 410 3 "congruent" "Fahrrad" "Fahrrad" 6
"6687" "14" 411 3 "semantic" "Trommel" "Gitarre" 6
"6688" "14" 412 4 "unrelated" "Katze" "Schiff" 6
"6689" "14" 413 4 "congruent" "Hammer" "Hammer" 6
"6690" "14" 414 3 "congruent" "Loewe" "Loewe" 6
"6691" "14" 415 4 "unrelated" "Hund" "Zug" 6
"6692" "14" 416 2 "unrelated" "Schiff" "Harfe" 6
"6693" "14" 417 3 "unrelated" "Glocke" "Schwein" 6
"6695" "14" 419 2 "semantic" "Geige" "Orgel" 6
"6697" "14" 421 5 "semantic" "Saege" "Schere" 6
"6698" "14" 422 2 "semantic" "Pferd" "Hund" 6
"6699" "14" 423 3 "congruent" "Bohrer" "Bohrer" 6
"6700" "14" 424 2 "unrelated" "Affe" "Gitarre" 6
"6701" "14" 425 3 "congruent" "Trompete" "Trompete" 6
"6703" "14" 427 3 "congruent" "Orgel" "Orgel" 6
"6705" "14" 429 3 "semantic" "Gitarre" "Trommel" 6
"6706" "14" 430 5 "unrelated" "Schaf" "Geige" 6
"6708" "14" 432 3 "congruent" "Staubsauger" "Staubsauger" 6
"6710" "14" 434 5 "semantic" "Harfe" "Floete" 6
"6712" "14" 436 4 "semantic" "Zug" "Schiff" 6
"6714" "14" 438 2 "semantic" "Esel" "Schaf" 6
"6715" "14" 439 2 "unrelated" "Loewe" "Glocke" 6
"6717" "14" 441 4 "unrelated" "Staubsauger" "Kuh" 6
"6719" "14" 443 2 "semantic" "Auto" "Fahrrad" 6
"6720" "14" 444 4 "semantic" "Kuh" "Affe" 6
"6722" "14" 446 2 "unrelated" "Fahrrad" "Loewe" 6
"6723" "14" 447 2 "congruent" "Affe" "Affe" 6
"6724" "14" 448 3 "congruent" "Ente" "Ente" 6
"6725" "14" 449 4 "congruent" "Schiff" "Schiff" 6
