"subj" "trial" "rating" "cond" "targ_ID" "dist_ID" "exp"
"2362" "5" 442 2 "congruent" "Schere" "Schere" 6
"2363" "5" 443 2 "congruent" "Esel" "Esel" 6
"2364" "5" 444 4 "semantic" "Floete" "Harfe" 6
"2365" "5" 445 3 "unrelated" "Saege" "Hahn" 6
"2366" "5" 446 2 "congruent" "Elefant" "Elefant" 6
"2368" "5" 448 5 "unrelated" "Gitarre" "Saege" 6
"2369" "5" 449 2 "congruent" "Auto" "Auto" 6
"2370" "5" 450 2 "congruent" "Kuh" "Kuh" 6
"2371" "5" 451 2 "congruent" "Hahn" "Hahn" 6
"2372" "5" 452 2 "semantic" "Fahrrad" "Auto" 6
"2374" "5" 454 3 "semantic" "Trompete" "Dudelsack" 6
"2376" "5" 456 4 "semantic" "Loewe" "Katze" 6
"2377" "5" 457 4 "semantic" "Orgel" "Geige" 6
"2378" "5" 458 4 "unrelated" "Pferd" "Trommel" 6
"2379" "5" 459 5 "semantic" "Bohrer" "Hammer" 6
"2380" "5" 460 2 "unrelated" "Trommel" "Elefant" 6
"2381" "5" 461 4 "semantic" "Hammer" "Bohrer" 6
"2382" "5" 462 4 "semantic" "Staubsauger" "Besen" 6
"2384" "5" 464 3 "unrelated" "Dudelsack" "Pferd" 6
"2387" "5" 467 3 "unrelated" "Zug" "Esel" 6
"2388" "5" 468 4 "unrelated" "Geige" "Katze" 6
"2389" "5" 469 5 "semantic" "Saege" "Schere" 6
"2391" "5" 471 4 "unrelated" "Glocke" "Schwein" 6
"2392" "5" 472 1 "unrelated" "Ente" "Orgel" 6
"2393" "5" 473 2 "congruent" "Bohrer" "Bohrer" 6
"2394" "5" 474 3 "unrelated" "Hund" "Zug" 6
"2395" "5" 475 4 "unrelated" "Besen" "Auto" 6
"2396" "5" 476 5 "unrelated" "Katze" "Schiff" 6
"2397" "5" 477 2 "congruent" "Trompete" "Trompete" 6
"2398" "5" 478 1 "semantic" "Geige" "Orgel" 6
"2399" "5" 479 3 "semantic" "Zug" "Schiff" 6
"2400" "5" 480 4 "semantic" "Gitarre" "Trommel" 6
"2402" "5" 482 2 "congruent" "Loewe" "Loewe" 6
"2403" "5" 483 4 "semantic" "Harfe" "Floete" 6
"2405" "5" 485 1 "congruent" "Orgel" "Orgel" 6
"2407" "5" 487 2 "congruent" "Staubsauger" "Staubsauger" 6
"2408" "5" 488 2 "unrelated" "Affe" "Gitarre" 6
"2409" "5" 489 2 "congruent" "Fahrrad" "Fahrrad" 6
"2411" "5" 491 3 "congruent" "Floete" "Floete" 6
"2412" "5" 492 4 "unrelated" "Schaf" "Geige" 6
"2413" "5" 493 4 "semantic" "Trommel" "Gitarre" 6
"2414" "5" 494 3 "unrelated" "Schiff" "Harfe" 6
"2415" "5" 495 3 "semantic" "Pferd" "Hund" 6
"2417" "5" 497 3 "congruent" "Hammer" "Hammer" 6
"2419" "5" 499 3 "semantic" "Dudelsack" "Trompete" 6
"2777" "6" 373 3 "semantic" "Hund" "Pferd" 6
"2778" "6" 374 3 "unrelated" "Kuh" "Floete" 6
"2779" "6" 375 4 "semantic" "Schiff" "Zug" 6
"2780" "6" 376 5 "congruent" "Geige" "Geige" 6
"2781" "6" 377 5 "congruent" "Harfe" "Harfe" 6
"2782" "6" 378 5 "congruent" "Saege" "Saege" 6
"2783" "6" 379 2 "unrelated" "Schwein" "Fahrrad" 6
"2786" "6" 382 5 "congruent" "Trommel" "Trommel" 6
"2787" "6" 383 4 "semantic" "Katze" "Loewe" 6
"2789" "6" 385 4 "unrelated" "Elefant" "Bohrer" 6
"2790" "6" 386 4 "unrelated" "Klingel" "Schere" 6
"2791" "6" 387 4 "unrelated" "Auto" "Schaf" 6
"2792" "6" 388 5 "congruent" "Gitarre" "Gitarre" 6
"2793" "6" 389 4 "unrelated" "Esel" "Hammer" 6
"2794" "6" 390 4 "semantic" "Glocke" "Klingel" 6
"2796" "6" 392 5 "congruent" "Dudelsack" "Dudelsack" 6
"2798" "6" 394 4 "unrelated" "Hahn" "Klingel" 6
"2800" "6" 396 3 "unrelated" "Schere" "Affe" 6
"2801" "6" 397 3 "semantic" "Besen" "Staubsauger" 6
"2802" "6" 398 2 "semantic" "Schaf" "Esel" 6
"2803" "6" 399 3 "semantic" "Affe" "Kuh" 6
"2806" "6" 402 5 "congruent" "Pferd" "Pferd" 6
"2807" "6" 403 3 "semantic" "Ente" "Hahn" 6
"2808" "6" 404 5 "congruent" "Zug" "Zug" 6
"2810" "6" 406 3 "semantic" "Geige" "Orgel" 6
"2812" "6" 408 4 "unrelated" "Katze" "Schiff" 6
"2813" "6" 409 4 "semantic" "Harfe" "Floete" 6
"2814" "6" 410 4 "semantic" "Gitarre" "Trommel" 6
"2815" "6" 411 3 "unrelated" "Schiff" "Harfe" 6
"2816" "6" 412 3 "unrelated" "Hund" "Zug" 6
"2817" "6" 413 3 "semantic" "Dudelsack" "Trompete" 6
"2818" "6" 414 4 "unrelated" "Glocke" "Schwein" 6
"2819" "6" 415 3 "semantic" "Trommel" "Gitarre" 6
"2820" "6" 416 5 "congruent" "Floete" "Floete" 6
"2821" "6" 417 5 "congruent" "Bohrer" "Bohrer" 6
"2823" "6" 419 5 "congruent" "Trompete" "Trompete" 6
"2825" "6" 421 2 "unrelated" "Ente" "Orgel" 6
"2828" "6" 424 3 "semantic" "Pferd" "Hund" 6
"2829" "6" 425 5 "congruent" "Hammer" "Hammer" 6
"2830" "6" 426 3 "unrelated" "Affe" "Gitarre" 6
"2831" "6" 427 4 "unrelated" "Schaf" "Geige" 6
"2832" "6" 428 3 "semantic" "Zug" "Schiff" 6
"2833" "6" 429 5 "congruent" "Staubsauger" "Staubsauger" 6
"2836" "6" 432 5 "congruent" "Fahrrad" "Fahrrad" 6
"2837" "6" 433 4 "congruent" "Orgel" "Orgel" 6
"2838" "6" 434 5 "congruent" "Loewe" "Loewe" 6
"2839" "6" 435 3 "semantic" "Saege" "Schere" 6
"2840" "6" 436 3 "unrelated" "Besen" "Auto" 6
"2841" "6" 437 2 "semantic" "Schwein" "Elefant" 6
"2843" "6" 439 3 "semantic" "Klingel" "Glocke" 6
"2844" "6" 440 4 "congruent" "Schiff" "Schiff" 6
"2845" "6" 441 5 "congruent" "Besen" "Besen" 6
"2846" "6" 442 4 "semantic" "Schere" "Saege" 6
"2847" "6" 443 3 "semantic" "Esel" "Schaf" 6
"2848" "6" 444 4 "unrelated" "Floete" "Besen" 6
"2850" "6" 446 2 "semantic" "Elefant" "Schwein" 6
"2851" "6" 447 5 "congruent" "Hund" "Hund" 6
"2853" "6" 449 2 "semantic" "Auto" "Fahrrad" 6
"2854" "6" 450 3 "semantic" "Kuh" "Affe" 6
"2855" "6" 451 3 "semantic" "Hahn" "Ente" 6
"2856" "6" 452 3 "unrelated" "Fahrrad" "Loewe" 6
"2857" "6" 453 4 "congruent" "Affe" "Affe" 6
"2858" "6" 454 4 "unrelated" "Trompete" "Staubsauger" 6
"2859" "6" 455 5 "congruent" "Schaf" "Schaf" 6
"2860" "6" 456 3 "unrelated" "Loewe" "Glocke" 6
"2861" "6" 457 4 "unrelated" "Orgel" "Hund" 6
"2863" "6" 459 2 "unrelated" "Bohrer" "Trompete" 6
"2865" "6" 461 3 "unrelated" "Hammer" "Dudelsack" 6
"2866" "6" 462 3 "unrelated" "Staubsauger" "Kuh" 6
"2867" "6" 463 5 "congruent" "Katze" "Katze" 6
"2869" "6" 465 5 "congruent" "Ente" "Ente" 6
"2870" "6" 466 5 "congruent" "Glocke" "Glocke" 6
"2873" "6" 469 3 "unrelated" "Saege" "Hahn" 6
"2874" "6" 470 5 "congruent" "Auto" "Auto" 6
"2877" "6" 473 3 "semantic" "Bohrer" "Hammer" 6
"2881" "6" 477 3 "semantic" "Trompete" "Dudelsack" 6
"2882" "6" 478 3 "unrelated" "Geige" "Katze" 6
"2883" "6" 479 3 "unrelated" "Zug" "Esel" 6
"2884" "6" 480 4 "unrelated" "Gitarre" "Saege" 6
"2885" "6" 481 4 "congruent" "Hahn" "Hahn" 6
"2886" "6" 482 3 "semantic" "Loewe" "Katze" 6
"2887" "6" 483 3 "unrelated" "Harfe" "Ente" 6
"2888" "6" 484 4 "congruent" "Schwein" "Schwein" 6
"2889" "6" 485 4 "semantic" "Orgel" "Geige" 6
"2890" "6" 486 4 "congruent" "Elefant" "Elefant" 6
"2891" "6" 487 2 "semantic" "Staubsauger" "Besen" 6
"2893" "6" 489 2 "semantic" "Fahrrad" "Auto" 6
"2894" "6" 490 4 "congruent" "Schere" "Schere" 6
"2895" "6" 491 3 "semantic" "Floete" "Harfe" 6
"2897" "6" 493 3 "unrelated" "Trommel" "Elefant" 6
"2899" "6" 495 3 "unrelated" "Pferd" "Trommel" 6
"2900" "6" 496 5 "congruent" "Klingel" "Klingel" 6
"2901" "6" 497 4 "semantic" "Hammer" "Bohrer" 6
"2902" "6" 498 4 "congruent" "Kuh" "Kuh" 6
"2903" "6" 499 4 "unrelated" "Dudelsack" "Pferd" 6
"2904" "6" 500 4 "congruent" "Esel" "Esel" 6
"3261" "7" 373 5 "unrelated" "Hund" "Zug" 6
"3263" "7" 375 5 "unrelated" "Schiff" "Harfe" 6
"3264" "7" 376 3 "semantic" "Geige" "Orgel" 6
"3265" "7" 377 5 "semantic" "Harfe" "Floete" 6
"3266" "7" 378 5 "semantic" "Saege" "Schere" 6
"3268" "7" 380 4 "congruent" "Trompete" "Trompete" 6
"3269" "7" 381 4 "congruent" "Fahrrad" "Fahrrad" 6
"3270" "7" 382 4 "semantic" "Trommel" "Gitarre" 6
"3271" "7" 383 3 "unrelated" "Katze" "Schiff" 6
"3272" "7" 384 4 "congruent" "Staubsauger" "Staubsauger" 6
"3276" "7" 388 4 "semantic" "Gitarre" "Trommel" 6
"3278" "7" 390 5 "unrelated" "Glocke" "Schwein" 6
"3279" "7" 391 5 "congruent" "Floete" "Floete" 6
"3280" "7" 392 3 "semantic" "Dudelsack" "Trompete" 6
"3281" "7" 393 3 "congruent" "Loewe" "Loewe" 6
"3283" "7" 395 4 "congruent" "Bohrer" "Bohrer" 6
"3285" "7" 397 2 "unrelated" "Besen" "Auto" 6
"3286" "7" 398 5 "unrelated" "Schaf" "Geige" 6
"3287" "7" 399 3 "unrelated" "Affe" "Gitarre" 6
"3288" "7" 400 1 "congruent" "Orgel" "Orgel" 6
"3289" "7" 401 3 "congruent" "Hammer" "Hammer" 6
"3290" "7" 402 4 "semantic" "Pferd" "Hund" 6
"3291" "7" 403 1 "unrelated" "Ente" "Orgel" 6
"3292" "7" 404 4 "semantic" "Zug" "Schiff" 6
"3293" "7" 405 3 "congruent" "Kuh" "Kuh" 6
"3294" "7" 406 5 "unrelated" "Geige" "Katze" 6
"3295" "7" 407 4 "congruent" "Schwein" "Schwein" 6
"3297" "7" 409 5 "unrelated" "Harfe" "Ente" 6
"3298" "7" 410 5 "unrelated" "Gitarre" "Saege" 6
"3301" "7" 413 3 "unrelated" "Dudelsack" "Pferd" 6
"3303" "7" 415 1 "unrelated" "Trommel" "Elefant" 6
"3304" "7" 416 4 "semantic" "Floete" "Harfe" 6
"3305" "7" 417 5 "semantic" "Bohrer" "Hammer" 6
"3306" "7" 418 2 "congruent" "Hahn" "Hahn" 6
"3307" "7" 419 3 "semantic" "Trompete" "Dudelsack" 6
"3308" "7" 420 3 "congruent" "Schere" "Schere" 6
"3310" "7" 422 2 "congruent" "Auto" "Auto" 6
"3311" "7" 423 1 "congruent" "Elefant" "Elefant" 6
"3312" "7" 424 4 "unrelated" "Pferd" "Trommel" 6
"3313" "7" 425 5 "semantic" "Hammer" "Bohrer" 6
"3316" "7" 428 3 "unrelated" "Zug" "Esel" 6
"3317" "7" 429 3 "semantic" "Staubsauger" "Besen" 6
"3318" "7" 430 2 "congruent" "Klingel" "Klingel" 6
"3319" "7" 431 3 "congruent" "Esel" "Esel" 6
"3320" "7" 432 1 "semantic" "Fahrrad" "Auto" 6
"3321" "7" 433 4 "semantic" "Orgel" "Geige" 6
"3322" "7" 434 3 "semantic" "Loewe" "Katze" 6
"3323" "7" 435 2 "unrelated" "Saege" "Hahn" 6
"3325" "7" 437 1 "unrelated" "Schwein" "Fahrrad" 6
"3326" "7" 438 2 "congruent" "Harfe" "Harfe" 6
"3327" "7" 439 4 "unrelated" "Klingel" "Schere" 6
"3328" "7" 440 3 "semantic" "Schiff" "Zug" 6
"3329" "7" 441 5 "semantic" "Besen" "Staubsauger" 6
"3330" "7" 442 4 "unrelated" "Schere" "Affe" 6
"3331" "7" 443 5 "unrelated" "Esel" "Hammer" 6
"3333" "7" 445 3 "congruent" "Saege" "Saege" 6
"3334" "7" 446 5 "unrelated" "Elefant" "Bohrer" 6
"3335" "7" 447 2 "semantic" "Hund" "Pferd" 6
"3336" "7" 448 3 "congruent" "Gitarre" "Gitarre" 6
"3337" "7" 449 5 "unrelated" "Auto" "Schaf" 6
"3338" "7" 450 5 "unrelated" "Kuh" "Floete" 6
"3339" "7" 451 5 "unrelated" "Hahn" "Klingel" 6
"3341" "7" 453 3 "semantic" "Affe" "Kuh" 6
"3343" "7" 455 4 "semantic" "Schaf" "Esel" 6
"3346" "7" 458 4 "congruent" "Pferd" "Pferd" 6
"3348" "7" 460 2 "congruent" "Trommel" "Trommel" 6
"3351" "7" 463 5 "semantic" "Katze" "Loewe" 6
"3352" "7" 464 2 "congruent" "Dudelsack" "Dudelsack" 6
"3353" "7" 465 2 "semantic" "Ente" "Hahn" 6
"3354" "7" 466 5 "semantic" "Glocke" "Klingel" 6
"3355" "7" 467 3 "congruent" "Zug" "Zug" 6
"3356" "7" 468 3 "congruent" "Geige" "Geige" 6
"3358" "7" 470 2 "semantic" "Auto" "Fahrrad" 6
"3359" "7" 471 4 "congruent" "Glocke" "Glocke" 6
"3360" "7" 472 4 "congruent" "Ente" "Ente" 6
"3361" "7" 473 3 "unrelated" "Bohrer" "Trompete" 6
"3362" "7" 474 4 "congruent" "Hund" "Hund" 6
"3363" "7" 475 3 "congruent" "Besen" "Besen" 6
"3364" "7" 476 4 "congruent" "Katze" "Katze" 6
"3365" "7" 477 5 "unrelated" "Trompete" "Staubsauger" 6
"3369" "7" 481 1 "semantic" "Hahn" "Ente" 6
"3370" "7" 482 3 "unrelated" "Loewe" "Glocke" 6
"3372" "7" 484 1 "semantic" "Schwein" "Elefant" 6
"3373" "7" 485 5 "unrelated" "Orgel" "Hund" 6
"3374" "7" 486 5 "semantic" "Elefant" "Schwein" 6
"3375" "7" 487 5 "unrelated" "Staubsauger" "Kuh" 6
"3376" "7" 488 2 "congruent" "Affe" "Affe" 6
"3377" "7" 489 2 "unrelated" "Fahrrad" "Loewe" 6
"3378" "7" 490 5 "semantic" "Schere" "Saege" 6
"3379" "7" 491 5 "unrelated" "Floete" "Besen" 6
"3380" "7" 492 4 "congruent" "Schaf" "Schaf" 6
"3382" "7" 494 2 "congruent" "Schiff" "Schiff" 6
"3384" "7" 496 3 "semantic" "Klingel" "Glocke" 6
"3385" "7" 497 3 "unrelated" "Hammer" "Dudelsack" 6
"3386" "7" 498 4 "semantic" "Kuh" "Affe" 6
"3388" "7" 500 4 "semantic" "Esel" "Schaf" 6
"3746" "8" 374 5 "congruent" "Kuh" "Kuh" 6
"3748" "8" 376 4 "unrelated" "Geige" "Katze" 6
"3749" "8" 377 3 "unrelated" "Harfe" "Ente" 6
"3750" "8" 378 3 "unrelated" "Saege" "Hahn" 6
"3751" "8" 379 5 "congruent" "Schwein" "Schwein" 6
"3752" "8" 380 2 "semantic" "Trompete" "Dudelsack" 6
"3753" "8" 381 2 "semantic" "Fahrrad" "Auto" 6
"3754" "8" 382 3 "unrelated" "Trommel" "Elefant" 6
"3756" "8" 384 4 "semantic" "Staubsauger" "Besen" 6
"3757" "8" 385 5 "congruent" "Elefant" "Elefant" 6
"3758" "8" 386 5 "congruent" "Klingel" "Klingel" 6
"3759" "8" 387 5 "congruent" "Auto" "Auto" 6
"3760" "8" 388 4 "unrelated" "Gitarre" "Saege" 6
"3761" "8" 389 5 "congruent" "Esel" "Esel" 6
"3763" "8" 391 3 "semantic" "Floete" "Harfe" 6
"3764" "8" 392 3 "unrelated" "Dudelsack" "Pferd" 6
"3765" "8" 393 3 "semantic" "Loewe" "Katze" 6
"3766" "8" 394 5 "congruent" "Hahn" "Hahn" 6
"3767" "8" 395 3 "semantic" "Bohrer" "Hammer" 6
"3768" "8" 396 5 "congruent" "Schere" "Schere" 6
"3772" "8" 400 4 "semantic" "Orgel" "Geige" 6
"3773" "8" 401 3 "semantic" "Hammer" "Bohrer" 6
"3774" "8" 402 4 "unrelated" "Pferd" "Trommel" 6
"3776" "8" 404 4 "unrelated" "Zug" "Esel" 6
"3777" "8" 405 4 "semantic" "Kuh" "Affe" 6
"3779" "8" 407 2 "semantic" "Schwein" "Elefant" 6
"3780" "8" 408 5 "congruent" "Katze" "Katze" 6
"3783" "8" 411 5 "congruent" "Schiff" "Schiff" 6
"3784" "8" 412 5 "congruent" "Hund" "Hund" 6
"3786" "8" 414 5 "congruent" "Glocke" "Glocke" 6
"3788" "8" 416 5 "unrelated" "Floete" "Besen" 6
"3789" "8" 417 2 "unrelated" "Bohrer" "Trompete" 6
"3790" "8" 418 3 "semantic" "Hahn" "Ente" 6
"3791" "8" 419 4 "unrelated" "Trompete" "Staubsauger" 6
"3792" "8" 420 5 "semantic" "Schere" "Saege" 6
"3793" "8" 421 5 "congruent" "Ente" "Ente" 6
"3794" "8" 422 3 "semantic" "Auto" "Fahrrad" 6
"3795" "8" 423 2 "semantic" "Elefant" "Schwein" 6
"3797" "8" 425 4 "unrelated" "Hammer" "Dudelsack" 6
"3798" "8" 426 5 "congruent" "Affe" "Affe" 6
"3799" "8" 427 5 "congruent" "Schaf" "Schaf" 6
"3801" "8" 429 4 "unrelated" "Staubsauger" "Kuh" 6
"3802" "8" 430 4 "semantic" "Klingel" "Glocke" 6
"3803" "8" 431 3 "semantic" "Esel" "Schaf" 6
"3804" "8" 432 2 "unrelated" "Fahrrad" "Loewe" 6
"3805" "8" 433 2 "unrelated" "Orgel" "Hund" 6
"3806" "8" 434 4 "unrelated" "Loewe" "Glocke" 6
"3808" "8" 436 5 "congruent" "Besen" "Besen" 6
"3810" "8" 438 4 "semantic" "Harfe" "Floete" 6
"3812" "8" 440 3 "unrelated" "Schiff" "Harfe" 6
"3813" "8" 441 4 "unrelated" "Besen" "Auto" 6
"3816" "8" 444 5 "congruent" "Floete" "Floete" 6
"3817" "8" 445 4 "semantic" "Saege" "Schere" 6
"3819" "8" 447 3 "unrelated" "Hund" "Zug" 6
"3820" "8" 448 3 "semantic" "Gitarre" "Trommel" 6
"3824" "8" 452 5 "congruent" "Fahrrad" "Fahrrad" 6
"3825" "8" 453 4 "unrelated" "Affe" "Gitarre" 6
"3826" "8" 454 5 "congruent" "Trompete" "Trompete" 6
"3827" "8" 455 4 "unrelated" "Schaf" "Geige" 6
"3828" "8" 456 5 "congruent" "Loewe" "Loewe" 6
"3829" "8" 457 5 "congruent" "Orgel" "Orgel" 6
"3830" "8" 458 3 "semantic" "Pferd" "Hund" 6
"3831" "8" 459 5 "congruent" "Bohrer" "Bohrer" 6
"3832" "8" 460 3 "semantic" "Trommel" "Gitarre" 6
"3833" "8" 461 5 "congruent" "Hammer" "Hammer" 6
"3834" "8" 462 5 "congruent" "Staubsauger" "Staubsauger" 6
"3835" "8" 463 4 "unrelated" "Katze" "Schiff" 6
"3836" "8" 464 3 "semantic" "Dudelsack" "Trompete" 6
"3837" "8" 465 3 "unrelated" "Ente" "Orgel" 6
"3838" "8" 466 4 "unrelated" "Glocke" "Schwein" 6
"3839" "8" 467 4 "semantic" "Zug" "Schiff" 6
"3840" "8" 468 3 "semantic" "Geige" "Orgel" 6
"3841" "8" 469 5 "congruent" "Saege" "Saege" 6
"3842" "8" 470 4 "unrelated" "Auto" "Schaf" 6
"3843" "8" 471 4 "semantic" "Glocke" "Klingel" 6
"3844" "8" 472 2 "semantic" "Ente" "Hahn" 6
"3846" "8" 474 3 "semantic" "Hund" "Pferd" 6
"3847" "8" 475 4 "semantic" "Besen" "Staubsauger" 6
"3848" "8" 476 4 "semantic" "Katze" "Loewe" 6
"3850" "8" 478 5 "congruent" "Geige" "Geige" 6
"3851" "8" 479 5 "congruent" "Zug" "Zug" 6
"3852" "8" 480 5 "congruent" "Gitarre" "Gitarre" 6
"3853" "8" 481 4 "unrelated" "Hahn" "Klingel" 6
"3855" "8" 483 5 "congruent" "Harfe" "Harfe" 6
"3856" "8" 484 2 "unrelated" "Schwein" "Fahrrad" 6
"3858" "8" 486 3 "unrelated" "Elefant" "Bohrer" 6
"3860" "8" 488 3 "semantic" "Affe" "Kuh" 6
"3862" "8" 490 4 "unrelated" "Schere" "Affe" 6
"3864" "8" 492 3 "semantic" "Schaf" "Esel" 6
"3865" "8" 493 5 "congruent" "Trommel" "Trommel" 6
"3866" "8" 494 3 "semantic" "Schiff" "Zug" 6
"3867" "8" 495 5 "congruent" "Pferd" "Pferd" 6
"3868" "8" 496 4 "unrelated" "Klingel" "Schere" 6
"3870" "8" 498 4 "unrelated" "Kuh" "Floete" 6
"3871" "8" 499 5 "congruent" "Dudelsack" "Dudelsack" 6
"3872" "8" 500 3 "unrelated" "Esel" "Hammer" 6
"4229" "9" 373 3 "semantic" "Schwein" "Elefant" 6
"4231" "9" 375 2 "unrelated" "Fahrrad" "Loewe" 6
"4232" "9" 376 2 "congruent" "Schiff" "Schiff" 6
"4233" "9" 377 5 "unrelated" "Bohrer" "Trompete" 6
"4235" "9" 379 4 "unrelated" "Trompete" "Staubsauger" 6
"4236" "9" 380 3 "unrelated" "Loewe" "Glocke" 6
"4237" "9" 381 2 "semantic" "Hahn" "Ente" 6
"4239" "9" 383 2 "congruent" "Schaf" "Schaf" 6
"4240" "9" 384 2 "congruent" "Hund" "Hund" 6
"4241" "9" 385 4 "semantic" "Klingel" "Glocke" 6
"4242" "9" 386 2 "semantic" "Elefant" "Schwein" 6
"4243" "9" 387 2 "semantic" "Kuh" "Affe" 6
"4246" "9" 390 1 "semantic" "Esel" "Schaf" 6
"4248" "9" 392 4 "semantic" "Auto" "Fahrrad" 6
"4249" "9" 393 2 "congruent" "Glocke" "Glocke" 6
"4250" "9" 394 2 "congruent" "Besen" "Besen" 6
"4251" "9" 395 2 "congruent" "Affe" "Affe" 6
"4252" "9" 396 4 "unrelated" "Hammer" "Dudelsack" 6
"4254" "9" 398 4 "unrelated" "Orgel" "Hund" 6
"4255" "9" 399 5 "unrelated" "Floete" "Besen" 6
"4256" "9" 400 5 "semantic" "Schere" "Saege" 6
"4257" "9" 401 2 "congruent" "Ente" "Ente" 6
"4258" "9" 402 5 "unrelated" "Staubsauger" "Kuh" 6
"4260" "9" 404 2 "congruent" "Katze" "Katze" 6
"4261" "9" 405 2 "semantic" "Besen" "Staubsauger" 6
"4262" "9" 406 3 "unrelated" "Schere" "Affe" 6
"4263" "9" 407 4 "unrelated" "Esel" "Hammer" 6
"4264" "9" 408 1 "congruent" "Harfe" "Harfe" 6
"4265" "9" 409 4 "unrelated" "Klingel" "Schere" 6
"4267" "9" 411 3 "congruent" "Saege" "Saege" 6
"4269" "9" 413 4 "unrelated" "Schwein" "Fahrrad" 6
"4270" "9" 414 3 "congruent" "Zug" "Zug" 6
"4273" "9" 417 2 "semantic" "Schiff" "Zug" 6
"4274" "9" 418 1 "semantic" "Ente" "Hahn" 6
"4275" "9" 419 3 "congruent" "Pferd" "Pferd" 6
"4277" "9" 421 3 "congruent" "Geige" "Geige" 6
"4278" "9" 422 3 "congruent" "Trommel" "Trommel" 6
"4279" "9" 423 2 "semantic" "Schaf" "Esel" 6
"4280" "9" 424 4 "unrelated" "Hahn" "Klingel" 6
"4281" "9" 425 4 "congruent" "Gitarre" "Gitarre" 6
"4282" "9" 426 3 "semantic" "Hund" "Pferd" 6
"4283" "9" 427 3 "congruent" "Dudelsack" "Dudelsack" 6
"4284" "9" 428 5 "unrelated" "Kuh" "Floete" 6
"4288" "9" 432 4 "semantic" "Glocke" "Klingel" 6
"4289" "9" 433 5 "unrelated" "Elefant" "Bohrer" 6
"4290" "9" 434 3 "semantic" "Katze" "Loewe" 6
"4291" "9" 435 5 "unrelated" "Auto" "Schaf" 6
"4292" "9" 436 3 "semantic" "Affe" "Kuh" 6
"4293" "9" 437 3 "congruent" "Hahn" "Hahn" 6
"4294" "9" 438 4 "semantic" "Staubsauger" "Besen" 6
"4295" "9" 439 3 "congruent" "Elefant" "Elefant" 6
"4296" "9" 440 4 "unrelated" "Zug" "Esel" 6
"4298" "9" 442 3 "congruent" "Kuh" "Kuh" 6
"4299" "9" 443 5 "semantic" "Bohrer" "Hammer" 6
"4300" "9" 444 3 "congruent" "Schere" "Schere" 6
"4304" "9" 448 2 "unrelated" "Dudelsack" "Pferd" 6
"4305" "9" 449 5 "unrelated" "Gitarre" "Saege" 6
"4306" "9" 450 4 "congruent" "Klingel" "Klingel" 6
"4307" "9" 451 5 "semantic" "Floete" "Harfe" 6
"4308" "9" 452 2 "unrelated" "Trommel" "Elefant" 6
"4309" "9" 453 4 "semantic" "Fahrrad" "Auto" 6
"4313" "9" 457 3 "unrelated" "Saege" "Hahn" 6
"4315" "9" 459 4 "semantic" "Hammer" "Bohrer" 6
"4316" "9" 460 4 "semantic" "Loewe" "Katze" 6
"4317" "9" 461 3 "semantic" "Trompete" "Dudelsack" 6
"4318" "9" 462 4 "congruent" "Schwein" "Schwein" 6
"4319" "9" 463 3 "unrelated" "Geige" "Katze" 6
"4320" "9" 464 3 "congruent" "Auto" "Auto" 6
"4321" "9" 465 4 "unrelated" "Pferd" "Trommel" 6
"4322" "9" 466 4 "unrelated" "Harfe" "Ente" 6
"4323" "9" 467 5 "semantic" "Orgel" "Geige" 6
"4324" "9" 468 3 "congruent" "Esel" "Esel" 6
"4325" "9" 469 3 "congruent" "Staubsauger" "Staubsauger" 6
"4326" "9" 470 1 "unrelated" "Ente" "Orgel" 6
"4327" "9" 471 3 "congruent" "Hammer" "Hammer" 6
"4328" "9" 472 4 "congruent" "Fahrrad" "Fahrrad" 6
"4329" "9" 473 1 "congruent" "Orgel" "Orgel" 6
"4330" "9" 474 4 "semantic" "Dudelsack" "Trompete" 6
"4331" "9" 475 4 "unrelated" "Glocke" "Schwein" 6
"4333" "9" 477 5 "unrelated" "Hund" "Zug" 6
"4334" "9" 478 5 "semantic" "Gitarre" "Trommel" 6
"4335" "9" 479 4 "congruent" "Loewe" "Loewe" 6
"4336" "9" 480 4 "semantic" "Pferd" "Hund" 6
"4338" "9" 482 3 "semantic" "Geige" "Orgel" 6
"4339" "9" 483 2 "semantic" "Zug" "Schiff" 6
"4340" "9" 484 4 "semantic" "Trommel" "Gitarre" 6
"4341" "9" 485 4 "congruent" "Floete" "Floete" 6
"4342" "9" 486 3 "unrelated" "Katze" "Schiff" 6
"4344" "9" 488 5 "semantic" "Harfe" "Floete" 6
"4345" "9" 489 4 "unrelated" "Affe" "Gitarre" 6
"4346" "9" 490 4 "unrelated" "Schaf" "Geige" 6
"4347" "9" 491 5 "unrelated" "Besen" "Auto" 6
"4349" "9" 493 5 "semantic" "Saege" "Schere" 6
"4350" "9" 494 3 "unrelated" "Schiff" "Harfe" 6
"4351" "9" 495 4 "congruent" "Trompete" "Trompete" 6
"4355" "9" 499 3 "congruent" "Bohrer" "Bohrer" 6
"4713" "10" 373 4 "unrelated" "Schwein" "Fahrrad" 6
"4714" "10" 374 5 "congruent" "Dudelsack" "Dudelsack" 6
"4716" "10" 376 3 "semantic" "Schiff" "Zug" 6
"4718" "10" 378 4 "congruent" "Saege" "Saege" 6
"4721" "10" 381 4 "unrelated" "Hahn" "Klingel" 6
"4722" "10" 382 2 "congruent" "Zug" "Zug" 6
