"subj" "trial" "RT" "BPR_Resp" "ERR.code" "eat" "targ" "dist" "BPR_dir" "BPR_corrResp" "BPR_pos" "task.soa" "cond" "targ_ID" "subset" "dist_ID" "sem.pair" "blk" "pl" "occ" "sem.kat" "phon.ons" "LatSq1" "LatSq2" "LatSq3" "LatSq4" "cross.coding1" "cross.coding2" "cross.coding3" "cross.coding4" "cross.coding5" "ver"
"10463" 16 284 1352 "/" "0" "sonaPRP" "g_Hahn__.wav" "Ente____.bmp" "links___.bmp" "<" 312 0 2 14 1 7 6 3 1 5 1 8 1 3 4 2 7 14 222 303 397 16
"10464" 16 285 857 ">" "+" "sonaPRP" "g_Loewe_.wav" "Schiff__.bmp" "rechts__.bmp" ">" 672 500 4 21 2 27 9 3 1 5 1 10 1 3 4 2 95 21 251 332 27 16
"10465" 16 285 1086 "/" "0" "sonaPRP" "g_Loewe_.wav" "Schiff__.bmp" "rechts__.bmp" ">" 672 500 4 21 2 27 9 3 1 5 1 10 1 3 4 2 95 21 251 332 27 16
"10466" 16 286 506 "<" "+" "sonaPRP" "g_Schere.wav" "Saege___.bmp" "links___.bmp" "<" 312 0 2 26 1 24 14 3 1 5 4 13 1 3 4 2 90 174 247 24 26 16
"10467" 16 286 979 "/" "0" "sonaPRP" "g_Schere.wav" "Saege___.bmp" "links___.bmp" "<" 312 0 2 26 1 24 14 3 1 5 4 13 1 3 4 2 90 174 247 24 26 16
"10468" 16 287 650 "<" "+" "sonaPRP" "g_Floete.wav" "Besen___.bmp" "links___.bmp" "<" 672 500 3 10 2 3 8 3 1 5 5 6 1 3 4 2 35 3 10 271 358 16
"10469" 16 287 876 "/" "0" "sonaPRP" "g_Floete.wav" "Besen___.bmp" "links___.bmp" "<" 672 500 3 10 2 3 8 3 1 5 5 6 1 3 4 2 35 3 10 271 358 16
"10470" 16 288 551 "<" "+" "sonaPRP" "g_Katze_.wav" "Katze___.bmp" "links___.bmp" "<" 312 0 1 18 1 18 9 3 1 5 1 9 1 3 4 2 65 152 18 311 410 16
"10471" 16 288 892 "/" "0" "sonaPRP" "g_Katze_.wav" "Katze___.bmp" "links___.bmp" "<" 312 0 1 18 1 18 9 3 1 5 1 9 1 3 4 2 65 152 18 311 410 16
"10472" 16 289 427 ">" "+" "sonaPRP" "g_Saege_.wav" "Saege___.bmp" "rechts__.bmp" ">" 312 500 1 24 2 24 14 3 1 5 4 12 1 3 4 2 83 165 240 24 433 16
"10473" 16 289 668 "/" "0" "sonaPRP" "g_Saege_.wav" "Saege___.bmp" "rechts__.bmp" ">" 312 500 1 24 2 24 14 3 1 5 4 12 1 3 4 2 83 165 240 24 433 16
"10474" 16 290 561 "<" "+" "sonaPRP" "g_Glocke.wav" "Glocke__.bmp" "links___.bmp" "<" 312 0 1 13 1 13 5 3 1 5 6 7 1 3 4 2 13 140 219 298 392 16
"10475" 16 290 1111 "/" "0" "sonaPRP" "g_Glocke.wav" "Glocke__.bmp" "links___.bmp" "<" 312 0 1 13 1 13 5 3 1 5 6 7 1 3 4 2 13 140 219 298 392 16
"10476" 16 291 605 ">" "+" "sonaPRP" "g_Hammer.wav" "Dudels__.bmp" "rechts__.bmp" ">" 672 0 3 15 1 5 7 3 1 5 4 8 1 3 4 2 39 5 15 277 365 16
"10477" 16 291 1255 "/" "0" "sonaPRP" "g_Hammer.wav" "Dudels__.bmp" "rechts__.bmp" ">" 672 0 3 15 1 5 7 3 1 5 4 8 1 3 4 2 39 5 15 277 365 16
"10478" 16 292 611 "<" "+" "sonaPRP" "g_Geige_.wav" "Orgel___.bmp" "links___.bmp" "<" 312 500 2 11 2 22 11 3 1 5 5 7 1 3 4 2 51 11 216 22 386 16
"10479" 16 292 1144 "/" "0" "sonaPRP" "g_Geige_.wav" "Orgel___.bmp" "links___.bmp" "<" 312 500 2 11 2 22 11 3 1 5 5 7 1 3 4 2 51 11 216 22 386 16
"10480" 16 293 419 ">" "+" "sonaPRP" "g_Staubs.wav" "Auto____.bmp" "rechts__.bmp" ">" 312 500 4 29 2 2 1 3 1 5 3 13 1 3 4 2 2 119 29 268 355 16
"10481" 16 293 918 "/" "0" "sonaPRP" "g_Staubs.wav" "Auto____.bmp" "rechts__.bmp" ">" 312 500 4 29 2 2 1 3 1 5 3 13 1 3 4 2 2 119 29 268 355 16
"10482" 16 294 572 ">" "+" "sonaPRP" "g_Gitarr.wav" "Elefan__.bmp" "rechts__.bmp" ">" 672 0 4 12 1 6 4 3 1 5 5 7 1 3 4 2 43 6 12 281 369 16
"10483" 16 294 973 "/" "0" "sonaPRP" "g_Gitarr.wav" "Elefan__.bmp" "rechts__.bmp" ">" 672 0 4 12 1 6 4 3 1 5 5 7 1 3 4 2 43 6 12 281 369 16
"10484" 16 295 554 "<" "+" "sonaPRP" "g_Pferd_.wav" "Zug_____.bmp" "links___.bmp" "<" 672 0 4 23 1 32 12 3 1 5 1 6 1 3 4 2 112 32 23 348 448 16
"10485" 16 295 999 "/" "0" "sonaPRP" "g_Pferd_.wav" "Zug_____.bmp" "links___.bmp" "<" 672 0 4 23 1 32 12 3 1 5 1 6 1 3 4 2 112 32 23 348 448 16
"10486" 16 296 630 "<" "+" "sonaPRP" "g_Ente__.wav" "Ente____.bmp" "links___.bmp" "<" 672 500 1 7 2 7 6 3 1 5 1 5 1 3 4 2 7 123 208 282 370 16
"10487" 16 296 854 "/" "0" "sonaPRP" "g_Ente__.wav" "Ente____.bmp" "links___.bmp" "<" 672 500 1 7 2 7 6 3 1 5 1 5 1 3 4 2 7 123 208 282 370 16
"10488" 16 297 618 ">" "+" "sonaPRP" "g_Zug___.wav" "Harfe___.bmp" "rechts__.bmp" ">" 312 0 4 32 1 16 16 3 1 5 2 15 1 3 4 2 64 32 227 16 405 16
"10489" 16 297 1159 "/" "0" "sonaPRP" "g_Zug___.wav" "Harfe___.bmp" "rechts__.bmp" ">" 312 0 4 32 1 16 16 3 1 5 2 15 1 3 4 2 64 32 227 16 405 16
"10490" 16 298 689 ">" "+" "sonaPRP" "g_Besen_.wav" "Besen___.bmp" "rechts__.bmp" ">" 672 0 1 3 1 3 1 3 1 5 3 3 1 3 4 2 33 3 197 269 356 16
"10491" 16 298 1137 "/" "0" "sonaPRP" "g_Besen_.wav" "Besen___.bmp" "rechts__.bmp" ">" 672 0 1 3 1 3 1 3 1 5 3 3 1 3 4 2 33 3 197 269 356 16
"10492" 16 299 406 "<" "+" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "links___.bmp" "<" 672 500 4 27 2 8 16 3 1 6 2 13 2 1 3 4 8 128 214 287 27 16
"10493" 16 299 825 "/" "0" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "links___.bmp" "<" 672 500 4 27 2 8 16 3 1 6 2 13 2 1 3 4 8 128 214 287 27 16
"10494" 16 300 442 "<" "+" "sonaPRP" "g_Orgel_.wav" "Katze___.bmp" "links___.bmp" "<" 312 0 4 22 1 18 11 3 1 6 5 11 2 1 3 4 68 153 18 22 413 16
"10495" 16 300 1063 "/" "0" "sonaPRP" "g_Orgel_.wav" "Katze___.bmp" "links___.bmp" "<" 312 0 4 22 1 18 11 3 1 6 5 11 2 1 3 4 68 153 18 22 413 16
"10496" 16 301 850 "<" "+" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "links___.bmp" "<" 672 500 4 30 2 24 4 3 1 6 5 14 2 1 3 4 86 168 242 24 30 16
"10497" 16 301 1152 "/" "0" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "links___.bmp" "<" 672 500 4 30 2 24 4 3 1 6 5 14 2 1 3 4 86 168 242 24 30 16
"10498" 16 302 504 ">" "+" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "rechts__.bmp" ">" 312 500 1 21 2 21 9 3 1 6 1 10 2 1 3 4 74 21 234 318 422 16
"10499" 16 302 776 "/" "0" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "rechts__.bmp" ">" 312 500 1 21 2 21 9 3 1 6 1 10 2 1 3 4 74 21 234 318 422 16
"10500" 16 303 576 "<" "+" "sonaPRP" "g_Hahn__.wav" "Klinge__.bmp" "links___.bmp" "<" 312 0 3 14 1 19 6 3 1 6 1 8 2 1 3 4 70 14 19 316 416 16
"10501" 16 303 1246 "/" "0" "sonaPRP" "g_Hahn__.wav" "Klinge__.bmp" "links___.bmp" "<" 312 0 3 14 1 19 6 3 1 6 1 8 2 1 3 4 70 14 19 316 416 16
"10502" 16 304 500 "<" "+" "sonaPRP" "g_Floete.wav" "Ente____.bmp" "links___.bmp" "<" 312 500 4 10 2 7 8 3 1 6 5 6 2 1 3 4 7 125 10 284 373 16
"10503" 16 304 825 "/" "0" "sonaPRP" "g_Floete.wav" "Ente____.bmp" "links___.bmp" "<" 312 500 4 10 2 7 8 3 1 6 5 6 2 1 3 4 7 125 10 284 373 16
"10504" 16 305 671 "<" "+" "sonaPRP" "g_Elefan.wav" "Bohrer__.bmp" "links___.bmp" "<" 672 0 3 6 1 4 2 3 1 6 1 5 2 1 3 4 4 6 200 274 362 16
"10505" 16 305 1025 "/" "0" "sonaPRP" "g_Elefan.wav" "Bohrer__.bmp" "links___.bmp" "<" 672 0 3 6 1 4 2 3 1 6 1 5 2 1 3 4 4 6 200 274 362 16
"10506" 16 306 490 ">" "+" "sonaPRP" "g_Saege_.wav" "Schere__.bmp" "rechts__.bmp" ">" 672 500 2 24 2 26 14 3 1 6 4 12 2 1 3 4 84 166 241 24 26 16
"10507" 16 306 1016 "/" "0" "sonaPRP" "g_Saege_.wav" "Schere__.bmp" "rechts__.bmp" ">" 672 500 2 24 2 26 14 3 1 6 4 12 2 1 3 4 84 166 241 24 26 16
"10508" 16 307 603 ">" "+" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "rechts__.bmp" ">" 312 0 1 16 1 16 8 3 1 6 5 8 2 1 3 4 61 147 225 16 403 16
"10509" 16 307 990 "/" "0" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "rechts__.bmp" ">" 312 0 1 16 1 16 8 3 1 6 5 8 2 1 3 4 61 147 225 16 403 16
"10510" 16 308 543 "<" "+" "sonaPRP" "g_Affe__.wav" "Kuh_____.bmp" "links___.bmp" "<" 312 500 2 1 2 20 10 3 1 6 1 1 2 1 3 4 1 114 192 20 350 16
"10511" 16 308 938 "/" "0" "sonaPRP" "g_Affe__.wav" "Kuh_____.bmp" "links___.bmp" "<" 312 500 2 1 2 20 10 3 1 6 1 1 2 1 3 4 1 114 192 20 350 16
"10512" 16 309 666 "<" "+" "sonaPRP" "g_Fahrra.wav" "Schaf___.bmp" "links___.bmp" "<" 672 0 4 9 1 25 3 3 1 6 2 6 2 1 3 4 88 172 9 25 438 16
"10513" 16 309 1213 "/" "0" "sonaPRP" "g_Fahrra.wav" "Schaf___.bmp" "links___.bmp" "<" 672 0 4 9 1 25 3 3 1 6 2 6 2 1 3 4 88 172 9 25 438 16
"10514" 16 310 536 "<" "+" "sonaPRP" "g_Zug___.wav" "Zug_____.bmp" "links___.bmp" "<" 312 0 1 32 1 32 16 3 1 6 2 15 2 1 3 4 110 32 260 345 446 16
"10515" 16 310 1017 "/" "0" "sonaPRP" "g_Zug___.wav" "Zug_____.bmp" "links___.bmp" "<" 312 0 1 32 1 32 16 3 1 6 2 15 2 1 3 4 110 32 260 345 446 16
"10516" 16 311 539 ">" "+" "sonaPRP" "g_Hammer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 672 0 4 15 1 31 7 3 1 6 4 8 2 1 3 4 109 190 15 344 31 16
"10517" 16 311 968 "/" "0" "sonaPRP" "g_Hammer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 672 0 4 15 1 31 7 3 1 6 4 8 2 1 3 4 109 190 15 344 31 16
"10518" 16 312 670 "<" "+" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "links___.bmp" "<" 672 500 3 2 2 25 3 3 1 6 2 2 2 1 3 4 2 171 245 25 437 16
"10519" 16 312 819 "/" "0" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "links___.bmp" "<" 672 500 3 2 2 25 3 3 1 6 2 2 2 1 3 4 2 171 245 25 437 16
"10520" 16 313 396 ">" "+" "sonaPRP" "g_Esel__.wav" "Esel____.bmp" "rechts__.bmp" ">" 672 500 1 8 2 8 13 3 1 6 1 5 2 1 3 4 8 126 211 285 374 16
"10521" 16 313 839 "/" "0" "sonaPRP" "g_Esel__.wav" "Esel____.bmp" "rechts__.bmp" ">" 672 500 1 8 2 8 13 3 1 6 1 5 2 1 3 4 8 126 211 285 374 16
"10522" 16 314 597 ">" "+" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 312 500 3 4 2 31 7 3 1 6 4 3 2 1 3 4 4 189 259 343 31 16
"10523" 16 314 1256 "/" "0" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "rechts__.bmp" ">" 312 500 3 4 2 31 7 3 1 6 4 3 2 1 3 4 4 189 259 343 31 16
"10524" 16 315 578 ">" "+" "sonaPRP" "g_Pferd_.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 0 1 23 1 23 12 3 1 6 1 6 2 1 3 4 80 162 23 322 430 16
"10525" 16 315 1120 "/" "0" "sonaPRP" "g_Pferd_.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 0 1 23 1 23 12 3 1 6 1 6 2 1 3 4 80 162 23 322 430 16
"10526" 16 316 792 "<" "+" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "links___.bmp" "<" 672 0 2 13 1 19 5 3 1 6 6 7 2 1 3 4 13 141 19 299 393 16
"10527" 16 316 1960 "/" "0" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "links___.bmp" "<" 672 0 2 13 1 19 5 3 1 6 6 7 2 1 3 4 13 141 19 299 393 16
"10528" 16 317 554 ">" "+" "sonaPRP" "g_Besen_.wav" "Staubs__.bmp" "rechts__.bmp" ">" 672 0 2 3 1 29 1 3 1 6 3 3 2 1 3 4 34 3 29 270 357 16
"10529" 16 317 1303 "/" "0" "sonaPRP" "g_Besen_.wav" "Staubs__.bmp" "rechts__.bmp" ">" 672 0 2 3 1 29 1 3 1 6 3 3 2 1 3 4 34 3 29 270 357 16
"10530" 16 318 627 ">" "+" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "rechts__.bmp" ">" 672 500 2 28 2 6 2 3 1 6 1 13 2 1 3 4 97 6 253 28 440 16
"10531" 16 318 956 "/" "0" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "rechts__.bmp" ">" 672 500 2 28 2 6 2 3 1 6 1 13 2 1 3 4 97 6 253 28 440 16
"10532" 16 319 602 ">" "+" "sonaPRP" "g_Dudels.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 500 3 5 2 23 15 3 1 6 5 4 2 1 3 4 81 5 23 324 432 16
"10533" 16 319 700 "/" "0" "sonaPRP" "g_Dudels.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 500 3 5 2 23 15 3 1 6 5 4 2 1 3 4 81 5 23 324 432 16
"10534" 16 320 583 "<" "+" "sonaPRP" "g_Ente__.wav" "Hahn____.bmp" "links___.bmp" "<" 672 500 2 7 2 14 6 3 1 6 1 5 2 1 3 4 7 14 209 283 371 16
"10535" 16 320 1222 "/" "0" "sonaPRP" "g_Ente__.wav" "Hahn____.bmp" "links___.bmp" "<" 672 500 2 7 2 14 6 3 1 6 1 5 2 1 3 4 7 14 209 283 371 16
"10536" 16 321 460 ">" "+" "sonaPRP" "g_Katze_.wav" "Loewe___.bmp" "rechts__.bmp" ">" 672 0 2 18 1 21 9 3 1 6 1 9 2 1 3 4 66 21 18 312 411 16
"10537" 16 321 842 "/" "0" "sonaPRP" "g_Katze_.wav" "Loewe___.bmp" "rechts__.bmp" ">" 672 0 2 18 1 21 9 3 1 6 1 9 2 1 3 4 66 21 18 312 411 16
"10538" 16 322 482 "<" "+" "sonaPRP" "g_Staubs.wav" "Staubs__.bmp" "links___.bmp" "<" 312 500 1 29 2 29 1 3 1 6 3 13 2 1 3 4 99 182 29 333 443 16
"10539" 16 322 972 "/" "0" "sonaPRP" "g_Staubs.wav" "Staubs__.bmp" "links___.bmp" "<" 312 500 1 29 2 29 1 3 1 6 3 13 2 1 3 4 99 182 29 333 443 16
"10540" 16 323 680 "<" "+" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "links___.bmp" "<" 672 0 1 12 1 12 4 3 1 6 5 7 2 1 3 4 53 136 12 295 389 16
"10541" 16 323 1103 "/" "0" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "links___.bmp" "<" 672 0 1 12 1 12 4 3 1 6 5 7 2 1 3 4 53 136 12 295 389 16
"10542" 16 324 557 ">" "+" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "rechts__.bmp" ">" 312 0 2 25 1 8 13 3 1 6 1 13 2 1 3 4 8 170 244 25 436 16
"10543" 16 324 2470 "/" "0" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "rechts__.bmp" ">" 312 0 2 25 1 8 13 3 1 6 1 13 2 1 3 4 8 170 244 25 436 16
"10544" 16 325 596 "<" "+" "sonaPRP" "g_Hund__.wav" "Tromme__.bmp" "links___.bmp" "<" 312 500 4 17 2 30 12 3 1 6 1 8 2 1 3 4 17 187 256 340 30 16
"10545" 16 325 703 "/" "0" "sonaPRP" "g_Hund__.wav" "Tromme__.bmp" "links___.bmp" "<" 312 500 4 17 2 30 12 3 1 6 1 8 2 1 3 4 17 187 256 340 30 16
"10546" 16 326 455 ">" "+" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "rechts__.bmp" ">" 312 0 3 26 1 1 14 3 1 6 4 13 2 1 3 4 1 115 193 264 26 16
"10547" 16 326 921 "/" "0" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "rechts__.bmp" ">" 312 0 3 26 1 1 14 3 1 6 4 13 2 1 3 4 1 115 193 264 26 16
"10548" 16 327 552 "<" "-" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "rechts__.bmp" ">" 672 0 3 20 1 10 10 3 1 6 1 9 2 1 3 4 49 134 10 20 383 16
"10549" 16 327 1947 "/" "0" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "rechts__.bmp" ">" 672 0 3 20 1 10 10 3 1 6 1 9 2 1 3 4 49 134 10 20 383 16
"10550" 16 328 568 "<" "+" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "links___.bmp" "<" 312 500 3 11 2 18 11 3 1 6 5 7 2 1 3 4 67 11 18 313 412 16
"10551" 16 328 1065 "/" "0" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "links___.bmp" "<" 312 500 3 11 2 18 11 3 1 6 5 7 2 1 3 4 67 11 18 313 412 16
"10552" 16 329 707 ">" "+" "sonaPRP" "g_Klinge.wav" "Klinge__.bmp" "rechts__.bmp" ">" 672 500 1 19 2 19 5 3 1 6 6 9 2 1 3 4 69 154 19 314 414 16
"10553" 16 329 911 "/" "0" "sonaPRP" "g_Klinge.wav" "Klinge__.bmp" "rechts__.bmp" ">" 672 500 1 19 2 19 5 3 1 6 6 9 2 1 3 4 69 154 19 314 414 16
"10554" 16 330 591 ">" "+" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 0 4 31 1 23 15 3 1 6 5 14 2 1 3 4 82 164 23 325 31 16
"10555" 16 330 1490 "/" "0" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 0 4 31 1 23 15 3 1 6 5 14 2 1 3 4 82 164 23 325 31 16
"10556" 16 333 535 ">" "+" "sonaPRP" "g_Telefo.wav" "Hubsch__.bmp" "rechts__.bmp" ">" 312 500 5 97 9 96 0 0 0 0 6 14 0 0 0 0 480 482 484 486 488 16
"10557" 16 333 1651 "/" "1" "sonaPRP" "g_Telefo.wav" "Hubsch__.bmp" "rechts__.bmp" ">" 312 500 5 97 9 96 0 0 0 0 6 14 0 0 0 0 480 482 484 486 488 16
"10558" 16 334 607 "<" "+" "sonaPRP" "g_Pistol.wav" "Pfeife__.bmp" "links___.bmp" "<" 672 0 6 94 9 93 0 0 0 0 7 16 0 0 0 0 481 483 485 487 489 16
"10559" 16 334 1182 "/" "0" "sonaPRP" "g_Pistol.wav" "Pfeife__.bmp" "links___.bmp" "<" 672 0 6 94 9 93 0 0 0 0 7 16 0 0 0 0 481 483 485 487 489 16
"10560" 16 335 487 "<" "+" "sonaPRP" "g_Esel__.wav" "Hammer__.bmp" "links___.bmp" "<" 672 500 3 8 2 15 13 4 1 7 1 5 3 4 2 1 8 145 15 307 401 16
"10561" 16 335 1061 "/" "0" "sonaPRP" "g_Esel__.wav" "Hammer__.bmp" "links___.bmp" "<" 672 500 3 8 2 15 13 4 1 7 1 5 3 4 2 1 8 145 15 307 401 16
"10562" 16 336 508 ">" "+" "sonaPRP" "g_Staubs.wav" "Kuh_____.bmp" "rechts__.bmp" ">" 672 500 3 29 2 20 1 4 1 7 3 13 3 4 2 1 72 159 29 20 420 16
"10563" 16 336 748 "/" "0" "sonaPRP" "g_Staubs.wav" "Kuh_____.bmp" "rechts__.bmp" ">" 672 500 3 29 2 20 1 4 1 7 3 13 3 4 2 1 72 159 29 20 420 16
"10564" 16 337 505 ">" "+" "sonaPRP" "g_Hund__.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 500 2 17 2 23 12 4 1 7 1 8 3 4 2 1 17 150 23 309 407 16
"10565" 16 337 578 "/" "0" "sonaPRP" "g_Hund__.wav" "Pferd___.bmp" "rechts__.bmp" ">" 312 500 2 17 2 23 12 4 1 7 1 8 3 4 2 1 17 150 23 309 407 16
"10566" 16 338 459 "<" "+" "sonaPRP" "g_Glocke.wav" "Schere__.bmp" "links___.bmp" "<" 312 0 4 13 1 26 5 4 1 7 6 7 3 4 2 1 13 176 248 328 26 16
"10567" 16 338 1174 "/" "0" "sonaPRP" "g_Glocke.wav" "Schere__.bmp" "links___.bmp" "<" 312 0 4 13 1 26 5 4 1 7 6 7 3 4 2 1 13 176 248 328 26 16
"10568" 16 339 535 ">" "+" "sonaPRP" "g_Trompe.wav" "Dudels__.bmp" "rechts__.bmp" ">" 312 0 2 31 1 5 15 4 1 7 5 14 3 4 2 1 108 5 258 342 31 16
"10569" 16 339 1096 "/" "0" "sonaPRP" "g_Trompe.wav" "Dudels__.bmp" "rechts__.bmp" ">" 312 0 2 31 1 5 15 4 1 7 5 14 3 4 2 1 108 5 258 342 31 16
"10570" 16 340 557 "<" "+" "sonaPRP" "g_Ente__.wav" "Klinge__.bmp" "links___.bmp" "<" 672 500 4 7 2 19 6 4 1 7 1 5 3 4 2 1 7 156 19 317 417 16
"10571" 16 340 997 "/" "0" "sonaPRP" "g_Ente__.wav" "Klinge__.bmp" "links___.bmp" "<" 672 500 4 7 2 19 6 4 1 7 1 5 3 4 2 1 7 156 19 317 417 16
"10572" 16 341 678 "<" "+" "sonaPRP" "g_Schere.wav" "Schere__.bmp" "links___.bmp" "<" 672 0 1 26 1 26 14 4 1 7 4 13 3 4 2 1 89 173 246 326 26 16
"10573" 16 341 957 "/" "0" "sonaPRP" "g_Schere.wav" "Schere__.bmp" "links___.bmp" "<" 672 0 1 26 1 26 14 4 1 7 4 13 3 4 2 1 89 173 246 326 26 16
"10574" 16 342 643 "<" "+" "sonaPRP" "g_Hammer.wav" "Bohrer__.bmp" "links___.bmp" "<" 312 0 2 15 1 4 7 4 1 7 4 8 3 4 2 1 4 144 15 306 400 16
"10575" 16 342 1014 "/" "0" "sonaPRP" "g_Hammer.wav" "Bohrer__.bmp" "links___.bmp" "<" 312 0 2 15 1 4 7 4 1 7 4 8 3 4 2 1 4 144 15 306 400 16
"10576" 16 343 515 ">" "+" "sonaPRP" "g_Floete.wav" "Harfe___.bmp" "rechts__.bmp" ">" 312 500 2 10 2 16 8 4 1 7 5 6 3 4 2 1 48 133 10 16 382 16
"10577" 16 343 875 "/" "0" "sonaPRP" "g_Floete.wav" "Harfe___.bmp" "rechts__.bmp" ">" 312 500 2 10 2 16 8 4 1 7 5 6 3 4 2 1 48 133 10 16 382 16
"10578" 16 344 531 ">" "+" "sonaPRP" "g_Klinge.wav" "Schere__.bmp" "rechts__.bmp" ">" 312 500 3 19 2 26 5 4 1 7 6 9 3 4 2 1 91 175 19 327 26 16
"10579" 16 344 868 "/" "0" "sonaPRP" "g_Klinge.wav" "Schere__.bmp" "rechts__.bmp" ">" 312 500 3 19 2 26 5 4 1 7 6 9 3 4 2 1 91 175 19 327 26 16
"10580" 16 345 628 "<" "+" "sonaPRP" "g_Bohrer.wav" "Bohrer__.bmp" "links___.bmp" "<" 672 500 1 4 2 4 7 4 1 7 4 3 3 4 2 1 4 120 199 272 360 16
"10581" 16 345 902 "/" "0" "sonaPRP" "g_Bohrer.wav" "Bohrer__.bmp" "links___.bmp" "<" 672 500 1 4 2 4 7 4 1 7 4 3 3 4 2 1 4 120 199 272 360 16
"10582" 16 346 735 ">" "+" "sonaPRP" "g_Gitarr.wav" "Saege___.bmp" "rechts__.bmp" ">" 672 0 3 12 1 24 4 4 1 7 5 7 3 4 2 1 85 167 12 24 434 16
"10583" 16 346 1018 "/" "0" "sonaPRP" "g_Gitarr.wav" "Saege___.bmp" "rechts__.bmp" ">" 672 0 3 12 1 24 4 4 1 7 5 7 3 4 2 1 85 167 12 24 434 16
"10584" 16 347 601 "<" "+" "sonaPRP" "g_Dudels.wav" "Dudels__.bmp" "links___.bmp" "<" 672 500 1 5 2 5 15 4 1 7 5 4 3 4 2 1 37 5 202 275 364 16
"10585" 16 347 713 "/" "0" "sonaPRP" "g_Dudels.wav" "Dudels__.bmp" "links___.bmp" "<" 672 500 1 5 2 5 15 4 1 7 5 4 3 4 2 1 37 5 202 275 364 16
"10586" 16 348 618 "<" "+" "sonaPRP" "g_Schiff.wav" "Zug_____.bmp" "links___.bmp" "<" 312 500 2 27 2 32 16 4 1 7 2 13 3 4 2 1 93 32 250 330 27 16
"10587" 16 348 1143 "/" "0" "sonaPRP" "g_Schiff.wav" "Zug_____.bmp" "links___.bmp" "<" 312 500 2 27 2 32 16 4 1 7 2 13 3 4 2 1 93 32 250 330 27 16
"10588" 16 349 464 ">" "+" "sonaPRP" "g_Hahn__.wav" "Hahn____.bmp" "rechts__.bmp" ">" 312 0 1 14 1 14 6 4 1 7 1 8 3 4 2 1 56 14 221 302 396 16
"10589" 16 349 1157 "/" "0" "sonaPRP" "g_Hahn__.wav" "Hahn____.bmp" "rechts__.bmp" ">" 312 0 1 14 1 14 6 4 1 7 1 8 3 4 2 1 56 14 221 302 396 16
"10590" 16 350 666 ">" "+" "sonaPRP" "g_Besen_.wav" "Kuh_____.bmp" "rechts__.bmp" ">" 672 0 4 3 1 20 1 4 1 7 3 3 3 4 2 1 73 3 233 20 421 16
"10591" 16 350 1001 "/" "0" "sonaPRP" "g_Besen_.wav" "Kuh_____.bmp" "rechts__.bmp" ">" 672 0 4 3 1 20 1 4 1 7 3 3 3 4 2 1 73 3 233 20 421 16
"10592" 16 351 531 "<" "+" "sonaPRP" "g_Zug___.wav" "Esel____.bmp" "links___.bmp" "<" 312 0 3 32 1 8 16 4 1 7 2 15 3 4 2 1 8 32 213 286 376 16
"10593" 16 351 881 "/" "0" "sonaPRP" "g_Zug___.wav" "Esel____.bmp" "links___.bmp" "<" 312 0 3 32 1 8 16 4 1 7 2 15 3 4 2 1 8 32 213 286 376 16
"10594" 16 352 683 "<" "+" "sonaPRP" "g_Schwei.wav" "Bohrer__.bmp" "links___.bmp" "<" 312 500 4 28 2 4 2 4 1 7 1 13 3 4 2 1 4 122 201 28 363 16
