"targ_ID" "cond" "task.soa" "subj" "trial" "RT.task1" "ERR.code.task1" "RT.task2" "ERR.code.task2" "dist_ID" "blk" "ERR.task1" "ERR.task2.old" "ERR.task2" "RT.task1.old" "RT.task2.old" "out" "exp"
"581" "Dudelsack" "congruent" "0" "11" 274 637 "correct" 947 "correct" "Dudelsack" "3" 0 0 0 637 947 0 2
"582" "Dudelsack" "congruent" "0" "24" 139 625 "correct" 994 "correct" "Dudelsack" "1" 0 0 0 625 994 0 2
"583" "Dudelsack" "congruent" "0" "15" 167 619 "correct" NA "none/false" "Dudelsack" "1" 0 1 1 619 1321 0 2
"584" "Dudelsack" "congruent" "0" "10" 312 542 "correct" 956 "correct" "Dudelsack" "3" 0 0 0 542 956 0 2
"585" "Dudelsack" "congruent" "0" "9" 397 745 "correct" 1038 "correct" "Dudelsack" "4" 0 0 0 745 1038 0 2
"586" "Dudelsack" "congruent" "0" "23" 167 596 "correct" 1121 "correct" "Dudelsack" "1" 0 0 0 596 1121 0 2
"587" "Dudelsack" "congruent" "0" "12" 342 736 "correct" 1575 "correct" "Dudelsack" "4" 0 0 0 736 1575 0 2
"588" "Dudelsack" "congruent" "0" "20" 357 497 "correct" 965 "correct" "Dudelsack" "4" 0 0 0 497 965 0 2
"589" "Dudelsack" "congruent" "0" "16" 134 636 "correct" 1019 "correct" "Dudelsack" "1" 0 0 0 636 1019 0 2
"590" "Dudelsack" "congruent" "0" "13" 225 730 "correct" 915 "correct" "Dudelsack" "2" 0 0 0 730 915 0 2
"591" "Dudelsack" "congruent" "0" "18" 321 504 "correct" NA "smack" "Dudelsack" "3" 0 1 1 504 1225 0 2
"592" "Dudelsack" "congruent" "0" "5" 202 655 "correct" 1012 "correct" "Dudelsack" "2" 0 0 0 655 1012 0 2
"593" "Dudelsack" "congruent" "0" "2" 302 532 "correct" 860 "correct" "Dudelsack" "3" 0 0 0 532 860 0 2
"594" "Dudelsack" "congruent" "0" "7" 191 NA "none/false" 1242 "correct" "Dudelsack" "1" 1 0 0 554 1242 0 2
"595" "Dudelsack" "congruent" "0" "14" 261 801 "correct" 1189 "correct" "Dudelsack" "2" 0 0 0 801 1189 0 2
"596" "Dudelsack" "congruent" "0" "17" 367 489 "correct" 896 "correct" "Dudelsack" "4" 0 0 0 489 896 0 2
"597" "Dudelsack" "congruent" "0" "3" 289 774 "correct" 1132 "correct" "Dudelsack" "3" 0 0 0 774 1132 0 2
"598" "Dudelsack" "congruent" "0" "19" 292 562 "correct" 1013 "correct" "Dudelsack" "3" 0 0 0 562 1013 0 2
"599" "Dudelsack" "congruent" "0" "4" 348 840 "correct" 1036 "correct" "Dudelsack" "4" 0 0 0 840 1036 0 2
"600" "Dudelsack" "congruent" "0" "22" 250 756 "correct" 1290 "correct" "Dudelsack" "2" 0 0 0 756 1290 0 2
"601" "Dudelsack" "congruent" "500" "5" 370 590 "correct" 664 "correct" "Dudelsack" "4" 0 0 0 590 664 0 2
"602" "Dudelsack" "congruent" "500" "19" 183 674 "correct" 962 "correct" "Dudelsack" "1" 0 0 0 674 962 0 2
"603" "Dudelsack" "congruent" "500" "1" 206 704 "correct" 817 "correct" "Dudelsack" "2" 0 0 0 704 817 0 2
"604" "Dudelsack" "congruent" "500" "9" 213 494 "correct" 767 "correct" "Dudelsack" "2" 0 0 0 494 767 0 2
"605" "Dudelsack" "congruent" "500" "23" 281 478 "correct" 755 "correct" "Dudelsack" "3" 0 0 0 478 755 0 2
"606" "Dudelsack" "congruent" "500" "11" 193 470 "correct" 822 "correct" "Dudelsack" "1" 0 0 0 470 822 0 2
"607" "Dudelsack" "congruent" "500" "17" 207 494 "correct" 750 "correct" "Dudelsack" "2" 0 0 0 494 750 0 2
"608" "Dudelsack" "congruent" "500" "16" 347 601 "correct" 713 "correct" "Dudelsack" "4" 0 0 0 601 713 0 2
"609" "Dudelsack" "congruent" "500" "20" 160 593 "correct" 906 "correct" "Dudelsack" "1" 0 0 0 593 906 0 2
"610" "Dudelsack" "congruent" "500" "18" 258 526 "correct" 643 "correct" "Dudelsack" "2" 0 0 0 526 643 0 2
"611" "Dudelsack" "congruent" "500" "10" 252 562 "correct" 706 "correct" "Dudelsack" "2" 0 0 0 562 706 0 2
"612" "Dudelsack" "congruent" "500" "14" 319 630 "correct" 1120 "correct" "Dudelsack" "3" 0 0 0 630 1120 0 2
"613" "Dudelsack" "congruent" "500" "12" 147 681 "correct" 752 "correct" "Dudelsack" "1" 0 0 0 681 752 0 2
"614" "Dudelsack" "congruent" "500" "13" 367 647 "correct" 678 "correct" "Dudelsack" "4" 0 0 0 647 678 0 2
"615" "Dudelsack" "congruent" "500" "6" 309 775 "correct" 1029 "correct" "Dudelsack" "3" 0 0 0 775 1029 0 2
"616" "Dudelsack" "congruent" "500" "4" 142 432 "correct" 976 "correct" "Dudelsack" "1" 0 0 0 432 976 0 2
"617" "Dudelsack" "congruent" "500" "22" 299 781 "correct" 776 "correct" "Dudelsack" "3" 0 0 0 781 776 0 2
"618" "Dudelsack" "congruent" "500" "15" 267 444 "correct" 660 "correct" "Dudelsack" "3" 0 0 0 444 660 0 2
"619" "Dudelsack" "congruent" "500" "24" 350 521 "correct" 645 "correct" "Dudelsack" "4" 0 0 0 521 645 0 2
"620" "Dudelsack" "congruent" "500" "7" 278 453 "correct" 764 "correct" "Dudelsack" "3" 0 0 0 453 764 0 2
"621" "Dudelsack" "congruent" "500" "3" 190 540 "correct" 755 "correct" "Dudelsack" "1" 0 0 0 540 755 0 2
"622" "Dudelsack" "congruent" "500" "8" 359 640 "correct" 604 "correct" "Dudelsack" "4" 0 0 0 640 604 0 2
"623" "Dudelsack" "congruent" "500" "21" 380 633 "correct" 787 "correct" "Dudelsack" "4" 0 0 0 633 787 0 2
"624" "Dudelsack" "congruent" "500" "2" 242 845 "correct" 821 "correct" "Dudelsack" "2" 0 0 0 845 821 0 2
"625" "Dudelsack" "semantic" "0" "7" 237 453 "correct" NA "none/false" "Trompete" "2" 0 1 1 453 1424 0 2
"626" "Dudelsack" "semantic" "0" "21" 139 585 "correct" NA "correct" "Trompete" "1" 0 0 0 585 2474 1 2
"627" "Dudelsack" "semantic" "0" "5" 157 756 "correct" 1166 "correct" "Trompete" "1" 0 0 0 756 1166 0 2
"628" "Dudelsack" "semantic" "0" "18" 367 703 "correct" 839 "correct" "Trompete" "4" 0 0 0 703 839 0 2
"629" "Dudelsack" "semantic" "0" "11" 312 538 "correct" 1526 "correct" "Trompete" "3" 0 0 0 538 1526 0 2
"630" "Dudelsack" "semantic" "0" "23" 250 598 "correct" 1238 "correct" "Trompete" "2" 0 0 0 598 1238 0 2
"631" "Dudelsack" "semantic" "0" "16" 167 589 "correct" 1046 "correct" "Trompete" "1" 0 0 0 589 1046 0 2
"632" "Dudelsack" "semantic" "0" "10" 397 596 "correct" 973 "correct" "Trompete" "4" 0 0 0 596 973 0 2
"633" "Dudelsack" "semantic" "0" "14" 225 513 "correct" 1933 "correct" "Trompete" "2" 0 0 0 513 1933 0 2
"634" "Dudelsack" "semantic" "0" "8" 191 NA "none/false" 2127 "correct" "Trompete" "1" 1 0 0 529 2127 0 2
"635" "Dudelsack" "semantic" "0" "15" 261 573 "correct" 1654 "correct" "Trompete" "2" 0 0 0 573 1654 0 2
"636" "Dudelsack" "semantic" "0" "12" 274 744 "correct" 1696 "correct" "Trompete" "3" 0 0 0 744 1696 0 2
"637" "Dudelsack" "semantic" "0" "19" 321 444 "correct" 1316 "correct" "Trompete" "3" 0 0 0 444 1316 0 2
"638" "Dudelsack" "semantic" "0" "17" 357 573 "correct" 1008 "correct" "Trompete" "4" 0 0 0 573 1008 0 2
"639" "Dudelsack" "semantic" "0" "2" 388 538 "correct" 1381 "correct" "Trompete" "4" 0 0 0 538 1381 0 2
"640" "Dudelsack" "semantic" "0" "22" 214 721 "correct" 1166 "correct" "Trompete" "2" 0 0 0 721 1166 0 2
"641" "Dudelsack" "semantic" "0" "20" 292 1170 "correct" 1688 "correct" "Trompete" "3" 0 0 0 1170 1688 0 2
"642" "Dudelsack" "semantic" "0" "13" 134 832 "correct" 1242 "correct" "Trompete" "1" 0 0 0 832 1242 0 2
"643" "Dudelsack" "semantic" "0" "3" 302 658 "correct" 1082 "correct" "Trompete" "3" 0 0 0 658 1082 0 2
"644" "Dudelsack" "semantic" "0" "6" 202 628 "correct" NA "none/false" "Trompete" "2" 0 1 1 628 1086 0 2
"645" "Dudelsack" "semantic" "0" "24" 167 639 "correct" 1498 "correct" "Trompete" "1" 0 0 0 639 1498 0 2
"646" "Dudelsack" "semantic" "0" "9" 342 627 "correct" 1141 "correct" "Trompete" "4" 0 0 0 627 1141 0 2
"647" "Dudelsack" "semantic" "0" "1" 348 660 "correct" 1118 "correct" "Trompete" "4" 0 0 0 660 1118 0 2
"648" "Dudelsack" "semantic" "0" "4" 289 615 "correct" 1305 "correct" "Trompete" "3" 0 0 0 615 1305 0 2
"649" "Dudelsack" "semantic" "500" "14" 367 716 "correct" 1531 "correct" "Trompete" "4" 0 0 0 716 1531 0 2
"650" "Dudelsack" "semantic" "500" "5" 359 403 "correct" 959 "correct" "Trompete" "4" 0 0 0 403 959 0 2
"651" "Dudelsack" "semantic" "500" "6" 370 775 "correct" 1290 "correct" "Trompete" "4" 0 0 0 775 1290 0 2
"652" "Dudelsack" "semantic" "500" "2" 206 686 "correct" 1649 "correct" "Trompete" "2" 0 0 0 686 1649 0 2
"653" "Dudelsack" "semantic" "500" "10" 213 549 "correct" 856 "correct" "Trompete" "2" 0 0 0 549 856 0 2
"654" "Dudelsack" "semantic" "500" "13" 347 682 "correct" 1341 "correct" "Trompete" "4" 0 0 0 682 1341 0 2
"655" "Dudelsack" "semantic" "500" "16" 267 500 "correct" 729 "correct" "Trompete" "3" 0 0 0 500 729 0 2
"656" "Dudelsack" "semantic" "500" "15" 319 718 "correct" 1921 "correct" "Trompete" "3" 0 0 0 718 1921 0 2
"657" "Dudelsack" "semantic" "500" "8" 278 440 "correct" 1057 "correct" "Trompete" "3" 0 0 0 440 1057 0 2
"658" "Dudelsack" "semantic" "500" "19" 258 429 "correct" 1231 "correct" "Trompete" "2" 0 0 0 429 1231 0 2
"659" "Dudelsack" "semantic" "500" "23" 299 482 "correct" 1275 "correct" "Trompete" "3" 0 0 0 482 1275 0 2
"660" "Dudelsack" "semantic" "500" "11" 252 589 "correct" 1037 "correct" "Trompete" "2" 0 0 0 589 1037 0 2
"661" "Dudelsack" "semantic" "500" "1" 142 552 "correct" 1020 "correct" "Trompete" "1" 0 0 0 552 1020 0 2
"662" "Dudelsack" "semantic" "500" "21" 350 625 "correct" NA "none/false" "Trompete" "4" 0 1 1 625 3000 0 2
"663" "Dudelsack" "semantic" "500" "20" 183 600 "correct" 1707 "correct" "Trompete" "1" 0 0 0 600 1707 0 2
"664" "Dudelsack" "semantic" "500" "12" 193 847 "correct" 1037 "correct" "Trompete" "1" 0 0 0 847 1037 0 2
"665" "Dudelsack" "semantic" "500" "18" 207 461 "correct" 1594 "correct" "Trompete" "2" 0 0 0 461 1594 0 2
"666" "Dudelsack" "semantic" "500" "22" 380 726 "correct" 996 "correct" "Trompete" "4" 0 0 0 726 996 0 2
"667" "Dudelsack" "semantic" "500" "3" 242 467 "correct" 962 "correct" "Trompete" "2" 0 0 0 467 962 0 2
"668" "Dudelsack" "semantic" "500" "24" 281 581 "correct" 1080 "correct" "Trompete" "3" 0 0 0 581 1080 0 2
"669" "Dudelsack" "semantic" "500" "7" 309 662 "correct" NA "none/false" "Trompete" "3" 0 1 1 662 1105 0 2
"670" "Dudelsack" "semantic" "500" "4" 190 542 "correct" NA "none/false" "Trompete" "1" 0 1 1 542 1045 0 2
"671" "Dudelsack" "semantic" "500" "9" 147 484 "correct" 1465 "correct" "Trompete" "1" 0 0 0 484 1465 0 2
"672" "Dudelsack" "semantic" "500" "17" 160 496 "correct" 1317 "correct" "Trompete" "1" 0 0 0 496 1317 0 2
"673" "Dudelsack" "unrelated" "0" "3" 388 728 "correct" 1305 "correct" "Pferd" "4" 0 0 0 728 1305 0 2
"674" "Dudelsack" "unrelated" "0" "22" 139 640 "correct" NA "technical" "Pferd" "1" 0 1 0 640 829 0 2
"675" "Dudelsack" "unrelated" "0" "16" 261 670 "correct" 1142 "correct" "Pferd" "2" 0 0 0 670 1142 0 2
"676" "Dudelsack" "unrelated" "0" "19" 367 NA "none/false" 1537 "correct" "Pferd" "4" 1 0 0 379 1537 0 2
"677" "Dudelsack" "unrelated" "0" "9" 274 617 "correct" 1022 "correct" "Pferd" "3" 0 0 0 617 1022 0 2
"678" "Dudelsack" "unrelated" "0" "24" 250 509 "correct" 965 "correct" "Pferd" "2" 0 0 0 509 965 0 2
"679" "Dudelsack" "unrelated" "0" "6" 157 754 "correct" NA "none/false" "Pferd" "1" 0 1 1 754 1225 0 2
"680" "Dudelsack" "unrelated" "0" "5" 191 730 "correct" 1524 "correct" "Pferd" "1" 0 0 0 730 1524 0 2
"681" "Dudelsack" "unrelated" "0" "18" 357 477 "correct" 1049 "correct" "Pferd" "4" 0 0 0 477 1049 0 2
"682" "Dudelsack" "unrelated" "0" "2" 348 472 "correct" 1293 "correct" "Pferd" "4" 0 0 0 472 1293 0 2
"683" "Dudelsack" "unrelated" "0" "17" 292 463 "correct" 1075 "correct" "Pferd" "3" 0 0 0 463 1075 0 2
"684" "Dudelsack" "unrelated" "0" "1" 289 609 "correct" 1293 "correct" "Pferd" "3" 0 0 0 609 1293 0 2
"685" "Dudelsack" "unrelated" "0" "14" 134 563 "correct" NA "none/false" "Pferd" "1" 0 1 1 563 1089 0 2
"686" "Dudelsack" "unrelated" "0" "11" 397 590 "correct" 1292 "correct" "Pferd" "4" 0 0 0 590 1292 0 2
"687" "Dudelsack" "unrelated" "0" "15" 225 752 "correct" 1230 "correct" "Pferd" "2" 0 0 0 752 1230 0 2
"688" "Dudelsack" "unrelated" "0" "8" 237 617 "correct" 977 "correct" "Pferd" "2" 0 0 0 617 977 0 2
"689" "Dudelsack" "unrelated" "0" "21" 167 693 "correct" 1005 "correct" "Pferd" "1" 0 0 0 693 1005 0 2
"690" "Dudelsack" "unrelated" "0" "10" 342 590 "correct" 995 "correct" "Pferd" "4" 0 0 0 590 995 0 2
"691" "Dudelsack" "unrelated" "0" "12" 312 638 "correct" 1741 "correct" "Pferd" "3" 0 0 0 638 1741 0 2
"692" "Dudelsack" "unrelated" "0" "23" 214 536 "correct" 920 "correct" "Pferd" "2" 0 0 0 536 920 0 2
"693" "Dudelsack" "unrelated" "0" "4" 302 572 "correct" NA "correct" "Pferd" "3" 0 0 0 572 2767 1 2
"694" "Dudelsack" "unrelated" "0" "7" 202 595 "correct" NA "none/false" "Pferd" "2" 0 1 1 595 1122 0 2
"695" "Dudelsack" "unrelated" "0" "20" 321 528 "correct" 1239 "correct" "Pferd" "3" 0 0 0 528 1239 0 2
"696" "Dudelsack" "unrelated" "0" "13" 167 633 "correct" NA "none/false" "Pferd" "1" 0 1 1 633 992 0 2
"697" "Dudelsack" "unrelated" "500" "20" 258 527 "correct" NA "correct" "Pferd" "2" 0 0 0 527 2043 1 2
"698" "Dudelsack" "unrelated" "500" "1" 190 689 "correct" 1346 "correct" "Pferd" "1" 0 0 0 689 1346 0 2
"699" "Dudelsack" "unrelated" "500" "23" 380 NA "none/false" 1689 "correct" "Pferd" "4" 1 0 0 442 1689 0 2
"700" "Dudelsack" "unrelated" "500" "17" 183 471 "correct" 1127 "correct" "Pferd" "1" 0 0 0 471 1127 0 2
"701" "Dudelsack" "unrelated" "500" "5" 278 446 "correct" 1579 "correct" "Pferd" "3" 0 0 0 446 1579 0 2
"702" "Dudelsack" "unrelated" "500" "4" 242 460 "correct" 1284 "correct" "Pferd" "2" 0 0 0 460 1284 0 2
"703" "Dudelsack" "unrelated" "500" "14" 347 433 "correct" 1175 "correct" "Pferd" "4" 0 0 0 433 1175 0 2
"704" "Dudelsack" "unrelated" "500" "9" 193 606 "correct" 1229 "correct" "Pferd" "1" 0 0 0 606 1229 0 2
"705" "Dudelsack" "unrelated" "500" "12" 252 820 "correct" 1090 "correct" "Pferd" "2" 0 0 0 820 1090 0 2
"706" "Dudelsack" "unrelated" "500" "24" 299 499 "correct" 656 "correct" "Pferd" "3" 0 0 0 499 656 0 2
"707" "Dudelsack" "unrelated" "500" "19" 207 1091 "correct" 1076 "correct" "Pferd" "2" 0 0 0 1091 1076 0 2
"708" "Dudelsack" "unrelated" "500" "3" 206 707 "correct" 981 "correct" "Pferd" "2" 0 0 0 707 981 0 2
"709" "Dudelsack" "unrelated" "500" "21" 281 511 "correct" 1224 "correct" "Pferd" "3" 0 0 0 511 1224 0 2
"710" "Dudelsack" "unrelated" "500" "11" 213 562 "correct" 1189 "correct" "Pferd" "2" 0 0 0 562 1189 0 2
"711" "Dudelsack" "unrelated" "500" "13" 267 558 "correct" 1469 "correct" "Pferd" "3" 0 0 0 558 1469 0 2
"712" "Dudelsack" "unrelated" "500" "16" 319 602 "correct" 700 "correct" "Pferd" "3" 0 0 0 602 700 0 2
"713" "Dudelsack" "unrelated" "500" "10" 147 485 "correct" 1853 "correct" "Pferd" "1" 0 0 0 485 1853 0 2
"714" "Dudelsack" "unrelated" "500" "2" 142 765 "correct" 1578 "correct" "Pferd" "1" 0 0 0 765 1578 0 2
"715" "Dudelsack" "unrelated" "500" "7" 370 440 "correct" 1141 "correct" "Pferd" "4" 0 0 0 440 1141 0 2
"716" "Dudelsack" "unrelated" "500" "8" 309 650 "correct" 761 "correct" "Pferd" "3" 0 0 0 650 761 0 2
"717" "Dudelsack" "unrelated" "500" "22" 350 728 "correct" 953 "correct" "Pferd" "4" 0 0 0 728 953 0 2
"718" "Dudelsack" "unrelated" "500" "18" 160 451 "correct" 1395 "correct" "Pferd" "1" 0 0 0 451 1395 0 2
"719" "Dudelsack" "unrelated" "500" "6" 359 612 "correct" 1242 "correct" "Pferd" "4" 0 0 0 612 1242 0 2
"720" "Dudelsack" "unrelated" "500" "15" 367 782 "correct" 1306 "correct" "Pferd" "4" 0 0 0 782 1306 0 2
"721" "Elefant" "congruent" "0" "23" 286 518 "correct" 1275 "correct" "Elefant" "3" 0 0 0 518 1275 0 2
"722" "Elefant" "congruent" "0" "17" 202 519 "correct" 1046 "correct" "Elefant" "2" 0 0 0 519 1046 0 2
"723" "Elefant" "congruent" "0" "24" 341 627 "correct" NA "none/false" "Elefant" "4" 0 1 1 627 630 0 2
"724" "Elefant" "congruent" "0" "16" 365 582 "correct" 981 "correct" "Elefant" "4" 0 0 0 582 981 0 2
"725" "Elefant" "congruent" "0" "7" 267 503 "correct" 1313 "correct" "Elefant" "3" 0 0 0 503 1313 0 2
"726" "Elefant" "congruent" "0" "20" 135 728 "correct" 1548 "correct" "Elefant" "1" 0 0 0 728 1548 0 2
"727" "Elefant" "congruent" "0" "8" 366 526 "correct" 826 "correct" "Elefant" "4" 0 0 0 526 826 0 2
"728" "Elefant" "congruent" "0" "18" 260 518 "correct" 784 "correct" "Elefant" "2" 0 0 0 518 784 0 2
"729" "Elefant" "congruent" "0" "22" 300 616 "correct" 1027 "correct" "Elefant" "3" 0 0 0 616 1027 0 2
"730" "Elefant" "congruent" "0" "12" 150 617 "correct" 1194 "correct" "Elefant" "1" 0 0 0 617 1194 0 2
"731" "Elefant" "congruent" "0" "19" 192 628 "correct" 1130 "correct" "Elefant" "1" 0 0 0 628 1130 0 2
"732" "Elefant" "congruent" "0" "11" 189 700 "correct" 1463 "correct" "Elefant" "1" 0 0 0 700 1463 0 2
"733" "Elefant" "congruent" "0" "9" 226 1010 "correct" 1376 "correct" "Elefant" "2" 0 0 0 1010 1376 0 2
"734" "Elefant" "congruent" "0" "10" 236 624 "correct" 1005 "correct" "Elefant" "2" 0 0 0 624 1005 0 2
"735" "Elefant" "congruent" "0" "5" 374 538 "correct" 792 "correct" "Elefant" "4" 0 0 0 538 792 0 2
"736" "Elefant" "congruent" "0" "3" 184 739 "correct" 1460 "correct" "Elefant" "1" 0 0 0 739 1460 0 2
"737" "Elefant" "congruent" "0" "21" 383 641 "correct" 1074 "correct" "Elefant" "4" 0 0 0 641 1074 0 2
"738" "Elefant" "congruent" "0" "2" 233 620 "correct" 1003 "correct" "Elefant" "2" 0 0 0 620 1003 0 2
"739" "Elefant" "congruent" "0" "13" 394 716 "correct" 868 "correct" "Elefant" "4" 0 0 0 716 868 0 2
"740" "Elefant" "congruent" "0" "14" 305 611 "correct" 1437 "correct" "Elefant" "3" 0 0 0 611 1437 0 2
"741" "Elefant" "congruent" "0" "4" 133 488 "correct" 839 "correct" "Elefant" "1" 0 0 0 488 839 0 2
"742" "Elefant" "congruent" "0" "1" 223 659 "correct" 1218 "correct" "Elefant" "2" 0 0 0 659 1218 0 2
"743" "Elefant" "congruent" "0" "6" 330 605 "correct" 908 "correct" "Elefant" "3" 0 0 0 605 908 0 2
"744" "Elefant" "congruent" "0" "15" 276 660 "correct" 1171 "correct" "Elefant" "3" 0 0 0 660 1171 0 2
"745" "Elefant" "congruent" "500" "14" 247 661 "correct" 741 "correct" "Elefant" "2" 0 0 0 661 741 0 2
"746" "Elefant" "congruent" "500" "18" 323 536 "correct" 836 "correct" "Elefant" "3" 0 0 0 536 836 0 2
"747" "Elefant" "congruent" "500" "8" 131 489 "correct" 762 "correct" "Elefant" "1" 0 0 0 489 762 0 2
"748" "Elefant" "congruent" "500" "12" 359 952 "correct" NA "technical" "Elefant" "4" 0 1 0 952 541 0 2
"749" "Elefant" "congruent" "500" "9" 368 673 "correct" 778 "correct" "Elefant" "4" 0 0 0 673 778 0 2
"750" "Elefant" "congruent" "500" "24" 141 1024 "correct" 1095 "correct" "Elefant" "1" 0 0 0 1024 1095 0 2
"751" "Elefant" "congruent" "500" "13" 201 586 "correct" 782 "correct" "Elefant" "2" 0 0 0 586 782 0 2
"752" "Elefant" "congruent" "500" "5" 201 531 "correct" 646 "correct" "Elefant" "2" 0 0 0 531 646 0 2
"753" "Elefant" "congruent" "500" "21" 212 500 "correct" 764 "correct" "Elefant" "2" 0 0 0 500 764 0 2
"754" "Elefant" "congruent" "500" "17" 386 467 "correct" 593 "correct" "Elefant" "4" 0 0 0 467 593 0 2
"755" "Elefant" "congruent" "500" "15" 179 536 "correct" 975 "correct" "Elefant" "1" 0 0 0 536 975 0 2
"756" "Elefant" "congruent" "500" "16" 137 479 "correct" 732 "correct" "Elefant" "1" 0 0 0 479 732 0 2
"757" "Elefant" "congruent" "500" "10" 315 618 "correct" 950 "correct" "Elefant" "3" 0 0 0 618 950 0 2
"758" "Elefant" "congruent" "500" "19" 294 580 "correct" 841 "correct" "Elefant" "3" 0 0 0 580 841 0 2
"759" "Elefant" "congruent" "500" "1" 372 760 "correct" 784 "correct" "Elefant" "4" 0 0 0 760 784 0 2
"760" "Elefant" "congruent" "500" "11" 298 593 "correct" 923 "correct" "Elefant" "3" 0 0 0 593 923 0 2
"761" "Elefant" "congruent" "500" "22" 231 681 "correct" 827 "correct" "Elefant" "2" 0 0 0 681 827 0 2
"762" "Elefant" "congruent" "500" "2" 305 666 "correct" NA "correct" "Elefant" "3" 0 0 0 666 1317 1 2
"763" "Elefant" "congruent" "500" "20" 355 480 "correct" 783 "correct" "Elefant" "4" 0 0 0 480 783 0 2
"764" "Elefant" "congruent" "500" "6" 258 884 "correct" 870 "correct" "Elefant" "2" 0 0 0 884 870 0 2
"765" "Elefant" "congruent" "500" "23" 183 1010 "correct" 1004 "correct" "Elefant" "1" 0 0 0 1010 1004 0 2
"766" "Elefant" "congruent" "500" "4" 366 446 "correct" 731 "correct" "Elefant" "4" 0 0 0 446 731 0 2
"767" "Elefant" "congruent" "500" "3" 267 738 "correct" 1088 "correct" "Elefant" "3" 0 0 0 738 1088 0 2
"768" "Elefant" "congruent" "500" "7" 178 622 "correct" 869 "correct" "Elefant" "1" 0 0 0 622 869 0 2
"769" "Elefant" "semantic" "0" "5" 366 640 "correct" 1091 "correct" "Schwein" "4" 0 0 0 640 1091 0 2
"770" "Elefant" "semantic" "0" "4" 184 809 "correct" 1854 "correct" "Schwein" "1" 0 0 0 809 1854 0 2
"771" "Elefant" "semantic" "0" "20" 192 1333 "correct" NA "none/false" "Schwein" "1" 0 1 1 1333 3000 0 2
"772" "Elefant" "semantic" "0" "6" 374 702 "correct" 2125 "correct" "Schwein" "4" 0 0 0 702 2125 0 2
"773" "Elefant" "semantic" "0" "18" 202 545 "correct" NA "technical" "Schwein" "2" 0 1 0 545 669 0 2
"774" "Elefant" "semantic" "0" "7" 330 553 "correct" NA "none/false" "Schwein" "3" 0 1 1 553 3000 0 2
"775" "Elefant" "semantic" "0" "14" 394 587 "correct" 2317 "correct" "Schwein" "4" 0 0 0 587 2317 0 2
"776" "Elefant" "semantic" "0" "8" 267 556 "correct" 976 "correct" "Schwein" "3" 0 0 0 556 976 0 2
"777" "Elefant" "semantic" "0" "17" 135 423 "correct" 1287 "correct" "Schwein" "1" 0 0 0 423 1287 0 2
"778" "Elefant" "semantic" "0" "11" 236 573 "correct" NA "technical" "Schwein" "2" 0 1 0 573 874 0 2
"779" "Elefant" "semantic" "0" "13" 365 504 "correct" 1507 "correct" "Schwein" "4" 0 0 0 504 1507 0 2
"780" "Elefant" "semantic" "0" "19" 260 470 "correct" 1795 "correct" "Schwein" "2" 0 0 0 470 1795 0 2
"781" "Elefant" "semantic" "0" "1" 133 526 "correct" 1073 "correct" "Schwein" "1" 0 0 0 526 1073 0 2
"782" "Elefant" "semantic" "0" "24" 286 491 "correct" 956 "correct" "Schwein" "3" 0 0 0 491 956 0 2
"783" "Elefant" "semantic" "0" "12" 189 1071 "correct" NA "correct" "Schwein" "1" 0 0 0 1071 2663 1 2
"784" "Elefant" "semantic" "0" "16" 276 513 "correct" 1108 "correct" "Schwein" "3" 0 0 0 513 1108 0 2
"785" "Elefant" "semantic" "0" "21" 341 599 "correct" 1725 "correct" "Schwein" "4" 0 0 0 599 1725 0 2
"786" "Elefant" "semantic" "0" "15" 305 600 "correct" 1015 "correct" "Schwein" "3" 0 0 0 600 1015 0 2
"787" "Elefant" "semantic" "0" "2" 223 631 "correct" 1573 "correct" "Schwein" "2" 0 0 0 631 1573 0 2
"788" "Elefant" "semantic" "0" "22" 383 596 "correct" 1810 "correct" "Schwein" "4" 0 0 0 596 1810 0 2
"789" "Elefant" "semantic" "0" "3" 233 1004 "correct" 1503 "correct" "Schwein" "2" 0 0 0 1004 1503 0 2
"790" "Elefant" "semantic" "0" "23" 300 538 "correct" 1141 "correct" "Schwein" "3" 0 0 0 538 1141 0 2
"791" "Elefant" "semantic" "0" "10" 226 604 "correct" NA "none/false" "Schwein" "2" 0 1 1 604 1374 0 2
"792" "Elefant" "semantic" "0" "9" 150 594 "correct" 1551 "correct" "Schwein" "1" 0 0 0 594 1551 0 2
"793" "Elefant" "semantic" "500" "23" 231 409 "correct" 1554 "correct" "Schwein" "2" 0 0 0 409 1554 0 2
"794" "Elefant" "semantic" "500" "9" 359 469 "correct" 1720 "correct" "Schwein" "4" 0 0 0 469 1720 0 2
"795" "Elefant" "semantic" "500" "15" 247 606 "correct" 2041 "correct" "Schwein" "2" 0 0 0 606 2041 0 2
"796" "Elefant" "semantic" "500" "16" 179 519 "correct" 987 "correct" "Schwein" "1" 0 0 0 519 987 0 2
"797" "Elefant" "semantic" "500" "19" 323 597 "correct" NA "none/false" "Schwein" "3" 0 1 1 597 3000 0 2
"798" "Elefant" "semantic" "500" "22" 212 668 "correct" NA "none/false" "Schwein" "2" 0 1 1 668 3000 0 2
"799" "Elefant" "semantic" "500" "8" 178 821 "correct" 1217 "correct" "Schwein" "1" 0 0 0 821 1217 0 2
