"subj" "trial" "RT" "BPR_Resp" "ERR.code" "eat" "targ" "dist" "BPR_pic" "BPR_corrResp" "BPR_pos" "BPR_let" "BPR_ver" "BPR_rot" "task.soa" "cond" "targ_ID" "subset" "dist_ID" "sem.pair" "blk" "pl" "occ" "sem.kat" "phon.ons" "LatSq1" "LatSq2" "LatSq3" "LatSq4" "cross.coding1" "cross.coding2" "cross.coding3" "cross.coding4" "cross.coding5" "ver"
"8123" 13 117 2136 "/" "0" "sonaPRP" "g_Grille.wav" "Grille__.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 1500 1 91 9 91 0 0 0 1 7 13 NA NA NA NA NA NA NA NA NA NA
"8124" 13 118 1950 ">" "+" "sonaPRP" "g_Telefo.wav" "Frosch__.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 0 4 97 9 90 0 0 0 6 14 13 NA NA NA NA NA NA NA NA NA NA
"8125" 13 118 1954 "/" "-" "sonaPRP" "g_Telefo.wav" "Frosch__.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 0 4 97 9 90 0 0 0 6 14 13 NA NA NA NA NA NA NA NA NA NA
"8126" 13 119 2788 ">" "+" "sonaPRP" "g_Grille.wav" "Pistol__.bmp" "Q_n_210_.bmp" ">" 672 "Q" "norm" 210 1500 5 91 9 94 0 0 0 1 7 13 NA NA NA NA NA NA NA NA NA NA
"8127" 13 119 2242 "/" "0" "sonaPRP" "g_Grille.wav" "Pistol__.bmp" "Q_n_210_.bmp" ">" 672 "Q" "norm" 210 1500 5 91 9 94 0 0 0 1 7 13 NA NA NA NA NA NA NA NA NA NA
"8128" 13 120 2975 ">" "-" "sonaPRP" "g_Pfeife.wav" "Pfeife__.bmp" "Z_g_150_.bmp" "<" 277 "Z" "gesp" 150 1500 1 93 9 93 0 0 0 6 6 13 NA NA NA NA NA NA NA NA NA NA
"8129" 13 120 2632 "/" "0" "sonaPRP" "g_Pfeife.wav" "Pfeife__.bmp" "Z_g_150_.bmp" "<" 277 "Z" "gesp" 150 1500 1 93 9 93 0 0 0 6 6 13 NA NA NA NA NA NA NA NA NA NA
"8130" 13 121 1293 "<" "+" "sonaPRP" "g_Kanone.wav" "Grille__.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 1500 4 92 9 91 0 0 0 7 9 13 NA NA NA NA NA NA NA NA NA NA
"8131" 13 121 900 "/" "0" "sonaPRP" "g_Kanone.wav" "Grille__.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 1500 4 92 9 91 0 0 0 7 9 13 NA NA NA NA NA NA NA NA NA NA
"8132" 13 122 1248 ">" "+" "sonaPRP" "g_Hubsch.wav" "Hubsch__.bmp" "B_n_150_.bmp" ">" 277 "B" "norm" 150 0 1 96 9 96 0 0 0 2 8 13 NA NA NA NA NA NA NA NA NA NA
"8133" 13 122 1964 "/" "0" "sonaPRP" "g_Hubsch.wav" "Hubsch__.bmp" "B_n_150_.bmp" ">" 277 "B" "norm" 150 0 1 96 9 96 0 0 0 2 8 13 NA NA NA NA NA NA NA NA NA NA
"8134" 13 123 1548 ">" "+" "sonaPRP" "g_Pistol.wav" "Telefo__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 0 5 94 9 97 0 0 0 7 16 13 NA NA NA NA NA NA NA NA NA NA
"8135" 13 123 2610 "/" "0" "sonaPRP" "g_Pistol.wav" "Telefo__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 0 5 94 9 97 0 0 0 7 16 13 NA NA NA NA NA NA NA NA NA NA
"8136" 13 124 920 ">" "+" "sonaPRP" "g_Toilet.wav" "Kanone__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 1500 5 95 9 92 0 0 0 8 14 13 NA NA NA NA NA NA NA NA NA NA
"8137" 13 124 1348 "/" "0" "sonaPRP" "g_Toilet.wav" "Kanone__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 1500 5 95 9 92 0 0 0 8 14 13 NA NA NA NA NA NA NA NA NA NA
"8138" 13 125 1210 "<" "+" "sonaPRP" "g_Pfeife.wav" "Pistol__.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 1500 3 93 9 94 0 0 0 6 6 13 NA NA NA NA NA NA NA NA NA NA
"8139" 13 125 1190 "/" "0" "sonaPRP" "g_Pfeife.wav" "Pistol__.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 1500 3 93 9 94 0 0 0 6 6 13 NA NA NA NA NA NA NA NA NA NA
"8140" 13 126 1312 "<" "+" "sonaPRP" "g_Frosch.wav" "Telefo__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 0 4 90 9 97 0 0 0 1 6 13 NA NA NA NA NA NA NA NA NA NA
"8141" 13 126 2141 "/" "0" "sonaPRP" "g_Frosch.wav" "Telefo__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 0 4 90 9 97 0 0 0 1 6 13 NA NA NA NA NA NA NA NA NA NA
"8142" 13 129 1613 ">" "+" "sonaPRP" "g_Grille.wav" "Pistol__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 1500 5 91 9 94 0 0 0 0 1 7 0 0 0 0 450 452 454 456 458 13
"8143" 13 129 1077 "/" "0" "sonaPRP" "g_Grille.wav" "Pistol__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 1500 5 91 9 94 0 0 0 0 1 7 0 0 0 0 450 452 454 456 458 13
"8144" 13 130 1441 "<" "+" "sonaPRP" "g_Hubsch.wav" "Toilet__.bmp" "F_g_210_.bmp" "<" 277 "F" "gesp" 210 0 6 96 9 95 0 0 0 0 2 8 0 0 0 0 451 453 455 457 459 13
"8145" 13 130 2302 "/" "0" "sonaPRP" "g_Hubsch.wav" "Toilet__.bmp" "F_g_210_.bmp" "<" 277 "F" "gesp" 210 0 6 96 9 95 0 0 0 0 2 8 0 0 0 0 451 453 455 457 459 13
"8146" 13 131 1139 ">" "+" "sonaPRP" "g_Gitarr.wav" "Elefan__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 1500 4 12 1 6 4 1 1 1 5 7 1 3 4 2 43 6 12 281 369 13
"8147" 13 131 954 "/" "0" "sonaPRP" "g_Gitarr.wav" "Elefan__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 1500 4 12 1 6 4 1 1 1 5 7 1 3 4 2 43 6 12 281 369 13
"8148" 13 132 1235 "<" "+" "sonaPRP" "g_Hund__.wav" "Zug_____.bmp" "B_g_150_.bmp" "<" 672 "B" "gesp" 150 0 3 17 2 32 12 1 1 1 1 8 1 3 4 2 17 32 262 347 447 13
"8149" 13 132 1848 "/" "0" "sonaPRP" "g_Hund__.wav" "Zug_____.bmp" "B_g_150_.bmp" "<" 672 "B" "gesp" 150 0 3 17 2 32 12 1 1 1 1 8 1 3 4 2 17 32 262 347 447 13
"8150" 13 133 1195 ">" "+" "sonaPRP" "g_Esel__.wav" "Geige___.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 0 4 8 2 11 13 1 1 1 1 5 1 3 4 2 8 11 218 294 388 13
"8151" 13 133 2351 "/" "1" "sonaPRP" "g_Esel__.wav" "Geige___.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 0 4 8 2 11 13 1 1 1 1 5 1 3 4 2 8 11 218 294 388 13
"8152" 13 134 995 "<" "+" "sonaPRP" "g_Schere.wav" "Saege___.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 1500 2 26 1 24 14 1 1 1 4 13 1 3 4 2 90 174 247 24 26 13
"8153" 13 134 1203 "/" "0" "sonaPRP" "g_Schere.wav" "Saege___.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 1500 2 26 1 24 14 1 1 1 4 13 1 3 4 2 90 174 247 24 26 13
"8154" 13 135 2071 ">" "+" "sonaPRP" "g_Harfe_.wav" "Besen___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 1500 4 16 1 3 8 1 1 1 5 8 1 3 4 2 36 3 198 16 359 13
"8155" 13 135 1279 "/" "0" "sonaPRP" "g_Harfe_.wav" "Besen___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 1500 4 16 1 3 8 1 1 1 5 8 1 3 4 2 36 3 198 16 359 13
"8156" 13 136 1438 ">" "+" "sonaPRP" "g_Bohrer.wav" "Hammer__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 0 2 4 2 15 7 1 1 1 4 3 1 3 4 2 4 121 15 273 361 13
"8157" 13 136 3000 "-" "1" "sonaPRP" "g_Bohrer.wav" "Hammer__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 0 2 4 2 15 7 1 1 1 4 3 1 3 4 2 4 121 15 273 361 13
"8158" 13 137 1759 "<" "+" "sonaPRP" "g_Schiff.wav" "Harfe___.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 0 3 27 2 16 16 1 1 1 2 13 1 3 4 2 63 148 226 16 27 13
"8159" 13 137 2705 "/" "0" "sonaPRP" "g_Schiff.wav" "Harfe___.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 0 3 27 2 16 16 1 1 1 2 13 1 3 4 2 63 148 226 16 27 13
"8160" 13 138 1371 ">" "+" "sonaPRP" "g_Saege_.wav" "Saege___.bmp" "K_n_150_.bmp" ">" 277 "K" "norm" 150 0 1 24 2 24 14 1 1 1 4 12 1 3 4 2 83 165 240 24 433 13
"8161" 13 138 1976 "/" "0" "sonaPRP" "g_Saege_.wav" "Saege___.bmp" "K_n_150_.bmp" ">" 277 "K" "norm" 150 0 1 24 2 24 14 1 1 1 4 12 1 3 4 2 83 165 240 24 433 13
"8162" 13 139 2100 ">" "-" "sonaPRP" "g_Trompe.wav" "Staubs__.bmp" "Z_g_210_.bmp" "<" 277 "Z" "gesp" 210 1500 3 31 1 29 15 1 1 1 5 14 1 3 4 2 101 183 29 335 31 13
"8163" 13 139 1841 "/" "0" "sonaPRP" "g_Trompe.wav" "Staubs__.bmp" "Z_g_210_.bmp" "<" 277 "Z" "gesp" 210 1500 3 31 1 29 15 1 1 1 5 14 1 3 4 2 101 183 29 335 31 13
"8164" 13 140 1064 "<" "+" "sonaPRP" "g_Hahn__.wav" "Ente____.bmp" "F_g_210_.bmp" "<" 672 "F" "gesp" 210 1500 2 14 1 7 6 1 1 1 1 8 1 3 4 2 7 14 222 303 397 13
"8165" 13 140 1453 "/" "0" "sonaPRP" "g_Hahn__.wav" "Ente____.bmp" "F_g_210_.bmp" "<" 672 "F" "gesp" 210 1500 2 14 1 7 6 1 1 1 1 8 1 3 4 2 7 14 222 303 397 13
"8166" 13 141 1090 ">" "+" "sonaPRP" "g_Auto__.wav" "Fahrra__.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 0 2 2 2 9 3 1 1 1 2 2 1 3 4 2 2 118 9 266 353 13
"8167" 13 141 2564 "/" "0" "sonaPRP" "g_Auto__.wav" "Fahrra__.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 0 2 2 2 9 3 1 1 1 2 2 1 3 4 2 2 118 9 266 353 13
"8168" 13 142 1366 "<" "+" "sonaPRP" "g_Zug___.wav" "Harfe___.bmp" "B_g_210_.bmp" "<" 277 "B" "gesp" 210 1500 4 32 1 16 16 1 1 1 2 15 1 3 4 2 64 32 227 16 405 13
"8169" 13 142 1860 "/" "0" "sonaPRP" "g_Zug___.wav" "Harfe___.bmp" "B_g_210_.bmp" "<" 277 "B" "gesp" 210 1500 4 32 1 16 16 1 1 1 2 15 1 3 4 2 64 32 227 16 405 13
"8170" 13 143 1491 "<" "+" "sonaPRP" "g_Schaf_.wav" "Schaf___.bmp" "K_g_150_.bmp" "<" 277 "K" "gesp" 150 1500 1 25 1 25 13 1 1 1 1 13 1 3 4 2 87 169 243 25 435 13
"8171" 13 143 910 "/" "0" "sonaPRP" "g_Schaf_.wav" "Schaf___.bmp" "K_g_150_.bmp" "<" 277 "K" "gesp" 150 1500 1 25 1 25 13 1 1 1 1 13 1 3 4 2 87 169 243 25 435 13
"8172" 13 144 1127 "<" "+" "sonaPRP" "g_Tromme.wav" "Elefan__.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 0 3 30 2 6 4 1 1 1 5 14 1 3 4 2 42 6 207 280 30 13
"8173" 13 144 2004 "/" "0" "sonaPRP" "g_Tromme.wav" "Elefan__.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 0 3 30 2 6 4 1 1 1 5 14 1 3 4 2 42 6 207 280 30 13
"8174" 13 145 857 ">" "+" "sonaPRP" "g_Ente__.wav" "Ente____.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 0 1 7 2 7 6 1 1 1 1 5 1 3 4 2 7 123 208 282 370 13
"8175" 13 145 1613 "/" "0" "sonaPRP" "g_Ente__.wav" "Ente____.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 0 1 7 2 7 6 1 1 1 1 5 1 3 4 2 7 123 208 282 370 13
"8176" 13 146 1369 "<" "+" "sonaPRP" "g_Schwei.wav" "Schwei__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 0 1 28 2 28 2 1 1 1 1 13 1 3 4 2 96 179 252 28 439 13
"8177" 13 146 2117 "/" "0" "sonaPRP" "g_Schwei.wav" "Schwei__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 0 1 28 2 28 2 1 1 1 1 13 1 3 4 2 96 179 252 28 439 13
"8178" 13 147 1233 ">" "+" "sonaPRP" "g_Besen_.wav" "Besen___.bmp" "L_n_150_.bmp" ">" 277 "L" "norm" 150 1500 1 3 1 3 1 1 1 1 3 3 1 3 4 2 33 3 197 269 356 13
"8179" 13 147 1119 "/" "3" "sonaPRP" "g_Besen_.wav" "Besen___.bmp" "L_n_150_.bmp" ">" 277 "L" "norm" 150 1500 1 3 1 3 1 1 1 1 3 3 1 3 4 2 33 3 197 269 356 13
"8180" 13 148 979 "<" "+" "sonaPRP" "g_Orgel_.wav" "Hund____.bmp" "P_g_150_.bmp" "<" 277 "P" "gesp" 150 1500 3 22 1 17 11 1 1 1 5 11 1 3 4 2 17 151 229 22 408 13
"8181" 13 148 994 "/" "0" "sonaPRP" "g_Orgel_.wav" "Hund____.bmp" "P_g_150_.bmp" "<" 277 "P" "gesp" 150 1500 3 22 1 17 11 1 1 1 5 11 1 3 4 2 17 151 229 22 408 13
"8182" 13 149 974 ">" "+" "sonaPRP" "g_Glocke.wav" "Glocke__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 1500 1 13 1 13 5 1 1 1 6 7 1 3 4 2 13 140 219 298 392 13
"8183" 13 149 944 "/" "0" "sonaPRP" "g_Glocke.wav" "Glocke__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 1500 1 13 1 13 5 1 1 1 6 7 1 3 4 2 13 140 219 298 392 13
"8184" 13 150 1189 ">" "+" "sonaPRP" "g_Affe__.wav" "Affe____.bmp" "L_n_210_.bmp" ">" 672 "L" "norm" 210 0 1 1 2 1 10 1 1 1 1 1 1 3 4 2 1 113 191 263 349 13
"8185" 13 150 1916 "/" "0" "sonaPRP" "g_Affe__.wav" "Affe____.bmp" "L_n_210_.bmp" ">" 672 "L" "norm" 210 0 1 1 2 1 10 1 1 1 1 1 1 3 4 2 1 113 191 263 349 13
"8186" 13 151 2094 ">" "+" "sonaPRP" "g_Dudels.wav" "Trompe__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 0 2 5 2 31 15 1 1 1 5 4 1 3 4 2 38 5 203 276 31 13
"8187" 13 151 3000 "-" "1" "sonaPRP" "g_Dudels.wav" "Trompe__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 0 2 5 2 31 15 1 1 1 5 4 1 3 4 2 38 5 203 276 31 13
"8188" 13 152 1401 "<" "+" "sonaPRP" "g_Floete.wav" "Besen___.bmp" "G_g_210_.bmp" "<" 277 "G" "gesp" 210 0 3 10 2 3 8 1 1 1 5 6 1 3 4 2 35 3 10 271 358 13
"8189" 13 152 3000 "-" "1" "sonaPRP" "g_Floete.wav" "Besen___.bmp" "G_g_210_.bmp" "<" 277 "G" "gesp" 210 0 3 10 2 3 8 1 1 1 5 6 1 3 4 2 35 3 10 271 358 13
"8190" 13 153 1107 ">" "+" "sonaPRP" "g_Katze_.wav" "Katze___.bmp" "B_n_150_.bmp" ">" 672 "B" "norm" 150 1500 1 18 1 18 9 1 1 1 1 9 1 3 4 2 65 152 18 311 410 13
"8191" 13 153 852 "/" "0" "sonaPRP" "g_Katze_.wav" "Katze___.bmp" "B_n_150_.bmp" ">" 672 "B" "norm" 150 1500 1 18 1 18 9 1 1 1 1 9 1 3 4 2 65 152 18 311 410 13
"8192" 13 154 1525 ">" "+" "sonaPRP" "g_Fahrra.wav" "Loewe___.bmp" "Z_n_150_.bmp" ">" 672 "Z" "norm" 150 1500 3 9 1 21 3 1 1 1 2 6 1 3 4 2 76 21 9 320 424 13
"8193" 13 154 1014 "/" "1" "sonaPRP" "g_Fahrra.wav" "Loewe___.bmp" "Z_n_150_.bmp" ">" 672 "Z" "norm" 150 1500 3 9 1 21 3 1 1 1 2 6 1 3 4 2 76 21 9 320 424 13
"8194" 13 155 1041 ">" "+" "sonaPRP" "g_Kuh___.wav" "Affe____.bmp" "P_n_210_.bmp" ">" 672 "P" "norm" 210 1500 2 20 1 1 10 1 1 1 1 9 1 3 4 2 1 158 232 20 419 13
"8195" 13 155 1211 "/" "0" "sonaPRP" "g_Kuh___.wav" "Affe____.bmp" "P_n_210_.bmp" ">" 672 "P" "norm" 210 1500 2 20 1 1 10 1 1 1 1 9 1 3 4 2 1 158 232 20 419 13
"8196" 13 156 1847 ">" "-" "sonaPRP" "g_Loewe_.wav" "Schiff__.bmp" "Q_g_210_.bmp" "<" 277 "Q" "gesp" 210 0 4 21 2 27 9 1 1 1 1 10 1 3 4 2 95 21 251 332 27 13
"8197" 13 156 3000 "-" "1" "sonaPRP" "g_Loewe_.wav" "Schiff__.bmp" "Q_g_210_.bmp" "<" 277 "Q" "gesp" 210 0 4 21 2 27 9 1 1 1 1 10 1 3 4 2 95 21 251 332 27 13
"8198" 13 157 1432 ">" "+" "sonaPRP" "g_Klinge.wav" "Schwei__.bmp" "Z_n_210_.bmp" ">" 277 "Z" "norm" 210 0 4 19 2 28 5 1 1 1 6 9 1 3 4 2 98 181 19 28 442 13
"8199" 13 157 2612 "/" "0" "sonaPRP" "g_Klinge.wav" "Schwei__.bmp" "Z_n_210_.bmp" ">" 277 "Z" "norm" 210 0 4 19 2 28 5 1 1 1 6 9 1 3 4 2 98 181 19 28 442 13
"8200" 13 158 1091 "<" "+" "sonaPRP" "g_Hammer.wav" "Dudels__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 1500 3 15 1 5 7 1 1 1 4 8 1 3 4 2 39 5 15 277 365 13
"8201" 13 158 1400 "/" "0" "sonaPRP" "g_Hammer.wav" "Dudels__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 1500 3 15 1 5 7 1 1 1 4 8 1 3 4 2 39 5 15 277 365 13
"8202" 13 159 1282 ">" "-" "sonaPRP" "g_Pferd_.wav" "Zug_____.bmp" "Q_g_150_.bmp" "<" 672 "Q" "gesp" 150 1500 4 23 1 32 12 1 1 1 1 6 1 3 4 2 112 32 23 348 448 13
"8203" 13 159 1233 "/" "0" "sonaPRP" "g_Pferd_.wav" "Zug_____.bmp" "Q_g_150_.bmp" "<" 672 "Q" "gesp" 150 1500 4 23 1 32 12 1 1 1 1 6 1 3 4 2 112 32 23 348 448 13
"8204" 13 160 2399 "<" "+" "sonaPRP" "g_Staubs.wav" "Auto____.bmp" "Z_g_150_.bmp" "<" 672 "Z" "gesp" 150 0 4 29 2 2 1 1 1 1 3 13 1 3 4 2 2 119 29 268 355 13
"8205" 13 160 3000 "-" "1" "sonaPRP" "g_Staubs.wav" "Auto____.bmp" "Z_g_150_.bmp" "<" 672 "Z" "gesp" 150 0 4 29 2 2 1 1 1 1 3 13 1 3 4 2 2 119 29 268 355 13
"8206" 13 161 1423 ">" "+" "sonaPRP" "g_Elefan.wav" "Schwei__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 1500 2 6 1 28 2 1 1 1 1 5 1 3 4 2 41 6 206 28 368 13
"8207" 13 161 2846 "/" "0" "sonaPRP" "g_Elefan.wav" "Schwei__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 1500 2 6 1 28 2 1 1 1 1 5 1 3 4 2 41 6 206 28 368 13
"8208" 13 162 1312 "<" "+" "sonaPRP" "g_Geige_.wav" "Orgel___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 0 2 11 2 22 11 1 1 1 5 7 1 3 4 2 51 11 216 22 386 13
"8209" 13 162 3000 "-" "1" "sonaPRP" "g_Geige_.wav" "Orgel___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 0 2 11 2 22 11 1 1 1 5 7 1 3 4 2 51 11 216 22 386 13
"8210" 13 163 1658 "<" "+" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 1500 3 26 1 1 14 1 1 2 4 13 2 1 3 4 1 115 193 264 26 13
"8211" 13 163 1105 "/" "0" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 1500 3 26 1 1 14 1 1 2 4 13 2 1 3 4 1 115 193 264 26 13
"8212" 13 164 1041 ">" "+" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 1500 1 16 1 16 8 1 1 2 5 8 2 1 3 4 61 147 225 16 403 13
"8213" 13 164 732 "/" "0" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 1500 1 16 1 16 8 1 1 2 5 8 2 1 3 4 61 147 225 16 403 13
"8214" 13 165 814 ">" "+" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 0 3 4 2 31 7 1 1 2 4 3 2 1 3 4 4 189 259 343 31 13
"8215" 13 165 2932 "/" "1" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 0 3 4 2 31 7 1 1 2 4 3 2 1 3 4 4 189 259 343 31 13
"8216" 13 166 1540 "<" "+" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "K_g_150_.bmp" "<" 277 "K" "gesp" 150 1500 2 25 1 8 13 1 1 2 1 13 2 1 3 4 8 170 244 25 436 13
"8217" 13 166 1351 "/" "0" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "K_g_150_.bmp" "<" 277 "K" "gesp" 150 1500 2 25 1 8 13 1 1 2 1 13 2 1 3 4 8 170 244 25 436 13
"8218" 13 167 1408 "<" "+" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "Q_g_210_.bmp" "<" 277 "Q" "gesp" 210 0 1 21 2 21 9 1 1 2 1 10 2 1 3 4 74 21 234 318 422 13
"8219" 13 167 2157 "/" "0" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "Q_g_210_.bmp" "<" 277 "Q" "gesp" 210 0 1 21 2 21 9 1 1 2 1 10 2 1 3 4 74 21 234 318 422 13
"8220" 13 168 1496 "<" "+" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 0 4 30 2 24 4 1 1 2 5 14 2 1 3 4 86 168 242 24 30 13
"8221" 13 168 2254 "/" "0" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 0 4 30 2 24 4 1 1 2 5 14 2 1 3 4 86 168 242 24 30 13
"8222" 13 169 1252 ">" "+" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 0 3 2 2 25 3 1 1 2 2 2 2 1 3 4 2 171 245 25 437 13
"8223" 13 169 2517 "/" "0" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 0 3 2 2 25 3 1 1 2 2 2 2 1 3 4 2 171 245 25 437 13
"8224" 13 170 1607 ">" "+" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 1500 2 13 1 19 5 1 1 2 6 7 2 1 3 4 13 141 19 299 393 13
"8225" 13 170 1239 "/" "0" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 1500 2 13 1 19 5 1 1 2 6 7 2 1 3 4 13 141 19 299 393 13
"8226" 13 171 1527 "<" "+" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 0 4 27 2 8 16 1 1 2 2 13 2 1 3 4 8 128 214 287 27 13
"8227" 13 171 2451 "/" "0" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 0 4 27 2 8 16 1 1 2 2 13 2 1 3 4 8 128 214 287 27 13
"8228" 13 172 1215 ">" "+" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 1500 1 12 1 12 4 1 1 2 5 7 2 1 3 4 53 136 12 295 389 13
"8229" 13 172 862 "/" "0" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 1500 1 12 1 12 4 1 1 2 5 7 2 1 3 4 53 136 12 295 389 13
"8230" 13 173 2472 "<" "+" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "Z_g_210_.bmp" "<" 277 "Z" "gesp" 210 1500 4 31 1 23 15 1 1 2 5 14 2 1 3 4 82 164 23 325 31 13
"8231" 13 173 2822 "/" "0" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "Z_g_210_.bmp" "<" 277 "Z" "gesp" 210 1500 4 31 1 23 15 1 1 2 5 14 2 1 3 4 82 164 23 325 31 13
"8232" 13 174 981 ">" "+" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "P_n_210_.bmp" ">" 672 "P" "norm" 210 1500 3 20 1 10 10 1 1 2 1 9 2 1 3 4 49 134 10 20 383 13
"8233" 13 174 1156 "/" "0" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "P_n_210_.bmp" ">" 672 "P" "norm" 210 1500 3 20 1 10 10 1 1 2 1 9 2 1 3 4 49 134 10 20 383 13
"8234" 13 175 1273 "<" "+" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 0 3 11 2 18 11 1 1 2 5 7 2 1 3 4 67 11 18 313 412 13
"8235" 13 175 1947 "/" "0" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 0 3 11 2 18 11 1 1 2 5 7 2 1 3 4 67 11 18 313 412 13
"8236" 13 176 1821 "<" "+" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 0 2 28 2 6 2 1 1 2 1 13 2 1 3 4 97 6 253 28 440 13
"8237" 13 176 2781 "/" "0" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 0 2 28 2 6 2 1 1 2 1 13 2 1 3 4 97 6 253 28 440 13
