"subj" "trial" "RT" "BPR_Resp" "ERR.code" "eat" "targ" "dist" "BPR_pic" "BPR_corrResp" "BPR_pos" "BPR_let" "BPR_ver" "BPR_rot" "task.soa" "cond" "targ_ID" "subset" "dist_ID" "sem.pair" "blk" "pl" "occ" "sem.kat" "phon.ons" "LatSq1" "LatSq2" "LatSq3" "LatSq4" "cross.coding1" "cross.coding2" "cross.coding3" "cross.coding4" "cross.coding5" "ver"
"5002" 8 229 1742 "/" "0" "sonaPRP" "g_Dudels.wav" "Staubs__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 0 4 5 2 29 15 2 4 3 5 4 4 2 1 3 103 5 29 336 445 8
"5003" 8 230 909 ">" "+" "sonaPRP" "g_Elefan.wav" "Fahrra__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 1500 4 6 1 9 2 2 4 3 1 5 4 2 1 3 46 6 9 290 380 8
"5004" 8 230 1152 "/" "0" "sonaPRP" "g_Elefan.wav" "Fahrra__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 1500 4 6 1 9 2 2 4 3 1 5 4 2 1 3 46 6 9 290 380 8
"5005" 8 231 782 "<" "+" "sonaPRP" "g_Hahn__.wav" "Klinge__.bmp" "F_g_210_.bmp" "<" 672 "F" "gesp" 210 1500 3 14 1 19 6 2 4 4 1 8 2 1 3 4 70 14 19 316 416 8
"5006" 8 231 1357 "/" "0" "sonaPRP" "g_Hahn__.wav" "Klinge__.bmp" "F_g_210_.bmp" "<" 672 "F" "gesp" 210 1500 3 14 1 19 6 2 4 4 1 8 2 1 3 4 70 14 19 316 416 8
"5007" 8 232 687 "<" "+" "sonaPRP" "g_Staubs.wav" "Staubs__.bmp" "Z_g_150_.bmp" "<" 672 "Z" "gesp" 150 0 1 29 2 29 1 2 4 4 3 13 2 1 3 4 99 182 29 333 443 8
"5008" 8 232 1162 "/" "0" "sonaPRP" "g_Staubs.wav" "Staubs__.bmp" "Z_g_150_.bmp" "<" 672 "Z" "gesp" 150 0 1 29 2 29 1 2 4 4 3 13 2 1 3 4 99 182 29 333 443 8
"5009" 8 233 707 "<" "+" "sonaPRP" "g_Hund__.wav" "Tromme__.bmp" "B_g_150_.bmp" "<" 672 "B" "gesp" 150 0 4 17 2 30 12 2 4 4 1 8 2 1 3 4 17 187 256 340 30 8
"5010" 8 233 1147 "/" "0" "sonaPRP" "g_Hund__.wav" "Tromme__.bmp" "B_g_150_.bmp" "<" 672 "B" "gesp" 150 0 4 17 2 30 12 2 4 4 1 8 2 1 3 4 17 187 256 340 30 8
"5011" 8 234 626 ">" "+" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 1500 2 13 1 19 5 2 4 4 6 7 2 1 3 4 13 141 19 299 393 8
"5012" 8 234 886 "/" "0" "sonaPRP" "g_Glocke.wav" "Klinge__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 1500 2 13 1 19 5 2 4 4 6 7 2 1 3 4 13 141 19 299 393 8
"5013" 8 235 773 "<" "+" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 0 4 30 2 24 4 2 4 4 5 14 2 1 3 4 86 168 242 24 30 8
"5014" 8 235 1458 "/" "0" "sonaPRP" "g_Tromme.wav" "Saege___.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 0 4 30 2 24 4 2 4 4 5 14 2 1 3 4 86 168 242 24 30 8
"5015" 8 236 642 ">" "+" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 0 3 2 2 25 3 2 4 4 2 2 2 1 3 4 2 171 245 25 437 8
"5016" 8 236 1040 "/" "0" "sonaPRP" "g_Auto__.wav" "Schaf___.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 0 3 2 2 25 3 2 4 4 2 2 2 1 3 4 2 171 245 25 437 8
"5017" 8 237 859 "<" "-" "sonaPRP" "g_Klinge.wav" "Klinge__.bmp" "Z_n_210_.bmp" ">" 277 "Z" "norm" 210 0 1 19 2 19 5 2 4 4 6 9 2 1 3 4 69 154 19 314 414 8
"5018" 8 237 1455 "/" "0" "sonaPRP" "g_Klinge.wav" "Klinge__.bmp" "Z_n_210_.bmp" ">" 277 "Z" "norm" 210 0 1 19 2 19 5 2 4 4 6 9 2 1 3 4 69 154 19 314 414 8
"5019" 8 238 795 ">" "+" "sonaPRP" "g_Besen_.wav" "Staubs__.bmp" "L_n_150_.bmp" ">" 277 "L" "norm" 150 1500 2 3 1 29 1 2 4 4 3 3 2 1 3 4 34 3 29 270 357 8
"5020" 8 238 903 "/" "0" "sonaPRP" "g_Besen_.wav" "Staubs__.bmp" "L_n_150_.bmp" ">" 277 "L" "norm" 150 1500 2 3 1 29 1 2 4 4 3 3 2 1 3 4 34 3 29 270 357 8
"5021" 8 239 788 "<" "+" "sonaPRP" "g_Pferd_.wav" "Pferd___.bmp" "Q_g_150_.bmp" "<" 672 "Q" "gesp" 150 1500 1 23 1 23 12 2 4 4 1 6 2 1 3 4 80 162 23 322 430 8
"5022" 8 239 919 "/" "0" "sonaPRP" "g_Pferd_.wav" "Pferd___.bmp" "Q_g_150_.bmp" "<" 672 "Q" "gesp" 150 1500 1 23 1 23 12 2 4 4 1 6 2 1 3 4 80 162 23 322 430 8
"5023" 8 240 765 ">" "+" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 1500 1 12 1 12 4 2 4 4 5 7 2 1 3 4 53 136 12 295 389 8
"5024" 8 240 781 "/" "0" "sonaPRP" "g_Gitarr.wav" "Gitarr__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 1500 1 12 1 12 4 2 4 4 5 7 2 1 3 4 53 136 12 295 389 8
"5025" 8 241 745 "<" "+" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 0 4 27 2 8 16 2 4 4 2 13 2 1 3 4 8 128 214 287 27 8
"5026" 8 241 1253 "/" "0" "sonaPRP" "g_Schiff.wav" "Esel____.bmp" "L_g_150_.bmp" "<" 277 "L" "gesp" 150 0 4 27 2 8 16 2 4 4 2 13 2 1 3 4 8 128 214 287 27 8
"5027" 8 242 941 "<" "+" "sonaPRP" "g_Floete.wav" "Ente____.bmp" "G_g_210_.bmp" "<" 277 "G" "gesp" 210 0 4 10 2 7 8 2 4 4 5 6 2 1 3 4 7 125 10 284 373 8
"5028" 8 242 1499 "/" "0" "sonaPRP" "g_Floete.wav" "Ente____.bmp" "G_g_210_.bmp" "<" 277 "G" "gesp" 210 0 4 10 2 7 8 2 4 4 5 6 2 1 3 4 7 125 10 284 373 8
"5029" 8 243 694 "<" "+" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 0 2 28 2 6 2 2 4 4 1 13 2 1 3 4 97 6 253 28 440 8
"5030" 8 243 1423 "/" "0" "sonaPRP" "g_Schwei.wav" "Elefan__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 0 2 28 2 6 2 2 4 4 1 13 2 1 3 4 97 6 253 28 440 8
"5031" 8 244 749 ">" "+" "sonaPRP" "g_Katze_.wav" "Loewe___.bmp" "B_n_150_.bmp" ">" 672 "B" "norm" 150 1500 2 18 1 21 9 2 4 4 1 9 2 1 3 4 66 21 18 312 411 8
"5032" 8 244 852 "/" "0" "sonaPRP" "g_Katze_.wav" "Loewe___.bmp" "B_n_150_.bmp" ">" 672 "B" "norm" 150 1500 2 18 1 21 9 2 4 4 1 9 2 1 3 4 66 21 18 312 411 8
"5033" 8 245 713 ">" "+" "sonaPRP" "g_Dudels.wav" "Pferd___.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 0 3 5 2 23 15 2 4 4 5 4 2 1 3 4 81 5 23 324 432 8
"5034" 8 245 1305 "/" "0" "sonaPRP" "g_Dudels.wav" "Pferd___.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 0 3 5 2 23 15 2 4 4 5 4 2 1 3 4 81 5 23 324 432 8
"5035" 8 246 679 ">" "+" "sonaPRP" "g_Elefan.wav" "Bohrer__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 1500 3 6 1 4 2 2 4 4 1 5 2 1 3 4 4 6 200 274 362 8
"5036" 8 246 1045 "/" "0" "sonaPRP" "g_Elefan.wav" "Bohrer__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 1500 3 6 1 4 2 2 4 4 1 5 2 1 3 4 4 6 200 274 362 8
"5037" 8 247 694 "<" "+" "sonaPRP" "g_Zug___.wav" "Zug_____.bmp" "B_g_210_.bmp" "<" 277 "B" "gesp" 210 1500 1 32 1 32 16 2 4 4 2 15 2 1 3 4 110 32 260 345 446 8
"5038" 8 247 1026 "/" "0" "sonaPRP" "g_Zug___.wav" "Zug_____.bmp" "B_g_210_.bmp" "<" 277 "B" "gesp" 210 1500 1 32 1 32 16 2 4 4 2 15 2 1 3 4 110 32 260 345 446 8
"5039" 8 248 720 ">" "+" "sonaPRP" "g_Affe__.wav" "Kuh_____.bmp" "L_n_210_.bmp" ">" 672 "L" "norm" 210 0 2 1 2 20 10 2 4 4 1 1 2 1 3 4 1 114 192 20 350 8
"5040" 8 248 1365 "/" "0" "sonaPRP" "g_Affe__.wav" "Kuh_____.bmp" "L_n_210_.bmp" ">" 672 "L" "norm" 210 0 2 1 2 20 10 2 4 4 1 1 2 1 3 4 1 114 192 20 350 8
"5041" 8 249 1413 "<" "+" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 0 3 11 2 18 11 2 4 4 5 7 2 1 3 4 67 11 18 313 412 8
"5042" 8 249 1910 "/" "0" "sonaPRP" "g_Geige_.wav" "Katze___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 0 3 11 2 18 11 2 4 4 5 7 2 1 3 4 67 11 18 313 412 8
"5043" 8 250 937 ">" "+" "sonaPRP" "g_Ente__.wav" "Hahn____.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 0 2 7 2 14 6 2 4 4 1 5 2 1 3 4 7 14 209 283 371 8
"5044" 8 250 1988 "/" "0" "sonaPRP" "g_Ente__.wav" "Hahn____.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 0 2 7 2 14 6 2 4 4 1 5 2 1 3 4 7 14 209 283 371 8
"5045" 8 251 659 ">" "+" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "P_n_210_.bmp" ">" 672 "P" "norm" 210 1500 3 20 1 10 10 2 4 4 1 9 2 1 3 4 49 134 10 20 383 8
"5046" 8 251 953 "/" "0" "sonaPRP" "g_Kuh___.wav" "Floete__.bmp" "P_n_210_.bmp" ">" 672 "P" "norm" 210 1500 3 20 1 10 10 2 4 4 1 9 2 1 3 4 49 134 10 20 383 8
"5047" 8 252 645 ">" "+" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 0 3 4 2 31 7 2 4 4 4 3 2 1 3 4 4 189 259 343 31 8
"5048" 8 252 1246 "/" "0" "sonaPRP" "g_Bohrer.wav" "Trompe__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 0 3 4 2 31 7 2 4 4 4 3 2 1 3 4 4 189 259 343 31 8
"5049" 8 253 714 "<" "+" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "K_g_150_.bmp" "<" 277 "K" "gesp" 150 1500 2 25 1 8 13 2 4 4 1 13 2 1 3 4 8 170 244 25 436 8
"5050" 8 253 1927 "/" "0" "sonaPRP" "g_Schaf_.wav" "Esel____.bmp" "K_g_150_.bmp" "<" 277 "K" "gesp" 150 1500 2 25 1 8 13 2 4 4 1 13 2 1 3 4 8 170 244 25 436 8
"5051" 8 254 809 "<" "+" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "Z_g_210_.bmp" "<" 277 "Z" "gesp" 210 1500 4 31 1 23 15 2 4 4 5 14 2 1 3 4 82 164 23 325 31 8
"5052" 8 254 1383 "/" "0" "sonaPRP" "g_Trompe.wav" "Pferd___.bmp" "Z_g_210_.bmp" "<" 277 "Z" "gesp" 210 1500 4 31 1 23 15 2 4 4 5 14 2 1 3 4 82 164 23 325 31 8
"5053" 8 255 665 "<" "+" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 1500 3 26 1 1 14 2 4 4 4 13 2 1 3 4 1 115 193 264 26 8
"5054" 8 255 882 "/" "0" "sonaPRP" "g_Schere.wav" "Affe____.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 1500 3 26 1 1 14 2 4 4 4 13 2 1 3 4 1 115 193 264 26 8
"5055" 8 256 723 ">" "+" "sonaPRP" "g_Esel__.wav" "Esel____.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 0 1 8 2 8 13 2 4 4 1 5 2 1 3 4 8 126 211 285 374 8
"5056" 8 256 1349 "/" "0" "sonaPRP" "g_Esel__.wav" "Esel____.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 0 1 8 2 8 13 2 4 4 1 5 2 1 3 4 8 126 211 285 374 8
"5057" 8 257 964 "<" "+" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "Q_g_210_.bmp" "<" 277 "Q" "gesp" 210 0 1 21 2 21 9 2 4 4 1 10 2 1 3 4 74 21 234 318 422 8
"5058" 8 257 1461 "/" "0" "sonaPRP" "g_Loewe_.wav" "Loewe___.bmp" "Q_g_210_.bmp" "<" 277 "Q" "gesp" 210 0 1 21 2 21 9 2 4 4 1 10 2 1 3 4 74 21 234 318 422 8
"5059" 8 258 765 "<" "+" "sonaPRP" "g_Hammer.wav" "Trompe__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 1500 4 15 1 31 7 2 4 4 4 8 2 1 3 4 109 190 15 344 31 8
"5060" 8 258 793 "/" "0" "sonaPRP" "g_Hammer.wav" "Trompe__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 1500 4 15 1 31 7 2 4 4 4 8 2 1 3 4 109 190 15 344 31 8
"5061" 8 259 1188 ">" "+" "sonaPRP" "g_Saege_.wav" "Schere__.bmp" "K_n_150_.bmp" ">" 277 "K" "norm" 150 0 2 24 2 26 14 2 4 4 4 12 2 1 3 4 84 166 241 24 26 8
"5062" 8 259 1708 "/" "0" "sonaPRP" "g_Saege_.wav" "Schere__.bmp" "K_n_150_.bmp" ">" 277 "K" "norm" 150 0 2 24 2 26 14 2 4 4 4 12 2 1 3 4 84 166 241 24 26 8
"5063" 8 260 680 "<" "-" "sonaPRP" "g_Fahrra.wav" "Schaf___.bmp" "Z_n_150_.bmp" ">" 672 "Z" "norm" 150 1500 4 9 1 25 3 2 4 4 2 6 2 1 3 4 88 172 9 25 438 8
"5064" 8 260 705 "/" "0" "sonaPRP" "g_Fahrra.wav" "Schaf___.bmp" "Z_n_150_.bmp" ">" 672 "Z" "norm" 150 1500 4 9 1 25 3 2 4 4 2 6 2 1 3 4 88 172 9 25 438 8
"5065" 8 261 696 ">" "+" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 1500 1 16 1 16 8 2 4 4 5 8 2 1 3 4 61 147 225 16 403 8
"5066" 8 261 908 "/" "0" "sonaPRP" "g_Harfe_.wav" "Harfe___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 1500 1 16 1 16 8 2 4 4 5 8 2 1 3 4 61 147 225 16 403 8
"5067" 8 262 791 "<" "+" "sonaPRP" "g_Orgel_.wav" "Katze___.bmp" "P_g_150_.bmp" "<" 277 "P" "gesp" 150 1500 4 22 1 18 11 2 4 4 5 11 2 1 3 4 68 153 18 22 413 8
"5068" 8 262 907 "/" "0" "sonaPRP" "g_Orgel_.wav" "Katze___.bmp" "P_g_150_.bmp" "<" 277 "P" "gesp" 150 1500 4 22 1 18 11 2 4 4 5 11 2 1 3 4 68 153 18 22 413 8
"5069" 8 265 1247 "<" "-" "sonaPRP" "g_Kanone.wav" "Frosch__.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 0 5 92 9 90 0 0 0 0 7 9 0 0 0 0 470 472 474 476 478 8
"5070" 8 265 2546 "/" "0" "sonaPRP" "g_Kanone.wav" "Frosch__.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 0 5 92 9 90 0 0 0 0 7 9 0 0 0 0 470 472 474 476 478 8
"5071" 8 266 931 "<" "+" "sonaPRP" "g_Pfeife.wav" "Pistol__.bmp" "K_g_150_.bmp" "<" 672 "K" "gesp" 150 1500 6 93 9 94 0 0 0 0 6 6 0 0 0 0 471 473 475 477 479 8
"5072" 8 266 1285 "/" "2" "sonaPRP" "g_Pfeife.wav" "Pistol__.bmp" "K_g_150_.bmp" "<" 672 "K" "gesp" 150 1500 6 93 9 94 0 0 0 0 6 6 0 0 0 0 471 473 475 477 479 8
"5073" 8 267 820 ">" "+" "sonaPRP" "g_Dudels.wav" "Trompe__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 1500 2 5 2 31 15 3 1 5 5 4 1 3 4 2 38 5 203 276 31 8
"5074" 8 267 1059 "/" "0" "sonaPRP" "g_Dudels.wav" "Trompe__.bmp" "Q_n_150_.bmp" ">" 672 "Q" "norm" 150 1500 2 5 2 31 15 3 1 5 5 4 1 3 4 2 38 5 203 276 31 8
"5075" 8 268 949 "<" "+" "sonaPRP" "g_Hund__.wav" "Zug_____.bmp" "B_g_150_.bmp" "<" 672 "B" "gesp" 150 1500 3 17 2 32 12 3 1 5 1 8 1 3 4 2 17 32 262 347 447 8
"5076" 8 268 953 "/" "0" "sonaPRP" "g_Hund__.wav" "Zug_____.bmp" "B_g_150_.bmp" "<" 672 "B" "gesp" 150 1500 3 17 2 32 12 3 1 5 1 8 1 3 4 2 17 32 262 347 447 8
"5077" 8 269 924 ">" "+" "sonaPRP" "g_Elefan.wav" "Schwei__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 0 2 6 1 28 2 3 1 5 1 5 1 3 4 2 41 6 206 28 368 8
"5078" 8 269 1418 "/" "0" "sonaPRP" "g_Elefan.wav" "Schwei__.bmp" "G_n_210_.bmp" ">" 277 "G" "norm" 210 0 2 6 1 28 2 3 1 5 1 5 1 3 4 2 41 6 206 28 368 8
"5079" 8 270 812 ">" "+" "sonaPRP" "g_Glocke.wav" "Glocke__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 0 1 13 1 13 5 3 1 5 6 7 1 3 4 2 13 140 219 298 392 8
"5080" 8 270 1404 "/" "0" "sonaPRP" "g_Glocke.wav" "Glocke__.bmp" "F_n_150_.bmp" ">" 277 "F" "norm" 150 0 1 13 1 13 5 3 1 5 6 7 1 3 4 2 13 140 219 298 392 8
"5081" 8 271 655 "<" "+" "sonaPRP" "g_Zug___.wav" "Harfe___.bmp" "B_g_210_.bmp" "<" 277 "B" "gesp" 210 0 4 32 1 16 16 3 1 5 2 15 1 3 4 2 64 32 227 16 405 8
"5082" 8 271 1272 "/" "0" "sonaPRP" "g_Zug___.wav" "Harfe___.bmp" "B_g_210_.bmp" "<" 277 "B" "gesp" 210 0 4 32 1 16 16 3 1 5 2 15 1 3 4 2 64 32 227 16 405 8
"5083" 8 272 631 "<" "+" "sonaPRP" "g_Schwei.wav" "Schwei__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 1500 1 28 2 28 2 3 1 5 1 13 1 3 4 2 96 179 252 28 439 8
"5084" 8 272 872 "/" "0" "sonaPRP" "g_Schwei.wav" "Schwei__.bmp" "K_g_210_.bmp" "<" 672 "K" "gesp" 210 1500 1 28 2 28 2 3 1 5 1 13 1 3 4 2 96 179 252 28 439 8
"5085" 8 273 701 ">" "+" "sonaPRP" "g_Esel__.wav" "Geige___.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 1500 4 8 2 11 13 3 1 5 1 5 1 3 4 2 8 11 218 294 388 8
"5086" 8 273 1110 "/" "0" "sonaPRP" "g_Esel__.wav" "Geige___.bmp" "P_n_150_.bmp" ">" 277 "P" "norm" 150 1500 4 8 2 11 13 3 1 5 1 5 1 3 4 2 8 11 218 294 388 8
"5087" 8 274 637 "<" "+" "sonaPRP" "g_Staubs.wav" "Auto____.bmp" "Z_g_150_.bmp" "<" 672 "Z" "gesp" 150 1500 4 29 2 2 1 3 1 5 3 13 1 3 4 2 2 119 29 268 355 8
"5088" 8 274 886 "/" "0" "sonaPRP" "g_Staubs.wav" "Auto____.bmp" "Z_g_150_.bmp" "<" 672 "Z" "gesp" 150 1500 4 29 2 2 1 3 1 5 3 13 1 3 4 2 2 119 29 268 355 8
"5089" 8 275 620 "<" "+" "sonaPRP" "g_Hammer.wav" "Dudels__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 0 3 15 1 5 7 3 1 5 4 8 1 3 4 2 39 5 15 277 365 8
"5090" 8 275 1116 "/" "0" "sonaPRP" "g_Hammer.wav" "Dudels__.bmp" "G_g_150_.bmp" "<" 672 "G" "gesp" 150 0 3 15 1 5 7 3 1 5 4 8 1 3 4 2 39 5 15 277 365 8
"5091" 8 276 574 "<" "+" "sonaPRP" "g_Tromme.wav" "Elefan__.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 1500 3 30 2 6 4 3 1 5 5 14 1 3 4 2 42 6 207 280 30 8
"5092" 8 276 780 "/" "0" "sonaPRP" "g_Tromme.wav" "Elefan__.bmp" "P_g_210_.bmp" "<" 672 "P" "gesp" 210 1500 3 30 2 6 4 3 1 5 5 14 1 3 4 2 42 6 207 280 30 8
"5093" 8 277 726 "<" "-" "sonaPRP" "g_Besen_.wav" "Besen___.bmp" "L_n_150_.bmp" ">" 277 "L" "norm" 150 0 1 3 1 3 1 3 1 5 3 3 1 3 4 2 33 3 197 269 356 8
"5094" 8 277 1173 "/" "2" "sonaPRP" "g_Besen_.wav" "Besen___.bmp" "L_n_150_.bmp" ">" 277 "L" "norm" 150 0 1 3 1 3 1 3 1 5 3 3 1 3 4 2 33 3 197 269 356 8
"5095" 8 278 652 "<" "+" "sonaPRP" "g_Geige_.wav" "Orgel___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 1500 2 11 2 22 11 3 1 5 5 7 1 3 4 2 51 11 216 22 386 8
"5096" 8 278 1991 "/" "0" "sonaPRP" "g_Geige_.wav" "Orgel___.bmp" "F_g_150_.bmp" "<" 277 "F" "gesp" 150 1500 2 11 2 22 11 3 1 5 5 7 1 3 4 2 51 11 216 22 386 8
"5097" 8 279 598 "<" "-" "sonaPRP" "g_Klinge.wav" "Schwei__.bmp" "Z_n_210_.bmp" ">" 277 "Z" "norm" 210 1500 4 19 2 28 5 3 1 5 6 9 1 3 4 2 98 181 19 28 442 8
"5098" 8 279 896 "/" "0" "sonaPRP" "g_Klinge.wav" "Schwei__.bmp" "Z_n_210_.bmp" ">" 277 "Z" "norm" 210 1500 4 19 2 28 5 3 1 5 6 9 1 3 4 2 98 181 19 28 442 8
"5099" 8 280 992 ">" "+" "sonaPRP" "g_Gitarr.wav" "Elefan__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 0 4 12 1 6 4 3 1 5 5 7 1 3 4 2 43 6 12 281 369 8
"5100" 8 280 1712 "/" "0" "sonaPRP" "g_Gitarr.wav" "Elefan__.bmp" "K_n_210_.bmp" ">" 672 "K" "norm" 210 0 4 12 1 6 4 3 1 5 5 7 1 3 4 2 43 6 12 281 369 8
"5101" 8 281 688 ">" "+" "sonaPRP" "g_Bohrer.wav" "Hammer__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 1500 2 4 2 15 7 3 1 5 4 3 1 3 4 2 4 121 15 273 361 8
"5102" 8 281 1089 "/" "0" "sonaPRP" "g_Bohrer.wav" "Hammer__.bmp" "F_n_210_.bmp" ">" 672 "F" "norm" 210 1500 2 4 2 15 7 3 1 5 4 3 1 3 4 2 4 121 15 273 361 8
"5103" 8 282 824 "<" "+" "sonaPRP" "g_Pferd_.wav" "Zug_____.bmp" "Q_g_150_.bmp" "<" 672 "Q" "gesp" 150 0 4 23 1 32 12 3 1 5 1 6 1 3 4 2 112 32 23 348 448 8
"5104" 8 282 1978 "/" "1" "sonaPRP" "g_Pferd_.wav" "Zug_____.bmp" "Q_g_150_.bmp" "<" 672 "Q" "gesp" 150 0 4 23 1 32 12 3 1 5 1 6 1 3 4 2 112 32 23 348 448 8
"5105" 8 283 1548 ">" "+" "sonaPRP" "g_Ente__.wav" "Ente____.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 1500 1 7 2 7 6 3 1 5 1 5 1 3 4 2 7 123 208 282 370 8
"5106" 8 283 1334 "/" "0" "sonaPRP" "g_Ente__.wav" "Ente____.bmp" "B_n_210_.bmp" ">" 277 "B" "norm" 210 1500 1 7 2 7 6 3 1 5 1 5 1 3 4 2 7 123 208 282 370 8
"5107" 8 284 710 "<" "-" "sonaPRP" "g_Fahrra.wav" "Loewe___.bmp" "Z_n_150_.bmp" ">" 672 "Z" "norm" 150 0 3 9 1 21 3 3 1 5 2 6 1 3 4 2 76 21 9 320 424 8
"5108" 8 284 1213 "/" "0" "sonaPRP" "g_Fahrra.wav" "Loewe___.bmp" "Z_n_150_.bmp" ">" 672 "Z" "norm" 150 0 3 9 1 21 3 3 1 5 2 6 1 3 4 2 76 21 9 320 424 8
"5109" 8 285 1029 ">" "+" "sonaPRP" "g_Harfe_.wav" "Besen___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 0 4 16 1 3 8 3 1 5 5 8 1 3 4 2 36 3 198 16 359 8
"5110" 8 285 1859 "/" "1" "sonaPRP" "g_Harfe_.wav" "Besen___.bmp" "Q_n_210_.bmp" ">" 277 "Q" "norm" 210 0 4 16 1 3 8 3 1 5 5 8 1 3 4 2 36 3 198 16 359 8
"5111" 8 286 1315 "<" "+" "sonaPRP" "g_Schere.wav" "Saege___.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 0 2 26 1 24 14 3 1 5 4 13 1 3 4 2 90 174 247 24 26 8
"5112" 8 286 2638 "/" "0" "sonaPRP" "g_Schere.wav" "Saege___.bmp" "L_g_210_.bmp" "<" 672 "L" "gesp" 210 0 2 26 1 24 14 3 1 5 4 13 1 3 4 2 90 174 247 24 26 8
"5113" 8 287 857 ">" "+" "sonaPRP" "g_Auto__.wav" "Fahrra__.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 1500 2 2 2 9 3 3 1 5 2 2 1 3 4 2 2 118 9 266 353 8
"5114" 8 287 872 "/" "0" "sonaPRP" "g_Auto__.wav" "Fahrra__.bmp" "G_n_150_.bmp" ">" 672 "G" "norm" 150 1500 2 2 2 9 3 3 1 5 2 2 1 3 4 2 2 118 9 266 353 8
"5115" 8 288 1319 ">" "+" "sonaPRP" "g_Katze_.wav" "Katze___.bmp" "B_n_150_.bmp" ">" 672 "B" "norm" 150 0 1 18 1 18 9 3 1 5 1 9 1 3 4 2 65 152 18 311 410 8
"5116" 8 288 1880 "/" "0" "sonaPRP" "g_Katze_.wav" "Katze___.bmp" "B_n_150_.bmp" ">" 672 "B" "norm" 150 0 1 18 1 18 9 3 1 5 1 9 1 3 4 2 65 152 18 311 410 8
