"targ_ID" "cond" "task.soa" "subj" "trial" "RT.task1" "ERR.code.task1" "RT.task2" "ERR.code.task2" "task1.let" "task1.let_ver" "dist_ID" "blk" "ERR.task1" "ERR.task2.old" "ERR.task2" "RT.task1.old" "RT.task2.old" "out" "exp"
"625" "Dudelsack" "semantic" "0" "15" 242 NA "none/false" 1601 "correct" "Q" "normal" "Trompete" "2" 1 0 0 664 1601 0 3
"626" "Dudelsack" "semantic" "0" "16" 188 NA "wrong task order" NA "wrong task order" "Q" "normal" "Trompete" "1" 1 1 1 1028 991 0 3
"627" "Dudelsack" "semantic" "0" "18" 371 NA "none/false" 2615 "correct" "Q" "normal" "Trompete" "4" 1 0 0 1504 2615 0 3
"628" "Dudelsack" "semantic" "0" "17" 353 1290 "correct" NA "none/false" "Q" "normal" "Trompete" "4" 0 1 1 1290 3000 0 3
"629" "Dudelsack" "semantic" "0" "9" 357 917 "correct" 1577 "correct" "Q" "normal" "Trompete" "4" 0 0 0 917 1577 0 3
"630" "Dudelsack" "semantic" "0" "6" 229 923 "correct" 1533 "correct" "Q" "normal" "Trompete" "2" 0 0 0 923 1533 0 3
"631" "Dudelsack" "semantic" "0" "5" 134 NA "none/false" 1549 "correct" "Q" "normal" "Trompete" "1" 1 0 0 1112 1549 0 3
"632" "Dudelsack" "semantic" "0" "14" 213 1260 "correct" 2070 "correct" "Q" "normal" "Trompete" "2" 0 0 0 1260 2070 0 3
"633" "Dudelsack" "semantic" "0" "1" 362 1291 "correct" 2805 "correct" "Q" "normal" "Trompete" "4" 0 0 0 1291 2805 0 3
"634" "Dudelsack" "semantic" "0" "13" 151 2094 "correct" NA "none/false" "Q" "normal" "Trompete" "1" 0 1 1 2094 3000 0 3
"635" "Dudelsack" "semantic" "0" "11" 299 801 "correct" 1162 "correct" "Q" "normal" "Trompete" "3" 0 0 0 801 1162 0 3
"636" "Dudelsack" "semantic" "0" "22" 212 1042 "correct" 1885 "correct" "Q" "normal" "Trompete" "2" 0 0 0 1042 1885 0 3
"637" "Dudelsack" "semantic" "0" "10" 380 888 "correct" 2096 "correct" "Q" "normal" "Trompete" "4" 0 0 0 888 2096 0 3
"638" "Dudelsack" "semantic" "0" "20" 287 NA "none/false" 1704 "correct" "Q" "normal" "Trompete" "3" 1 0 0 1201 1704 0 3
"639" "Dudelsack" "semantic" "0" "2" 393 NA "none/false" 1311 "correct" "Q" "normal" "Trompete" "4" 1 0 0 907 1311 0 3
"640" "Dudelsack" "semantic" "0" "23" 254 NA "none/false" 2040 "correct" "Q" "normal" "Trompete" "2" 1 0 0 1624 2040 0 3
"641" "Dudelsack" "semantic" "0" "12" 268 1517 "correct" NA "technical" "Q" "normal" "Trompete" "3" 0 1 0 1517 1521 0 3
"642" "Dudelsack" "semantic" "0" "21" 141 1076 "correct" 2721 "correct" "Q" "normal" "Trompete" "1" 0 0 0 1076 2721 0 3
"643" "Dudelsack" "semantic" "0" "4" 294 823 "correct" 1180 "correct" "Q" "normal" "Trompete" "3" 0 0 0 823 1180 0 3
"644" "Dudelsack" "semantic" "0" "24" 184 1215 "correct" NA "disfluency" "Q" "normal" "Trompete" "1" 0 1 1 1215 2236 0 3
"645" "Dudelsack" "semantic" "0" "7" 245 889 "correct" 1532 "correct" "Q" "normal" "Trompete" "2" 0 0 0 889 1532 0 3
"646" "Dudelsack" "semantic" "0" "3" 308 NA "none/false" NA "smack" "Q" "normal" "Trompete" "3" 1 1 1 NA 1048 0 3
"647" "Dudelsack" "semantic" "0" "8" 166 1613 "correct" 2621 "correct" "Q" "normal" "Trompete" "1" 0 0 0 1613 2621 0 3
"648" "Dudelsack" "semantic" "0" "19" 307 943 "correct" 1423 "correct" "Q" "normal" "Trompete" "3" 0 0 0 943 1423 0 3
"649" "Dudelsack" "semantic" "1500" "11" 261 877 "correct" 1298 "correct" "Q" "normal" "Trompete" "2" 0 0 0 877 1298 0 3
"650" "Dudelsack" "semantic" "1500" "5" 339 756 "correct" 1100 "correct" "Q" "normal" "Trompete" "4" 0 0 0 756 1100 0 3
"651" "Dudelsack" "semantic" "1500" "21" 350 723 "correct" 849 "correct" "Q" "normal" "Trompete" "4" 0 0 0 723 849 0 3
"652" "Dudelsack" "semantic" "1500" "3" 241 1076 "correct" 2441 "correct" "Q" "normal" "Trompete" "2" 0 0 0 1076 2441 0 3
"653" "Dudelsack" "semantic" "1500" "16" 292 761 "correct" 1452 "correct" "Q" "normal" "Trompete" "3" 0 0 0 761 1452 0 3
"654" "Dudelsack" "semantic" "1500" "17" 135 1368 "correct" NA "none/false" "Q" "normal" "Trompete" "1" 0 1 1 1368 1280 0 3
"655" "Dudelsack" "semantic" "1500" "12" 188 1109 "correct" 1473 "correct" "Q" "normal" "Trompete" "1" 0 0 0 1109 1473 0 3
"656" "Dudelsack" "semantic" "1500" "13" 340 983 "correct" 743 "correct" "Q" "normal" "Trompete" "4" 0 0 0 983 743 0 3
"657" "Dudelsack" "semantic" "1500" "19" 240 938 "correct" 1502 "correct" "Q" "normal" "Trompete" "2" 0 0 0 938 1502 0 3
"658" "Dudelsack" "semantic" "1500" "6" 371 855 "correct" 1174 "correct" "Q" "normal" "Trompete" "4" 0 0 0 855 1174 0 3
"659" "Dudelsack" "semantic" "1500" "10" 203 1695 "correct" 1598 "correct" "Q" "normal" "Trompete" "2" 0 0 0 1695 1598 0 3
"660" "Dudelsack" "semantic" "1500" "18" 226 1165 "correct" 908 "correct" "Q" "normal" "Trompete" "2" 0 0 0 1165 908 0 3
"661" "Dudelsack" "semantic" "1500" "7" 319 875 "correct" NA "distractor named" "Q" "normal" "Trompete" "3" 0 1 1 875 1900 0 3
"662" "Dudelsack" "semantic" "1500" "20" 192 NA "none/false" NA "none/false" "Q" "normal" "Trompete" "1" 1 1 1 907 1477 0 3
"663" "Dudelsack" "semantic" "1500" "4" 188 957 "correct" 1505 "correct" "Q" "normal" "Trompete" "1" 0 0 0 957 1505 0 3
"664" "Dudelsack" "semantic" "1500" "15" 321 861 "correct" 1978 "correct" "Q" "normal" "Trompete" "3" 0 0 0 861 1978 0 3
"665" "Dudelsack" "semantic" "1500" "14" 397 1547 "correct" 1301 "correct" "Q" "normal" "Trompete" "4" 0 0 0 1547 1301 0 3
"666" "Dudelsack" "semantic" "1500" "2" 207 888 "correct" 1772 "correct" "Q" "normal" "Trompete" "2" 0 0 0 888 1772 0 3
"667" "Dudelsack" "semantic" "1500" "23" 316 1444 "correct" NA "smack" "Q" "normal" "Trompete" "3" 0 1 1 1444 618 0 3
"668" "Dudelsack" "semantic" "1500" "9" 142 751 "correct" 997 "correct" "Q" "normal" "Trompete" "1" 0 0 0 751 997 0 3
"669" "Dudelsack" "semantic" "1500" "24" 293 715 "correct" 1116 "correct" "Q" "normal" "Trompete" "3" 0 0 0 715 1116 0 3
"670" "Dudelsack" "semantic" "1500" "1" 162 981 "correct" NA "smack" "Q" "normal" "Trompete" "1" 0 1 1 981 751 0 3
"671" "Dudelsack" "semantic" "1500" "22" 389 850 "correct" 913 "correct" "Q" "normal" "Trompete" "4" 0 0 0 850 913 0 3
"672" "Dudelsack" "semantic" "1500" "8" 267 820 "correct" 1059 "correct" "Q" "normal" "Trompete" "3" 0 0 0 820 1059 0 3
"673" "Dudelsack" "unrelated" "0" "15" 213 990 "correct" 2324 "correct" "Q" "normal" "Pferd" "2" 0 0 0 990 2324 0 3
"674" "Dudelsack" "unrelated" "0" "7" 229 937 "correct" 2219 "correct" "Q" "normal" "Pferd" "2" 0 0 0 937 2219 0 3
"675" "Dudelsack" "unrelated" "0" "8" 245 713 "correct" 1305 "correct" "Q" "normal" "Pferd" "2" 0 0 0 713 1305 0 3
"676" "Dudelsack" "unrelated" "0" "18" 353 1064 "correct" 1388 "correct" "Q" "normal" "Pferd" "4" 0 0 0 1064 1388 0 3
"677" "Dudelsack" "unrelated" "0" "9" 268 788 "correct" 1385 "correct" "Q" "normal" "Pferd" "3" 0 0 0 788 1385 0 3
"678" "Dudelsack" "unrelated" "0" "17" 287 1429 "correct" 2142 "correct" "Q" "normal" "Pferd" "3" 0 0 0 1429 2142 0 3
"679" "Dudelsack" "unrelated" "0" "11" 380 716 "correct" 1100 "correct" "Q" "normal" "Pferd" "4" 0 0 0 716 1100 0 3
"680" "Dudelsack" "unrelated" "0" "13" 188 1852 "correct" 2582 "correct" "Q" "normal" "Pferd" "1" 0 0 0 1852 2582 0 3
"681" "Dudelsack" "unrelated" "0" "24" 254 1094 "correct" 1781 "correct" "Q" "normal" "Pferd" "2" 0 0 0 1094 1781 0 3
"682" "Dudelsack" "unrelated" "0" "19" 371 1170 "correct" 1642 "correct" "Q" "normal" "Pferd" "4" 0 0 0 1170 1642 0 3
"683" "Dudelsack" "unrelated" "0" "4" 308 905 "correct" 1717 "correct" "Q" "normal" "Pferd" "3" 0 0 0 905 1717 0 3
"684" "Dudelsack" "unrelated" "0" "14" 151 1662 "correct" NA "none/false" "Q" "normal" "Pferd" "1" 0 1 1 1662 3000 0 3
"685" "Dudelsack" "unrelated" "0" "5" 166 1624 "correct" 2719 "correct" "Q" "normal" "Pferd" "1" 0 0 0 1624 2719 0 3
"686" "Dudelsack" "unrelated" "0" "1" 294 NA "none/false" 1542 "correct" "Q" "normal" "Pferd" "3" 1 0 0 924 1542 0 3
"687" "Dudelsack" "unrelated" "0" "12" 299 991 "correct" 1877 "correct" "Q" "normal" "Pferd" "3" 0 0 0 991 1877 0 3
"688" "Dudelsack" "unrelated" "0" "3" 393 1134 "correct" 2224 "correct" "Q" "normal" "Pferd" "4" 0 0 0 1134 2224 0 3
"689" "Dudelsack" "unrelated" "0" "10" 357 982 "correct" 2711 "correct" "Q" "normal" "Pferd" "4" 0 0 0 982 2711 0 3
"690" "Dudelsack" "unrelated" "0" "16" 242 942 "correct" 2026 "correct" "Q" "normal" "Pferd" "2" 0 0 0 942 2026 0 3
"691" "Dudelsack" "unrelated" "0" "22" 141 NA "none/false" NA "smack" "Q" "normal" "Pferd" "1" 1 1 1 NA 446 0 3
"692" "Dudelsack" "unrelated" "0" "2" 362 955 "correct" NA "disfluency" "Q" "normal" "Pferd" "4" 0 1 1 955 2299 0 3
"693" "Dudelsack" "unrelated" "0" "6" 134 1179 "correct" 1760 "correct" "Q" "normal" "Pferd" "1" 0 0 0 1179 1760 0 3
"694" "Dudelsack" "unrelated" "0" "23" 212 1507 "correct" 1697 "correct" "Q" "normal" "Pferd" "2" 0 0 0 1507 1697 0 3
"695" "Dudelsack" "unrelated" "0" "21" 184 1711 "correct" 2193 "correct" "Q" "normal" "Pferd" "1" 0 0 0 1711 2193 0 3
"696" "Dudelsack" "unrelated" "0" "20" 307 NA "none/false" 1655 "correct" "Q" "normal" "Pferd" "3" 1 0 0 1229 1655 0 3
"697" "Dudelsack" "unrelated" "1500" "3" 207 1589 "correct" NA "technical" "Q" "normal" "Pferd" "2" 0 1 0 1589 92 0 3
"698" "Dudelsack" "unrelated" "1500" "20" 240 NA "none/false" 1251 "correct" "Q" "normal" "Pferd" "2" 1 0 0 858 1251 0 3
"699" "Dudelsack" "unrelated" "1500" "6" 339 892 "correct" NA "none/false" "Q" "normal" "Pferd" "4" 0 1 1 892 2528 0 3
"700" "Dudelsack" "unrelated" "1500" "2" 162 NA "none/false" 1273 "correct" "Q" "normal" "Pferd" "1" 1 0 0 1524 1273 0 3
"701" "Dudelsack" "unrelated" "1500" "15" 397 788 "correct" 1630 "correct" "Q" "normal" "Pferd" "4" 0 0 0 788 1630 0 3
"702" "Dudelsack" "unrelated" "1500" "22" 350 770 "correct" 1067 "correct" "Q" "normal" "Pferd" "4" 0 0 0 770 1067 0 3
"703" "Dudelsack" "unrelated" "1500" "4" 241 866 "correct" 1119 "correct" "Q" "normal" "Pferd" "2" 0 0 0 866 1119 0 3
"704" "Dudelsack" "unrelated" "1500" "21" 293 740 "correct" 1099 "correct" "Q" "normal" "Pferd" "3" 0 0 0 740 1099 0 3
"705" "Dudelsack" "unrelated" "1500" "10" 142 NA "none/false" 2772 "correct" "Q" "normal" "Pferd" "1" 1 0 0 858 2772 0 3
"706" "Dudelsack" "unrelated" "1500" "16" 321 824 "correct" 1590 "correct" "Q" "normal" "Pferd" "3" 0 0 0 824 1590 0 3
"707" "Dudelsack" "unrelated" "1500" "12" 261 857 "correct" 1273 "correct" "Q" "normal" "Pferd" "2" 0 0 0 857 1273 0 3
"708" "Dudelsack" "unrelated" "1500" "24" 316 831 "correct" 796 "correct" "Q" "normal" "Pferd" "3" 0 0 0 831 796 0 3
"709" "Dudelsack" "unrelated" "1500" "23" 389 1048 "correct" 760 "correct" "Q" "normal" "Pferd" "4" 0 0 0 1048 760 0 3
"710" "Dudelsack" "unrelated" "1500" "7" 371 664 "correct" NA "correct" "Q" "normal" "Pferd" "4" 0 0 0 664 2306 1 3
"711" "Dudelsack" "unrelated" "1500" "17" 192 1230 "correct" 1187 "correct" "Q" "normal" "Pferd" "1" 0 0 0 1230 1187 0 3
"712" "Dudelsack" "unrelated" "1500" "1" 188 NA "none/false" 1122 "correct" "Q" "normal" "Pferd" "1" 1 0 0 910 1122 0 3
"713" "Dudelsack" "unrelated" "1500" "19" 226 978 "correct" 870 "correct" "Q" "normal" "Pferd" "2" 0 0 0 978 870 0 3
"714" "Dudelsack" "unrelated" "1500" "8" 319 1578 "correct" 1055 "correct" "Q" "normal" "Pferd" "3" 0 0 0 1578 1055 0 3
"715" "Dudelsack" "unrelated" "1500" "13" 292 1226 "correct" 1082 "correct" "Q" "normal" "Pferd" "3" 0 0 0 1226 1082 0 3
"716" "Dudelsack" "unrelated" "1500" "11" 203 706 "correct" 1005 "correct" "Q" "normal" "Pferd" "2" 0 0 0 706 1005 0 3
"717" "Dudelsack" "unrelated" "1500" "14" 340 813 "correct" 918 "correct" "Q" "normal" "Pferd" "4" 0 0 0 813 918 0 3
"718" "Dudelsack" "unrelated" "1500" "18" 135 1369 "correct" 912 "correct" "Q" "normal" "Pferd" "1" 0 0 0 1369 912 0 3
"719" "Dudelsack" "unrelated" "1500" "5" 267 897 "correct" 1183 "correct" "Q" "normal" "Pferd" "3" 0 0 0 897 1183 0 3
"720" "Dudelsack" "unrelated" "1500" "9" 188 845 "correct" 857 "correct" "Q" "normal" "Pferd" "1" 0 0 0 845 857 0 3
"721" "Elefant" "congruent" "0" "21" 379 789 "correct" 1453 "correct" "G" "normal" "Elefant" "4" 0 0 0 789 1453 0 3
"722" "Elefant" "congruent" "0" "14" 320 765 "correct" 2129 "correct" "G" "normal" "Elefant" "3" 0 0 0 765 2129 0 3
"723" "Elefant" "congruent" "0" "15" 294 1135 "correct" 1789 "correct" "G" "normal" "Elefant" "3" 0 0 0 1135 1789 0 3
"724" "Elefant" "congruent" "0" "5" 391 772 "correct" 1126 "correct" "G" "normal" "Elefant" "4" 0 0 0 772 1126 0 3
"725" "Elefant" "congruent" "0" "13" 369 842 "correct" 1353 "correct" "G" "normal" "Elefant" "4" 0 0 0 842 1353 0 3
"726" "Elefant" "congruent" "0" "3" 184 NA "none/false" NA "technical" "G" "normal" "Elefant" "1" 1 1 0 NA 699 0 3
"727" "Elefant" "congruent" "0" "2" 256 869 "correct" NA "technical" "G" "normal" "Elefant" "2" 0 1 0 869 1080 0 3
"728" "Elefant" "congruent" "0" "23" 273 815 "correct" 1392 "correct" "G" "normal" "Elefant" "3" 0 0 0 815 1392 0 3
"729" "Elefant" "congruent" "0" "20" 150 700 "correct" 1077 "correct" "G" "normal" "Elefant" "1" 0 0 0 700 1077 0 3
"730" "Elefant" "congruent" "0" "10" 260 1101 "correct" NA "technical" "G" "normal" "Elefant" "2" 0 1 0 1101 1293 0 3
"731" "Elefant" "congruent" "0" "22" 308 709 "correct" 1192 "correct" "G" "normal" "Elefant" "3" 0 0 0 709 1192 0 3
"732" "Elefant" "congruent" "0" "9" 225 975 "correct" 1385 "correct" "G" "normal" "Elefant" "2" 0 0 0 975 1385 0 3
"733" "Elefant" "congruent" "0" "18" 242 1123 "correct" 1532 "correct" "G" "normal" "Elefant" "2" 0 0 0 1123 1532 0 3
"734" "Elefant" "congruent" "0" "4" 161 1246 "correct" 1773 "correct" "G" "normal" "Elefant" "1" 0 0 0 1246 1773 0 3
"735" "Elefant" "congruent" "0" "24" 348 746 "correct" 1301 "correct" "G" "normal" "Elefant" "4" 0 0 0 746 1301 0 3
"736" "Elefant" "congruent" "0" "11" 179 827 "correct" 1304 "correct" "G" "normal" "Elefant" "1" 0 0 0 827 1304 0 3
"737" "Elefant" "congruent" "0" "12" 136 1582 "correct" 2239 "correct" "G" "normal" "Elefant" "1" 0 0 0 1582 2239 0 3
"738" "Elefant" "congruent" "0" "7" 269 693 "correct" 1055 "correct" "G" "normal" "Elefant" "3" 0 0 0 693 1055 0 3
"739" "Elefant" "congruent" "0" "6" 303 798 "correct" 1530 "correct" "G" "normal" "Elefant" "3" 0 0 0 798 1530 0 3
"740" "Elefant" "congruent" "0" "16" 359 794 "correct" 1399 "correct" "G" "normal" "Elefant" "4" 0 0 0 794 1399 0 3
"741" "Elefant" "congruent" "0" "19" 171 1034 "correct" 1399 "correct" "G" "normal" "Elefant" "1" 0 0 0 1034 1399 0 3
"742" "Elefant" "congruent" "0" "8" 364 823 "correct" 1529 "correct" "G" "normal" "Elefant" "4" 0 0 0 823 1529 0 3
"743" "Elefant" "congruent" "0" "17" 220 1613 "correct" 2140 "correct" "G" "normal" "Elefant" "2" 0 0 0 1613 2140 0 3
"744" "Elefant" "congruent" "0" "1" 203 NA "none/false" 2006 "correct" "G" "normal" "Elefant" "2" 1 0 0 952 2006 0 3
"745" "Elefant" "congruent" "1500" "17" 378 698 "correct" 757 "correct" "G" "normal" "Elefant" "4" 0 0 0 698 757 0 3
"746" "Elefant" "congruent" "1500" "20" 336 554 "correct" 580 "correct" "G" "normal" "Elefant" "4" 0 0 0 554 580 0 3
"747" "Elefant" "congruent" "1500" "10" 305 704 "correct" 1019 "correct" "G" "normal" "Elefant" "3" 0 0 0 704 1019 0 3
"748" "Elefant" "congruent" "1500" "24" 149 822 "correct" 786 "correct" "G" "normal" "Elefant" "1" 0 0 0 822 786 0 3
"749" "Elefant" "congruent" "1500" "11" 267 489 "correct" 707 "correct" "G" "normal" "Elefant" "3" 0 0 0 489 707 0 3
"750" "Elefant" "congruent" "1500" "22" 252 815 "correct" 1473 "correct" "G" "normal" "Elefant" "2" 0 0 0 815 1473 0 3
"751" "Elefant" "congruent" "1500" "18" 305 830 "correct" 783 "correct" "G" "normal" "Elefant" "3" 0 0 0 830 783 0 3
"752" "Elefant" "congruent" "1500" "21" 223 694 "correct" 876 "correct" "G" "normal" "Elefant" "2" 0 0 0 694 876 0 3
"753" "Elefant" "congruent" "1500" "6" 246 640 "correct" 521 "correct" "G" "normal" "Elefant" "2" 0 0 0 640 521 0 3
"754" "Elefant" "congruent" "1500" "15" 190 617 "correct" 705 "correct" "G" "normal" "Elefant" "1" 0 0 0 617 705 0 3
"755" "Elefant" "congruent" "1500" "5" 230 761 "correct" 1396 "correct" "G" "normal" "Elefant" "2" 0 0 0 761 1396 0 3
"756" "Elefant" "congruent" "1500" "13" 200 1089 "correct" 706 "correct" "G" "normal" "Elefant" "2" 0 0 0 1089 706 0 3
"757" "Elefant" "congruent" "1500" "16" 161 914 "correct" 1187 "correct" "G" "normal" "Elefant" "1" 0 0 0 914 1187 0 3
"758" "Elefant" "congruent" "1500" "14" 243 695 "correct" 839 "correct" "G" "normal" "Elefant" "2" 0 0 0 695 839 0 3
"759" "Elefant" "congruent" "1500" "3" 296 830 "correct" 1089 "correct" "G" "normal" "Elefant" "3" 0 0 0 830 1089 0 3
"760" "Elefant" "congruent" "1500" "23" 175 903 "correct" 857 "correct" "G" "normal" "Elefant" "1" 0 0 0 903 857 0 3
"761" "Elefant" "congruent" "1500" "7" 170 699 "correct" 1098 "correct" "G" "normal" "Elefant" "1" 0 0 0 699 1098 0 3
"762" "Elefant" "congruent" "1500" "19" 274 730 "correct" 748 "correct" "G" "normal" "Elefant" "3" 0 0 0 730 748 0 3
"763" "Elefant" "congruent" "1500" "1" 380 1121 "correct" 733 "correct" "G" "normal" "Elefant" "4" 0 0 0 1121 733 0 3
"764" "Elefant" "congruent" "1500" "8" 158 NA "none/false" 956 "correct" "G" "normal" "Elefant" "1" 1 0 0 1203 956 0 3
"765" "Elefant" "congruent" "1500" "4" 356 618 "correct" 995 "correct" "G" "normal" "Elefant" "4" 0 0 0 618 995 0 3
"766" "Elefant" "congruent" "1500" "12" 336 573 "correct" 676 "correct" "G" "normal" "Elefant" "4" 0 0 0 573 676 0 3
"767" "Elefant" "congruent" "1500" "2" 327 571 "correct" 795 "correct" "G" "normal" "Elefant" "3" 0 0 0 571 795 0 3
"768" "Elefant" "congruent" "1500" "9" 378 1286 "correct" 924 "correct" "G" "normal" "Elefant" "4" 0 0 0 1286 924 0 3
"769" "Elefant" "semantic" "0" "23" 308 759 "correct" 2590 "correct" "G" "normal" "Schwein" "3" 0 0 0 759 2590 0 3
"770" "Elefant" "semantic" "0" "16" 294 928 "correct" 1916 "correct" "G" "normal" "Schwein" "3" 0 0 0 928 1916 0 3
"771" "Elefant" "semantic" "0" "8" 269 924 "correct" 1418 "correct" "G" "normal" "Schwein" "3" 0 0 0 924 1418 0 3
"772" "Elefant" "semantic" "0" "14" 369 669 "correct" 1323 "correct" "G" "normal" "Schwein" "4" 0 0 0 669 1323 0 3
"773" "Elefant" "semantic" "0" "10" 225 913 "correct" NA "technical" "G" "normal" "Schwein" "2" 0 1 0 913 1147 0 3
"774" "Elefant" "semantic" "0" "13" 359 900 "correct" 1458 "correct" "G" "normal" "Schwein" "4" 0 0 0 900 1458 0 3
"775" "Elefant" "semantic" "0" "12" 179 1134 "correct" 1702 "correct" "G" "normal" "Schwein" "1" 0 0 0 1134 1702 0 3
"776" "Elefant" "semantic" "0" "20" 171 653 "correct" 1193 "correct" "G" "normal" "Schwein" "1" 0 0 0 653 1193 0 3
"777" "Elefant" "semantic" "0" "17" 150 2136 "correct" 2654 "correct" "G" "normal" "Schwein" "1" 0 0 0 2136 2654 0 3
"778" "Elefant" "semantic" "0" "11" 260 783 "correct" 1265 "correct" "G" "normal" "Schwein" "2" 0 0 0 783 1265 0 3
"779" "Elefant" "semantic" "0" "19" 242 1228 "correct" 1759 "correct" "G" "normal" "Schwein" "2" 0 0 0 1228 1759 0 3
"780" "Elefant" "semantic" "0" "7" 303 777 "correct" 1752 "correct" "G" "normal" "Schwein" "3" 0 0 0 777 1752 0 3
"781" "Elefant" "semantic" "0" "2" 203 1049 "correct" NA "technical" "G" "normal" "Schwein" "2" 0 1 0 1049 3000 0 3
"782" "Elefant" "semantic" "0" "4" 184 871 "correct" NA "none/false" "G" "normal" "Schwein" "1" 0 1 1 871 3000 0 3
"783" "Elefant" "semantic" "0" "3" 256 892 "correct" 1939 "correct" "G" "normal" "Schwein" "2" 0 0 0 892 1939 0 3
"784" "Elefant" "semantic" "0" "1" 161 1123 "correct" 1812 "correct" "G" "normal" "Schwein" "1" 0 0 0 1123 1812 0 3
"785" "Elefant" "semantic" "0" "6" 391 968 "correct" 1421 "correct" "G" "normal" "Schwein" "4" 0 0 0 968 1421 0 3
"786" "Elefant" "semantic" "0" "5" 364 675 "correct" NA "none/false" "G" "normal" "Schwein" "4" 0 1 1 675 3000 0 3
"787" "Elefant" "semantic" "0" "9" 136 1091 "correct" NA "none/false" "G" "normal" "Schwein" "1" 0 1 1 1091 3000 0 3
"788" "Elefant" "semantic" "0" "21" 348 1211 "correct" 1562 "correct" "G" "normal" "Schwein" "4" 0 0 0 1211 1562 0 3
"789" "Elefant" "semantic" "0" "24" 273 710 "correct" 1208 "correct" "G" "normal" "Schwein" "3" 0 0 0 710 1208 0 3
"790" "Elefant" "semantic" "0" "22" 379 906 "correct" 1408 "correct" "G" "normal" "Schwein" "4" 0 0 0 906 1408 0 3
"791" "Elefant" "semantic" "0" "18" 220 924 "correct" 2306 "correct" "G" "normal" "Schwein" "2" 0 0 0 924 2306 0 3
"792" "Elefant" "semantic" "0" "15" 320 509 "correct" NA "none/false" "G" "normal" "Schwein" "3" 0 1 1 509 1449 0 3
"793" "Elefant" "semantic" "1500" "18" 378 957 "correct" 880 "correct" "G" "normal" "Schwein" "4" 0 0 0 957 880 0 3
"794" "Elefant" "semantic" "1500" "11" 305 599 "correct" 1554 "correct" "G" "normal" "Schwein" "3" 0 0 0 599 1554 0 3
"795" "Elefant" "semantic" "1500" "22" 223 592 "correct" 1994 "correct" "G" "normal" "Schwein" "2" 0 0 0 592 1994 0 3
"796" "Elefant" "semantic" "1500" "17" 336 730 "correct" 1647 "correct" "G" "normal" "Schwein" "4" 0 0 0 730 1647 0 3
"797" "Elefant" "semantic" "1500" "4" 296 700 "correct" NA "distractor named" "G" "normal" "Schwein" "3" 0 1 1 700 761 0 3
"798" "Elefant" "semantic" "1500" "23" 252 1079 "correct" 1919 "correct" "G" "normal" "Schwein" "2" 0 0 0 1079 1919 0 3
"799" "Elefant" "semantic" "1500" "8" 170 756 "correct" 2085 "correct" "G" "normal" "Schwein" "1" 0 0 0 756 2085 0 3
"800" "Elefant" "semantic" "1500" "20" 274 576 "correct" 1319 "correct" "G" "normal" "Schwein" "3" 0 0 0 576 1319 0 3
"801" "Elefant" "semantic" "1500" "12" 267 656 "correct" 915 "correct" "G" "normal" "Schwein" "3" 0 0 0 656 915 0 3
"802" "Elefant" "semantic" "1500" "13" 161 1423 "correct" NA "correct" "G" "normal" "Schwein" "1" 0 0 0 1423 2846 1 3
"803" "Elefant" "semantic" "1500" "14" 200 1120 "correct" 1610 "correct" "G" "normal" "Schwein" "2" 0 0 0 1120 1610 0 3
"804" "Elefant" "semantic" "1500" "1" 356 832 "correct" 998 "correct" "G" "normal" "Schwein" "4" 0 0 0 832 998 0 3
"805" "Elefant" "semantic" "1500" "9" 336 791 "correct" 1453 "correct" "G" "normal" "Schwein" "4" 0 0 0 791 1453 0 3
"806" "Elefant" "semantic" "1500" "21" 149 984 "correct" 2470 "correct" "G" "normal" "Schwein" "1" 0 0 0 984 2470 0 3
"807" "Elefant" "semantic" "1500" "3" 327 665 "correct" 1693 "correct" "G" "normal" "Schwein" "3" 0 0 0 665 1693 0 3
"808" "Elefant" "semantic" "1500" "19" 305 929 "correct" 1136 "correct" "G" "normal" "Schwein" "3" 0 0 0 929 1136 0 3
"809" "Elefant" "semantic" "1500" "2" 380 876 "correct" NA "none/false" "G" "normal" "Schwein" "4" 0 1 1 876 2858 0 3
"810" "Elefant" "semantic" "1500" "6" 230 687 "correct" 959 "correct" "G" "normal" "Schwein" "2" 0 0 0 687 959 0 3
"811" "Elefant" "semantic" "1500" "24" 175 861 "correct" 866 "correct" "G" "normal" "Schwein" "1" 0 0 0 861 866 0 3
"812" "Elefant" "semantic" "1500" "16" 190 737 "correct" NA "none/false" "G" "normal" "Schwein" "1" 0 1 1 737 3000 0 3
"813" "Elefant" "semantic" "1500" "10" 378 643 "correct" 1454 "correct" "G" "normal" "Schwein" "4" 0 0 0 643 1454 0 3
"814" "Elefant" "semantic" "1500" "7" 246 817 "correct" NA "none/false" "G" "normal" "Schwein" "2" 0 1 1 817 3000 0 3
"815" "Elefant" "semantic" "1500" "15" 243 756 "correct" NA "smack" "G" "normal" "Schwein" "2" 0 1 1 756 1281 0 3
"816" "Elefant" "semantic" "1500" "5" 158 735 "correct" NA "none/false" "G" "normal" "Schwein" "1" 0 1 1 735 1909 0 3
"817" "Elefant" "unrelated" "0" "9" 179 1492 "correct" NA "none/false" "G" "normal" "Bohrer" "1" 0 1 1 1492 3000 0 3
"818" "Elefant" "unrelated" "0" "23" 379 818 "correct" 1537 "correct" "G" "normal" "Bohrer" "4" 0 0 0 818 1537 0 3
