"targ_ID" "cond" "task.soa" "subj" "trial" "RT.task1" "ERR.code.task1" "RT.task2" "ERR.code.task2" "task1.let" "task1.let_ver" "dist_ID" "blk" "ERR.task1" "ERR.task2.old" "ERR.task2" "RT.task1.old" "RT.task2.old" "out" "exp"
"83" "Affe" "semantic" "1500" "15" 372 679 "correct" 1136 "correct" "L" "normal" "Kuh" "4" 0 0 0 679 1136 0 3
"84" "Affe" "semantic" "1500" "9" 175 585 "correct" 1036 "correct" "L" "normal" "Kuh" "1" 0 0 0 585 1036 0 3
"85" "Affe" "semantic" "1500" "24" 300 891 "correct" 817 "correct" "L" "normal" "Kuh" "3" 0 0 0 891 817 0 3
"86" "Affe" "semantic" "1500" "18" 151 930 "correct" 812 "correct" "L" "normal" "Kuh" "1" 0 0 0 930 812 0 3
"87" "Affe" "semantic" "1500" "22" 343 623 "correct" 963 "correct" "L" "normal" "Kuh" "4" 0 0 0 623 963 0 3
"88" "Affe" "semantic" "1500" "10" 157 815 "correct" 2004 "correct" "L" "normal" "Kuh" "1" 0 0 0 815 2004 0 3
"89" "Affe" "semantic" "1500" "4" 234 750 "correct" 1132 "correct" "L" "normal" "Kuh" "2" 0 0 0 750 1132 0 3
"90" "Affe" "semantic" "1500" "5" 292 646 "correct" 1083 "correct" "L" "normal" "Kuh" "3" 0 0 0 646 1083 0 3
"91" "Affe" "semantic" "1500" "7" 389 616 "correct" 933 "correct" "L" "normal" "Kuh" "4" 0 0 0 616 933 0 3
"92" "Affe" "semantic" "1500" "8" 327 771 "correct" 1024 "correct" "L" "normal" "Kuh" "3" 0 0 0 771 1024 0 3
"93" "Affe" "semantic" "1500" "20" 241 NA "none/false" 1028 "correct" "L" "normal" "Kuh" "2" 1 0 0 747 1028 0 3
"94" "Affe" "semantic" "1500" "23" 367 709 "correct" 1178 "correct" "L" "normal" "Kuh" "4" 0 0 0 709 1178 0 3
"95" "Affe" "semantic" "1500" "12" 255 755 "correct" 903 "correct" "L" "normal" "Kuh" "2" 0 0 0 755 903 0 3
"96" "Affe" "semantic" "1500" "3" 212 883 "correct" 908 "correct" "L" "normal" "Kuh" "2" 0 0 0 883 908 0 3
"97" "Affe" "unrelated" "0" "18" 269 670 "correct" 1050 "correct" "L" "normal" "Gitarre" "3" 0 0 0 670 1050 0 3
"98" "Affe" "unrelated" "0" "20" 390 818 "correct" 1276 "correct" "L" "normal" "Gitarre" "4" 0 0 0 818 1276 0 3
"99" "Affe" "unrelated" "0" "14" 184 1830 "correct" 2648 "correct" "L" "normal" "Gitarre" "1" 0 0 0 1830 2648 0 3
"100" "Affe" "unrelated" "0" "12" 379 811 "correct" 1263 "correct" "L" "normal" "Gitarre" "4" 0 0 0 811 1263 0 3
"101" "Affe" "unrelated" "0" "6" 192 737 "correct" 1315 "correct" "L" "normal" "Gitarre" "1" 0 0 0 737 1315 0 3
"102" "Affe" "unrelated" "0" "15" 150 683 "correct" 1302 "correct" "L" "normal" "Gitarre" "1" 0 0 0 683 1302 0 3
"103" "Affe" "unrelated" "0" "19" 359 1381 "correct" 1782 "correct" "L" "normal" "Gitarre" "4" 0 0 0 1381 1782 0 3
"104" "Affe" "unrelated" "0" "24" 221 729 "correct" 1346 "correct" "L" "normal" "Gitarre" "2" 0 0 0 729 1346 0 3
"105" "Affe" "unrelated" "0" "22" 192 820 "correct" 1299 "correct" "L" "normal" "Gitarre" "1" 0 0 0 820 1299 0 3
"106" "Affe" "unrelated" "0" "10" 297 781 "correct" 1263 "correct" "L" "normal" "Gitarre" "3" 0 0 0 781 1263 0 3
"107" "Affe" "unrelated" "0" "1" 315 NA "none/false" 2742 "correct" "L" "normal" "Gitarre" "3" 1 0 0 1251 2742 0 3
"108" "Affe" "unrelated" "0" "8" 201 754 "correct" 1250 "correct" "L" "normal" "Gitarre" "2" 0 0 0 754 1250 0 3
"109" "Affe" "unrelated" "0" "23" 156 1812 "correct" 2014 "correct" "L" "normal" "Gitarre" "1" 0 0 0 1812 2014 0 3
"110" "Affe" "unrelated" "0" "5" 248 803 "correct" 1190 "correct" "L" "normal" "Gitarre" "2" 0 0 0 803 1190 0 3
"111" "Affe" "unrelated" "0" "7" 138 952 "correct" 1243 "correct" "L" "normal" "Gitarre" "1" 0 0 0 952 1243 0 3
"112" "Affe" "unrelated" "0" "3" 344 781 "correct" 1422 "correct" "L" "normal" "Gitarre" "4" 0 0 0 781 1422 0 3
"113" "Affe" "unrelated" "0" "9" 329 851 "correct" 1123 "correct" "L" "normal" "Gitarre" "3" 0 0 0 851 1123 0 3
"114" "Affe" "unrelated" "0" "4" 367 NA "none/false" 1789 "correct" "L" "normal" "Gitarre" "4" 1 0 0 789 1789 0 3
"115" "Affe" "unrelated" "0" "16" 225 643 "correct" 1549 "correct" "L" "normal" "Gitarre" "2" 0 0 0 643 1549 0 3
"116" "Affe" "unrelated" "0" "17" 311 890 "correct" 1320 "correct" "L" "normal" "Gitarre" "3" 0 0 0 890 1320 0 3
"117" "Affe" "unrelated" "0" "11" 341 697 "correct" 1072 "correct" "L" "normal" "Gitarre" "4" 0 0 0 697 1072 0 3
"118" "Affe" "unrelated" "0" "13" 249 825 "correct" 1307 "correct" "L" "normal" "Gitarre" "2" 0 0 0 825 1307 0 3
"119" "Affe" "unrelated" "0" "21" 258 922 "correct" 1443 "correct" "L" "normal" "Gitarre" "2" 0 0 0 922 1443 0 3
"120" "Affe" "unrelated" "0" "2" 277 738 "correct" 1131 "correct" "L" "normal" "Gitarre" "3" 0 0 0 738 1131 0 3
"121" "Affe" "unrelated" "1500" "13" 309 627 "correct" 1082 "correct" "L" "normal" "Gitarre" "3" 0 0 0 627 1082 0 3
"122" "Affe" "unrelated" "1500" "24" 367 583 "correct" 691 "correct" "L" "normal" "Gitarre" "4" 0 0 0 583 691 0 3
"123" "Affe" "unrelated" "1500" "6" 292 895 "correct" 1060 "correct" "L" "normal" "Gitarre" "3" 0 0 0 895 1060 0 3
"124" "Affe" "unrelated" "1500" "9" 255 2780 "correct" NA "correct" "L" "normal" "Gitarre" "2" 0 0 0 2780 2140 1 3
"125" "Affe" "unrelated" "1500" "14" 297 NA "none/false" NA "disfluency" "L" "normal" "Gitarre" "3" 1 1 1 1641 1593 0 3
"126" "Affe" "unrelated" "1500" "4" 212 783 "correct" 1037 "correct" "L" "normal" "Gitarre" "2" 0 0 0 783 1037 0 3
"127" "Affe" "unrelated" "1500" "8" 389 720 "correct" 979 "correct" "L" "normal" "Gitarre" "4" 0 0 0 720 979 0 3
"128" "Affe" "unrelated" "1500" "18" 169 1517 "correct" 827 "correct" "L" "normal" "Gitarre" "1" 0 0 0 1517 827 0 3
"129" "Affe" "unrelated" "1500" "15" 366 1022 "correct" 978 "correct" "L" "normal" "Gitarre" "4" 0 0 0 1022 978 0 3
"130" "Affe" "unrelated" "1500" "17" 241 1244 "correct" 896 "correct" "L" "normal" "Gitarre" "2" 0 0 0 1244 896 0 3
"131" "Affe" "unrelated" "1500" "21" 300 763 "correct" 1106 "correct" "L" "normal" "Gitarre" "3" 0 0 0 763 1106 0 3
"132" "Affe" "unrelated" "1500" "5" 327 756 "correct" 852 "correct" "L" "normal" "Gitarre" "3" 0 0 0 756 852 0 3
"133" "Affe" "unrelated" "1500" "22" 281 715 "correct" 1117 "correct" "L" "normal" "Gitarre" "3" 0 0 0 715 1117 0 3
"134" "Affe" "unrelated" "1500" "3" 158 859 "correct" 1510 "correct" "L" "normal" "Gitarre" "1" 0 0 0 859 1510 0 3
"135" "Affe" "unrelated" "1500" "19" 151 1186 "correct" 1113 "correct" "L" "normal" "Gitarre" "1" 0 0 0 1186 1113 0 3
"136" "Affe" "unrelated" "1500" "7" 335 621 "correct" 1320 "correct" "L" "normal" "Gitarre" "4" 0 0 0 621 1320 0 3
"137" "Affe" "unrelated" "1500" "23" 343 693 "correct" 1341 "correct" "L" "normal" "Gitarre" "4" 0 0 0 693 1341 0 3
"138" "Affe" "unrelated" "1500" "10" 175 1195 "correct" 1606 "correct" "L" "normal" "Gitarre" "1" 0 0 0 1195 1606 0 3
"139" "Affe" "unrelated" "1500" "16" 372 594 "correct" 1539 "correct" "L" "normal" "Gitarre" "4" 0 0 0 594 1539 0 3
"140" "Affe" "unrelated" "1500" "2" 177 753 "correct" 976 "correct" "L" "normal" "Gitarre" "1" 0 0 0 753 976 0 3
"141" "Affe" "unrelated" "1500" "12" 217 792 "correct" 848 "correct" "L" "normal" "Gitarre" "2" 0 0 0 792 848 0 3
"142" "Affe" "unrelated" "1500" "11" 157 509 "correct" 1279 "correct" "L" "normal" "Gitarre" "1" 0 0 0 509 1279 0 3
"143" "Affe" "unrelated" "1500" "1" 234 791 "correct" 1385 "correct" "L" "normal" "Gitarre" "2" 0 0 0 791 1385 0 3
"144" "Affe" "unrelated" "1500" "20" 214 609 "correct" 841 "correct" "L" "normal" "Gitarre" "2" 0 0 0 609 841 0 3
"145" "Auto" "congruent" "0" "15" 169 786 "correct" 1349 "correct" "G" "normal" "Auto" "1" 0 0 0 786 1349 0 3
"146" "Auto" "congruent" "0" "13" 223 1422 "correct" 2104 "correct" "G" "normal" "Auto" "2" 0 0 0 1422 2104 0 3
"147" "Auto" "congruent" "0" "18" 302 803 "correct" 1139 "correct" "G" "normal" "Auto" "3" 0 0 0 803 1139 0 3
"148" "Auto" "congruent" "0" "14" 235 895 "correct" 1648 "correct" "G" "normal" "Auto" "2" 0 0 0 895 1648 0 3
"149" "Auto" "congruent" "0" "1" 387 1298 "correct" NA "smack" "G" "normal" "Auto" "4" 0 1 1 1298 1674 0 3
"150" "Auto" "congruent" "0" "6" 236 494 "correct" 895 "correct" "G" "normal" "Auto" "2" 0 0 0 494 895 0 3
"151" "Auto" "congruent" "0" "5" 206 868 "correct" 1481 "correct" "G" "normal" "Auto" "2" 0 0 0 868 1481 0 3
"152" "Auto" "congruent" "0" "8" 142 NA "none/false" 1705 "correct" "G" "normal" "Auto" "1" 1 0 0 1100 1705 0 3
"153" "Auto" "congruent" "0" "11" 284 690 "correct" 985 "correct" "G" "normal" "Auto" "3" 0 0 0 690 985 0 3
"154" "Auto" "congruent" "0" "4" 353 NA "none/false" NA "none/false" "G" "normal" "Auto" "4" 1 1 1 1922 3000 0 3
"155" "Auto" "congruent" "0" "10" 311 887 "correct" 1245 "correct" "G" "normal" "Auto" "3" 0 0 0 887 1245 0 3
"156" "Auto" "congruent" "0" "9" 367 1245 "correct" 1696 "correct" "G" "normal" "Auto" "4" 0 0 0 1245 1696 0 3
"157" "Auto" "congruent" "0" "7" 163 958 "correct" 1405 "correct" "G" "normal" "Auto" "1" 0 0 0 958 1405 0 3
"158" "Auto" "congruent" "0" "16" 141 901 "correct" 1450 "correct" "G" "normal" "Auto" "1" 0 0 0 901 1450 0 3
"159" "Auto" "congruent" "0" "2" 299 728 "correct" 1062 "correct" "G" "normal" "Auto" "3" 0 0 0 728 1062 0 3
"160" "Auto" "congruent" "0" "23" 167 1921 "correct" 2251 "correct" "G" "normal" "Auto" "1" 0 0 0 1921 2251 0 3
"161" "Auto" "congruent" "0" "24" 139 785 "correct" 1350 "correct" "G" "normal" "Auto" "1" 0 0 0 785 1350 0 3
"162" "Auto" "congruent" "0" "19" 277 1668 "correct" 2168 "correct" "G" "normal" "Auto" "3" 0 0 0 1668 2168 0 3
"163" "Auto" "congruent" "0" "12" 353 773 "correct" 1445 "correct" "G" "normal" "Auto" "4" 0 0 0 773 1445 0 3
"164" "Auto" "congruent" "0" "21" 208 940 "correct" 1654 "correct" "G" "normal" "Auto" "2" 0 0 0 940 1654 0 3
"165" "Auto" "congruent" "0" "3" 288 879 "correct" 1347 "correct" "G" "normal" "Auto" "3" 0 0 0 879 1347 0 3
"166" "Auto" "congruent" "0" "20" 363 NA "none/false" 1607 "correct" "G" "normal" "Auto" "4" 1 0 0 1065 1607 0 3
"167" "Auto" "congruent" "0" "17" 386 888 "correct" 1315 "correct" "G" "normal" "Auto" "4" 0 0 0 888 1315 0 3
"168" "Auto" "congruent" "0" "22" 234 627 "correct" 1471 "correct" "G" "normal" "Auto" "2" 0 0 0 627 1471 0 3
"169" "Auto" "congruent" "1500" "5" 394 590 "correct" 683 "correct" "G" "normal" "Auto" "4" 0 0 0 590 683 0 3
"170" "Auto" "congruent" "1500" "16" 347 1031 "correct" 958 "correct" "G" "normal" "Auto" "4" 0 0 0 1031 958 0 3
"171" "Auto" "congruent" "1500" "22" 329 711 "correct" 910 "correct" "G" "normal" "Auto" "3" 0 0 0 711 910 0 3
"172" "Auto" "congruent" "1500" "17" 208 2484 "correct" 1522 "correct" "G" "normal" "Auto" "2" 0 0 0 2484 1522 0 3
"173" "Auto" "congruent" "1500" "3" 176 782 "correct" 1188 "correct" "G" "normal" "Auto" "1" 0 0 0 782 1188 0 3
"174" "Auto" "congruent" "1500" "7" 287 689 "correct" 721 "correct" "G" "normal" "Auto" "3" 0 0 0 689 721 0 3
"175" "Auto" "congruent" "1500" "14" 314 705 "correct" 833 "correct" "G" "normal" "Auto" "3" 0 0 0 705 833 0 3
"176" "Auto" "congruent" "1500" "2" 259 601 "correct" 648 "correct" "G" "normal" "Auto" "2" 0 0 0 601 648 0 3
"177" "Auto" "congruent" "1500" "8" 345 670 "correct" 691 "correct" "G" "normal" "Auto" "4" 0 0 0 670 691 0 3
"178" "Auto" "congruent" "1500" "18" 247 1226 "correct" 705 "correct" "G" "normal" "Auto" "2" 0 0 0 1226 705 0 3
"179" "Auto" "congruent" "1500" "23" 289 812 "correct" 859 "correct" "G" "normal" "Auto" "3" 0 0 0 812 859 0 3
"180" "Auto" "congruent" "1500" "20" 162 742 "correct" 799 "correct" "G" "normal" "Auto" "1" 0 0 0 742 799 0 3
"181" "Auto" "congruent" "1500" "21" 387 732 "correct" 768 "correct" "G" "normal" "Auto" "4" 0 0 0 732 768 0 3
"182" "Auto" "congruent" "1500" "24" 354 490 "correct" 684 "correct" "G" "normal" "Auto" "4" 0 0 0 490 684 0 3
"183" "Auto" "congruent" "1500" "9" 199 1104 "correct" 608 "correct" "G" "normal" "Auto" "2" 0 0 0 1104 608 0 3
"184" "Auto" "congruent" "1500" "10" 233 1318 "correct" 793 "correct" "G" "normal" "Auto" "2" 0 0 0 1318 793 0 3
"185" "Auto" "congruent" "1500" "4" 153 911 "correct" 1128 "correct" "G" "normal" "Auto" "1" 0 0 0 911 1128 0 3
"186" "Auto" "congruent" "1500" "13" 384 746 "correct" 837 "correct" "G" "normal" "Auto" "4" 0 0 0 746 837 0 3
"187" "Auto" "congruent" "1500" "19" 184 1269 "correct" 645 "correct" "G" "normal" "Auto" "1" 0 0 0 1269 645 0 3
"188" "Auto" "congruent" "1500" "15" 283 745 "correct" 851 "correct" "G" "normal" "Auto" "3" 0 0 0 745 851 0 3
"189" "Auto" "congruent" "1500" "12" 151 1108 "correct" 730 "correct" "G" "normal" "Auto" "1" 0 0 0 1108 730 0 3
"190" "Auto" "congruent" "1500" "1" 225 1023 "correct" 793 "correct" "G" "normal" "Auto" "2" 0 0 0 1023 793 0 3
"191" "Auto" "congruent" "1500" "11" 174 1056 "correct" 628 "correct" "G" "normal" "Auto" "1" 0 0 0 1056 628 0 3
"192" "Auto" "congruent" "1500" "6" 299 703 "correct" 743 "correct" "G" "normal" "Auto" "3" 0 0 0 703 743 0 3
"193" "Auto" "semantic" "0" "13" 141 1090 "correct" 2564 "correct" "G" "normal" "Fahrrad" "1" 0 0 0 1090 2564 0 3
"194" "Auto" "semantic" "0" "7" 236 822 "correct" 2008 "correct" "G" "normal" "Fahrrad" "2" 0 0 0 822 2008 0 3
"195" "Auto" "semantic" "0" "3" 299 1859 "correct" 2416 "correct" "G" "normal" "Fahrrad" "3" 0 0 0 1859 2416 0 3
"196" "Auto" "semantic" "0" "6" 206 NA "none/false" 1472 "correct" "G" "normal" "Fahrrad" "2" 1 0 0 586 1472 0 3
"197" "Auto" "semantic" "0" "20" 277 790 "correct" 1317 "correct" "G" "normal" "Fahrrad" "3" 0 0 0 790 1317 0 3
"198" "Auto" "semantic" "0" "11" 311 1308 "correct" 1681 "correct" "G" "normal" "Fahrrad" "3" 0 0 0 1308 1681 0 3
"199" "Auto" "semantic" "0" "8" 163 NA "none/false" NA "technical" "G" "normal" "Fahrrad" "1" 1 1 0 1099 1642 0 3
"200" "Auto" "semantic" "0" "14" 223 1100 "correct" NA "technical" "G" "normal" "Fahrrad" "2" 0 1 0 1100 1285 0 3
